selection_id	source_archive_sha256	original_member_path	canonical_archive_path	member_kind	physical_page	bytes	compressed_bytes	sha256	accepted_state	authority_role
D011	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p005_diag02.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p005_diag02.png	DIAGRAM_WITNESS_CROP	5	215609	203005	31BAE048933F98BC8E80B75387358BD26D956B2036E17D6375B4F1A9A3FFD883	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D012	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p006_diag01.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p006_diag01.png	DIAGRAM_WITNESS_CROP	6	747716	703342	E48CFF4DD6C9469467C11FC921E84C75E15E2371D4137DA52A98E82EFCFA9444	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D013	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p007_diag01.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p007_diag01.png	DIAGRAM_WITNESS_CROP	7	691880	651010	6ECE91352D202E36A2FA751FC7F0F0A520CC5DB1358F887F04E93C483D99403C	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D014	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p008_diag01.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p008_diag01.png	DIAGRAM_WITNESS_CROP	8	21363	19306	A76A6812AD237F8E7ABD05866B1EFB7059CFA00294AD389E587CD6A0C1AC5CD7	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D015	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p008_diag02.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p008_diag02.png	DIAGRAM_WITNESS_CROP	8	20940	18683	B4B8E7E5D2B47E1A7E420D9F1FDF36538AD8C2C4FBC08A79D7AD36D26D04774B	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D016	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p008_diag03.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p008_diag03.png	DIAGRAM_WITNESS_CROP	8	21563	19478	1290A768852C20E8E6FC7C2AC286F0058FB7F38378C0EDA161EAED22BB345790	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D017	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p008_diag04.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p008_diag04.png	DIAGRAM_WITNESS_CROP	8	213831	200460	7EDE2E3B9F03B29CF25056BE2EC21A802DBCB72F97B06DA44702903E17DB4CE7	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D018	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p008_diag05.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p008_diag05.png	DIAGRAM_WITNESS_CROP	8	316546	295971	0D45D1F9505DBD25E0F8ADF508C31C0CB67247B19F66CCDA5DE0E9EF81B7BC03	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D019	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p009_diag01.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p009_diag01.png	DIAGRAM_WITNESS_CROP	9	365342	340804	247E21253EFDD4FE01C724118B6F5A722A2629B851E4996CE3C7CBFE3F74EC1A	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D020	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p009_diag02.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p009_diag02.png	DIAGRAM_WITNESS_CROP	9	159888	149658	025E24D151B768839DB4468335B70B6B9083ABDDD8D032F9B9792868E53F0F03	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D021	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p010_diag01.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p010_diag01.png	DIAGRAM_WITNESS_CROP	10	530014	494438	92D81A128144359F11FDB1190DF20EC1F621F93973FEB1C56BDECA0157839C12	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
D022	B9FD630EE8221E8B20A5CF111B0BF05720CA860895C93728E4797A4160024123	Deligne_Diagram_Witness_Aid_D021_D045_20260608/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p010_diag02.png	diagram_witness_d036/Images/D036_Le_groupe_fondamental_du_complement_d_une/D036_p010_diag02.png	DIAGRAM_WITNESS_CROP	10	33737	30740	874BA9B4B7477CA2CC29BCB80C2766FEF1A71B9D0CF475E9FE88EA364B7C50E8	ZERO_ACCEPTED	LOCATOR_ONLY_NOT_AUTHORITY_SUBSTITUTE
