language_code,language_name,repo,path,payload_relative_path,blob_url,raw_url,repo_license_spdx,repo_license_url,bytes,sha256,language_evidence_terms,topic_tags
cs,Czech,daemontus/statnice_priprava,programove_a_informacne_systemy.tex,latex_payload/cs/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,https://github.com/daemontus/statnice_priprava/blob/fd54f5cc83afcd23d0d562c417d0769972980eb6/programove_a_informacne_systemy.tex,https://raw.githubusercontent.com/daemontus/statnice_priprava/fd54f5cc83afcd23d0d562c417d0769972980eb6/programove_a_informacne_systemy.tex,MIT,,40199,FD4D39E009A1574DA994F68C966DDE703481F577872853DB54813EED488B6CA1,okruh; algebra; okruhy,algebra;ring;field
cs,Czech,reasonablecow/share,math/abstract-algebra/readme.tex,latex_payload/cs/reasonablecow_share/math/abstract-algebra/readme.tex,https://github.com/reasonablecow/share/blob/f55156d6f9e860cff708113ac1323e8170b47ba8/math/abstract-algebra/readme.tex,https://raw.githubusercontent.com/reasonablecow/share/f55156d6f9e860cff708113ac1323e8170b47ba8/math/abstract-algebra/readme.tex,MIT,,21977,7AFC8E1958725A1CAE5C70D8F9B4D3B0FC942F545E953FBF53A21842C17D0BAB,okruh; těleso; grupa; modul; algebra; věta; důkaz; okruhy,algebra;ring;module;group;field;galois
cs,Czech,vilemfiala/czech-absa-thesis,src/thesis/text/kapitola4.tex,latex_payload/cs/vilemfiala_czech-absa-thesis/src/thesis/text/kapitola4.tex,https://github.com/vilemfiala/czech-absa-thesis/blob/a19fbee6f4f44d46e0b104be8fcd6edd0ac16283/src/thesis/text/kapitola4.tex,https://raw.githubusercontent.com/vilemfiala/czech-absa-thesis/a19fbee6f4f44d46e0b104be8fcd6edd0ac16283/src/thesis/text/kapitola4.tex,MIT,,54370,F2C4D60DAD77A541DA8885ECF6A24537EED2A3AB582209711F19F8F15A07B191,okruh; modul; věta; okruhy,ring;module
sk,Slovak,VUT-FEKT-IBE/BPC-IBE-SZZ,BPC-UP2A/text.tex,latex_payload/sk/VUT-FEKT-IBE_BPC-IBE-SZZ/BPC-UP2A/text.tex,https://github.com/VUT-FEKT-IBE/BPC-IBE-SZZ/blob/f54bde5df5c79d76a337ce067890a1ab8c3a2857/BPC-UP2A/text.tex,https://raw.githubusercontent.com/VUT-FEKT-IBE/BPC-IBE-SZZ/f54bde5df5c79d76a337ce067890a1ab8c3a2857/BPC-UP2A/text.tex,MIT,,46696,AD738964FB1AD55EBB8E4E31FC9FF37BC3CF04709DDBF7511702B20719DB5160,okruh,ring
sk,Slovak,knedl1k/B2M01TIK,lectures/chapters/05.tex,latex_payload/sk/knedl1k_B2M01TIK/lectures/chapters/05.tex,https://github.com/knedl1k/B2M01TIK/blob/b97c43de7a1dd5a7e586fdac7415a940992bc8ae/lectures/chapters/05.tex,https://raw.githubusercontent.com/knedl1k/B2M01TIK/b97c43de7a1dd5a7e586fdac7415a940992bc8ae/lectures/chapters/05.tex,CC-BY-SA-4.0,,6060,59B37F4CE7EFB35C8A19E467F7DDCD139233115EDC7ECF81BC025BD5BE631884,okruh; grupa,ring;group
sk,Slovak,JoHavel/MFFNotes,MA7/Reprezentace/ReprezentaceC.tex,latex_payload/sk/JoHavel_MFFNotes/MA7/Reprezentace/ReprezentaceC.tex,https://github.com/JoHavel/MFFNotes/blob/dcd51a2745549caef5a455668e594f89a652562e/MA7/Reprezentace/ReprezentaceC.tex,https://raw.githubusercontent.com/JoHavel/MFFNotes/dcd51a2745549caef5a455668e594f89a652562e/MA7/Reprezentace/ReprezentaceC.tex,MIT,,4435,C37579E559B12BCD5EB119AE7C8D4FF40CC8DF4DAA84C2FEC2C80AB251F3BEDD,okruh; modul; okruhy,ring;module;group;field
sk,Slovak,FrostyX/statnice-bc,1-matematicke-metody/1-matematicke-metody.tex,latex_payload/sk/FrostyX_statnice-bc/1-matematicke-metody/1-matematicke-metody.tex,https://github.com/FrostyX/statnice-bc/blob/afbe17782c665c9c9ba4b013404dbbb87ce6cdf0/1-matematicke-metody/1-matematicke-metody.tex,https://raw.githubusercontent.com/FrostyX/statnice-bc/afbe17782c665c9c9ba4b013404dbbb87ce6cdf0/1-matematicke-metody/1-matematicke-metody.tex,GPL-2.0,,140985,2E5D30BDD20535E2FA7CF711E2CEF9D34A92B161D626EFC58DC8404B7C3F33C5,okruh; grupa; modul; algebra; veta; okruhy,algebra;ring;module;group;field
sk,Slovak,pkonas/AutoGenBook,output/book/sections/3-5.tex,latex_payload/sk/pkonas_AutoGenBook/output/book/sections/3-5.tex,https://github.com/pkonas/AutoGenBook/blob/ea39018449bfe2e6162adfa859f024521f5e91e6/output/book/sections/3-5.tex,https://raw.githubusercontent.com/pkonas/AutoGenBook/ea39018449bfe2e6162adfa859f024521f5e91e6/output/book/sections/3-5.tex,APACHE-2.0,,6390,7C45B129793FBC56DDCEC8F674B73438E60CDB68F3CDF48535EF744187B45B3C,okruh; okruhy,ring
sk,Slovak,RoboticsBrno/RoboticsBrno-guides,RoboticsManual/zacatek.tex,latex_payload/sk/RoboticsBrno_RoboticsBrno-guides/RoboticsManual/zacatek.tex,https://github.com/RoboticsBrno/RoboticsBrno-guides/blob/dbf4d3d9b29636857b38d6a84a49f036bb4cba8a/RoboticsManual/zacatek.tex,https://raw.githubusercontent.com/RoboticsBrno/RoboticsBrno-guides/dbf4d3d9b29636857b38d6a84a49f036bb4cba8a/RoboticsManual/zacatek.tex,MIT,,9777,986B3C6B85712A8BE648B648C75F62CAF771A8E446120CEB28C043588356C37C,okruh; okruhy,ring
sk,Slovak,daemontus/statnice_priprava,programove_a_informacne_systemy.tex,latex_payload/sk/daemontus_statnice_priprava/programove_a_informacne_systemy.tex,https://github.com/daemontus/statnice_priprava/blob/fd54f5cc83afcd23d0d562c417d0769972980eb6/programove_a_informacne_systemy.tex,https://raw.githubusercontent.com/daemontus/statnice_priprava/fd54f5cc83afcd23d0d562c417d0769972980eb6/programove_a_informacne_systemy.tex,MIT,,40199,FD4D39E009A1574DA994F68C966DDE703481F577872853DB54813EED488B6CA1,okruh; algebra; okruhy,algebra;ring;field
sk,Slovak,reasonablecow/share,math/abstract-algebra/readme.tex,latex_payload/sk/reasonablecow_share/math/abstract-algebra/readme.tex,https://github.com/reasonablecow/share/blob/f55156d6f9e860cff708113ac1323e8170b47ba8/math/abstract-algebra/readme.tex,https://raw.githubusercontent.com/reasonablecow/share/f55156d6f9e860cff708113ac1323e8170b47ba8/math/abstract-algebra/readme.tex,MIT,,21977,7AFC8E1958725A1CAE5C70D8F9B4D3B0FC942F545E953FBF53A21842C17D0BAB,okruh; grupa; modul; algebra; okruhy,algebra;ring;module;group;field;galois
sk,Slovak,vilemfiala/czech-absa-thesis,src/thesis/text/kapitola4.tex,latex_payload/sk/vilemfiala_czech-absa-thesis/src/thesis/text/kapitola4.tex,https://github.com/vilemfiala/czech-absa-thesis/blob/a19fbee6f4f44d46e0b104be8fcd6edd0ac16283/src/thesis/text/kapitola4.tex,https://raw.githubusercontent.com/vilemfiala/czech-absa-thesis/a19fbee6f4f44d46e0b104be8fcd6edd0ac16283/src/thesis/text/kapitola4.tex,MIT,,54370,F2C4D60DAD77A541DA8885ECF6A24537EED2A3AB582209711F19F8F15A07B191,okruh; modul; okruhy,ring;module
sl,Slovene,iruspro/zapiski-fmf,02_letnik/alg2/skripta/02_uvod-kolobarji.tex,latex_payload/sl/iruspro_zapiski-fmf/02_letnik/alg2/skripta/02_uvod-kolobarji.tex,https://github.com/iruspro/zapiski-fmf/blob/2933b9bec2fad0e0acd4159d5f963bcc84637c9f/02_letnik/alg2/skripta/02_uvod-kolobarji.tex,https://raw.githubusercontent.com/iruspro/zapiski-fmf/2933b9bec2fad0e0acd4159d5f963bcc84637c9f/02_letnik/alg2/skripta/02_uvod-kolobarji.tex,MIT,,7267,40206F1DF53F761E0B97F613A10CE56B4A10EDD418E8D9AA106818AAA513F1A9,kolobar; grupa; algebra; izrek; kolobarji,algebra;ring;group;field
sl,Slovene,TheJim123/Diplomska-naloga,Predstavitve/Dolga predstavitev/Tekst/Dolga Predstavitev text.tex,latex_payload/sl/TheJim123_Diplomska-naloga/Predstavitve/Dolga_predstavitev/Tekst/Dolga_Predstavitev_text.tex,https://github.com/TheJim123/Diplomska-naloga/blob/7dc177872f385e37bbc55d56dde9bded9446ca1e/Predstavitve/Dolga%20predstavitev/Tekst/Dolga%20Predstavitev%20text.tex,https://raw.githubusercontent.com/TheJim123/Diplomska-naloga/7dc177872f385e37bbc55d56dde9bded9446ca1e/Predstavitve/Dolga%20predstavitev/Tekst/Dolga%20Predstavitev%20text.tex,MIT,,61948,54613F84EC1BFEE92FFCBA668DF224847ACBD49DA1999410C525956E60D6F9BD,kolobar; grupa; modul; algebra; izrek; dokaz; kolobarji,algebra;ring;module;group;field
sl,Slovene,iruspro/zapiski-fmf,02_letnik/alg2/skripta/06_kolobarji_polinomov.tex,latex_payload/sl/iruspro_zapiski-fmf/02_letnik/alg2/skripta/06_kolobarji_polinomov.tex,https://github.com/iruspro/zapiski-fmf/blob/2933b9bec2fad0e0acd4159d5f963bcc84637c9f/02_letnik/alg2/skripta/06_kolobarji_polinomov.tex,https://raw.githubusercontent.com/iruspro/zapiski-fmf/2933b9bec2fad0e0acd4159d5f963bcc84637c9f/02_letnik/alg2/skripta/06_kolobarji_polinomov.tex,MIT,,9446,D732AA2C3BAC436E7D7F049EF135EF1F359599F998B3502D60188655CC9C33A0,kolobar; algebra; izrek; kolobarji,algebra;ring;field;galois
sl,Slovene,lunar-starlight/Magisterij,src/principi-odločitve.tex,latex_payload/sl/lunar-starlight_Magisterij/src/principi-odlo_itve.tex,https://github.com/lunar-starlight/Magisterij/blob/70322d280fbf4bdabd6975ecb697f47983cacb78/src/principi-odlo%C4%8Ditve.tex,https://raw.githubusercontent.com/lunar-starlight/Magisterij/70322d280fbf4bdabd6975ecb697f47983cacb78/src/principi-odlo%C4%8Ditve.tex,MIT,,9238,07EED2DE4B5B10FF958FB6224DB4236B254A02CB2D9FA751D4852BD14A1F1BAF,kolobar; izrek; dokaz,ring
sl,Slovene,kuco23/graduate-thesis,diploma.tex,latex_payload/sl/kuco23_graduate-thesis/diploma.tex,https://github.com/kuco23/graduate-thesis/blob/f414c2009bc53d08ec547ef96a2e80f1d2123528/diploma.tex,https://raw.githubusercontent.com/kuco23/graduate-thesis/f414c2009bc53d08ec547ef96a2e80f1d2123528/diploma.tex,MIT,,89723,AE3DCDA889661686EA7662DA0B4A136DBB541C88DE70A917294A0397FCA95483,kolobar; modul; izrek; dokaz; kolobarji,ring;module;field;invariant
sl,Slovene,TheJim123/Diplomska-naloga,Predstavitve/Dolga predstavitev/Beamer/Predstavitev Beamer.tex,latex_payload/sl/TheJim123_Diplomska-naloga/Predstavitve/Dolga_predstavitev/Beamer/Predstavitev_Beamer.tex,https://github.com/TheJim123/Diplomska-naloga/blob/7dc177872f385e37bbc55d56dde9bded9446ca1e/Predstavitve/Dolga%20predstavitev/Beamer/Predstavitev%20Beamer.tex,https://raw.githubusercontent.com/TheJim123/Diplomska-naloga/7dc177872f385e37bbc55d56dde9bded9446ca1e/Predstavitve/Dolga%20predstavitev/Beamer/Predstavitev%20Beamer.tex,MIT,,20901,893BE2E93C29DC9E8941C21FADC82253469116692F02E2848096D547F1B69146,kolobar; grupa; modul; algebra; izrek; dokaz; kolobarji,algebra;ring;module;group
sl,Slovene,TheJim123/Diplomska-naloga,Končni izdelek/Zakeršnik-27171155-2023.tex,latex_payload/sl/TheJim123_Diplomska-naloga/Kon_ni_izdelek/Zaker_nik-27171155-2023.tex,https://github.com/TheJim123/Diplomska-naloga/blob/7dc177872f385e37bbc55d56dde9bded9446ca1e/Kon%C4%8Dni%20izdelek/Zaker%C5%A1nik-27171155-2023.tex,https://raw.githubusercontent.com/TheJim123/Diplomska-naloga/7dc177872f385e37bbc55d56dde9bded9446ca1e/Kon%C4%8Dni%20izdelek/Zaker%C5%A1nik-27171155-2023.tex,MIT,,128954,0BC4D565F117F6FDC44C3E5D9538CA0E4E0666C255900D361BA2A51B9928CD83,kolobar; grupa; modul; algebra; izrek; dokaz; kolobarji,algebra;ring;module;group;field
sl,Slovene,iruspro/zapiski-fmf,02_letnik/alg2/skripta/skripta.tex,latex_payload/sl/iruspro_zapiski-fmf/02_letnik/alg2/skripta/skripta.tex,https://github.com/iruspro/zapiski-fmf/blob/2933b9bec2fad0e0acd4159d5f963bcc84637c9f/02_letnik/alg2/skripta/skripta.tex,https://raw.githubusercontent.com/iruspro/zapiski-fmf/2933b9bec2fad0e0acd4159d5f963bcc84637c9f/02_letnik/alg2/skripta/skripta.tex,MIT,,836,DD157D549F3E3DF3CA365D50ED0241440E8246D95E66194242D4CAE11679214B,kolobar; algebra; kolobarji,algebra;ring;group
sr,Serbian,f-hluchnik/zpevnik,pisnicky/svatebnikosile.tex,latex_payload/sr/f-hluchnik_zpevnik/pisnicky/svatebnikosile.tex,https://github.com/f-hluchnik/zpevnik/blob/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/svatebnikosile.tex,https://raw.githubusercontent.com/f-hluchnik/zpevnik/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/svatebnikosile.tex,APACHE-2.0,,1158,2765DA1B75D9457D84556AA4D8FF7D8DC8C534354D511B6163A777522DFCB1D6,prsten,ring
sr,Serbian,Headary/maturita,cj/sources/fimfarum.tex,latex_payload/sr/Headary_maturita/cj/sources/fimfarum.tex,https://github.com/Headary/maturita/blob/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/fimfarum.tex,https://raw.githubusercontent.com/Headary/maturita/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/fimfarum.tex,GPL-3.0,,12344,3E3418AB613BC2A269539915FC8A22611435DB4695AE41890C327BC9B8713776,prsten,ring
sr,Serbian,Headary/maturita,"cj/sources/dlouhy,siroky_a_kratkozraky.tex",latex_payload/sr/Headary_maturita/cj/sources/dlouhy_siroky_a_kratkozraky.tex,"https://github.com/Headary/maturita/blob/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/dlouhy,siroky_a_kratkozraky.tex","https://raw.githubusercontent.com/Headary/maturita/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/dlouhy,siroky_a_kratkozraky.tex",GPL-3.0,,3907,8829FA5126689D58E247844052E3550175548CB2AEBA78D429485DFBB85EAA73,prsten,ring
sr,Serbian,bornagojsic/dismat2,zadace/dz09/main.tex,latex_payload/sr/bornagojsic_dismat2/zadace/dz09/main.tex,https://github.com/bornagojsic/dismat2/blob/8bc283e3dcf3b37b9c50f311260357873bb2e79e/zadace/dz09/main.tex,https://raw.githubusercontent.com/bornagojsic/dismat2/8bc283e3dcf3b37b9c50f311260357873bb2e79e/zadace/dz09/main.tex,MIT,,18669,9725FBB076D17BD47ED4F9A97537692BA62AC935F24F67C52D0AA815187F2ECE,prsten; grupa; polje,ring;group;field
sr,Serbian,karel-brinda/tp-zpevnik,songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,latex_payload/sr/karel-brinda_tp-zpevnik/songs/01_folk/Greenhorni_Rovnou_tady_rovnou.tex,https://github.com/karel-brinda/tp-zpevnik/blob/ec865f2d68879a9f5ff8d62038efb7aabc21af63/songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,https://raw.githubusercontent.com/karel-brinda/tp-zpevnik/ec865f2d68879a9f5ff8d62038efb7aabc21af63/songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,MIT,,513,D3307981763FEB87E136278DBD8C9FAE75AA0CBAEACBFBAA7D937425B7949D7C,prsten,ring
sr,Serbian,f-hluchnik/zpevnik,pisnicky/rovnoujotadyrovnou.tex,latex_payload/sr/f-hluchnik_zpevnik/pisnicky/rovnoujotadyrovnou.tex,https://github.com/f-hluchnik/zpevnik/blob/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/rovnoujotadyrovnou.tex,https://raw.githubusercontent.com/f-hluchnik/zpevnik/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/rovnoujotadyrovnou.tex,APACHE-2.0,,643,E697CDD6CF247EFB3035500CEFCFE1FEE2B97745C5075E855C2CD9B093C1A0D5,prsten,ring
sr,Serbian,Headary/maturita,cj/sources/spolecenstvo_prstenu.tex,latex_payload/sr/Headary_maturita/cj/sources/spolecenstvo_prstenu.tex,https://github.com/Headary/maturita/blob/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/spolecenstvo_prstenu.tex,https://raw.githubusercontent.com/Headary/maturita/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/spolecenstvo_prstenu.tex,GPL-3.0,,10036,6B90B0A19350398DBC738EC892997C6D630CC50DEBEA7F2B96D76E2A9E335270,prsten,ring
sr,Serbian,Hendrix-CS/programming-team,reference/Hendrix-comprog-reference.tex,latex_payload/sr/Hendrix-CS_programming-team/reference/Hendrix-comprog-reference.tex,https://github.com/Hendrix-CS/programming-team/blob/9e077035b97a13e6179053f0f5c46cff69ae499a/reference/Hendrix-comprog-reference.tex,https://raw.githubusercontent.com/Hendrix-CS/programming-team/9e077035b97a13e6179053f0f5c46cff69ae499a/reference/Hendrix-comprog-reference.tex,CC-BY-SA-4.0,,137024,EDD14665A7095E1800A0E33B6BA5029CFF18999DC0D6ADF02FB1C488A76086C3,prsten; modul; prsteni,algebra;ring;module;group;field;invariant
sr,Serbian,Hendrix-CS/programming-team,_site/reference/Hendrix-comprog-reference.tex,latex_payload/sr/Hendrix-CS_programming-team/site/reference/Hendrix-comprog-reference.tex,https://github.com/Hendrix-CS/programming-team/blob/9e077035b97a13e6179053f0f5c46cff69ae499a/_site/reference/Hendrix-comprog-reference.tex,https://raw.githubusercontent.com/Hendrix-CS/programming-team/9e077035b97a13e6179053f0f5c46cff69ae499a/_site/reference/Hendrix-comprog-reference.tex,CC-BY-SA-4.0,,137024,EDD14665A7095E1800A0E33B6BA5029CFF18999DC0D6ADF02FB1C488A76086C3,prsten; modul; prsteni,algebra;ring;module;group;field;invariant
hr,Croatian,f-hluchnik/zpevnik,pisnicky/svatebnikosile.tex,latex_payload/hr/f-hluchnik_zpevnik/pisnicky/svatebnikosile.tex,https://github.com/f-hluchnik/zpevnik/blob/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/svatebnikosile.tex,https://raw.githubusercontent.com/f-hluchnik/zpevnik/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/svatebnikosile.tex,APACHE-2.0,,1158,2765DA1B75D9457D84556AA4D8FF7D8DC8C534354D511B6163A777522DFCB1D6,prsten,ring
hr,Croatian,Headary/maturita,cj/sources/fimfarum.tex,latex_payload/hr/Headary_maturita/cj/sources/fimfarum.tex,https://github.com/Headary/maturita/blob/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/fimfarum.tex,https://raw.githubusercontent.com/Headary/maturita/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/fimfarum.tex,GPL-3.0,,12344,3E3418AB613BC2A269539915FC8A22611435DB4695AE41890C327BC9B8713776,prsten,ring
hr,Croatian,Headary/maturita,"cj/sources/dlouhy,siroky_a_kratkozraky.tex",latex_payload/hr/Headary_maturita/cj/sources/dlouhy_siroky_a_kratkozraky.tex,"https://github.com/Headary/maturita/blob/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/dlouhy,siroky_a_kratkozraky.tex","https://raw.githubusercontent.com/Headary/maturita/d6fc05f3687d0fbf6ff1dc3dd09ebc00236715e8/cj/sources/dlouhy,siroky_a_kratkozraky.tex",GPL-3.0,,3907,8829FA5126689D58E247844052E3550175548CB2AEBA78D429485DFBB85EAA73,prsten,ring
hr,Croatian,bornagojsic/dismat2,zadace/dz09/main.tex,latex_payload/hr/bornagojsic_dismat2/zadace/dz09/main.tex,https://github.com/bornagojsic/dismat2/blob/8bc283e3dcf3b37b9c50f311260357873bb2e79e/zadace/dz09/main.tex,https://raw.githubusercontent.com/bornagojsic/dismat2/8bc283e3dcf3b37b9c50f311260357873bb2e79e/zadace/dz09/main.tex,MIT,,18669,9725FBB076D17BD47ED4F9A97537692BA62AC935F24F67C52D0AA815187F2ECE,prsten; grupa; polje; dokaz,ring;group;field
hr,Croatian,karel-brinda/tp-zpevnik,songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,latex_payload/hr/karel-brinda_tp-zpevnik/songs/01_folk/Greenhorni_Rovnou_tady_rovnou.tex,https://github.com/karel-brinda/tp-zpevnik/blob/ec865f2d68879a9f5ff8d62038efb7aabc21af63/songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,https://raw.githubusercontent.com/karel-brinda/tp-zpevnik/ec865f2d68879a9f5ff8d62038efb7aabc21af63/songs/01_folk/Greenhorni____Rovnou_tady_rovnou.tex,MIT,,513,D3307981763FEB87E136278DBD8C9FAE75AA0CBAEACBFBAA7D937425B7949D7C,prsten,ring
hr,Croatian,f-hluchnik/zpevnik,pisnicky/rovnoujotadyrovnou.tex,latex_payload/hr/f-hluchnik_zpevnik/pisnicky/rovnoujotadyrovnou.tex,https://github.com/f-hluchnik/zpevnik/blob/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/rovnoujotadyrovnou.tex,https://raw.githubusercontent.com/f-hluchnik/zpevnik/62544f3614c2127af073740b8393d2c23997fd42/pisnicky/rovnoujotadyrovnou.tex,APACHE-2.0,,643,E697CDD6CF247EFB3035500CEFCFE1FEE2B97745C5075E855C2CD9B093C1A0D5,prsten,ring
