"PackageNumber","PackageRoot","Classification","FileCount","TotalBytes","BodyExtensionCount","SourceBodyWitnessSignalCount","PdfCount","TexFamilyCount","ZipCount","ManifestHashSignalCount","LogbookHeartbeatSignalCount","TextDataCount"
"499","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE499_20260705T072248_ROLLING_DELTA_AFTER_PACKAGE498","metadata-log-manifest-only","7","20155","0","0","0","0","0","3","0","7"
"503","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE503_20260705T073018_ROLLING_DELTA_AFTER_PACKAGE502","metadata-log-manifest-only","9","68565","0","0","0","0","0","5","0","9"
"504","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE504_20260705T073521_ROLLING_DELTA_AFTER_PACKAGE503","metadata-log-manifest-only","9","524520","0","0","0","0","0","3","0","9"
"508","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE508_20260705T074146_ROLLING_DELTA_AFTER_PACKAGE507","metadata-log-manifest-only","11","257930","0","0","0","0","0","3","0","11"
"509","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE509_20260705T074302_ROLLING_DELTA_AFTER_PACKAGE508","metadata-log-manifest-only","9","214544","0","0","0","0","0","3","3","8"
"510","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE510_20260705T074420_ROLLING_DELTA_AFTER_PACKAGE509","metadata-log-manifest-only","12","94710","0","0","0","0","0","8","0","12"
"627","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE627_20260705T162957_ROLLING_DELTA_AFTER_PACKAGE626","metadata-log-manifest-only","9","46783","0","0","0","0","0","6","0","9"
"628","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE628_20260705T163100_ROLLING_DELTA_AFTER_PACKAGE627","metadata-log-manifest-only","7","547642","0","0","0","0","0","3","0","7"
"630","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE630_20260705T163319_ROLLING_DELTA_AFTER_PACKAGE629","metadata-log-manifest-only","10","155505","0","0","0","0","0","6","1","10"
"637","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE637_20260705T180014_ROLLING_DELTA_AFTER_PACKAGE636","metadata-log-manifest-only","10","606878","0","0","0","0","0","3","0","10"
