"PackageNumber","PackageRoot","Classification","FileCount","TotalBytes","BodyExtensionCount","SourceBodyWitnessSignalCount","PdfCount","TexFamilyCount","ZipCount","ManifestHashSignalCount","LogbookHeartbeatSignalCount","TextDataCount"
"345","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE345_20260704T224820_ROLLING_DELTA_AFTER_PACKAGE344","body-or-source-bearing","35","562824","0","14","0","0","0","18","5","35"
"346","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE346_20260704T225021_ROLLING_DELTA_AFTER_PACKAGE345","body-or-source-bearing","97","3002319","50","78","0","50","0","11","4","34"
"347","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE347_20260704T225355_ROLLING_DELTA_AFTER_PACKAGE346","body-or-source-bearing","78","1848939","0","43","0","0","0","18","6","77"
"348","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE348_20260704T225604_ROLLING_DELTA_AFTER_PACKAGE347","body-or-source-bearing","39","795371","0","13","0","0","0","19","3","39"
"349","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE349_20260704T225804_ROLLING_DELTA_AFTER_PACKAGE348","body-or-source-bearing","41","1089555","0","20","0","0","0","13","1","41"
"350","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE350_20260704T230417_ROLLING_DELTA_AFTER_PACKAGE349","body-or-source-bearing","90","2246537","0","50","0","0","0","28","9","89"
"351","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE351_20260704T230749_ROLLING_DELTA_AFTER_PACKAGE350","body-or-source-bearing","60","865362","0","36","0","0","0","25","7","59"
"352","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE352_20260704T231342_ROLLING_DELTA_AFTER_PACKAGE351","body-or-source-bearing","82","1648627","0","48","0","0","0","35","9","81"
"353","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE353_20260705T013319_ROLLING_DELTA_AFTER_PACKAGE352","body-or-source-bearing","191","3944226","0","110","0","0","0","68","29","190"
"354","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE354_20260705T013650_ROLLING_DELTA_AFTER_PACKAGE353","body-or-source-bearing","18","218658","0","10","0","0","0","7","9","18"
"355","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE355_20260705T013832_ROLLING_DELTA_AFTER_PACKAGE354","metadata-log-manifest-only","8","21122","0","0","0","0","0","5","0","8"
"356","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE356_20260705T014008_ROLLING_DELTA_AFTER_PACKAGE355","body-or-source-bearing","10","39627","0","2","0","0","0","3","2","10"
"357","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE357_20260705T014136_ROLLING_DELTA_AFTER_PACKAGE356","body-or-source-bearing","9","98142","0","1","0","0","0","4","1","9"
"358","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE358_20260705T014303_ROLLING_DELTA_AFTER_PACKAGE357","body-or-source-bearing","9","146796","0","1","0","0","0","3","2","9"
"359","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE359_20260705T014425_ROLLING_DELTA_AFTER_PACKAGE358","body-or-source-bearing","16","25129","0","4","0","0","0","13","1","16"
"360","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE360_20260705T014830_ROLLING_DELTA_AFTER_PACKAGE359","body-or-source-bearing","10","54238","0","4","0","0","0","3","0","9"
"361","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE361_20260705T014959_ROLLING_DELTA_AFTER_PACKAGE360","body-or-source-bearing","17","147709","0","2","0","0","0","5","1","17"
"362","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE362_20260705T015123_ROLLING_DELTA_AFTER_PACKAGE361","body-or-source-bearing","33","947770","0","24","0","0","0","15","5","33"
"363","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE363_20260705T015246_ROLLING_DELTA_AFTER_PACKAGE362","body-or-source-bearing","8","38890","0","2","0","0","0","3","0","8"
"364","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE364_20260705T015554_ROLLING_DELTA_AFTER_PACKAGE363","metadata-log-manifest-only","7","15552","0","0","0","0","0","3","0","7"
"365","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE365_20260705T015724_ROLLING_DELTA_AFTER_PACKAGE364","body-or-source-bearing","12","118524","0","2","0","0","0","4","1","12"
"366","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE366_20260705T015855_ROLLING_DELTA_AFTER_PACKAGE365","body-or-source-bearing","12","79263","0","1","0","0","0","3","0","12"
"367","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE367_20260705T020036_ROLLING_DELTA_AFTER_PACKAGE366","body-or-source-bearing","15","528176","0","4","0","0","0","5","1","15"
"368","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE368_20260705T020211_ROLLING_DELTA_AFTER_PACKAGE367","body-or-source-bearing","14","572104","0","2","0","0","0","5","3","13"
"369","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE369_20260705T020346_ROLLING_DELTA_AFTER_PACKAGE368","body-or-source-bearing","15","690160","0","3","0","0","0","5","1","15"
"370","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE370_20260705T020508_ROLLING_DELTA_AFTER_PACKAGE369","metadata-log-manifest-only","9","54065","0","0","0","0","0","5","0","9"
"371","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE371_20260705T020644_ROLLING_DELTA_AFTER_PACKAGE370","metadata-log-manifest-only","7","444729","0","0","0","0","0","3","0","7"
"372","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE372_20260705T020828_ROLLING_DELTA_AFTER_PACKAGE371","body-or-source-bearing","24","439376","0","6","0","0","0","11","1","24"
"373","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE373_20260705T021202_ROLLING_DELTA_AFTER_PACKAGE372","body-or-source-bearing","14","112573","0","3","0","0","0","6","2","14"
"374","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE374_20260705T024510_ROLLING_DELTA_AFTER_PACKAGE373","body-or-source-bearing","126","2735302","0","60","0","0","0","45","18","125"
"375","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE375_20260705T024659_ROLLING_DELTA_AFTER_PACKAGE374","body-or-source-bearing","17","655281","0","1","0","0","0","5","3","16"
"376","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE376_20260705T024824_ROLLING_DELTA_AFTER_PACKAGE375","body-or-source-bearing","14","585573","0","1","0","0","0","7","1","14"
"377","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE377_20260705T024951_ROLLING_DELTA_AFTER_PACKAGE376","metadata-log-manifest-only","7","453949","0","0","0","0","0","3","0","7"
"378","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE378_20260705T033039_ROLLING_DELTA_AFTER_PACKAGE377","body-or-source-bearing","152","3569304","0","79","0","0","0","56","19","151"
"379","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE379_20260705T033223_ROLLING_DELTA_AFTER_PACKAGE378","metadata-log-manifest-only","9","58196","0","0","0","0","0","5","0","9"
"380","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE380_20260705T033346_ROLLING_DELTA_AFTER_PACKAGE379","metadata-log-manifest-only","13","158501","0","0","0","0","0","5","2","12"
"381","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE381_20260705T033902_ROLLING_DELTA_AFTER_PACKAGE380","metadata-log-manifest-only","7","464071","0","0","0","0","0","3","0","7"
"382","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE382_20260705T034204_ROLLING_DELTA_AFTER_PACKAGE381","metadata-log-manifest-only","16","126268","0","0","0","0","0","7","0","16"
"383","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE383_20260705T034407_ROLLING_DELTA_AFTER_PACKAGE382","body-or-source-bearing","17","268495","0","9","0","0","0","3","2","17"
"384","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE384_20260705T034518_ROLLING_DELTA_AFTER_PACKAGE383","body-or-source-bearing","24","395155","0","15","0","0","0","6","0","24"
"385","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE385_20260705T034642_ROLLING_DELTA_AFTER_PACKAGE384","body-or-source-bearing","21","411158","0","15","0","0","0","3","0","21"
"386","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE386_20260705T034753_ROLLING_DELTA_AFTER_PACKAGE385","body-or-source-bearing","12","169623","0","6","0","0","0","3","0","12"
"387","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE387_20260705T034904_ROLLING_DELTA_AFTER_PACKAGE386","body-or-source-bearing","18","289499","0","12","0","0","0","6","0","18"
"388","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE388_20260705T035014_ROLLING_DELTA_AFTER_PACKAGE387","body-or-source-bearing","13","380124","0","3","0","0","0","7","3","13"
"389","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE389_20260705T035131_ROLLING_DELTA_AFTER_PACKAGE388","metadata-log-manifest-only","9","43053","0","0","0","0","0","6","0","9"
"390","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE390_20260705T035306_ROLLING_DELTA_AFTER_PACKAGE389","body-or-source-bearing","8","43869","0","2","0","0","0","3","0","8"
"391","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE391_20260705T035412_ROLLING_DELTA_AFTER_PACKAGE390","body-or-source-bearing","11","103798","0","1","0","0","0","3","2","11"
"392","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE392_20260705T035520_ROLLING_DELTA_AFTER_PACKAGE391","body-or-source-bearing","14","169686","0","2","0","0","0","6","1","14"
"393","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE393_20260705T035632_ROLLING_DELTA_AFTER_PACKAGE392","body-or-source-bearing","26","223368","0","6","0","0","0","17","2","26"
"394","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE394_20260705T035754_ROLLING_DELTA_AFTER_PACKAGE393","metadata-log-manifest-only","10","160888","0","0","0","0","0","3","1","10"
"395","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE395_20260705T035902_ROLLING_DELTA_AFTER_PACKAGE394","metadata-log-manifest-only","13","170972","0","0","0","0","0","6","1","13"
"396","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE396_20260705T040053_ROLLING_DELTA_AFTER_PACKAGE395","metadata-log-manifest-only","6","6298","0","0","0","0","0","3","0","6"
"397","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE397_20260705T040223_ROLLING_DELTA_AFTER_PACKAGE396","body-or-source-bearing","11","117546","0","4","0","0","0","4","2","11"
"398","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE398_20260705T040334_ROLLING_DELTA_AFTER_PACKAGE397","metadata-log-manifest-only","15","88089","0","0","0","0","0","7","0","15"
"399","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE399_20260705T040448_ROLLING_DELTA_AFTER_PACKAGE398","metadata-log-manifest-only","14","91238","0","0","0","0","0","6","0","14"
"400","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE400_20260705T040605_ROLLING_DELTA_AFTER_PACKAGE399","body-or-source-bearing","30","1138995","0","20","0","0","0","13","5","30"
"401","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE401_20260705T040723_ROLLING_DELTA_AFTER_PACKAGE400","body-or-source-bearing","19","613053","0","13","0","0","0","5","4","19"
"402","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE402_20260705T040833_ROLLING_DELTA_AFTER_PACKAGE401","metadata-log-manifest-only","7","91260","0","0","0","0","0","3","1","7"
"403","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE403_20260705T041425_ROLLING_DELTA_AFTER_PACKAGE402","body-or-source-bearing","14","158296","0","7","0","0","0","6","1","14"
"404","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE404_20260705T042342_ROLLING_DELTA_AFTER_PACKAGE403","body-or-source-bearing","44","1087385","0","16","0","0","0","10","13","43"
"405","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE405_20260705T042523_ROLLING_DELTA_AFTER_PACKAGE404","metadata-log-manifest-only","9","64503","0","0","0","0","0","5","0","9"
"406","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE406_20260705T042655_ROLLING_DELTA_AFTER_PACKAGE405","body-or-source-bearing","18","290510","0","12","0","0","0","6","0","18"
"407","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE407_20260705T042824_ROLLING_DELTA_AFTER_PACKAGE406","body-or-source-bearing","11","336357","0","3","0","0","0","7","1","11"
"408","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE408_20260705T042935_ROLLING_DELTA_AFTER_PACKAGE407","metadata-log-manifest-only","8","21655","0","0","0","0","0","3","0","8"
"409","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE409_20260705T043042_ROLLING_DELTA_AFTER_PACKAGE408","body-or-source-bearing","8","53123","0","2","0","0","0","3","0","8"
"410","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE410_20260705T043149_ROLLING_DELTA_AFTER_PACKAGE409","metadata-log-manifest-only","7","73784","0","0","0","0","0","3","1","7"
"411","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE411_20260705T043325_ROLLING_DELTA_AFTER_PACKAGE410","body-or-source-bearing","21","110542","0","4","0","0","0","17","2","21"
"412","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE412_20260705T043440_ROLLING_DELTA_AFTER_PACKAGE411","body-or-source-bearing","20","39611","0","4","0","0","0","17","1","20"
"413","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE413_20260705T043837_ROLLING_DELTA_AFTER_PACKAGE412","metadata-log-manifest-only","9","56733","0","0","0","0","0","3","0","9"
"414","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE414_20260705T043952_ROLLING_DELTA_AFTER_PACKAGE413","metadata-log-manifest-only","12","128036","0","0","0","0","0","6","1","12"
"415","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE415_20260705T044054_ROLLING_DELTA_AFTER_PACKAGE414","body-or-source-bearing","9","104730","0","2","0","0","0","3","1","9"
"416","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE416_20260705T044154_ROLLING_DELTA_AFTER_PACKAGE415","metadata-log-manifest-only","8","89561","0","0","0","0","0","4","1","8"
"417","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE417_20260705T044301_ROLLING_DELTA_AFTER_PACKAGE416","body-or-source-bearing","7","7521","0","1","0","0","0","3","1","7"
"418","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE418_20260705T044415_ROLLING_DELTA_AFTER_PACKAGE417","metadata-log-manifest-only","13","145400","0","0","0","0","0","5","0","13"
"419","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE419_20260705T044525_ROLLING_DELTA_AFTER_PACKAGE418","body-or-source-bearing","37","1769533","0","31","0","0","0","14","7","37"
"420","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE420_20260705T044634_ROLLING_DELTA_AFTER_PACKAGE419","metadata-log-manifest-only","9","93152","0","0","0","0","0","5","1","9"
"421","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE421_20260705T044736_ROLLING_DELTA_AFTER_PACKAGE420","metadata-log-manifest-only","9","117122","0","0","0","0","0","3","1","9"
"422","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE422_20260705T044843_ROLLING_DELTA_AFTER_PACKAGE421","metadata-log-manifest-only","8","23744","0","0","0","0","0","5","0","8"
"423","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE423_20260705T045250_ROLLING_DELTA_AFTER_PACKAGE422","metadata-log-manifest-only","8","29761","0","0","0","0","0","3","0","8"
"424","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE424_20260705T045428_ROLLING_DELTA_AFTER_PACKAGE423","metadata-log-manifest-only","8","32124","0","0","0","0","0","3","0","8"
"425","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE425_20260705T045544_ROLLING_DELTA_AFTER_PACKAGE424","body-or-source-bearing","14","232312","0","2","0","0","0","4","0","14"
"426","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE426_20260705T045656_ROLLING_DELTA_AFTER_PACKAGE425","body-or-source-bearing","16","281425","0","6","0","0","0","7","2","16"
"427","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE427_20260705T045759_ROLLING_DELTA_AFTER_PACKAGE426","metadata-log-manifest-only","7","98366","0","0","0","0","0","3","1","7"
"428","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE428_20260705T045900_ROLLING_DELTA_AFTER_PACKAGE427","body-or-source-bearing","18","268151","0","4","0","0","0","3","2","18"
"429","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE429_20260705T045955_ROLLING_DELTA_AFTER_PACKAGE428","metadata-log-manifest-only","9","62304","0","0","0","0","0","5","0","9"
"430","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE430_20260705T050351_ROLLING_DELTA_AFTER_PACKAGE429","metadata-log-manifest-only","8","12134","0","0","0","0","0","3","0","8"
"431","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE431_20260705T050455_ROLLING_DELTA_AFTER_PACKAGE430","body-or-source-bearing","21","306464","0","10","0","0","0","9","2","20"
"432","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE432_20260705T051318_ROLLING_DELTA_AFTER_PACKAGE431","metadata-log-manifest-only","7","487311","0","0","0","0","0","3","0","7"
"433","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE433_20260705T054930_ROLLING_DELTA_AFTER_PACKAGE432","body-or-source-bearing","118","3465581","0","67","0","0","0","46","13","118"
"434","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE434_20260705T055105_ROLLING_DELTA_AFTER_PACKAGE433","body-or-source-bearing","14","325872","0","1","0","0","0","3","2","13"
"435","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE435_20260705T055215_ROLLING_DELTA_AFTER_PACKAGE434","body-or-source-bearing","15","161513","0","1","0","0","0","5","1","15"
