"lexeme_id","doc_id","language","branch","source_path","source_url","candidate_use","counted_in_branch_weight","next_action"
"rf_cardinality","src-ext-wikimedia-pl-cardinality","pl","Slavic/West","source_bodies/external_wikimedia_recovery/20260705/pl_moc_zbioru.wiki.txt","https://pl.wikipedia.org/wiki/Moc_zbioru","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_bijective","src-ext-wikimedia-pl-cardinality","pl","Slavic/West","source_bodies/external_wikimedia_recovery/20260705/pl_moc_zbioru.wiki.txt","https://pl.wikipedia.org/wiki/Moc_zbioru","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_linear_map","src-ext-wikimedia-pl-linear-map","pl","Slavic/West","source_bodies/external_wikimedia_recovery/20260705/pl_przeksztalcenie_liniowe.wiki.txt","https://pl.wikipedia.org/wiki/Przekszta%C5%82cenie_liniowe","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_function","src-ext-wikimedia-pl-linear-map","pl","Slavic/West","source_bodies/external_wikimedia_recovery/20260705/pl_przeksztalcenie_liniowe.wiki.txt","https://pl.wikipedia.org/wiki/Przekszta%C5%82cenie_liniowe","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_image_range","src-ext-wikimedia-pl-image","pl","Slavic/West","source_bodies/external_wikimedia_recovery/20260705/pl_obraz_matematyka.wiki.txt","https://pl.wikipedia.org/wiki/Obraz_(matematyka)","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_function","src-ext-wikimedia-pl-image","pl","Slavic/West","source_bodies/external_wikimedia_recovery/20260705/pl_obraz_matematyka.wiki.txt","https://pl.wikipedia.org/wiki/Obraz_(matematyka)","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_function","src-ext-wikimedia-pl-function","pl","Slavic/West","source_bodies/external_wikimedia_recovery/20260705/pl_funkcja.wiki.txt","https://pl.wikipedia.org/wiki/Funkcja","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_domain","src-ext-wikimedia-pl-function","pl","Slavic/West","source_bodies/external_wikimedia_recovery/20260705/pl_funkcja.wiki.txt","https://pl.wikipedia.org/wiki/Funkcja","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_codomain","src-ext-wikimedia-pl-function","pl","Slavic/West","source_bodies/external_wikimedia_recovery/20260705/pl_funkcja.wiki.txt","https://pl.wikipedia.org/wiki/Funkcja","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_image_range","src-ext-wikimedia-pl-function","pl","Slavic/West","source_bodies/external_wikimedia_recovery/20260705/pl_funkcja.wiki.txt","https://pl.wikipedia.org/wiki/Funkcja","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_injective","src-ext-wikimedia-uk-injective","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_injection_math.wiki.txt","https://uk.wikipedia.org/wiki/%D0%86%D0%BD%27%D1%94%D0%BA%D1%86%D1%96%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_function","src-ext-wikimedia-uk-injective","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_injection_math.wiki.txt","https://uk.wikipedia.org/wiki/%D0%86%D0%BD%27%D1%94%D0%BA%D1%86%D1%96%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_surjective","src-ext-wikimedia-uk-surjective","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_surjection.wiki.txt","https://uk.wikipedia.org/wiki/%D0%A1%D1%8E%D1%80%27%D1%94%D0%BA%D1%86%D1%96%D1%8F","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_function","src-ext-wikimedia-uk-surjective","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_surjection.wiki.txt","https://uk.wikipedia.org/wiki/%D0%A1%D1%8E%D1%80%27%D1%94%D0%BA%D1%86%D1%96%D1%8F","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_bijective","src-ext-wikimedia-uk-bijective","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_bijection.wiki.txt","https://uk.wikipedia.org/wiki/%D0%91%D1%96%D1%94%D0%BA%D1%86%D1%96%D1%8F","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_inverse","src-ext-wikimedia-uk-bijective","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_bijection.wiki.txt","https://uk.wikipedia.org/wiki/%D0%91%D1%96%D1%94%D0%BA%D1%86%D1%96%D1%8F","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_domain","src-ext-wikimedia-uk-domain","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_domain.wiki.txt","https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C_%D0%B2%D0%B8%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%BD%D1%8F","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_function","src-ext-wikimedia-uk-domain","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_domain.wiki.txt","https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C_%D0%B2%D0%B8%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%BD%D1%8F","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_function","src-ext-wikimedia-uk-function","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_function_math.wiki.txt","https://uk.wikipedia.org/wiki/%D0%A4%D1%83%D0%BD%D0%BA%D1%86%D1%96%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_domain","src-ext-wikimedia-uk-function","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_function_math.wiki.txt","https://uk.wikipedia.org/wiki/%D0%A4%D1%83%D0%BD%D0%BA%D1%86%D1%96%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_codomain","src-ext-wikimedia-uk-function","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_function_math.wiki.txt","https://uk.wikipedia.org/wiki/%D0%A4%D1%83%D0%BD%D0%BA%D1%86%D1%96%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_image_range","src-ext-wikimedia-uk-function","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_function_math.wiki.txt","https://uk.wikipedia.org/wiki/%D0%A4%D1%83%D0%BD%D0%BA%D1%86%D1%96%D1%8F_(%D0%BC%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0)","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_image_range","src-ext-wikimedia-uk-image-range","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_image_range.wiki.txt","https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C_%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D1%8C","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_function","src-ext-wikimedia-uk-image-range","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_image_range.wiki.txt","https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C_%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D1%8C","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_inverse","src-ext-wikimedia-uk-inverse","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_inverse_function.wiki.txt","https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B5%D1%80%D0%BD%D0%B5%D0%BD%D0%B0_%D1%84%D1%83%D0%BD%D0%BA%D1%86%D1%96%D1%8F","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_bijective","src-ext-wikimedia-uk-inverse","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_inverse_function.wiki.txt","https://uk.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B5%D1%80%D0%BD%D0%B5%D0%BD%D0%B0_%D1%84%D1%83%D0%BD%D0%BA%D1%86%D1%96%D1%8F","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_cardinality","src-ext-wikimedia-uk-cardinality","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_cardinality_set.wiki.txt","https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%82%D1%83%D0%B6%D0%BD%D1%96%D1%81%D1%82%D1%8C_%D0%BC%D0%BD%D0%BE%D0%B6%D0%B8%D0%BD%D0%B8","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_bijective","src-ext-wikimedia-uk-cardinality","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_cardinality_set.wiki.txt","https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D1%82%D1%83%D0%B6%D0%BD%D1%96%D1%81%D1%82%D1%8C_%D0%BC%D0%BD%D0%BE%D0%B6%D0%B8%D0%BD%D0%B8","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_linear_map","src-ext-wikimedia-uk-linear-map","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_linear_map.wiki.txt","https://uk.wikipedia.org/wiki/%D0%9B%D1%96%D0%BD%D1%96%D0%B9%D0%BD%D0%B5_%D0%B2%D1%96%D0%B4%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
"rf_function","src-ext-wikimedia-uk-linear-map","uk","Slavic/East","source_bodies/external_wikimedia_recovery/20260705/uk_linear_map.wiki.txt","https://uk.wikipedia.org/wiki/%D0%9B%D1%96%D0%BD%D1%96%D0%B9%D0%BD%D0%B5_%D0%B2%D1%96%D0%B4%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F","source-canon candidate for owner/source check","no","language owner or support lane should verify formula-neighboring context before forms.csv or branch_weight_ledger promotion"
