authority_boundary,branch_path,csv_row_count,frontier,generated_utc,git_blob,local_source_body_path,mode,object_type,old_path,payload_group,previous_frontier,sequence,sha256,size_bytes,source_link_status,source_use_label,status
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/BRANCH_COMPARE_FILES_18BBB185_TO_1FA37D6D.csv,97,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,2d3e550a408f44ba64cb0f8a0582b4fa3e64bc67,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0016_2d3e550a40_BRANCH_COMPARE_FILES_18BBB185_TO_1FA37D6D.csv,100644,blob,,non_slavic_core_1fa_18b_route_context_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,16,DDD7EED2A8048D73EE9AE57DDF5BCFF67B2EFDC481B701AC7C06E07248DF4A1B,25237,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;branch_weighting;marginal_intelligibility;normalization_marker;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/BRANCH_COMPARE_SUMMARY_1FA37D6D.csv,1,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,565a199b128a2c7dbee2e4f51e82e9e73669c951,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0017_565a199b12_BRANCH_COMPARE_SUMMARY_1FA37D6D.csv,100644,blob,,non_slavic_core_1fa_18b_route_context_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,17,C018D4AD10C1BB790533180DBC9D6E1B64C2A69970F0217F2C466182C44D8411,431,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/CHILD_PACKET_INVENTORY_1FA37D6D.csv,7,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,a4c97d6533079c57e11752345e6b4f88090ff93c,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0018_a4c97d6533_CHILD_PACKET_INVENTORY_1FA37D6D.csv,100644,blob,,non_slavic_core_1fa_18b_route_context_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,18,C64ECCD53885705199D0DBCAF2F92E30828C4E297B501E146C949FC9353B8F90,1736,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;normalization_marker;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;olp_review_boundary;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/EIGHT_LANE_ROUTE_STATUS_ROWS_1FA37D6D.csv,8,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,12f8ddb0489fe79b547226c4ece9e3a7438e5aee,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0019_12f8ddb048_EIGHT_LANE_ROUTE_STATUS_ROWS_1FA37D6D.csv,100644,blob,,non_slavic_core_1fa_18b_route_context_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,19,7E4030586B37CDDB27ACFE103F1C79BC777F9B27CE6F1FECE5A2396AA3ACC3FE,1842,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/EXACT_BLOCKER_RECOVERY_ROWS_1FA37D6D.csv,6,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,f40fb5030a4018eff058b657abf8cd4798cd51ce,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0020_f40fb5030a_EXACT_BLOCKER_RECOVERY_ROWS_1FA37D6D.csv,100644,blob,,non_slavic_core_1fa_18b_route_context_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,20,83978A0E88B2827F5C7E0803C349C4DD0E7F51792E9E046B4C8A295AECDB78ED,1740,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;normalization_marker;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;olp_review_boundary;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/MANIFEST.csv,10,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,0b29954ab91911be2a46854bfeebd4f1ae5da518,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0021_0b29954ab9_MANIFEST.csv,100644,blob,,non_slavic_core_1fa_18b_route_context_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,21,D9EEC407ECC16A444DC3D998024B79BE81F1B2F1C6989438BB40514EF9DC347A,1077,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/README.md,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,88a6bd3dfea6bc010c9df893c683e695f86b6216,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0022_88a6bd3dfe_README.md,100644,blob,,non_slavic_core_1fa_18b_route_context_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,22,C918B7F7BF202F116B1AA02D8D712895B2E1B8F5ED4CCBB11BCD449754A98BAF,4132,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;olp_review_boundary;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/SHA256SUMS.txt,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,3c3e8cfa84b2234dbb4a112bc4eceaecfdec94a1,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0023_3c3e8cfa84_SHA256SUMS.txt,100644,blob,,non_slavic_core_1fa_18b_route_context_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,23,1FB86C574D86B0202EE853FECC58236355AA94013A8AB148E0D04D79FA25401C,1019,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_ROLLUP_1FA37D6D.csv,6,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,a40bfdd3fd50570a08de1408166c0730be052192,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0024_a40bfdd3fd_SOURCE_USE_GAP_FABLE_ADVERSE_ROLLUP_1FA37D6D.csv,100644,blob,,non_slavic_core_1fa_18b_route_context_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,24,CC1EA30DA01DF3ADD45252A43278BFE791BA4AD2B094184564F3E5DC7F0C8F05,1941,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;normalization_marker;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;olp_review_boundary;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-1fa37d6d-18bbb-route-context-visibility-20260707/NON_SLAVIC_CORE_1FA37D6D_18BBB_ROUTE_CONTEXT_VISIBILITY_20260707/SUMMARY.json,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,3199c2670f96db35b4c9662618f149a7c434fdce,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0025_3199c2670f_SUMMARY.json,100644,blob,,non_slavic_core_1fa_18b_route_context_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,25,4180B83C5B60B5BF17C9D3364AE9384AE2D44FC5B64319AF74442FC96EF702A9,1268,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;normalization_marker;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;olp_review_boundary;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/B3_AND_SIBLING_HANDOFF_SENT_A55A9D0F.md,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,86793d16c0c7827b83a7289a0dc93ac76a5fc1a7,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0026_86793d16c0_B3_AND_SIBLING_HANDOFF_SENT_A55A9D0F.md,100644,blob,,non_slavic_core_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,26,D23DD14A4EB989317F41A8DAD4790615CA3752C3088BCF99AAA5DE152E0B8B24,1791,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/CHILD_PACKAGE_INVENTORY_A55A9D0F.csv,5,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,3f777e8b2a713ae83eba27f538485fcc9b567499,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0027_3f777e8b2a_CHILD_PACKAGE_INVENTORY_A55A9D0F.csv,100644,blob,,non_slavic_core_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,27,395FAB9E496D83B25B1C690C304B2BC013FFA0B288BC8F1E6E4FD1180977AE13,2222,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,M
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/EXACT_BLOCKER_RECOVERY_ROWS_A55A9D0F.csv,8,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,243e794685dc3869b1b6b20fd58ba8bbacad2b5a,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0028_243e794685_EXACT_BLOCKER_RECOVERY_ROWS_A55A9D0F.csv,100644,blob,,non_slavic_core_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,28,FB631B9FDD8BB7B56D46F9D0ED1CB57BD725616E2165359C74DCCF4A04EA2747,2449,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,M
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/MANIFEST.csv,11,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,53a94975ff531548f917aaae2c3936350109eb68,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0029_53a94975ff_MANIFEST.csv,100644,blob,,non_slavic_core_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,29,DC71969649C51BDEBCB278C2CFB60C56E9A4A139069AEBCEAE74EB7F5F3966B0,1200,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,M
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/README.md,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,44aa18e5fe24ddd2dabfdf2bb007e385dfb6392d,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0030_44aa18e5fe_README.md,100644,blob,,non_slavic_core_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,30,20934DBA09005318B87719176F65216DBEADFE704C2C2131BFA0122BC2DF9809,1940,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,M
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SHA256SUMS.txt,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,b39a15c64441a79b01e5a9f80716a09982e25756,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0031_b39a15c644_SHA256SUMS.txt,100644,blob,,non_slavic_core_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,31,F0FC2C6E80C69583D047A2C6EF2DEC3BE7218609383518164114B080E16124E2,1139,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,M
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SOURCE_USE_GAP_FABLE_ADVERSE_ROLLUP_A55A9D0F.csv,5,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,1de0953374a2de7977c06ed21ba207bf9c1e7a15,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0032_1de0953374_SOURCE_USE_GAP_FABLE_ADVERSE_ROLLUP_A55A9D0F.csv,100644,blob,,non_slavic_core_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,32,12041EBD2B519162DFD0520ED8382C1D9FE5C62E71EF18805FAF036BCF48180B,2028,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,M
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/SUMMARY.json,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,603e962ffa41e0c221f3e3bc9d5d4989fab605a9,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0033_603e962ffa_SUMMARY.json,100644,blob,,non_slavic_core_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,33,96DC97221281E6CE0DCF3E479BDCBE9B7101063B1434CC84B07762EF0113393E,1932,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,M
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-a55a9d0f-r3-r6-accounting-refresh-route-20260707/NON_SLAVIC_CORE_A55A9D0F_R3_R6_ACCOUNTING_REFRESH_ROUTE_20260707/VISIBLE_THREAD_WAKE_STATUS_A55A9D0F.csv,6,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,8b0cfbd62ebc7c2f3e5bf35261fe30996ebbaab7,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0034_8b0cfbd62e_VISIBLE_THREAD_WAKE_STATUS_A55A9D0F.csv,100644,blob,,non_slavic_core_a55_r3_r6_accounting_refresh_route,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,34,415AA5A26C4B50BE65A7ADCEF924AD06C01CC0CC8EBCD81F8B290887C89CA10C,1234,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;b3_handoff;r6_ethics_authority;r3_arabic_persianate_route;non_slavic_core_route;interslavic_boundary,M
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/B3_HANDOFF_SENT_C033F393.md,,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,e09fd0e931a5face094baaf9450c192b7aff48ef,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0035_e09fd0e931_B3_HANDOFF_SENT_C033F393.md,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,35,A191EC177F3B101487A2E398D9A835BDD8867DB317ABA693000C4D38B3E1F1A4,955,branch_blob_extracted_to_local_source_body_by_object_id,source_use;blocker_recovery_gap;b3_handoff;r6_ethics_authority;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/BRANCH_COMPARE_COMMITS_1FA37D6D_TO_C033F393.csv,2,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,54b876028c23d2bd657983b28d949e8e2e3eac84,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0036_54b876028c_BRANCH_COMPARE_COMMITS_1FA37D6D_TO_C033F393.csv,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,36,BB7C38284918FD66A6D6E39F106B11C49CEF184B32122636F5361ED9E60FBDEC,286,branch_blob_extracted_to_local_source_body_by_object_id,non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/BRANCH_COMPARE_FILES_1FA37D6D_TO_C033F393.csv,45,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,85334ef3e44445b689ce0ea913eb9ebe36003903,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0037_85334ef3e4_BRANCH_COMPARE_FILES_1FA37D6D_TO_C033F393.csv,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,37,75E5D817D8037D9493A5B0F0BE8EBDF95781799CC56484658694BB913D14D809,9729,branch_blob_extracted_to_local_source_body_by_object_id,source_use;adverse_evidence;blocker_recovery_gap;manifest_hash_validation;b3_handoff;non_slavic_core_route;interslavic_boundary,A
source-use/provenance/gap/draft/non-canonical support only; no community-consent/review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims,coordination/non-slavic-core-c033f393-18b-1fa-branch-visibility-20260707/NON_SLAVIC_CORE_C033F393_18B_1FA_BRANCH_VISIBILITY_20260707/BRANCH_COMPARE_SUMMARY_C033F393.csv,1,4065f6a4b22c625356e2fd080167c5c5d03b0a00,2026-07-07T04:50:32Z,d46cbed881f91a3df1ed8d58554d03c8577df805,C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\INTERLANGUAGE_FABLE_4065F6A4_CURRENT_FRONTIER_AUTHORITY_ROUTING_20260707\source_artifacts\0038_d46cbed881_BRANCH_COMPARE_SUMMARY_C033F393.csv,100644,blob,,non_slavic_core_c033_18b_1fa_branch_visibility,18bbb1855ba0b669e3d92bfa9466bf71bb13c83c,38,CAEDE26EE63DA0CB4A7F5D6BAF1CBC6372F5284C59227795D181A037FB862B94,370,branch_blob_extracted_to_local_source_body_by_object_id,non_slavic_core_route;interslavic_boundary,A
