queue_id,priority,priority_lane,target_language_or_access_target,spine_id,row_ref,source_kind,title_or_subject,source_url,local_source_path,sha256_actual,pages,ocr_text_status,text_characters,ethiopic_characters,source_body_gate,source_gate_decision,license_or_access_signal,topic_language_tags,reviewer_or_source_owner_question,next_source_return_action,explicit_blocker,promotion_allowed
R9-OCR-SO-0011,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0070,22,chapter,Maths grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_4_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\022_oromo_math_g2_chapter_4_88f02116.pdf,E52FDB7FE7820DB04AD04621F32055FB4645C15BB6EE3E0FB991BB4980A41885,6,extractable_latin_text,3877,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0012,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0071,23,chapter,Maths grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_5_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\023_oromo_math_g2_chapter_5_a2ebe0bd.pdf,C21C2FDE21CAA8A7495DE9A347CA34283AC778FF02F23F8A7E27A56380A0EED6,4,extractable_latin_text,2416,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0013,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0072,24,chapter,Maths grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_6_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\024_oromo_math_g2_chapter_6_af97e924.pdf,6026E1F3052C60FCCDEA38F5406060F303D29A6CC752491C9E4DE3C8C53187DD,7,extractable_latin_text,4570,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0014,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0073,25,chapter,Maths grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_7_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\025_oromo_math_g2_chapter_7_12b19434.pdf,EB2AE24DDBA4345477E2B2086EC048D0AE330AD254E2C6A51DF5BB0DC822EFAC,7,extractable_latin_text,4280,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0015,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0074,26,chapter,Maths grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_8_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\026_oromo_math_g2_chapter_8_da8059db.pdf,4A8B6E29DBB9C6D4DB24323DCF36B27E26E1B4038550DB9F1ACE56D614FEAEBF,4,extractable_latin_text,2189,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0016,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0075,27,chapter,Maths grade 2 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2002/Grade_2_Subject_MATHS_Chapter_9_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\027_oromo_math_g2_chapter_9_14f4f7eb.pdf,11161B92BC0D6BC5E5A05F43AA441E777CABCBC8A9DC08F8CD7549ED9DE357A2,5,extractable_latin_text,3504,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0017,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0076,28,full_textbook,Math grade 3 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2003/Grade_3_Subject_MATH_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\028_oromo_math_g3_full_textbook_full_textbook_fb92a83b.pdf,D89AFB5B9778097B7682CF849F45E444E4B144787BE41A3A6CA241D086AD04F5,149,extractable_latin_text,130964,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=full_textbook,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0018,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0077,29,teacher_guide,Math grade 3 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2003/Grade_3_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\029_oromo_math_g3_teacher_guide_teacher_guide_88074a63.pdf,D5BF48DB383AA898DADD9B505F4567D2E3B4752BFB110B7A684846C06C7D4A92,126,extractable_latin_text,179776,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=teacher_guide,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0019,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0078,30,chapter,Maths grade 3 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2003/Grade_3_Subject_MATHS_Chapter_10_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\030_oromo_math_g3_chapter_10_27d3487a.pdf,56149A5200643739955BC645403D0667FAB80597B596AD54662C7220D9A7F50F,5,extractable_latin_text,5784,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0020,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0079,31,chapter,Maths grade 3 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2003/Grade_3_Subject_MATHS_Chapter_1_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\031_oromo_math_g3_chapter_1_37b1497e.pdf,E001C4565CEE45BE088547EF606124BF5828A6939BE7E7D53FAABD18B11B4794,5,extractable_latin_text,7989,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0021,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0080,32,chapter,Maths grade 3 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2003/Grade_3_Subject_MATHS_Chapter_2_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\032_oromo_math_g3_chapter_2_2ebea65c.pdf,76403A531436C5B2177F512F06B1333952CEA66227A10E08B72CDCA5477F2225,37,extractable_latin_text,30538,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
R9-OCR-SO-0022,P0,source_owner_license_reviewer_gate_for_text_layer_body,Oromo,R9-LSB-0081,33,chapter,Maths grade 3 in Oromo,https://files.ethiopialearning.com/textbooks/Grade%2003/Grade_3_Subject_MATHS_Chapter_3_Language_OROMO_Retrieved_20150101.pdf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260703T170417Z_r9_somali_oromo_pass2\downloads\oromo\033_oromo_math_g3_chapter_3_f897b1a8.pdf,A7039E0ED9E4CBE9C1FE6D61FDB1B40CB3E76B8F0FF2BE8228D6BE71E6A36083,12,extractable_latin_text,7817,,hashable_local_math_source_body_with_text_layer_needs_license_and_source_owner_gate,not_admitted_local_body_provenance_only,public web/source-return route signal only; no license approval or reuse clearance claimed,Oromo; Horn of Africa; Latin or mixed; mathematics; source-kind=chapter,"Can a source-owner/reviewer confirm Oromo language/variety, topic scope, attribution, and allowed source-canon use for this hashable math body without treating it as approved translation evidence?","Preserve hash/path/URL; request source-owner or reviewer source-return on language/variety, topic tags, attribution, and access/license signal before any use.","Local hashable math body exists, but OCR/source-owner/license/reviewer gates remain open; do not use for accepted translation evidence.",false
