lexeme_id,english_concept,language_id,tree_branch,leaf_equal_splits_weight,raw_attestation,weighted_mass,source_document_count_for_language,evidence_status,non_claim_boundary
cjklex-0012,representation theory,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0015,finite-dimensional,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0015,finite-dimensional,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0015,finite-dimensional,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0016,finitely generated,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0016,finitely generated,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0016,finitely generated,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0017,ideal,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0017,ideal,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0017,ideal,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0019,principal ideal,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0019,principal ideal,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0019,principal ideal,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0020,commutative ring,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0020,commutative ring,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0020,commutative ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0021,quotient ring,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0021,quotient ring,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0021,quotient ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0022,maximal ideal,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0022,maximal ideal,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0022,maximal ideal,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0024,prime ideal,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0024,prime ideal,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0024,prime ideal,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0026,basis theorem,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0026,basis theorem,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0026,basis theorem,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0027,field,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0027,field,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0027,field,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0028,isomorphism,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0028,isomorphism,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0028,isomorphism,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0029,homomorphism,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0029,homomorphism,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0029,homomorphism,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0030,automorphism,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0030,automorphism,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0030,automorphism,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0031,endomorphism,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0031,endomorphism,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0031,endomorphism,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
