lexeme_id,english_concept,language_id,tree_branch,leaf_equal_splits_weight,raw_attestation,weighted_mass,source_document_count_for_language,evidence_status,non_claim_boundary
cjklex-0013,Artin/Artinian,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0013,Artin/Artinian,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0013,Artin/Artinian,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0014,Artinian/Artin,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0014,Artinian/Artin,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0014,Artinian/Artin,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0018,semisimple ring,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0018,semisimple ring,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0018,semisimple ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0023,ring,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0023,ring,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0023,ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0025,algebra,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0025,algebra,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0025,algebra,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0032,norm,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0032,norm,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0032,norm,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0033,ring of integers,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0033,ring of integers,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0033,ring of integers,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0034,decomposition of primes,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0034,decomposition of primes,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0034,decomposition of primes,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0035,class number,ja,Japonic,1.0,1,1.0,9,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0035,class number,zh-Hans,Sinitic,1.0,0,0,2,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0035,class number,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0036,right module,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0036,right module,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0036,right module,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0037,module homomorphism,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0037,module homomorphism,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0037,module homomorphism,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0038,group algebra,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0038,group algebra,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0038,group algebra,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0039,ring,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0039,ring,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0039,ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0040,group,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0040,group,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0040,group,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0041,division ring,ja,Japonic,1.0,0,0,9,source-gap-or-unassigned,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0041,division ring,zh-Hans,Sinitic,1.0,1,1.0,2,source-canon-sufficient-generated-draft-row,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
cjklex-0041,division ring,ko,Koreanic,1.0,1,1.0,30,fallback-source-body-term-attestation-not-row-draft,generated-draft/non-canonical/not native reviewed/not approved/not accepted terminology/not gate-promoted/not complete
