"current_head_context","prior_frontier_context","carried_from_branch_context","term_id","language_lane","english_concept","draft_target_rendering","draft_status","source_body_status","source_locator_count","source_context_note","formula_neighboring_usage_note","term_alternatives_or_register_note","interlinear_or_linguistic_scaffold","source_gate","current_head_delta_effect","source_use_label","b3_action","boundary"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0012","french","homomorphism","homomorphisme","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","DE: Homomorphismus | EN: homomorphism | FRENCH: homomorphisme | PRETRANS-SCAFFOLD[french]: EN=homomorphism => target-draft=homomorphisme; risk=AFF-010; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0013","french","isomorphism","isomorphisme","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","DE: isomorph / Isomorphismus | EN: isomorphism | FRENCH: isomorphisme | PRETRANS-SCAFFOLD[french]: EN=isomorphism => target-draft=isomorphisme; risk=AFF-010; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0014","french","Noetherian ring","anneau noethérien","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Modern Noetherian term anchored to German Endlichkeitsbedingung / finite-chain source. Risk ids: AFF-009; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep eponym adjective and Noetherian-ring scope separate | use generated drafts as scaffolds and controls as controls only","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian ring | FRENCH: anneau noethérien | PRETRANS-SCAFFOLD[french]: EN=Noetherian ring => target-draft=anneau noethérien; risk=AFF-009; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0015","french","Noetherian","noethérien","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Modern Noetherian adjective anchored to German Endlichkeitsbedingung / finite-chain source. Risk ids: AFF-009; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep eponym adjective and Noetherian-ring scope separate | use generated drafts as scaffolds and controls as controls only","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian | FRENCH: noethérien | PRETRANS-SCAFFOLD[french]: EN=Noetherian => target-draft=noethérien; risk=AFF-009; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0016","french","irreducible","irréductible","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-011; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","bind adjective to representation when the source row requires the compound | use generated drafts as scaffolds and controls as controls only","DE: irreduzibel | EN: irreducible | FRENCH: irréductible | PRETRANS-SCAFFOLD[french]: EN=irreducible => target-draft=irréductible; risk=AFF-011; AFF-015; status=generated-draft_review_guard","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0017","french","representation","représentation","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Risk ids: AFF-006; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","use generated drafts as scaffolds and controls as controls only | use only with group/module/action formula context or explicit representation-theory source","DE: Darstellung | EN: representation | FRENCH: représentation | PRETRANS-SCAFFOLD[french]: EN=representation => target-draft=représentation; risk=AFF-006; AFF-015; status=generated-draft_review_guard","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0018","french","ring","anneau","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","8","Ringbereich rendered contextually as anneau / domaine annulaire. Risk ids: AFF-002; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","mathematical-ring candidate only with algebraic neighborhood or source note | use generated drafts as scaffolds and controls as controls only","DE: Ring / Ringbereich | EN: ring | FRENCH: anneau | PRETRANS-SCAFFOLD[french]: EN=ring => target-draft=anneau; risk=AFF-002; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0019","french","ideal","idéal","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","5","Risk ids: AFF-004; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","DE: Ideal | EN: ideal | FRENCH: idéal | PRETRANS-SCAFFOLD[french]: EN=ideal => target-draft=idéal; risk=AFF-004; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0020","french","maximal ideal","idéal maximal","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","5","German/source-fidelity witness uses distinct Primideale; audited English control renders the polynomial quotient zero-point ideals as distinct maximal ideals. Draft only; do not generalize this bridge to unrelated Primideal contexts. Risk ids: AFF-004; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near polynomial quotient zero-point ideals; maximal-ideal rendering is a source bridge and must not be generalized to every Primideal occurrence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","DE: Primideale bridge in polynomial quotient zero-point context | EN: maximal ideal | FRENCH: idéal maximal | PRETRANS-SCAFFOLD[french]: EN=maximal ideal => target-draft=idéal maximal; risk=AFF-004; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0021","french","prime ideal","idéal premier","generated-draft/non-canonical/not-native-reviewed","source-context/witness rows available; inspect line hashes before promotion","5","Risk ids: AFF-004; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","DE: Primideal | EN: prime ideal | FRENCH: idéal premier | PRETRANS-SCAFFOLD[french]: EN=prime ideal => target-draft=idéal premier; risk=AFF-004; AFF-015; status=generated-draft_guarded_context_required","source_gated_generated_draft_with_line_hash_context","carry forward as source-backed generated-draft; 8BE delta adds no direct target-language source body or row promotion","generated-draft/noncanonical/source-gated/pretranslation","route as source-backed generated-draft/non-canonical pretranslation/interlinear support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
