"current_head_context","source_package_context","branch_head_context","compared_against_branch_context","carried_from_package","term_id","language_lane","english_concept","preferred_generated_draft_or_blocked_candidate","alternatives_or_register_note","do_not_use_check","source_gate","review_boundary"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-fr-0018","french","ring","anneau","mathematical-ring candidate only with algebraic neighborhood or source note | use generated drafts as scaffolds and controls as controls only","adverse guard present: Adverse risks: AFF-002; AFF-015; preserve do-not-use guards and false-friend/register blockers.","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-fr-0019","french","ideal","idéal","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","adverse guard present: Adverse risks: AFF-004; AFF-015; preserve do-not-use guards and false-friend/register blockers.","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-fr-0020","french","maximal ideal","idéal maximal","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","adverse guard present: Adverse risks: AFF-004; AFF-015; preserve do-not-use guards and false-friend/register blockers.","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-fr-0021","french","prime ideal","idéal premier","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0001","spanish","algebra","álgebra","normalize diacritics for search but preserve target orthography and modifiers in drafts | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0002","spanish","Hilbert basis","base de Hilbert","require direct theorem-source row or explicit local context | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0003","spanish","localization","localización","algebraic localization only with multiplicative-set/ring/module context | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0004","spanish","Hilbert basis theorem","teorema de la base de Hilbert","require direct theorem-source row or explicit local context | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0005","spanish","commutative algebra","álgebra conmutativa","normalize diacritics for search but preserve target orthography and modifiers in drafts | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0006","spanish","field","cuerpo","keep corps/cuerpo/Körper algebra-field evidence separate from ordinary field/campo/champ | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0007","spanish","finitely generated","finitamente generado","keep phrase-level source notes and alternatives | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0008","spanish","module","módulo","use algebraic-module only with algebraic context; keep compound modifiers bound | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0009","spanish","quotient module","módulo cociente","use algebraic-module only with algebraic context; keep compound modifiers bound | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0011","spanish","submodule","submódulo","use algebraic-module only with algebraic context; keep compound modifiers bound | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0012","spanish","automorphism","automorfismo","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0013","spanish","endomorphism","endomorfismo","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0014","spanish","homomorphism","homomorfismo","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0015","spanish","isomorphism","isomorfismo","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0016","spanish","Noetherian ring","anillo noetheriano","keep eponym adjective and Noetherian-ring scope separate | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0017","spanish","Noetherian","noetheriano","keep eponym adjective and Noetherian-ring scope separate | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0018","spanish","irreducible","irreducible","bind adjective to representation when the source row requires the compound | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0019","spanish","representation","representación","use generated drafts as scaffolds and controls as controls only | use only with group/module/action formula context or explicit representation-theory source","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0020","spanish","irreducible representation","representación irreducible","bind adjective to representation when the source row requires the compound | use generated drafts as scaffolds and controls as controls only | use only with group/module/action formula context or explicit representation-theory source","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0021","spanish","semisimple","semisimple","treat as fixed algebraic adjective pending reviewer confirmation | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0022","spanish","ring","anillo","mathematical-ring candidate only with algebraic neighborhood or source note | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0023","spanish","ideal","ideal","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0024","spanish","maximal ideal","ideal maximal","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0025","spanish","prime ideal","ideal primo","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","no direct do-not-use row found in current Romance ledger; keep generated-draft review boundary","source_context_sufficient_for_generated_draft_support","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-fr-0008","french","tensor product","produit tensoriel [candidate only; do not use in corpus prose]","candidate listed only to block corpus prose; recover direct German/source-corpus tensor-product anchor before any use","hard do-not-use blocker: produit tensoriel [candidate only; do not use in corpus prose]; do not use in corpus prose until direct German/source-corpus tensor-product anchor is found","source_recovery_gap_do_not_use","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","212dfb1c7728f7c23274714434aa35d590e1aab7","outputs/ROMANCE_212DFB_FOLLOWUP_GAP_AUDIT_20260706","term-es-0010","spanish","tensor product","producto tensorial [candidate only; do not use in corpus prose]","candidate listed only to block corpus prose; recover direct German/source-corpus tensor-product anchor before any use","hard do-not-use blocker: producto tensorial [candidate only; do not use in corpus prose]; do not use in corpus prose until direct German/source-corpus tensor-product anchor is found","source_recovery_gap_do_not_use","term alternatives are generated-draft/source-use review aids only; not accepted terminology"
