"current_head_context","prior_frontier_context","carried_from_branch_context","term_id","language_lane","english_concept","row_bucket","current_head_delta_effect","source_use_gate","draft_target_rendering_or_blocked_candidate","draft_status","source_context_note","formula_neighboring_usage_note","term_register_alternatives","interlinear_or_linguistic_scaffold","branch_weight_basis","adverse_evidence_note","do_not_use_status","blocker_or_recovery_action","source_use_label","b3_handoff_route","boundary"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0011","french","endomorphism","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","endomorphisme","generated-draft/non-canonical/not-native-reviewed","German source uses Homomorphismus-in-sich / Homomorphismen in sich; audited English control renders this as endomorphism(s). Draft only; keep German historical wording visible to reviewers. Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near Homomorphismus-in-sich wording; keep the historical German anchor visible when using endomorphism in draft. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","DE: Homomorphismus in sich / Homomorphismen in sich | EN: endomorphism | FRENCH: endomorphisme | PRETRANS-SCAFFOLD[french]: EN=endomorphism => target-draft=endomorphisme; risk=AFF-010; AFF-015; status=generated-draft_guarded_context_required","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-010; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","preserve false-friend/register guard during draft use and source review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0012","french","homomorphism","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","homomorphisme","generated-draft/non-canonical/not-native-reviewed","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","DE: Homomorphismus | EN: homomorphism | FRENCH: homomorphisme | PRETRANS-SCAFFOLD[french]: EN=homomorphism => target-draft=homomorphisme; risk=AFF-010; AFF-015; status=generated-draft_guarded_context_required","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-010; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","preserve false-friend/register guard during draft use and source review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0013","french","isomorphism","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","isomorphisme","generated-draft/non-canonical/not-native-reviewed","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep prefix-specific terms separate with source rows | use generated drafts as scaffolds and controls as controls only","DE: isomorph / Isomorphismus | EN: isomorphism | FRENCH: isomorphisme | PRETRANS-SCAFFOLD[french]: EN=isomorphism => target-draft=isomorphisme; risk=AFF-010; AFF-015; status=generated-draft_guarded_context_required","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-010; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","preserve false-friend/register guard during draft use and source review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0014","french","Noetherian ring","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","anneau noethérien","generated-draft/non-canonical/not-native-reviewed","Modern Noetherian term anchored to German Endlichkeitsbedingung / finite-chain source. Risk ids: AFF-009; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep eponym adjective and Noetherian-ring scope separate | use generated drafts as scaffolds and controls as controls only","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian ring | FRENCH: anneau noethérien | PRETRANS-SCAFFOLD[french]: EN=Noetherian ring => target-draft=anneau noethérien; risk=AFF-009; AFF-015; status=generated-draft_guarded_context_required","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-009; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","preserve false-friend/register guard during draft use and source review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0015","french","Noetherian","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","noethérien","generated-draft/non-canonical/not-native-reviewed","Modern Noetherian adjective anchored to German Endlichkeitsbedingung / finite-chain source. Risk ids: AFF-009; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep eponym adjective and Noetherian-ring scope separate | use generated drafts as scaffolds and controls as controls only","DE: Endlichkeitsbedingung / finite-chain theorem | EN: Noetherian | FRENCH: noethérien | PRETRANS-SCAFFOLD[french]: EN=Noetherian => target-draft=noethérien; risk=AFF-009; AFF-015; status=generated-draft_guarded_context_required","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-009; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","preserve false-friend/register guard during draft use and source review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0016","french","irreducible","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","irréductible","generated-draft/non-canonical/not-native-reviewed","Risk ids: AFF-011; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","bind adjective to representation when the source row requires the compound | use generated drafts as scaffolds and controls as controls only","DE: irreduzibel | EN: irreducible | FRENCH: irréductible | PRETRANS-SCAFFOLD[french]: EN=irreducible => target-draft=irréductible; risk=AFF-011; AFF-015; status=generated-draft_review_guard","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-011; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","preserve false-friend/register guard during draft use and source review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0017","french","representation","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","représentation","generated-draft/non-canonical/not-native-reviewed","Risk ids: AFF-006; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","use generated drafts as scaffolds and controls as controls only | use only with group/module/action formula context or explicit representation-theory source","DE: Darstellung | EN: representation | FRENCH: représentation | PRETRANS-SCAFFOLD[french]: EN=representation => target-draft=représentation; risk=AFF-006; AFF-015; status=generated-draft_review_guard","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-006; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","preserve false-friend/register guard during draft use and source review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0018","french","ring","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","anneau","generated-draft/non-canonical/not-native-reviewed","Ringbereich rendered contextually as anneau / domaine annulaire. Risk ids: AFF-002; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","mathematical-ring candidate only with algebraic neighborhood or source note | use generated drafts as scaffolds and controls as controls only","DE: Ring / Ringbereich | EN: ring | FRENCH: anneau | PRETRANS-SCAFFOLD[french]: EN=ring => target-draft=anneau; risk=AFF-002; AFF-015; status=generated-draft_guarded_context_required","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-002; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","preserve false-friend/register guard during draft use and source review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0019","french","ideal","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","idéal","generated-draft/non-canonical/not-native-reviewed","Risk ids: AFF-004; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","DE: Ideal | EN: ideal | FRENCH: idéal | PRETRANS-SCAFFOLD[french]: EN=ideal => target-draft=idéal; risk=AFF-004; AFF-015; status=generated-draft_guarded_context_required","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-004; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","preserve false-friend/register guard during draft use and source review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0020","french","maximal ideal","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","idéal maximal","generated-draft/non-canonical/not-native-reviewed","German/source-fidelity witness uses distinct Primideale; audited English control renders the polynomial quotient zero-point ideals as distinct maximal ideals. Draft only; do not generalize this bridge to unrelated Primideal contexts. Risk ids: AFF-004; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near polynomial quotient zero-point ideals; maximal-ideal rendering is a source bridge and must not be generalized to every Primideal occurrence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","DE: Primideale bridge in polynomial quotient zero-point context | EN: maximal ideal | FRENCH: idéal maximal | PRETRANS-SCAFFOLD[french]: EN=maximal ideal => target-draft=idéal maximal; risk=AFF-004; AFF-015; status=generated-draft_guarded_context_required","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-004; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","preserve false-friend/register guard during draft use and source review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0021","french","prime ideal","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","idéal premier","generated-draft/non-canonical/not-native-reviewed","Risk ids: AFF-004; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","treat ideal as algebraic noun only with noun/scope context | use generated drafts as scaffolds and controls as controls only","DE: Primideal | EN: prime ideal | FRENCH: idéal premier | PRETRANS-SCAFFOLD[french]: EN=prime ideal => target-draft=idéal premier; risk=AFF-004; AFF-015; status=generated-draft_guarded_context_required","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-004; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","route only as generated-draft/non-canonical source-gated support pending review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0001","spanish","algebra","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","álgebra","generated-draft/non-canonical/not-native-reviewed","Risk ids: AFF-014; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","normalize diacritics for search but preserve target orthography and modifiers in drafts | use generated drafts as scaffolds and controls as controls only","DE: Algebra / noncommutative algebra | EN: algebra | SPANISH: álgebra | PRETRANS-SCAFFOLD[spanish]: EN=algebra => target-draft=álgebra; risk=AFF-014; AFF-015; status=generated-draft_standard_source_gate","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-014; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","route only as generated-draft/non-canonical source-gated support pending review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0002","spanish","Hilbert basis","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","base de Hilbert","generated-draft/non-canonical/not-native-reviewed","Risk ids: AFF-008; AFF-015 Line-hash locators recorded: 7 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","require direct theorem-source row or explicit local context | use generated drafts as scaffolds and controls as controls only","DE: Hilbertsches Theorem / Modulbasis / Basissaetze | EN: Hilbert basis | SPANISH: base de Hilbert | PRETRANS-SCAFFOLD[spanish]: EN=Hilbert basis => target-draft=base de Hilbert; risk=AFF-008; AFF-015; status=generated-draft_review_guard","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-008; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","route only as generated-draft/non-canonical source-gated support pending review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0003","spanish","localization","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","localización","generated-draft/non-canonical/not-native-reviewed","German source uses Quotientenring/localized notation rather than literal Lokalisierung. Risk ids: AFF-007; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","algebraic localization only with multiplicative-set/ring/module context | use generated drafts as scaffolds and controls as controls only","DE: Quotientenring / localized quotient-ring construction | EN: localization | SPANISH: localización | PRETRANS-SCAFFOLD[spanish]: EN=localization => target-draft=localización; risk=AFF-007; AFF-015; status=generated-draft_review_guard","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-007; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","route only as generated-draft/non-canonical source-gated support pending review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0004","spanish","Hilbert basis theorem","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","teorema de la base de Hilbert","generated-draft/non-canonical/not-native-reviewed","Risk ids: AFF-008; AFF-015 Line-hash locators recorded: 7 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","require direct theorem-source row or explicit local context | use generated drafts as scaffolds and controls as controls only","DE: Hilbertsches Theorem / theorem on module bases | EN: Hilbert basis theorem | SPANISH: teorema de la base de Hilbert | PRETRANS-SCAFFOLD[spanish]: EN=Hilbert basis theorem => target-draft=teorema de la base de Hilbert; risk=AFF-008; AFF-015; status=generated-draft_review_guard","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-008; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","route only as generated-draft/non-canonical source-gated support pending review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0005","spanish","commutative algebra","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","álgebra conmutativa","generated-draft/non-canonical/not-native-reviewed","Risk ids: AFF-014; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","normalize diacritics for search but preserve target orthography and modifiers in drafts | use generated drafts as scaffolds and controls as controls only","DE: kommutative Algebra | EN: commutative algebra | SPANISH: álgebra conmutativa | PRETRANS-SCAFFOLD[spanish]: EN=commutative algebra => target-draft=álgebra conmutativa; risk=AFF-014; AFF-015; status=generated-draft_standard_source_gate","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-014; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","route only as generated-draft/non-canonical source-gated support pending review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0006","spanish","field","source_gated_generated_draft_noncanonical","8BE is corrected live frontier; no direct Romance/French/Spanish filename delta; current-head R6/A2 live recovery packet is method/routing support only","source_context_sufficient_for_generated_draft_support","cuerpo","generated-draft/non-canonical/not-native-reviewed","Spanish campo not used in this corpus slice. Risk ids: AFF-003; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","keep corps/cuerpo/Körper algebra-field evidence separate from ordinary field/campo/champ | use generated drafts as scaffolds and controls as controls only","DE: Koerper | EN: field | SPANISH: cuerpo | PRETRANS-SCAFFOLD[spanish]: EN=field => target-draft=cuerpo; risk=AFF-003; AFF-015; status=generated-draft_guarded_context_required","source-gated Romance witness/context row; generated drafts carry zero native-review weight","Adverse risks: AFF-003; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","route only as generated-draft/non-canonical source-gated support pending review","source-gated-generated-draft-carry-forward-with-8BE-current-head-method-support","B3/uploader-ready 8BE current-head correction; no language-lane push","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
