"current_head_context","prior_frontier_context","carried_from_branch_context","term_id","language_lane","english_concept","branch_weight_basis","composite_source_context_weight_nonapproval","source_use_gate","source_body_status","adverse_evidence_note","do_not_use_status","current_head_authority_update","source_use_label","boundary"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0011","french","endomorphism","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-010; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0012","french","homomorphism","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-010; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0013","french","isomorphism","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-010; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0014","french","Noetherian ring","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-009; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0015","french","Noetherian","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-009; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0016","french","irreducible","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-011; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0017","french","representation","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-006; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0018","french","ring","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-002; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0019","french","ideal","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-004; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0020","french","maximal ideal","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-004; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-fr-0021","french","prime ideal","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-004; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0001","spanish","algebra","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-014; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0002","spanish","Hilbert basis","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-008; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0003","spanish","localization","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-007; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0004","spanish","Hilbert basis theorem","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-008; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0005","spanish","commutative algebra","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-014; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0006","spanish","field","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-003; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0007","spanish","finitely generated","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-013; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0008","spanish","module","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-005; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0009","spanish","quotient module","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-005; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0010","spanish","tensor product","hard source-recovery blocker; no corpus prose weight","0","source_recovery_gap_do_not_use","target-language witness context exists but direct German/source-corpus anchor missing","Adverse risks: AFF-001; AFF-015; preserve do-not-use guards and false-friend/register blockers.","hard-source-recovery-blocker","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0011","spanish","submodule","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-005; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0012","spanish","automorphism","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-010; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0013","spanish","endomorphism","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-010; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0014","spanish","homomorphism","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-010; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0015","spanish","isomorphism","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-010; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0016","spanish","Noetherian ring","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-009; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0017","spanish","Noetherian","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-009; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
"8be81510d284b9804706e426a312f1649f39d080","1a1110ebfcbe729d3c0db2a3fe98148e070a5389","a2c52a42f5484c3889473135fd85f2fea9491aaf","term-es-0018","spanish","irreducible","source-gated Romance witness/context row; generated drafts carry zero native-review weight","1","source_context_sufficient_for_generated_draft_support","source-context/witness rows available; inspect line hashes before promotion","Adverse risks: AFF-011; AFF-015; preserve do-not-use guards and false-friend/register blockers.","adverse/register guard only; generated-draft review boundary","8BE current-head live recovery packet is method/routing support; row remains draft/gap as carried","Fable/source-use/adverse/do-not-use row application support","generated-draft/noncanonical/source-use/provenance/gap only; no native review, accepted terminology, approval, license clearance, gate promotion, source certification, final status, bridge/pilot, or translation completion claim"
