"current_head_context","source_package_context","branch_head_context","term_id","language_lane","english_concept","target_rendering","formula_neighboring_usage_note","source_context_note","source_locator_count","boundary"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-fr-0012","french","homomorphism","homomorphisme","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-fr-0013","french","isomorphism","isomorphisme","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-fr-0014","french","Noetherian ring","anneau noethérien","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Modern Noetherian term anchored to German Endlichkeitsbedingung / finite-chain source. Risk ids: AFF-009; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-fr-0015","french","Noetherian","noethérien","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Modern Noetherian adjective anchored to German Endlichkeitsbedingung / finite-chain source. Risk ids: AFF-009; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-fr-0016","french","irreducible","irréductible","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-011; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-fr-0017","french","representation","représentation","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-006; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-fr-0018","french","ring","anneau","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Ringbereich rendered contextually as anneau / domaine annulaire. Risk ids: AFF-002; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-fr-0019","french","ideal","idéal","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-004; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","5","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-fr-0020","french","maximal ideal","idéal maximal","Near polynomial quotient zero-point ideals; maximal-ideal rendering is a source bridge and must not be generalized to every Primideal occurrence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","German/source-fidelity witness uses distinct Primideale; audited English control renders the polynomial quotient zero-point ideals as distinct maximal ideals. Draft only; do not generalize this bridge to unrelated Primideal contexts. Risk ids: AFF-004; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","5","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-fr-0021","french","prime ideal","idéal premier","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-004; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","5","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0001","spanish","algebra","álgebra","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-014; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0002","spanish","Hilbert basis","base de Hilbert","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-008; AFF-015 Line-hash locators recorded: 7 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","7","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0003","spanish","localization","localización","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","German source uses Quotientenring/localized notation rather than literal Lokalisierung. Risk ids: AFF-007; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0004","spanish","Hilbert basis theorem","teorema de la base de Hilbert","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-008; AFF-015 Line-hash locators recorded: 7 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","7","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0005","spanish","commutative algebra","álgebra conmutativa","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-014; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0006","spanish","field","cuerpo","No special displayed-formula hazard beyond preserving the German source slice anchor and local Romance term evidence. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Spanish campo not used in this corpus slice. Risk ids: AFF-003; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0007","spanish","finitely generated","finitamente generado","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Modern Spanish phrase used for finite-basis/finitely generated contexts; not a literal rendering of every endlich phrase. Risk ids: AFF-013; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0008","spanish","module","módulo","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-005; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0009","spanish","quotient module","módulo cociente","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Restklassenmodul rendered as módulo cociente / módulo de clases residuales. Risk ids: AFF-005; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0011","spanish","submodule","submódulo","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-005; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0012","spanish","automorphism","automorfismo","Near morphism/representation notation; preserve the -morphism or representation register and avoid over-normalizing historical prose. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0013","spanish","endomorphism","endomorfismo","Near Homomorphismus-in-sich wording; keep the historical German anchor visible when using endomorphism in draft. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","German source uses Homomorphismus-in-sich / Homomorphismen in sich; audited English control renders this as endomorphism(s). Draft only; keep German historical wording visible to reviewers. Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0014","spanish","homomorphism","homomorfismo","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0015","spanish","isomorphism","isomorfismo","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-010; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0016","spanish","Noetherian ring","anillo noetheriano","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Modern Noetherian term anchored to German Endlichkeitsbedingung / finite-chain source. Risk ids: AFF-009; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","5","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0017","spanish","Noetherian","noetheriano","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Modern Noetherian adjective anchored to German Endlichkeitsbedingung / finite-chain source. Risk ids: AFF-009; AFF-015 Line-hash locators recorded: 5 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","5","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0018","spanish","irreducible","irreducible","Near basis/finiteness formulas such as F=A_1f_1+...+A_kf_k; keep theorem, basis, and finiteness wording tied to the displayed representation context. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-011; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0019","spanish","representation","representación","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Risk ids: AFF-006; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0020","spanish","irreducible representation","representación irreducible","Near quotient/submodule notation, especially M/U; preserve quotient-module and residual-class wording around formulas. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Covered through reducible/irreducible representation class contexts; needs specialist review. Risk ids: AFF-006; AFF-011; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0021","spanish","semisimple","semisimple","Near reducibility/direct-sum register; direct prose should prefer complete reducibility language, with semisimple retained only as a modern register label when flagged. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","German anchors for vollständig reduzibel / Halbeinfacher Ring are exact; local Spanish tight search found no exact ring/representation phrase strong enough to remove manual review. Use completamente reducible in direct prose; semisimple only as modern register label pending specialist/native review. Risk ids: AFF-012; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
"8be81510d284b9804706e426a312f1649f39d080","A2C52A42","ac6f4eb7490b1bba788444ddb2361fc65c3d9f6e","term-es-0022","spanish","ring","anillo","Near ideal-chain and finite-basis conditions; use modern Noetherian wording only as a marked explanatory rendering of Endlichkeitsbedingung or finite-chain source. Adverse guard: preserve mathematical scope near formulas; avoid ordinary-language false-friend senses; inspect line hashes for source context before promotion.","Ringbereich rendered contextually as anillo / ámbito de anillos. Risk ids: AFF-002; AFF-015 Line-hash locators recorded: 8 Source-use: generated-draft rows are scaffolds; line hashes are source-context locators; project controls are controls only.","8","generated-draft/non-canonical/pretranslation support only; no accepted terminology, source certification, gate promotion, final status, translation completion, license clearance, or Git push"
