source_id,relative_path,source_role,document_order,reachable_from_master,bytes_before,sha256_before,bytes_after,sha256_after,action_count,change_status
sga4.source.0024,01/drafts/SGA4_I_LINES_3228_3408_English.texfrag,translation_fragment,24,true,8185,A747B5ADF336F98E9802B475490C0AFCE142EA1C57000D1A914998D68FA20155,8406,6470F031295218A335E39861C88F8B7D13C3B15718CE38FE35500849D23F14F2,7,planned_changed
sga4.source.0025,01/drafts/SGA4_I_LINES_3409_3598_English.texfrag,translation_fragment,25,true,7685,B3C5158BDBBEE722CD7BD4FD9C96C177C0DECA97C47FEDE4588F62567F631D55,8474,24618F120A7093FEED7BEB411DD473F9BD18D0692B6EB42A2A45BB6BDAD0532E,19,planned_changed
sga4.source.0026,01/drafts/SGA4_I_LINES_3599_3796_English.texfrag,translation_fragment,26,true,7352,CF476432D0B95CDF8BA2ED65B37CE35A227AC7EA312185D459954C3FBE10036A,8459,96B9212ED8E661F987639B5965E54EC31B84685DEE89B65ABDAC1647635395B0,29,planned_changed
sga4.source.0027,01/drafts/SGA4_I_LINES_3797_3955_English.texfrag,translation_fragment,27,true,5951,1ED632FD50778DA9795E3260297BE521A1B62149B75FD1F2ED0017AA7331A090,6881,321791A91758F0B21653CBB97C9A76949D34747B09E5992111EDD7A6D56C70B9,23,planned_changed
sga4.source.0028,01/drafts/SGA4_I_LINES_3956_4068_English.texfrag,translation_fragment,28,true,4743,63A67CBED1A42784835BD98E3F1C6E936D807A98EB51BAA2E976B42B8C122735,4937,3602F8AF8C4018010F759BA76194F49E03FFA85CDBCA814D9D273DD253246D6B,5,planned_changed
sga4.source.0029,01/drafts/SGA4_I_LINES_4069_4270_English.texfrag,translation_fragment,29,true,8524,E7F8CAB00325F7547369FCB67E7AAF88EFCA730C76AB52EEAA651A8EBE2207F4,8826,25EE44FB60B665BAED7911F3FC406F1BA76777F13049F8BC8AA8454C05885DEC,9,planned_changed
sga4.source.0030,01/drafts/SGA4_I_LINES_4271_4625_English.texfrag,translation_fragment,30,true,15324,61CCFDD98C0709C2EAC6C9C9C9A1E7A3A417A5DBCAF427448A7FB3909848BDF8,16201,555526658CC484D1F4F926AD1AD733D8156BEBA8980ECBE4C3BFBD8328B64FD2,24,planned_changed
sga4.source.0031,01/drafts/SGA4_I_LINES_4626_4853_English.texfrag,translation_fragment,31,true,9513,A78E05D513C1794B80BA75752ED1C39766F456094D6413DA23DD0D6DFD8E0082,9946,BD46D7170AA4EE372E2AED363E62C5969C4E93CF4BD4ED13F7B803F08D9789F5,13,planned_changed
sga4.source.0032,01/drafts/SGA4_I_LINES_4854_5078_English.texfrag,translation_fragment,32,true,10420,241AD40E2F1B3CD3629B2426C8C2F22A67ECC6BFD75BECDEADB218AAACF95FD5,10553,45BD70587F3EEED99538839A9D63700B2B9F3E9AC552AD2DFC9D7BD22251DD2D,6,planned_changed
sga4.source.0033,01/drafts/SGA4_I_LINES_5079_5229_English.texfrag,translation_fragment,33,true,6036,090CEACF8E4BDEDF906C326EE183C974892DC7C6D38086495364FF269425BA50,7008,ED1EBD5A2B1BDD9DAC3A3915FAB54493D4475E0698D214CDEBF1C834D0B72A66,24,planned_changed
sga4.source.0034,01/drafts/SGA4_I_LINES_5230_5389_English.texfrag,translation_fragment,34,true,6731,11538D0FD2C30A76AE9DDC8E5EE3F81BA22F6815779E1FE56FF6A68B83F0A1DC,7537,E6872982A719FF6B298B5617D904A1D9EBD11511A076117E6F49C00E8EEB0821,19,planned_changed
sga4.source.0035,01/drafts/SGA4_I_LINES_5390_5467_English.texfrag,translation_fragment,35,true,3563,CA78A3997C32213907E6096863C76D340E68680061A57F0D50243AB0F03DF3A9,3713,CDD42A667F03FD6C734CA6BBC70714726B874A093E517BCF51209C37C0A249C0,4,planned_changed
sga4.source.0036,01/drafts/SGA4_I_LINES_5468_5594_English.texfrag,translation_fragment,36,true,5661,ACA25CB99BB0939C4C7918A1FB38C1BF919337644A58A8855B48CC63F640BC0B,5818,1565CDC128B82087211AEEE4D51BC037AA081F390E6803CFE2DA4CEE24D2BB03,5,planned_changed
sga4.source.0037,01/drafts/SGA4_I_LINES_5595_5699_English.texfrag,translation_fragment,37,true,5373,A439BFE6EBB7F9567116B3388F0CC17EE62B41019F8C6B738B33716053D39F40,5445,AFD80540E1D51FDD674A14E4E7CA8D7B979549A72A325E65AC777159BF63E6DB,3,planned_changed
sga4.source.0038,01/drafts/SGA4_I_LINES_5700_5804_English.texfrag,translation_fragment,38,true,4489,FFD76E0FA4AC38647F2C184F3B37BF09617CA87BA02930B0D3498490B552CFD6,4579,CEE45F26201246760838E79782E8BC2C269E4094FEB2F980F7307B85D14658AA,4,planned_changed
sga4.source.0039,01/drafts/SGA4_I_LINES_5805_5940_English.texfrag,translation_fragment,39,true,6262,A55DCF569286E0F120B766519A90ABC14668AAA0F6E30B9B4954A8BEBE419A68,6329,63BDB69526452C0303968F507E518A1645BD0BBC72C0CFD13D7AC796AC51465E,3,planned_changed
sga4.source.0040,01/drafts/SGA4_I_LINES_5941_6010_English.texfrag,translation_fragment,40,true,3045,DEB1870F7A096679EF6074364AC17097B37440C9110761DBDF3DCEC3234DB74C,3066,3E2A95FA40F18672652411A07EC21EAC7A25921D74175E0C96AD6433110D7F60,1,planned_changed
sga4.source.0041,01/drafts/SGA4_I_LINES_6011_6089_English.texfrag,translation_fragment,41,true,3920,756EFE94B6C3036F0FC8D80DA2534A59FA624734162E86989B698E44D9030315,4303,88FDFD014A76C135DBA0959291B7F435ADD1363AE5EF1E57A91FFC0EEEF4F1E4,11,planned_changed
sga4.source.0042,01/drafts/SGA4_I_LINES_6090_6222_English.texfrag,translation_fragment,42,true,6719,EA9AB54FC2D3E125EB5E66A93CDD3B773A65AF9FD927C1DE987424852402D60F,6806,75A2D5A96C93F3DA55B3968098C1530ACBDF99C3A2C36D21DF9F406873AE5A3A,4,planned_changed
sga4.source.0043,01/drafts/SGA4_I_LINES_6223_6376_English.texfrag,translation_fragment,43,true,7660,688ED4053C04EE58FA7A98FD234E27A5FB502709901B188DEEBEA20E4E7689B5,7724,31BD2340ADF36E3BF63269385945BB843CF93E9AA1A0E1152AA7EC31BEA2DD3A,3,planned_changed
sga4.source.0044,01/drafts/SGA4_I_LINES_6377_6439_English.texfrag,translation_fragment,44,true,2836,826D4FE186A92AE0D45AF2F0541C3F5B89555A3BF26C399BCB11E4B38122B396,2986,BB5DD594A60259FFAB26E2A33E7DAFD4602B04C7092CCA9B3B3000C08BA9EFDD,5,planned_changed
sga4.source.0045,01/drafts/SGA4_I_LINES_6440_6522_English.texfrag,translation_fragment,45,true,3920,DDB2A951AC7439E9216623660DEACB6EDDA4E7213DEAB9746DBC9E0EFAE52811,4124,4525377D54FADCF525A7A3908A86C8DC71CD1E8A7B965D56FDC772EAF141E53E,5,planned_changed
sga4.source.0046,01/drafts/SGA4_I_LINES_6523_6659_English.texfrag,translation_fragment,46,true,5970,E94366C81326844388B460DA98E860FB10631378869B80E301C08913992658B6,6194,CDD6A308B424B620395C9302A955362DE9618E608CC0D1C2B3DC6BA86106FA87,6,planned_changed
sga4.source.0047,01/drafts/SGA4_I_LINES_6660_6750_English.texfrag,translation_fragment,47,true,3144,A3D59FF163CABC7B563B0F3BDBE5C21CD0D1DC95A35F7CF0E0E5ED6F034F780F,3501,6B045C33ABBFE34AAE716FD72B35BF067AFE8F10B7058C2435F448A62A56CB81,9,planned_changed
sga4.source.0048,01/drafts/SGA4_I_LINES_6751_6838_English.texfrag,translation_fragment,48,true,3833,386DA0F3AF41B17F30D9430E93318B45F8F4AD7C88E828A72FEFE4DB5F1FD7B8,4122,1ECF299A00BB4BDFD3486F0998779EC0BDCC631F842D93BE3576C29C4BECCBFA,7,planned_changed
sga4.source.0049,01/drafts/SGA4_I_LINES_6839_6963_English.texfrag,translation_fragment,49,true,5329,F99ADAAE8384F241BAACD5DDB9A227A9ABCB837D5414B5AFD48E6AC95A2B6EDC,5686,971FB6EB874E502EC4036F385D531CEF735485588CC5D92520AB572AD3B7AD74,10,planned_changed
sga4.source.0050,01/drafts/SGA4_I_LINES_6964_7051_English.texfrag,translation_fragment,50,true,3249,E3278ADBE4C61984656BD920421186FFAF9CCD5E47429BCED8B0E46EE763FA00,3329,3CAAC64C2DD096C001EC9A1414F136AD0FF89E41FFFC356C69790658B170952C,2,planned_changed
sga4.source.0051,01/drafts/SGA4_I_LINES_7052_7130_English.texfrag,translation_fragment,51,true,3521,ECF94FE48FB7062776E0D23445B57E784472AF0C82147828847E523AE7312160,3521,ECF94FE48FB7062776E0D23445B57E784472AF0C82147828847E523AE7312160,0,unchanged
sga4.source.0052,01/drafts/SGA4_I_LINES_7131_7193_English.texfrag,translation_fragment,52,true,3105,F78FDFBB012F744FFAA05415D194B1F3FDB3B23CF9216978AEC3B5CDF6E089E0,3170,C0E95E216572321A803A53A0C969D2CCF8DEDD9AC7252560C726EBE67E1264DB,2,planned_changed
sga4.source.0053,01/drafts/SGA4_I_LINES_7194_7240_English.texfrag,translation_fragment,53,true,2084,ED8B4F602EE5F3DF0A33973CB3753A9825BF861362EF40D595A861CDABAE0640,2109,3250BC56F30EB43D53BC8E77073F9B6CC76577C1A5B50AB47E461555FC486E56,1,planned_changed
sga4.source.0054,01/drafts/SGA4_I_LINES_7241_7301_English.texfrag,translation_fragment,54,true,2642,CFC39F00FBAAC8A1BB220E33F98573BCDAB5AC3421CE14AEA42E3ACA1E418F5F,2884,F3E12305AF40BA82432CCF2914A945230DAB97F0410FDDFF49F82B62D48E3D88,6,planned_changed
sga4.source.0055,01/drafts/SGA4_I_LINES_7302_7379_English.texfrag,translation_fragment,55,true,4020,2BC41D44B7AF180BF8BC0538796BDB8FC8ED734411DF4DF0F471BC6E4D216FC6,4212,FF1A5F5236680DA6E31B2140A241E5826A92A1CEB53A5A55CA54BC9B46A6C4B0,6,planned_changed
sga4.source.0056,01/drafts/SGA4_I_LINES_7380_7423_English.texfrag,translation_fragment,56,true,1877,D34FD6D5A4F9F70C07DC928221C7AB95850198942C1000EEA933C76B175E9128,1923,6232B05E2546CD04DC4AE7F5E043739396A88B579429710B3CC454F1F208B75D,2,planned_changed
sga4.source.0057,01/drafts/SGA4_I_LINES_7424_7512_English.texfrag,translation_fragment,57,true,3652,EF6998884431B5FCAD5C715BBBD0FBE1143953727008DD5842A2962B4C0DEBC1,3841,1805AE4BEE289F06FA0D14B7BD7CC801AE6670062CCD6F3BCFF245DAFB0899FF,6,planned_changed
sga4.source.0058,01/drafts/SGA4_I_LINES_7513_7636_English.texfrag,translation_fragment,58,true,5864,9D8338BAEA82B0774E092CEA4C0CA6FA5DFF8C4282A1EC2D7B3AE15ED6BE70D9,5864,9D8338BAEA82B0774E092CEA4C0CA6FA5DFF8C4282A1EC2D7B3AE15ED6BE70D9,0,unchanged
sga4.source.0059,01/drafts/SGA4_I_LINES_7637_7820_English.texfrag,translation_fragment,59,true,7578,889C6B2962E7EE5B7BD3D6791E097BD503DD88866F5F7DB6A6AA6AE6FB469FF1,11182,AA7433564908C4DA4DC8641D359A7921C690B3E72048E435392ADA55611C4A4F,57,planned_changed
sga4.source.0060,01/drafts/SGA4_I_LINES_7821_7923_English.texfrag,translation_fragment,60,true,5010,F606E6BFB8AC35039E6A2D1417A9F757EF73386ED3E6D956DBA1060F78A9B0E0,6491,8AA4FBBB48877C23403BA2703158A8660173C7CD734B5428D99EC784892D1FF1,27,planned_changed
sga4.source.0061,01/drafts/SGA4_I_LINES_7924_7993_English.texfrag,translation_fragment,61,true,3521,FAC1472783F06C796A653E175640D6C6B7BE139EB67F885DC14486652F9D5512,4318,049244C33559A042336B52650F9F2EE30D4108E72F916C41A7B7484FE03712CB,17,planned_changed
sga4.source.0062,01/drafts/SGA4_I_LINES_7994_8025_English.texfrag,translation_fragment,62,true,1578,095F3826395A715A98A4449487B627498E5B60DF6C194ABEFB135751E3FA94C1,2105,BC364673337AF4F9A2AB4D52E2B6462FC15F98F41C2F3EBFBEA44C17FAB29E1A,11,planned_changed
sga4.source.0063,01/drafts/SGA4_I_LINES_8026_8095_English.texfrag,translation_fragment,63,true,2958,81C56A6145190787EA7F200D05AB68CA22AF7D9F5BE8279F6272C6D99B959EA5,3710,7D59B0BB42D8A93E3DFAE3F5597FD2B390D48044E1B7782A6BDDE8C8AEC708A7,12,planned_changed
sga4.source.0064,01/drafts/SGA4_I_LINES_8096_8244_English.texfrag,translation_fragment,64,true,6730,D91FD74986D80ADCA5CB823459EBFEA9DC2265E8430352FF487686CBF3C800C8,8104,94A4E630D1F6F8139D673EBA84EEC0C8885DF526398086724D91ECF4E9701167,20,planned_changed
sga4.source.0065,01/drafts/SGA4_I_LINES_8245_8358_English.texfrag,translation_fragment,65,true,5485,356985C618D46782AF07141F2015EB1AE4044C9ED46A3ECBB6946B14CA308989,6244,DCC7471B3B1461978699580A06BEEC355197B085CB86C12B2F03F527A7E4A71F,13,planned_changed
sga4.source.0066,01/drafts/SGA4_I_LINES_8359_8513_English.texfrag,translation_fragment,66,true,6272,11BB57D637CF610F8AB48F98A294CEE7C00CB5126BDF43C0B530CDDFF93A6005,8493,5AED7ADB8FBDAEF330C5621FAA09D664BEF74952BFD07CE853524E15672DF8D1,37,planned_changed
sga4.source.0067,01/drafts/SGA4_I_LINES_8514_8642_English.texfrag,translation_fragment,67,true,5997,0BF2F5EFA1F9D937DF9B556A67FE7DF0088EB92CE6428401FCCAC0C1C21445B2,7087,B6B072A92A34D28E270F2B14BDF198BA04179B4782969D9D5866CDE3450CEB4B,19,planned_changed
sga4.source.0068,01/drafts/SGA4_I_LINES_8643_8705_English.texfrag,translation_fragment,68,true,3042,C1FF505AF82CAB4948B273D448CE573D732F48050F1DCAD0C4ACC0B83A67C49D,3628,03E6BFAF4DE42B7234F404D368BA997E8C2455AC8783BFFCDDF07EAA97412D86,11,planned_changed
sga4.source.0069,01/drafts/SGA4_I_LINES_8706_8780_English.texfrag,translation_fragment,69,true,3852,AA63F69680948BB086BBFCF6DE4878269E79EA3A1BCCFFD89C7F579330530B6B,4419,64F726AD9635665EB906A47EB9EF55653F4BA4FC1084969EACF4A681BE376029,10,planned_changed
sga4.source.0070,01/drafts/SGA4_I_LINES_8781_8916_English.texfrag,translation_fragment,70,true,6129,7AB7017BF9AEAFD57EC434345B68C5E04F12B649CA478E79101E0475BEA4B908,7357,ECBCEDF486D3D43E97713E72D73AA154B8EEECC10EDC03E4CAFB5329BFB9BB52,22,planned_changed
sga4.source.0071,01/drafts/SGA4_I_LINES_8917_8927_English.texfrag,translation_fragment,71,true,662,C13B687FF52D10A185F3A4EC879F243AC72C0B53CC098B3FDAAC50233F43BC59,662,C13B687FF52D10A185F3A4EC879F243AC72C0B53CC098B3FDAAC50233F43BC59,0,unchanged
sga4.source.0072,02/02_English.tex,expose_wrapper,72,true,1387,F72E3487D5AAC81818D9543E8691378B4121DEF2B60D63677CA42E1E03620E5B,1416,43188DDA9AE92E782BF61009774F8692BEA73D3E404CE2BA6E0CB3B6DC50EB45,2,planned_changed
sga4.source.0073,02/drafts/SGA4_II_LINES_31_212_English.texfrag,translation_fragment,73,true,8264,B061BC84042904DF5E76CAAC1B247F2B462C56565BEA991BB54504C9FA7FC8D5,8387,1E35BDA664DE0E56EF22359AA78EFBED3A1BF81902EBAA6DBB3B8FD18610C618,6,planned_changed
sga4.source.0074,02/drafts/SGA4_II_LINES_213_421_English.texfrag,translation_fragment,74,true,8537,8EFD0C230D5DD6940D8488CC3BC0F80F17BD26550842A13C908D47F91DE5C4C0,8559,779FC51A4C416F1CC05584C34719F2E3AC98581A4990DB717FED0CE0933E778C,1,planned_changed
sga4.source.0075,02/drafts/SGA4_II_LINES_422_562_English.texfrag,translation_fragment,75,true,5728,127CD876EA504528C9E65D1FD64C5F69994E5B0E2DCCDCBC5F161C0071647158,5776,676D4E59198E50601A7D420184D46BF4CE8269132B4F0D07690A4D7BDEDFE8F5,2,planned_changed
sga4.source.0076,02/drafts/SGA4_II_LINES_563_764_English.texfrag,translation_fragment,76,true,8498,1E3ABB06EBFE392777C1CAB638DEBAACDC63A0F1C098AAC5DFB9186B10E69CB4,8520,D3AEB082C413DAFF9AC61226E710116BF50F867E506A7809A64BAC869828A62A,1,planned_changed
sga4.source.0077,02/drafts/SGA4_II_LINES_765_975_English.texfrag,translation_fragment,77,true,8816,A2338B885E2E31F4536908CE4D4809B621CDFAD7EB1D9D4FB8DCFD43F40490A9,8838,37EC3A4EA80B4D2190FA1F65BDA4DE28295C67A28A12B7EF160920D4406F2E3C,1,planned_changed
sga4.source.0078,02/drafts/SGA4_II_LINES_976_1126_English.texfrag,translation_fragment,78,true,7010,3D904554002D538EFBFF9018AB2E06432B334144A04F4B1DE584764F51D64981,7052,A0FA921C73046779200EC51BC0C5B942362BD868E7E4628380BD8586F19AB5B3,1,planned_changed
sga4.source.0079,02/drafts/SGA4_II_LINES_1127_1298_English.texfrag,translation_fragment,79,true,6877,6C15958820AA692201DB5E8743A8533312643E0C8DC90A391DFE1693D03117EF,6877,6C15958820AA692201DB5E8743A8533312643E0C8DC90A391DFE1693D03117EF,0,unchanged
sga4.source.0080,02/drafts/SGA4_II_LINES_1299_1528_English.texfrag,translation_fragment,80,true,9924,A1B06C87B2996A1629C5F7CB7B12E51022CF2BF015B9B13E7C4C076F05DDD29E,9993,DBAB8C630AD3A74B8FE5009BCE920285CCA606256C8D6A6DA99BFBBEE1847585,3,planned_changed
sga4.source.0081,02/drafts/SGA4_II_LINES_1529_1645_English.texfrag,translation_fragment,81,true,5549,D03991EE955438FC085B204EAA58852330D58B2B5476840751061624C24978F3,5549,D03991EE955438FC085B204EAA58852330D58B2B5476840751061624C24978F3,0,unchanged
sga4.source.0082,02/drafts/SGA4_II_LINES_1646_1819_English.texfrag,translation_fragment,82,true,8103,2BD3EBF8E83B7327F71D619D634C6AD57538465BD9C35B5EDA2F84C8BD67ED91,8125,00B920CD106D6D3A34446B56CE138754B82B0A4D8330AC5D8968C851D43596F5,1,planned_changed
sga4.source.0083,02/drafts/SGA4_II_LINES_1820_2120_English.texfrag,translation_fragment,83,true,12248,9BBD5A72AC4C92791C0CA5521445F23EFFAAFFE40EAAF18F660AE883EFCF0143,12293,3B11153AC2D36316AE6B4B4A968F996F3DE8879A257795C88F45D0DA301848CB,1,planned_changed
sga4.source.0084,03/03_English.tex,expose_wrapper,84,true,1238,8C00446E4D57CB398A30F35640B666C1344E377BB8C99026888BE8D260DFE719,1268,55333D86982D26F540B9EEEF6BB4DB97A8554AD392A17039D96EFC8083AF1623,2,planned_changed
sga4.source.0085,03/drafts/SGA4_III_LINES_31_241_English.texfrag,translation_fragment,85,true,9166,D72F8D47815C21F95A72B27B96665EB2D510782DA56545FF96327A5106E2DAD3,9188,FF1E63ED8146ED759C91EC3A56CDCD1E91B6FBFED8BA0749FC4BB4C181846D85,1,planned_changed
sga4.source.0086,03/drafts/SGA4_III_LINES_242_461_English.texfrag,translation_fragment,86,true,9143,97684F9A99E3C12F38F76F0749485B96F99610C38FCB8C3765D6FF6434A272CD,9165,B8FAD1D0C3786A63EB220605324FC42AD2CD0C3AAD74401A6B1CEB769B3A925B,1,planned_changed
sga4.source.0087,03/drafts/SGA4_III_LINES_462_612_English.texfrag,translation_fragment,87,true,7240,805ACD6A4139F4ED69FE3A1225E671E673002F26E57F33090904ACC1185304A3,7360,9D736107713962AB989AB1E6F9ED8117489AAB3BE63FB6C60D6DE42985418BE0,4,planned_changed
sga4.source.0088,03/drafts/SGA4_III_LINES_613_861_English.texfrag,translation_fragment,88,true,11458,B0B358E72D484EE72BB8FC95F36FC8BBF7DFABDB0F001DA4D0F36F4A48AFB979,11458,B0B358E72D484EE72BB8FC95F36FC8BBF7DFABDB0F001DA4D0F36F4A48AFB979,0,unchanged
sga4.source.0089,03/drafts/SGA4_III_LINES_862_1113_English.texfrag,translation_fragment,89,true,11295,D40F2A827EC0E298F10D30F0AAECE1DEE5CA997DADCA0A5339AB829229CD87B9,11349,E073C3B13FDE44909F7AE49D1481045FDBDF8DFAE83C4201C9F07B0D68CAE2C0,2,planned_changed
sga4.source.0090,03/drafts/SGA4_III_LINES_1114_1313_English.texfrag,translation_fragment,90,true,9890,FCC381DB02DED1FCAFBA2BDE213CBD06F04BA4816E8CEFFD9461B30673E5398F,10136,78437195D5FABE845A63FE8E2C2E52F9BFB2D55718F78641308ABAB362B4ABE3,8,planned_changed
sga4.source.0091,03/drafts/SGA4_III_LINES_1314_1551_English.texfrag,translation_fragment,91,true,9424,079F11D9423C646541AE5C1BA179FF08DB511965B9D8D0231952F2762DA61E86,9470,7EB9303D475582364259FC2146C596C3830FBA9AD0117339B0F1C5F21BBBED43,2,planned_changed
