lexeme_id,candidate_bridge_form,language_code,language_lane,supporting_forms,adverse_forms,false_friend_notes,branch_weights_json,marginal_intelligibility_score,dominance_penalty,evidence_caution_factor,source_ref_factor,final_status,notes
CJK-W4-LEX-artin-artinian-finiteness-d5fab98be6,片側アルティン環,ja,japanese,CJK-WAVE4-WITNESS-20260705-0012,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artinian-artin-finiteness-5a1f243ed6,アルティン環,ja,japanese,CJK-WAVE4-WITNESS-20260705-0013;CJK-WAVE4-WITNESS-20260705-0019,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.866667,0.333333,1.000000,0.500000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artinian-artin-finiteness-5a1f243ed6,片側アルティン環,ja,japanese,CJK-WAVE4-WITNESS-20260705-0014,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artin-artinian-finiteness-d5fab98be6,アルティン加群,ja,japanese,CJK-WAVE4-WITNESS-20260705-0015,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artin-artinian-finiteness-d5fab98be6,Artinian module,ja,japanese,CJK-WAVE4-WITNESS-20260705-0017,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artinian-artin-finiteness-5a1f243ed6,アルティン加群,ja,japanese,CJK-WAVE4-WITNESS-20260705-0018,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artinian-artin-finiteness-5a1f243ed6,Artinian module,ja,japanese,CJK-WAVE4-WITNESS-20260705-0020,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-completely-reducible-representation-theory-16a17e71af,완전 가약 표현,ko,korean_addendum,CJK-WAVE4-WITNESS-20260705-0021;CJK-WAVE4-DRAFT-KO-COMPLETE-REDUCIBLE-001,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 0.0, ""korean_addendum"": 1.0, ""simplified_chinese"": 0.0}",0.831667,0.333333,0.650000,0.500000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-completely-reducible-representation-theory-16a17e71af,완전 가약,ko,korean_addendum,CJK-WAVE4-WITNESS-20260705-0022;CJK-WAVE4-WITNESS-20260705-0024,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 0.0, ""korean_addendum"": 1.0, ""simplified_chinese"": 0.0}",0.831667,0.333333,0.650000,0.500000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-completely-reducible-representation-theory-16a17e71af,완전 가약성,ko,korean_addendum,CJK-WAVE4-WITNESS-20260705-0023,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 0.0, ""korean_addendum"": 1.0, ""simplified_chinese"": 0.0}",0.781667,0.333333,0.650000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-completely-reducible-representation-theory-16a17e71af,기약표현들의 직합,ko,korean_addendum,CJK-WAVE4-WITNESS-20260705-0025,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 0.0, ""korean_addendum"": 1.0, ""simplified_chinese"": 0.0}",0.781667,0.333333,0.650000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
CJK-W4-LEX-artin-artinian-finiteness-d5fab98be6,アルティン加群 / アルティン環,ja,japanese,CJK-WAVE4-DRAFT-JA-ARTIN-001,,See false_friend_adverse_evidence.csv and do_not_use.csv for retained splits/gaps.,"{""japanese"": 1.0, ""korean_addendum"": 0.0, ""simplified_chinese"": 0.0}",0.816667,0.333333,1.000000,0.250000,generated-draft/non-canonical/review-material-only,"Audit prioritization proxy only; not comprehension measurement, review, or terminology approval."
