"role","absolute_path","public_relative_path","sha256","supersedes"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic-cyrillic\v001\Noether_Paper09_Section04_Interslavic_Cyrillic_v001.tex","translations/paper09/interslavic-cyrillic/v001/Noether_Paper09_Section04_Interslavic_Cyrillic_v001.tex","79CEDE9A10D097DEBFC67E6B29609BFD2D6F30B33CF073F09C1A7FD04FB90D1B","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper09\interslavic-cyrillic\v001\Noether_Paper09_Section04_Interslavic_Cyrillic_v001.pdf","translations/paper09/interslavic-cyrillic/v001/Noether_Paper09_Section04_Interslavic_Cyrillic_v001.pdf","6CBE42DC7B50421A61857904C82914E32841AE2F28C48A2F99238EC938AA802E","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic-cyrillic\v001\Noether_Paper09_Section05_Interslavic_Cyrillic_v001.tex","translations/paper09/interslavic-cyrillic/v001/Noether_Paper09_Section05_Interslavic_Cyrillic_v001.tex","3E5BF7B12177B3BC6B807C148BEF00DDA96086D183D1BE8978C1BED9D0D9E694","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper09\interslavic-cyrillic\v001\Noether_Paper09_Section05_Interslavic_Cyrillic_v001.pdf","translations/paper09/interslavic-cyrillic/v001/Noether_Paper09_Section05_Interslavic_Cyrillic_v001.pdf","ACEB686D3FC4D97FAB31D4F5C336CE7C92E1674CFBAA4491C58F460A8D15F03B","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic\v001\Noether_Paper09_Section03_Interslavic_v001.tex","translations/paper09/interslavic/v001/Noether_Paper09_Section03_Interslavic_v001.tex","5F7CA511B63E53294138266A6AC450160B83C6F99496DB721F46224D3BBB3AA4","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper09\interslavic\v001\Noether_Paper09_Section03_Interslavic_v001.pdf","translations/paper09/interslavic/v001/Noether_Paper09_Section03_Interslavic_v001.pdf","76AE532E6BA39E51DA800B485420EDF329708A63D53B99B7A582A4A8D26CCEC9","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic\v001\Noether_Paper09_Section04_Interslavic_v001.tex","translations/paper09/interslavic/v001/Noether_Paper09_Section04_Interslavic_v001.tex","0F4B325556DAA8754325589896DB41B2A63248C6400357BDF90633556E9A9DF4","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper09\interslavic\v001\Noether_Paper09_Section04_Interslavic_v001.pdf","translations/paper09/interslavic/v001/Noether_Paper09_Section04_Interslavic_v001.pdf","B529810B10472C7E592E463A3749F5370426917456054441083867EF541A8EF4","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper09\interslavic\v001\Noether_Paper09_Section05_Interslavic_v001.tex","translations/paper09/interslavic/v001/Noether_Paper09_Section05_Interslavic_v001.tex","F10F48FE99FA77983F1175AA47A45007BD69C5CA23E3953A0F5BD3CB0D21FEC0","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper09\interslavic\v001\Noether_Paper09_Section05_Interslavic_v001.pdf","translations/paper09/interslavic/v001/Noether_Paper09_Section05_Interslavic_v001.pdf","662771621A5D02BF6319C3E13E3977719A488EF26348BCE057F26D58567EB3E4","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic-cyrillic\v001\Noether_Paper17_Section07_Interslavic_Cyrillic_v001.tex","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Section07_Interslavic_Cyrillic_v001.tex","BDBC2BB2CC4EB6D176A2F3A933236DAD799D08E7A393E50A91F30961B891C649","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper17\interslavic-cyrillic\v001\Noether_Paper17_Section07_Interslavic_Cyrillic_v001.pdf","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Section07_Interslavic_Cyrillic_v001.pdf","29C2D3EAB40CDC472F7C3E5381951CB4F1871FF4892D61DF9EFF4813DB3367EE","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic-cyrillic\v001\Noether_Paper17_Section10_Interslavic_Cyrillic_v001.tex","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Section10_Interslavic_Cyrillic_v001.tex","5D0EC316342CBD595B7786377742D700A4BF65368DA4D332C22C73A8354FE5AF","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper17\interslavic-cyrillic\v001\Noether_Paper17_Section10_Interslavic_Cyrillic_v001.pdf","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Section10_Interslavic_Cyrillic_v001.pdf","5203F6BF5F0C5927C0D667331ECC756723F856F0413D519B8EB1E8B9E1F46150","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic-cyrillic\v001\Noether_Paper17_Section11_Interslavic_Cyrillic_v001.tex","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Section11_Interslavic_Cyrillic_v001.tex","D7AC99836E2975FDCD6B7698E2EB36D697309CBA1CC400ABA9C57858A51E9DD5","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper17\interslavic-cyrillic\v001\Noether_Paper17_Section11_Interslavic_Cyrillic_v001.pdf","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Section11_Interslavic_Cyrillic_v001.pdf","043F4F7815E56D3198474E1A8E31F7ED3EE313645721CDB0218D96F250719597","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic-cyrillic\v001\Noether_Paper17_Section12_Interslavic_Cyrillic_v001.tex","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Section12_Interslavic_Cyrillic_v001.tex","85633B49EEAE32C382622B382384EBED7BF4186FEACA754E7F35D388E67F0E6B","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper17\interslavic-cyrillic\v001\Noether_Paper17_Section12_Interslavic_Cyrillic_v001.pdf","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Section12_Interslavic_Cyrillic_v001.pdf","4BFCA7BF38B7132A1A67D2FF42E4CBFC57243BB3CF3FD7869691383F169403FE","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic-cyrillic\v001\Noether_Paper17_Through_Section02_Interslavic_Cyrillic_v001.tex","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Through_Section02_Interslavic_Cyrillic_v001.tex","800B5CFF6B3129E214BE930FB131D96A807CA840CD77EC49BD295F0AEA6138A4","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper17\interslavic-cyrillic\v001\Noether_Paper17_Through_Section02_Interslavic_Cyrillic_v001.pdf","translations/paper17/interslavic-cyrillic/v001/Noether_Paper17_Through_Section02_Interslavic_Cyrillic_v001.pdf","968DB31A9C934147B866CE9426DC5AA4B465BEB104C412545322960AACCD10C0","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic\v001\Noether_Paper17_Section07_Interslavic_v001.tex","translations/paper17/interslavic/v001/Noether_Paper17_Section07_Interslavic_v001.tex","82F95D25B86E8FB6B22C0C553DDF6E79240320A37C4DCA29803B8963CF196E69","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper17\interslavic\v001\Noether_Paper17_Section07_Interslavic_v001.pdf","translations/paper17/interslavic/v001/Noether_Paper17_Section07_Interslavic_v001.pdf","C06DE4BC37A074CE5985B7540E84718EC480C59B4FF51B42F51FDD916FE1A831","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic\v001\Noether_Paper17_Section10_Interslavic_v001.tex","translations/paper17/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.tex","DAB37D2B8DAF84310F36BB678721F45B5768419B7B8F86C031A7A025181FDE48","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper17\interslavic\v001\Noether_Paper17_Section10_Interslavic_v001.pdf","translations/paper17/interslavic/v001/Noether_Paper17_Section10_Interslavic_v001.pdf","3501CAA071D848C692F03AA2EF6CC545246188496ACEB9D9AD20C002635FE56F","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic\v001\Noether_Paper17_Section11_Interslavic_v001.tex","translations/paper17/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.tex","09AEFBA716CF652A74DA39247F1D091CED904B8D8E23D4720DD891EA36D89AEC","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper17\interslavic\v001\Noether_Paper17_Section11_Interslavic_v001.pdf","translations/paper17/interslavic/v001/Noether_Paper17_Section11_Interslavic_v001.pdf","7AAED562C7B994BAA8E4A7896C5A9582E6898C077C01665D7D7453E1082C9BAF","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic\v001\Noether_Paper17_Section12_Interslavic_v001.tex","translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.tex","86C43F54FF2275A31D50764B86850A60348CD6CE86E169260CA46628CCCFB0C2","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper17\interslavic\v001\Noether_Paper17_Section12_Interslavic_v001.pdf","translations/paper17/interslavic/v001/Noether_Paper17_Section12_Interslavic_v001.pdf","511C7777EB145E977EAE07CCDD60BE85531DF1249B2D30F991176C5C64928333","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper17\interslavic\v001\Noether_Paper17_Through_Section02_Interslavic_v001.tex","translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.tex","AD85299370F669C37D3588EE233CEBDB304E38B5C0045AB0F536DA8B5693DE11","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper17\interslavic\v001\Noether_Paper17_Through_Section02_Interslavic_v001.pdf","translations/paper17/interslavic/v001/Noether_Paper17_Through_Section02_Interslavic_v001.pdf","F16E6580E0EF3844646D04A3D9EC506BBC384D793F7B281ABF3C3E0572C27AB6","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper22\interslavic-cyrillic\v001\Noether_Paper22_Interslavic_Cyrillic_v001.tex","translations/paper22/interslavic-cyrillic/v001/Noether_Paper22_Interslavic_Cyrillic_v001.tex","2A380B7E6E5D142486D832DE45136B62DDEC792B66B7926CA32B6F6F9C5FD5C7","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper22\interslavic-cyrillic\v001\Noether_Paper22_Interslavic_Cyrillic_v001.pdf","translations/paper22/interslavic-cyrillic/v001/Noether_Paper22_Interslavic_Cyrillic_v001.pdf","D689C6B1086132F5D493F1A91E57DA40E4F58288B76CEB3F1611F65511B7681F","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper22\interslavic\v001\Noether_Paper22_Interslavic_v001.tex","translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.tex","6A78318258A2C609D030A248E66834055E904DC808BECA797433C461B31558B6","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper22\interslavic\v001\Noether_Paper22_Interslavic_v001.pdf","translations/paper22/interslavic/v001/Noether_Paper22_Interslavic_v001.pdf","79401FE0053F391378D526AE0177B14A0D4211FA460AA14B249412528A6AB8A0","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper23\interslavic-cyrillic\v001\Noether_Paper23_Interslavic_Cyrillic_v001.tex","translations/paper23/interslavic-cyrillic/v001/Noether_Paper23_Interslavic_Cyrillic_v001.tex","D7724AFB72084E85D2866B38C51EE50E24922364B3658ADE690C1E9C34AD5956","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper23\interslavic-cyrillic\v001\Noether_Paper23_Interslavic_Cyrillic_v001.pdf","translations/paper23/interslavic-cyrillic/v001/Noether_Paper23_Interslavic_Cyrillic_v001.pdf","143F89CA4856CFEDABE598A8F80AB2E8FA97E5E1D7332EC071B769DB531F0494","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper23\interslavic\v001\Noether_Paper23_Interslavic_v001.tex","translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.tex","5F6716D7C6E720534A18E761B6905EE42993AE59281D68A3AE417434DA84EC84","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper23\interslavic\v001\Noether_Paper23_Interslavic_v001.pdf","translations/paper23/interslavic/v001/Noether_Paper23_Interslavic_v001.pdf","84280AD841057D2538CD4E63B4121B589846A6F1F75375F111D081355F0596BA","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper30\intro\interslavic-cyrillic\v001\Noether_Paper30_Intro_Interslavic_Cyrillic_v001.tex","translations/paper30/intro/interslavic-cyrillic/v001/Noether_Paper30_Intro_Interslavic_Cyrillic_v001.tex","E7F17E4C8AB0D54C20A230CD700100352588A948A8D2240725C83FA2BBDED7AC","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper30\intro\interslavic-cyrillic\v001\Noether_Paper30_Intro_Interslavic_Cyrillic_v001.pdf","translations/paper30/intro/interslavic-cyrillic/v001/Noether_Paper30_Intro_Interslavic_Cyrillic_v001.pdf","3356228F7F951760A600D04993DDFB201AD5028B32C9EFB49A7C65A10C826A8C","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper30\intro\interslavic\v001\Noether_Paper30_Intro_Interslavic_v001.tex","translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.tex","DB73C7C0D45E9182310DDC1B38088DAED5F6B54B75905C5C3FA3111965659C46","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper30\intro\interslavic\v001\Noether_Paper30_Intro_Interslavic_v001.pdf","translations/paper30/intro/interslavic/v001/Noether_Paper30_Intro_Interslavic_v001.pdf","2CBE20EAC0E3E04084AC2CD93F2CEB8A1DEECEE8BE870152374CBC918A42F8C1","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper30\section02\interslavic-cyrillic\v001\Noether_Paper30_Section02_Interslavic_Cyrillic_v001.tex","translations/paper30/section02/interslavic-cyrillic/v001/Noether_Paper30_Section02_Interslavic_Cyrillic_v001.tex","C7E183EC87B2A8B55152BFC8CD20C636C792DDFCA90AFC79989AD76913342066","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper30\section02\interslavic-cyrillic\v001\Noether_Paper30_Section02_Interslavic_Cyrillic_v001.pdf","translations/paper30/section02/interslavic-cyrillic/v001/Noether_Paper30_Section02_Interslavic_Cyrillic_v001.pdf","FD4CB0186EC9FA9F92F82FEE429EC70E0DB9BCF62DAC83246D7900E0AC0D4589","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper30\section02\interslavic\v001\Noether_Paper30_Section02_Interslavic_v001.tex","translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.tex","E278C1B5B5452E5F88B95C6CF31FD6A29E32A148F6B1C2F45C859D7E7B456E44","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper30\section02\interslavic\v001\Noether_Paper30_Section02_Interslavic_v001.pdf","translations/paper30/section02/interslavic/v001/Noether_Paper30_Section02_Interslavic_v001.pdf","5501B440406E08DD569BFEEEFB526B56C9AFF5B2A5119BABFEAF37C7B4AC1EF9","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper31\section03_entry05\interslavic-cyrillic\v001\Noether_Paper31_Section03_Entry05_Interslavic_Cyrillic_v001.tex","translations/paper31/section03_entry05/interslavic-cyrillic/v001/Noether_Paper31_Section03_Entry05_Interslavic_Cyrillic_v001.tex","391B5F9E60E4A5360A92E7E7AE0CEFADF5DD5BD8055C7391D0A22084DA23545D","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper31\section03_entry05\interslavic-cyrillic\v001\Noether_Paper31_Section03_Entry05_Interslavic_Cyrillic_v001.pdf","translations/paper31/section03_entry05/interslavic-cyrillic/v001/Noether_Paper31_Section03_Entry05_Interslavic_Cyrillic_v001.pdf","8F9126E573E80C23D8E61DA6ED62CF1D970CB9FFBC450A7EE4EF09F9BFDBC17F","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper31\section03_entry05\interslavic\v001\Noether_Paper31_Section03_Entry05_Interslavic_v001.tex","translations/paper31/section03_entry05/interslavic/v001/Noether_Paper31_Section03_Entry05_Interslavic_v001.tex","D2AAE084A5A24770EE1254C96BE4575CACCCE63808AD1AB121CE99EA49270D1D","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper31\section03_entry05\interslavic\v001\Noether_Paper31_Section03_Entry05_Interslavic_v001.pdf","translations/paper31/section03_entry05/interslavic/v001/Noether_Paper31_Section03_Entry05_Interslavic_v001.pdf","4CF05E68618AB08A7A41DB23EE45E0D6D77FA596202C36EF17955CAC10A76CC2","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper31\section08_entry08\interslavic-cyrillic\v001\Noether_Paper31_Section08_Entry08_Interslavic_Cyrillic_v001.tex","translations/paper31/section08_entry08/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry08_Interslavic_Cyrillic_v001.tex","B4132EEB8C60C8786EF070840C7C8C4804CF4ABA2D8083259E5AC711C8FF61E2","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper31\section08_entry08\interslavic-cyrillic\v001\Noether_Paper31_Section08_Entry08_Interslavic_Cyrillic_v001.pdf","translations/paper31/section08_entry08/interslavic-cyrillic/v001/Noether_Paper31_Section08_Entry08_Interslavic_Cyrillic_v001.pdf","E9BDCFF75AE709C013858E80FCAAC04E7511492D1605F543EAEF8489703A23FC","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper31\section08_entry08\interslavic\v001\Noether_Paper31_Section08_Entry08_Interslavic_v001.tex","translations/paper31/section08_entry08/interslavic/v001/Noether_Paper31_Section08_Entry08_Interslavic_v001.tex","7BD26090E7AE0144361D7A6C9BE5FA01F9BEC11FE05466552D1C564CF212BDC7","same public relative path, if currently published"
"compiled_pdf","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\slavic_interslavic\normalization_20260718\tranche_005_small_context\compiled_pdfs\paper31\section08_entry08\interslavic\v001\Noether_Paper31_Section08_Entry08_Interslavic_v001.pdf","translations/paper31/section08_entry08/interslavic/v001/Noether_Paper31_Section08_Entry08_Interslavic_v001.pdf","132E78476C5D1CA5B5991EDF5A4DFEFCBC0DD8F50BF963B36CA47CD02F4B5685","same public relative path, if currently published"
"editable_source","C:\Users\Floris\Documents\interlanguage\03_projects\noether\02_slavic_working_corpus\translations\paper34\section09\interslavic-cyrillic\v001\Noether_Paper34_Section09_Interslavic_Cyrillic_v001.tex","translations/paper34/section09/interslavic-cyrillic/v001/Noether_Paper34_Section09_Interslavic_Cyrillic_v001.tex","3B66F7E3BC1D403D0F679E5ECE693D0D167D5AF889A483C5059C1137167F2646","same public relative path, if currently published"
