"schema_version","record_id","work_id","unit_id","structure_type","label","parent_id","order","record_basis_json","source_language","target_language","authority_pointer_id","authority_pointer_sha256","authority_state","source_path","source_line_start","source_line_end","source_file_sha256","source_slice_sha256_lf","source_fragment_kind","source_fragment_occurrence","source_fragment_text","source_fragment_sha256_utf8","target_locator_count","target_paths","target_file_sha256_values","target_locators_json","relations_json","completion_state","review_state","publication_state","continuation_cursor","record_sha256"
"1.2","NOE-P03-KO-U02-CLOSED-PROSE-001","NOE-P03","U02","closed_prose","Conditional scope of the first symbolic theorem beyond the ternary case","NOE-P03-KO-U02-PARAGRAPH-001","1","""producer_editorial_inference""","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-PARAGRAPH-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","F4CF2AECFA25A020513E60656D9EA672C65C09A83E95922EE0DFB6481175FEB1"
"1.2","NOE-P03-KO-U02-CLOSED-PROSE-002","NOE-P03","U02","closed_prose","Point, plane, and line coordinates in the quaternary case","NOE-P03-KO-U02-PARAGRAPH-001","2","""producer_editorial_inference""","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-PARAGRAPH-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","8852961E00A42AACF9EA7FD832B0EB5C236A32A0189B905B8203097F2E67EA38"
"1.2","NOE-P03-KO-U02-CLOSED-PROSE-003","NOE-P03","U02","closed_prose","n-ary variable rows and symbol rows","NOE-P03-KO-U02-PARAGRAPH-001","3","""producer_editorial_inference""","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-PARAGRAPH-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","CDFE29DA50AC25B599367AEB6444AD5B4DF0BDDA3BE290A26BBA384AD4D3A265"
"1.2","NOE-P03-KO-U02-CLOSED-PROSE-004","NOE-P03","U02","closed_prose","Condition for determinant-based symbolic representation","NOE-P03-KO-U02-PARAGRAPH-001","4","""producer_editorial_inference""","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-PARAGRAPH-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","85705FDD3864445F760C5A79C719FEEF32160EF12557635AABBB55DD4CB19859"
"1.2","NOE-P03-KO-U02-CLOSED-PROSE-005","NOE-P03","U02","closed_prose","Determinant aggregates depending on symbol rows","NOE-P03-KO-U02-PARAGRAPH-001","5","""producer_editorial_inference""","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-PARAGRAPH-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","ADB6B781A9DE3FC50AA6EEEA5660D906A901EC8A870975A2572BCE7EDB6CFF00"
"1.2","NOE-P03-KO-U02-CLOSED-PROSE-006","NOE-P03","U02","closed_prose","Loss of the remaining ternary-domain theorems","NOE-P03-KO-U02-PARAGRAPH-001","6","""producer_editorial_inference""","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-PARAGRAPH-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","68B02E12ADC182548EB78B9EBB9E5CE9221787C51B28E201E9D16FB6ABE9BDD6"
"1.2","NOE-P03-KO-U02-OTHER-001","NOE-P03","U02","other","Coordinate and symbol-row inline-math occurrence group","NOE-P03-KO-U02-PARAGRAPH-001","7","[""source_fact"",""computation"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","line_slice","","","","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""line_slice"",""fragment_occurrence"":null,""fragment_text"":null,""fragment_sha256_utf8"":null}","{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-PARAGRAPH-001""}","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","2CB3229A15F21FC6FC228D6E517B3494E441403F05DF3286284B41B0BEF526FB"
"1.2","NOE-P03-KO-U02-FORMULA-001","NOE-P03","U02","formula","Inline math occurrence 1 on source line 3586 / target line 12","NOE-P03-KO-U02-OTHER-001","1","[""source_fact"",""computation"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","inline_math","1","$n$","BB28A9B83048A0F36A72A56394914040F7F0171B49534F6138053BDD68916943","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""inline_math"",""fragment_occurrence"":1,""fragment_text"":""$n$"",""fragment_sha256_utf8"":""BB28A9B83048A0F36A72A56394914040F7F0171B49534F6138053BDD68916943""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""},{""relation"":""formula_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""}]","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","8E5783EEE7C7E7138DBED1F1F4F257BD21B4224693586DE78D272B4B15D545A1"
"1.2","NOE-P03-KO-U02-FORMULA-002","NOE-P03","U02","formula","Inline math occurrence 2 on source line 3586 / target line 12","NOE-P03-KO-U02-OTHER-001","2","[""source_fact"",""computation"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","inline_math","2","$x$","22BF003D6CAC79E1D917CACDAB9539C5D59468C02C22D29C08DF00834EE4BBE6","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""inline_math"",""fragment_occurrence"":2,""fragment_text"":""$x$"",""fragment_sha256_utf8"":""22BF003D6CAC79E1D917CACDAB9539C5D59468C02C22D29C08DF00834EE4BBE6""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""},{""relation"":""formula_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""}]","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","81BCEC4B6C7EE61C41EA4635B6D51CD72CBBE35D2A742B70CAB93E4AC077CBB5"
"1.2","NOE-P03-KO-U02-FORMULA-003","NOE-P03","U02","formula","Inline math occurrence 3 on source line 3586 / target line 12","NOE-P03-KO-U02-OTHER-001","3","[""source_fact"",""computation"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","inline_math","3","$u$","A924F6A91C6957D048BF210BAEA8DFE7727F90C8CD1A215285EE0FB22CFB169C","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""inline_math"",""fragment_occurrence"":3,""fragment_text"":""$u$"",""fragment_sha256_utf8"":""A924F6A91C6957D048BF210BAEA8DFE7727F90C8CD1A215285EE0FB22CFB169C""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""},{""relation"":""formula_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""}]","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","B1259350C1A3366093A47A74BD102AE8F07DB4839480FDC2710AECE945E4D980"
"1.2","NOE-P03-KO-U02-FORMULA-004","NOE-P03","U02","formula","Inline math occurrence 4 on source line 3586 / target line 12","NOE-P03-KO-U02-OTHER-001","4","[""source_fact"",""computation"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","inline_math","4","$p_{ik}$","E084E78ABF30B100618642C5A7BF3BEACE2B68FD647D3B853D5E65D441E1D1D2","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""inline_math"",""fragment_occurrence"":4,""fragment_text"":""$p_{ik}$"",""fragment_sha256_utf8"":""E084E78ABF30B100618642C5A7BF3BEACE2B68FD647D3B853D5E65D441E1D1D2""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""},{""relation"":""formula_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""}]","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","EFF1790BCC96C9ADF1BEC1C5843B595D408656857577DB8B5C0855AB85627448"
"1.2","NOE-P03-KO-U02-FORMULA-005","NOE-P03","U02","formula","Inline math occurrence 5 on source line 3586 / target line 12","NOE-P03-KO-U02-OTHER-001","5","[""source_fact"",""computation"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","inline_math","5","$n$","BB28A9B83048A0F36A72A56394914040F7F0171B49534F6138053BDD68916943","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""inline_math"",""fragment_occurrence"":5,""fragment_text"":""$n$"",""fragment_sha256_utf8"":""BB28A9B83048A0F36A72A56394914040F7F0171B49534F6138053BDD68916943""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""},{""relation"":""formula_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""}]","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","CD792B8929F46924B4A71B6330D43EAB6517C99819E62121AF42EFDF1DD5D09B"
"1.2","NOE-P03-KO-U02-FORMULA-006","NOE-P03","U02","formula","Inline math occurrence 6 on source line 3586 / target line 12","NOE-P03-KO-U02-OTHER-001","6","[""source_fact"",""computation"",""producer_editorial_inference""]","de","ko-KR","NOETH-DE-AUTH-v003-20260804","932FEDC1735A41A9CF71D15A6C662A468A4CAD016AE8B3DECDF9A71E8BA7F197","current_v003_translation_input_unchecked","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\noether\07_german_canon_control\candidates\NOETH-DE-ED-0001\Noether_German_NOETH-DE-ED-0001.tex","3586","3586","D1F06B311F6CBD991DD247D745DD9A72DDE326A20396DF43CFE0C8EDB1593CDB","3FD0B4FA51F3897101A4AD0EA9434687D423928B5337B7F2A29419BB2BABE9C0","inline_math","6","$p_\rho$","EE57179DAE7BB6AD854CD578B557B9C2511F3AFB93513C3CA78994C8E726C398","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper03_ko_translation_001_20260804\targets\Noether_P03_Korean_U02_UNCHECKED.tex","A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1","{""unit_id"":""U02"",""path"":""C:\\Users\\PROJECT_COORDINATOR\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper03_ko_translation_001_20260804\\targets\\Noether_P03_Korean_U02_UNCHECKED.tex"",""line_start"":12,""line_end"":12,""file_sha256"":""A2A9F68B55C15EEFEAE178B4F24CB5D56222E563F6B5A126F46D1AA75BEA38B1"",""slice_sha256_lf"":""397EA2801CDAF38280F5052601B9FA04B7CA4479597ACE851315C5763EF3F769"",""fragment_kind"":""inline_math"",""fragment_occurrence"":6,""fragment_text"":""$p_\\rho$"",""fragment_sha256_utf8"":""EE57179DAE7BB6AD854CD578B557B9C2511F3AFB93513C3CA78994C8E726C398""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""},{""relation"":""formula_in"",""target_id"":""NOE-P03-KO-U02-OTHER-001""}]","producer_draft_text_covered","unchecked","private_not_for_publication","continue at whole-authority line 3596 / Korean U03","1CF302F892E42D338C0FD11E6C1D0B9882AFACEAB53DCBEF86F4C121EAA40515"
