"payload_id","relative_path","bytes","sha256","role","authority_basis","scope","continuation_cursor","public_caveat_code","supersedes"
"SGA2-VIII-IV-II-NGT1-PUBLIC-011","FORMULA_SYMBOL_NOTE_STRUCTURE_COMPARISON_ID_QA.png","427074","0AE6F7E33F3BFCF1F01A1C5BD184EA4324FE69BF2D1EA411C3A6849BA54F1303","machine_ledger_visual_QA","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-012","INDEPENDENT_REVIEW.md","2649","3F4F27F8AB1FBF790E458457E8A61CF0CB552AB5C3CBFCA963DF44FB5B20CCC4","review_documentation","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-013","LICENSE_AND_ATTRIBUTION_CAVEATS.md","953","417FD9BB8025F7E84F25C033E1D5ED57D2CAA9EB2098490130035CEA6058E7F5","review_documentation","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-014","MACHINE_READABLE_EVIDENCE_SCHEMA.md","1675","9D7B51782CF91550D321A0382D7FDC55895D628AACBC85E540090630ABF3EF91","review_documentation","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-015","MACHINE_READABLE_VALIDATION.json","3527","DCE020547C9C076B108BD928EAA0B5269B6089486ADC891F6D9D3E343D25F73D","machine_readable_evidence","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-016","PDFFONTS.txt","2090","0971A8038216A485903B77588F20C07A5106297667B439677DF09A7B190FC568","public_safe_build_evidence","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-017","PDFINFO.txt","710","D794DBD195A2F2516202A320D769623333100150B883A2125998D2625F35DA91","public_safe_build_evidence","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-018","PUBLICATION_READINESS.md","2267","819AD00A7220BE6C9ECFE269884E6BA7F6604C403912C120657EBF184C04C2EE","review_documentation","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-019","RENDERED_VISUAL_QA.md","1205","B227E347FA38E06500AC200EC36A82EB9157594692D74CEC2B4CC89FB74F3115","review_documentation","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-020","REVIEW_FREEZE.md","1280","040EEACF8C9A543F97D55BCD892864CD86B12D9702CF673E58305CA767F0A4B2","review_documentation","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-021","SGA2_Expose_VIII_Fourth_Step_iv_Implies_ii_Induction_ngt1_English_SourceAligned.pdf","284712","C85E8FA13F035E68FFE98507E8E556952CFFFACEEE9F6F58C45853356C6F3BD8","compiled_english_target","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-022","SGA2_Expose_VIII_Fourth_Step_iv_Implies_ii_Induction_ngt1_English_SourceAligned.tex","3579","67DD636D18534E5AB372C7D38E13D98036DC821DF5C3D52FAB5D912395026252","editable_english_target","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-023","SOURCE_ALIGNMENT_COVERAGE.csv","8169","0AEC35D7851608B505F559CD906A04A09C2D42993F7F5DE8601AEF24ED4672FE","machine_readable_evidence","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-024","SOURCE_ALIGNMENT_COVERAGE_ID_QA.png","341368","119E99B193869EFB04C1109FC984F7668C49ED04005E5C098B8FE3A78175B31A","machine_ledger_visual_QA","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-025","SOURCE_DEFECT_AND_EMENDATION_LEDGER.csv","5613","FE3A2FD651688750BA09E9D3072ADA4793B09CF6E33F54ED36A9CF5E411DC1DA","machine_readable_evidence","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-026","SOURCE_DEFECT_AND_EMENDATION_LEDGER_ID_QA.png","242410","CE315B3761AE2F579B7E5A8A1798E2BA9BC215F2DFFB56E14EAE3ED7F8366241","machine_ledger_visual_QA","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-027","STRUCTURAL_INDEX.jsonl","16650","E528CBD1B1E77537A9640B5D7318FEA25437429D78CF6017B8AC787979E559CE","machine_readable_evidence","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-028","target-page-1.png","487279","990CD4090076C8296EC2607A4034FDB7497BA5F3F4A36F285352069288CFC9CF","target_render_QA","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-029","TARGET_TEXT_PUBLIC_QA.txt","3381","ECDB67ECCB1BCC24B8CC41C85FA71C49A5CBFCF80E1617D5867BC0F58ADA849A","public_safe_build_evidence","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-030","TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv","8679","05C87449DA5B25DF9E209C820445E5158063756E66CB47BDD6D94B94CA09F7B1","machine_readable_evidence","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-031","TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES_ID_QA.png","333454","DAE9547D3ED2E46331ECE0CA0196CB7BD9627882165CB83900971C2E485CE80B","machine_ledger_visual_QA","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
"SGA2-VIII-IV-II-NGT1-PUBLIC-032","UNIT_STATUS.md","1446","FE6D7A886C1393A9728ED5C97453833FBF12F140D458C230B37CEDD68229C9F9","review_documentation","corrected_French_TeX_math0511279v1_same-edition_PDF_locator_only","French2856-2872_print95-96_physical83-84_running75-76","French_line2874","bounded_checkpoint_not_complete_volume_rights_caveat_line2865_F_vs_Fpp_open_calligraphic_F_normalization","none_new_bounded_checkpoint"
