crosswalk_id,term_decision_id,source_locator,exact_german_phrase,zh_hans_cn_producer_form,zh_hant_controlled_form,zh_hant_status,ja_form,ko_form,ja_ko_evidence_status,sense_window,excluded_senses,lexical_attractor_basin,mandarin_simplified_dominance_risk_debt,evidence_class,independent_check_status
P41-ZH-X011,P41-ZH-T011,§1.1 after equation (5); §2,Transformationsgrößen,变换量,變換量,controlled generic script derivative; not zh-Hant-TW/HK/MO,,,not consulted and not authorized as Chinese evidence,The quantities c_S^T c_T / c_{ST} that relate associated factor systems.,transformation matrices; geometric coordinate transforms,modern Sino-xenic coinage/calque,High: 变换量 follows Mainland phrasing and may invite a matrix reading.,producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent,independent check pending
P41-ZH-X012,P41-ZH-T012,§1.2 opening,Komplexe u_S K^*,陪集,陪集,controlled generic script derivative; not zh-Hant-TW/HK/MO,,,not consulted and not authorized as Chinese evidence,"The cosets u_S K^* in the group extension, not complex numbers.",complex numbers; algebraic complexes as analytic objects,Sino-xenic inherited,Medium: 陪集 is standard Mainland group terminology; the historical Komplexe nuance is not represented.,producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent,independent check pending
P41-ZH-X013,P41-ZH-T013,§1.2 characterization of G*,reguläre Elemente,（可逆）元素,（可逆）元素,controlled generic script derivative; not zh-Hant-TW/HK/MO,,,not consulted and not authorized as Chinese evidence,Elements invertible for the conjugation action used here.,regular element in algebraic geometry; non-zero-divisor without invertibility,mixed/contested,High: 可逆 resolves one contextual sense but may be narrower than historical regulär.,producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent,independent check pending
P41-ZH-X014,P41-ZH-T014,§2.1,Hauptklasse,主类,主類,controlled generic script derivative; not zh-Hant-TW/HK/MO,,,not consulted and not authorized as Chinese evidence,The distinguished principal class in an ideal-class partition.,main category; principal genus,Sino-xenic inherited,Medium: 主类 is Mainland base and must remain distinct from 主属.,producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent,independent check pending
P41-ZH-X015,P41-ZH-T015,§2.2,Hauptgeschlecht,主属,主屬,controlled generic script derivative; not zh-Hant-TW/HK/MO,,,not consulted and not authorized as Chinese evidence,The genus containing the class vectors whose transformation quantities lie in the induced principal class.,principal ideal class; generic main genus,modern Sino-xenic coinage/calque,High: 主属 is a Mainland-oriented established attractor and not regionally validated.,producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent,independent check pending
P41-ZH-X016,P41-ZH-T016,§2.1 definition,induzierte Idealklasseneinteilung,诱导理想类划分,誘導理想類劃分,controlled generic script derivative; not zh-Hant-TW/HK/MO,,,not consulted and not authorized as Chinese evidence,The finer ideal-class equivalence induced by admissible factor systems.,arbitrary taxonomy; induced module decomposition,modern Sino-xenic coinage/calque,High: 划分 is Mainland wording and may differ in regional expository prose.,producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent,independent check pending
P41-ZH-X017,P41-ZH-T017,§2 auxiliary lemma 2,Verzweigungsstellen,分歧位,分歧位,controlled generic script derivative; not zh-Hant-TW/HK/MO,,,not consulted and not authorized as Chinese evidence,"Places of the base/extension where ramification occurs, explicitly including finite and infinite places.",only ramified prime ideals; branch points of a covering,modern Sino-xenic coinage/calque,Medium: 位 is concise Mainland number-theory register; regional terminology was not consulted.,producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent,independent check pending
P41-ZH-X018,P41-ZH-T018,§2 proof after local factor systems,normierte zyklische Darstellung,规范化的循环表示,規範化的循環表示,controlled generic script derivative; not zh-Hant-TW/HK/MO,,,not consulted and not authorized as Chinese evidence,The standard normalized cyclic-algebra presentation (1')–(5').,normal representation via norm map; normalized statistical display,modern Sino-xenic coinage/calque,High: 规范化 is Mainland-dominant; regional technical preference is unknown.,producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent,independent check pending
P41-ZH-X019,P41-ZH-T019,final paragraph,Normenrest,范数剩余,範數剩餘,controlled generic script derivative; not zh-Hant-TW/HK/MO,,,not consulted and not authorized as Chinese evidence,A residue condition expressing whether an element is locally a norm.,elementary arithmetic remainder; residual norm value,modern Sino-xenic coinage/calque,High: 范数剩余 is inherited Mainland terminology and local variants remain unresearched.,producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent,independent check pending
P41-ZH-X020,P41-ZH-T020,§2.1 opening,Strahlklassen,射线类,射線類,controlled generic script derivative; not zh-Hant-TW/HK/MO,,,not consulted and not authorized as Chinese evidence,"Ray classes in the lower field, contrasted with absolute ideal classes upstairs.",geometric rays; radiation categories,modern Sino-xenic coinage/calque,Medium: 射线类 is Mainland lexical base; no regional evidence was consulted.,producer editorial choice plus inherited Simplified-Chinese witness; independent checking absent,independent check pending
