row_group,language,concept_id,concept,fill_status,classification,generated_draft_rendering,source_document,source_locator,source_use_label,source_sha256,confidence,term_register_alternatives,formula_neighboring_note,branch_gap_note,boundary
c2_rows,prs_AF,C2-exercise,exercise,witnessed,source-gated-draft-ready,تمرينات,prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,lines 62-63 in exercise/table-of-contents context,source-witness-pdf-with-ocr-locator,3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A,0.60,[single witnessed surface; reviewer may still choose register],No special formula-neighboring handling beyond ordinary RTL/LTR isolation.,Dari/Afghan Persian evidence is independently witnessed; spelling/register remains reviewer-visible.,prs_AF only; Iranian Persian and Pashto do not authorize this row
c2_rows,tg_Cyrl_TJ,C2-exercise,exercise,gap,source-canon-insufficient,[none: source acquisition/gap row],tg_Cyrl_TJ source package,searched current package / no responsible C2 fill witness found,source-acquisition-target,[not in source_documents.csv: source package/gap route],0.00,[none: source-acquisition required],No special formula-neighboring handling beyond ordinary RTL/LTR isolation.,No exact Tajik exercise term pinned in current math body; do not infer from independent-work phrases.,tg_Cyrl_TJ source-discovery/non-promoted only
c2_rows,fa_IR,C2-exists,exists,witnessed,source-gated-draft-ready,وجود دارد,fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,lines 719 and 745,source-witness-pdf-with-ocr-locator,660455C960CFB8B808F74EE6FC07D64C3D6544D3C1F54149A2C0736CD7877CA7,0.70,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Existential proof prose.,"fa_IR only; does not authorize Dari, Pashto, Tajik, Urdu, or Arabic"
c2_rows,prs_AF,C2-exists,exists,witnessed,source-gated-draft-ready,وجود دارد,prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,"lines 622, 1053, 1107-1114",source-witness-pdf-with-ocr-locator,3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A,0.65,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Dari graph/discrete-math context.,prs_AF only; Iranian Persian and Pashto do not authorize this row
c2_rows,tg_Cyrl_TJ,C2-exists,exists,source_discovery_non_promoted,source-discovery-non-promoted,"[none: Tajik source-discovery only, no promoted row]",tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdftotext.txt,searched; OCR variants appear in broader text,source-discovery-not-promoted,2DB0887B57E488E7019BC725CADE376A0D5AE6A0867A7AC0DEE5EAD13541F2C7,0.25,мавҷуд / мавчуд,RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Needs cleaner Tajik exact-page proof anchor.,tg_Cyrl_TJ source-discovery/non-promoted only
c2_rows,fa_IR,C2-for_all,for all,witnessed,source-gated-draft-ready,برای هر,fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,lines 745-746 and 780,source-witness-pdf-with-ocr-locator,660455C960CFB8B808F74EE6FC07D64C3D6544D3C1F54149A2C0736CD7877CA7,0.70,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Quantifier-like proof prose.,"fa_IR only; does not authorize Dari, Pashto, Tajik, Urdu, or Arabic"
c2_rows,prs_AF,C2-for_all,for all,witnessed,source-gated-draft-ready,برای هر,prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,"lines 4334, 4696, 5209 and other formula-neighboring contexts",source-witness-pdf-with-ocr-locator,3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A,0.65,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Dari/Persian Afghanistan source; not inherited from fa_IR or Pashto.,prs_AF only; Iranian Persian and Pashto do not authorize this row
c2_rows,tg_Cyrl_TJ,C2-for_all,for all,gap,source-canon-insufficient,[none: source acquisition/gap row],tg_Cyrl_TJ source package,searched current package / no responsible C2 fill witness found,source-acquisition-target,[not in source_documents.csv: source package/gap route],0.00,[none: source-acquisition required],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,No clean Tajik барои ҳар proof-grammar anchor found in current shelf.,tg_Cyrl_TJ source-discovery/non-promoted only
c2_rows,fa_IR,C2-formula,formula,witnessed,source-gated-draft-ready,فرمول,fa_IR/fa_iut_mathematics_curriculum_field_galois_syllabus.pdftotext.txt,lines 907 and 1079,source-witness-pdf-with-ocr-locator,0C9DDD45EDABB82285882DFBF617B085BC5CDAED7FBD80D126F2A24A98610E66,0.75,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Formula-neighboring Persian math prose.,"fa_IR only; does not authorize Dari, Pashto, Tajik, Urdu, or Arabic"
c2_rows,prs_AF,C2-formula,formula,witnessed,source-gated-draft-ready,فرمول,prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,"lines 42, 158, 512, 557 and related graph/Boolean contexts",source-witness-pdf-with-ocr-locator,3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A,0.70,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Dari/Persian Afghanistan anchor; Pashto فورمول evidence is retained separately as ps_AF adjacent evidence.,prs_AF only; Iranian Persian and Pashto do not authorize this row
c2_rows,tg_Cyrl_TJ,C2-formula,formula,source_discovery_non_promoted,source-discovery-non-promoted,"[none: Tajik source-discovery only, no promoted row]",tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt,lines 100 and 139,source-discovery-not-promoted,AE8AD825C13517D2D9EB4ABDB3D5DB9792F9D84A19FD6C9C00AC8C3245082760,0.50,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Tajik source-discovery only.,tg_Cyrl_TJ source-discovery/non-promoted only
c2_rows,fa_IR,C2-identity,identity,witnessed,source-gated-draft-ready,همانی,fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,"lines 745-746 plus index hits 3059, 3777, 3920",source-witness-pdf-with-ocr-locator,660455C960CFB8B808F74EE6FC07D64C3D6544D3C1F54149A2C0736CD7877CA7,0.70,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Identity morphism context.,"fa_IR only; does not authorize Dari, Pashto, Tajik, Urdu, or Arabic"
c2_rows,prs_AF,C2-identity,identity,witnessed,source-gated-draft-ready,عينيت / هماني,prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,lines 4696 and 4709 in Boolean-algebra identity contexts,source-witness-pdf-with-ocr-locator,3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A,0.65,عينيت / هماني,RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Dari/Persian Afghanistan form is independently witnessed; Pashto identity contexts do not authorize this row.,prs_AF only; Iranian Persian and Pashto do not authorize this row
c2_rows,tg_Cyrl_TJ,C2-identity,identity,source_discovery_non_promoted,source-discovery-non-promoted,"[none: Tajik source-discovery only, no promoted row]",tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdftotext.txt,line 1765,source-discovery-not-promoted,2DB0887B57E488E7019BC725CADE376A0D5AE6A0867A7AC0DEE5EAD13541F2C7,0.35,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Tajik non-row only.,tg_Cyrl_TJ source-discovery/non-promoted only
c2_rows,fa_IR,C2-if_and_only_if,if and only if,witnessed,source-gated-draft-ready,اگر و تنها اگر,fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,"lines 779, 884, 1412, 2853, 2906",source-witness-pdf-with-ocr-locator,660455C960CFB8B808F74EE6FC07D64C3D6544D3C1F54149A2C0736CD7877CA7,0.75,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Persian proof biconditional.,"fa_IR only; does not authorize Dari, Pashto, Tajik, Urdu, or Arabic"
c2_rows,prs_AF,C2-if_and_only_if,if and only if,witnessed,source-gated-draft-ready,اگر وفقط اگر,prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,lines 1026 and 2670,source-witness-pdf-with-ocr-locator,3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A,0.65,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Dari proof/discrete-math biconditional; spacing needs review.,prs_AF only; Iranian Persian and Pashto do not authorize this row
c2_rows,tg_Cyrl_TJ,C2-if_and_only_if,if and only if,source_discovery_non_promoted,source-discovery-non-promoted,"[none: Tajik source-discovery only, no promoted row]",tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt,line 278,source-discovery-not-promoted,AE8AD825C13517D2D9EB4ABDB3D5DB9792F9D84A19FD6C9C00AC8C3245082760,0.35,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Condition-language scaffold only; not a promoted iff row.,tg_Cyrl_TJ source-discovery/non-promoted only
c2_rows,fa_IR,C2-notation,notation,witnessed_indirect,source-gated-indirect-review-required,نشانیدن / نمایش می‌دهیم,fa_IR/fa_iut_mathematics_curriculum_field_galois_syllabus.pdftotext.txt,line 1211; compare fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt line 425,source-witness-indirect,0C9DDD45EDABB82285882DFBF617B085BC5CDAED7FBD80D126F2A24A98610E66,0.45,نشانیدن / نمایش می‌دهیم,No special formula-neighboring handling beyond ordinary RTL/LTR isolation.,Exact noun نمادگذاری not pinned; fill as indirect notation/denotation evidence only.,"fa_IR only; does not authorize Dari, Pashto, Tajik, Urdu, or Arabic"
c2_rows,prs_AF,C2-notation,notation,gap,source-canon-insufficient,[none: source acquisition/gap row],prs_AF source package,searched current package / no responsible C2 fill witness found,source-acquisition-target,[not in source_documents.csv: source package/gap route],0.00,[none: source-acquisition required],No special formula-neighboring handling beyond ordinary RTL/LTR isolation.,No exact Dari notation term pinned in current shelf.,prs_AF only; Iranian Persian and Pashto do not authorize this row
c2_rows,tg_Cyrl_TJ,C2-notation,notation,source_discovery_non_promoted,source-discovery-non-promoted,"[none: Tajik source-discovery only, no promoted row]",tg_Cyrl_TJ/tg_cyrl_zarowadk_davlatov_choriev_algebra_number_theory_part1.pdftotext.txt,"lines 199, 335, 2842 and related notation prose",source-discovery-not-promoted,A5CDBE87C91B1926306A4E2A06D248989A32FC50CBB488E41C694E52CA07E9E0,0.35,[single witnessed surface; reviewer may still choose register],No special formula-neighboring handling beyond ordinary RTL/LTR isolation.,Tajik source-discovery only.,tg_Cyrl_TJ source-discovery/non-promoted only
c2_rows,fa_IR,C2-proposition,proposition,witnessed,source-gated-draft-ready,گزاره,fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,"lines 427, 643, 647, 776, 804, 843 and many others",source-witness-pdf-with-ocr-locator,660455C960CFB8B808F74EE6FC07D64C3D6544D3C1F54149A2C0736CD7877CA7,0.75,[single witnessed surface; reviewer may still choose register],No special formula-neighboring handling beyond ordinary RTL/LTR isolation.,Persian mathematical proposition label.,"fa_IR only; does not authorize Dari, Pashto, Tajik, Urdu, or Arabic"
c2_rows,prs_AF,C2-proposition,proposition,gap,source-canon-insufficient,[none: source acquisition/gap row],prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,"searched; قضیه candidate is theorem-like, not proposition fill",source-acquisition-target,3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A,0.00,[none: source-acquisition required],No special formula-neighboring handling beyond ordinary RTL/LTR isolation.,Need exact Dari proposition/گزاره source or reviewer decision.,prs_AF only; Iranian Persian and Pashto do not authorize this row
c2_rows,tg_Cyrl_TJ,C2-proposition,proposition,source_discovery_non_promoted,source-discovery-non-promoted,"[none: Tajik source-discovery only, no promoted row]",tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdftotext.txt,lines 587 and theorem headings around 1458,source-discovery-not-promoted,2DB0887B57E488E7019BC725CADE376A0D5AE6A0867A7AC0DEE5EAD13541F2C7,0.25,тасдиқот / теорема candidate,No special formula-neighboring handling beyond ordinary RTL/LTR isolation.,Candidate only; not promoted.,tg_Cyrl_TJ source-discovery/non-promoted only
c2_rows,fa_IR,C2-relation,relation,witnessed,source-gated-draft-ready,رابطه,fa_IR/fa_iut_mathematics_curriculum_field_galois_syllabus.pdftotext.txt,lines 863 and 866; compare fa_shahrood line 1106,source-witness-pdf-with-ocr-locator,0C9DDD45EDABB82285882DFBF617B085BC5CDAED7FBD80D126F2A24A98610E66,0.75,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Persian relation/proof grammar.,"fa_IR only; does not authorize Dari, Pashto, Tajik, Urdu, or Arabic"
c2_rows,prs_AF,C2-relation,relation,witnessed,source-gated-draft-ready,رابطه,prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,lines 65-75 and 3650-3656,source-witness-pdf-with-ocr-locator,3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A,0.75,[single witnessed surface; reviewer may still choose register],RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Dari discrete-math relation context.,prs_AF only; Iranian Persian and Pashto do not authorize this row
c2_rows,tg_Cyrl_TJ,C2-relation,relation,source_discovery_non_promoted,source-discovery-non-promoted,"[none: Tajik source-discovery only, no promoted row]",tg_Cyrl_TJ/tg_cyrl_oer_cict_algebra_number_theory_resource_id94.pdftotext.txt,line 33; compare tnu_2017_conference_mater2017 line 65 general робита,source-discovery-not-promoted,AE8AD825C13517D2D9EB4ABDB3D5DB9792F9D84A19FD6C9C00AC8C3245082760,0.35,муносибат / робита candidate,RTL prose; keep Latin variables/operators/displayed formulas isolated in TeX math mode or LTR islands; do not reorder formula symbols around Arabic-script text.,Tajik source-discovery only; relation term not promoted.,tg_Cyrl_TJ source-discovery/non-promoted only
c2_rows,fa_IR,C2-respectively,respectively,witnessed,source-gated-draft-ready,به ترتیب,fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,lines 1434 and 1707,source-witness-pdf-with-ocr-locator,660455C960CFB8B808F74EE6FC07D64C3D6544D3C1F54149A2C0736CD7877CA7,0.70,[single witnessed surface; reviewer may still choose register],Proof-prose connector; verify punctuation and comma placement around displayed formulas.,Proof/list connector.,"fa_IR only; does not authorize Dari, Pashto, Tajik, Urdu, or Arabic"
c2_rows,prs_AF,C2-respectively,respectively,witnessed,source-gated-draft-ready,به ترتیب,prs_AF/prs_af_kabul_university_discrete_mathematics_2023-11.pdftotext.txt,line 4137,source-witness-pdf-with-ocr-locator,3C69812198A648F1518AC47626316BC2F1C7386AA5E5D7AA7097D2A431D0A24A,0.65,[single witnessed surface; reviewer may still choose register],Proof-prose connector; verify punctuation and comma placement around displayed formulas.,Dari discrete-math connector; not inherited from fa_IR.,prs_AF only; Iranian Persian and Pashto do not authorize this row
c2_rows,tg_Cyrl_TJ,C2-respectively,respectively,source_discovery_non_promoted,source-discovery-non-promoted,"[none: Tajik source-discovery only, no promoted row]",tg_Cyrl_TJ/tg_cyrl_zarowadk_shukurov_tabarov_higher_mathematics_vol2_linear_algebra_2010.pdftotext.txt,"lines 649, 1348, 1565, 1977 and others",source-discovery-not-promoted,2DB0887B57E488E7019BC725CADE376A0D5AE6A0867A7AC0DEE5EAD13541F2C7,0.45,мувофикан / мувофиқан,Proof-prose connector; verify punctuation and comma placement around displayed formulas.,Tajik source-discovery only; OCR has nonstandard/diacritic variation.,tg_Cyrl_TJ source-discovery/non-promoted only
c2_rows,fa_IR,C2-statement,statement,gap,source-canon-insufficient,[none: source acquisition/gap row],fa_IR/fa_shahrood_noncomm_prime_ideals_sf_QA37.pdftotext.txt,searched; گزاره and عبارت candidates overlap proposition/expression,source-acquisition-target,660455C960CFB8B808F74EE6FC07D64C3D6544D3C1F54149A2C0736CD7877CA7,0.00,[gap: گزاره/عبارت candidates],No special formula-neighboring handling beyond ordinary RTL/LTR isolation.,Need reviewer/source decision for statement vs proposition/expression.,"fa_IR only; does not authorize Dari, Pashto, Tajik, Urdu, or Arabic"
