language	page	predecessor_page	disposition	raster_sha256	width	height	text_sha256	text_characters
EN	12	12	PREDECESSOR_EXACT_RASTER_AND_TEXT	80D3D45883A15B5F3A8A70E726A507E7D8B5C4E544156CB8C45F8E64A1327059	596	842	7EEC3B12A56E7FCC460902BE0C93DD7ADBFF4F8AE4D5BFE5C9ACE132CDF59987	1462
EN	13	13	PREDECESSOR_EXACT_RASTER_AND_TEXT	2C98D8A4C8799365C65AD9C4B6D408567F7A969CBAD774FB9245763C763EDC38	596	842	B4EFBE2190BA9EE7F89AB4B15883F79ABF9EE621BCF2DA7941963A001DC1A6BA	1417
EN	14	14	PREDECESSOR_EXACT_RASTER_AND_TEXT	AE6160D4AEDF830CC458BB347482B6DC2F32FFB1439956199037A7061FE2B829	596	842	A28CB06797DA752A85FAC0BD65C8807BC6F2B329801544641EB42CB4AA793AD7	1072
EN	15	15	PREDECESSOR_EXACT_RASTER_AND_TEXT	2B13CE8D5F2562FE5F34E180B1B3CA6A0EED6459F5E85D8B252859AD7EB2BCC6	596	842	C0DAB3BFED550379C236136AA8431781E4B067BB4C11D17CD5468A02F1A87CC1	2077
EN	16	16	PREDECESSOR_EXACT_RASTER_AND_TEXT	8BF9EE667338016885D80F3C7CE29D3E5BC546445BBC2039A6C96AB163339156	596	842	ABC23B1DEE98C70E95946D32FC520E9284682EAC5633FD9423EFA965DF2C0FBD	1783
EN	17	17	PREDECESSOR_EXACT_RASTER_AND_TEXT	239782FF068F26BEDBBEECCBB62EBAFC9148CC295EF014E6B6A9241DA19FDFB3	596	842	E1C3A362A02476CE8BAA560A7AC687DAAB049E64CEEAA80D3D9A0FE652400EA1	1567
EN	18	18	PREDECESSOR_EXACT_RASTER_AND_TEXT	86E82DD205370DDC89E198D5DB76F81D9DF5B917C0059A26AAE3F3EB2D4E000D	596	842	37E2F4E9434EA2C577D0B1DD397AFDCC95C47A39F5B98CBAB6B6649F279DDD9F	1285
EN	19	19	PREDECESSOR_EXACT_RASTER_AND_TEXT	8891A381BEF10130E3679208ECFBE0BD69B6491A186737E88B16A9B037764A4A	596	842	34E6A0DC04F47DA6DF8D0283D85502B34A80CADFE81EF5E0E74EB2F1BB21907C	2048
EN	20	20	PREDECESSOR_EXACT_RASTER_AND_TEXT	9DE97F80039D1653622FAEC90E703ABCAA97387F9171978A12CB9643C366E371	596	842	D83545AB07BB091DF969EE633FEB1D8A1DAFBB24F82E1F04FD6B6711EDABE665	2120
EN	21	21	PREDECESSOR_EXACT_RASTER_AND_TEXT	E03B06802060550A7AC9E44D15653DB557CC2642A016803580D5B953AD704569	596	842	C8EE60BA8A07C953D64AC37B9C36BF6A3648A453CE7F8AE94DAC8935833FBA6D	2582
EN	22	22	PREDECESSOR_EXACT_RASTER_AND_TEXT	B76330633592780ABD049414932828E3FE8A09EDA9AF78A5148237744727F02C	596	842	076A0F00AC922D199B3ECD72627844998C40B0ED089642DA2499FCAF432E80D9	2321
EN	23	23	PREDECESSOR_EXACT_RASTER_AND_TEXT	107C8F8C707A16A32228A10479F123922D98B8006912007197BD61506298695F	596	842	F4A5311E8AC346227A2D53771501EF3EF257508BFCF544BA536470FEC008D8CD	3517
EN	24	24	PREDECESSOR_EXACT_RASTER_AND_TEXT	EAA4811CCE2CE894652EA5F0CE27E68902FAA341ADBEA17742B0129C4B6CF80B	596	842	F59F1E7639E9FD1D9EDCA4FA61D1D024ACD469191F2B1B0889CAE6F8BAACBF60	2814
EN	25	25	PREDECESSOR_EXACT_RASTER_AND_TEXT	AE879D201490076955168B25AA82D0A35EDC3F25BF7E969CCD790AA739F538A3	596	842	90CCB28626C4847259A4FB74C8644569920817ED801F6B89B7286975B8275AAF	2203
EN	26	26	PREDECESSOR_EXACT_RASTER_AND_TEXT	9115819C34FF9796DCADC0D3CBAE6EFD40185AADF3F218BCC773C731F4FF7E55	596	842	924B447A28CCAD5757F41AD514FC6F5343BA4091933F75A7D0C22F384D0B1606	2132
EN	27	27	PREDECESSOR_EXACT_RASTER_AND_TEXT	038C2779C2048EAB2C5F65575F7682C4DCAD032823F5DD26B6E5E577E6B6F5EB	596	842	67DABBEAB7B4DB8CF57080B736B42C1F17E33D8B6A33AB04B281E9FCDEF4EDFD	1777
EN	28	28	PREDECESSOR_EXACT_RASTER_AND_TEXT	BD42F4846681D485CFE73D9BD6A2EFBD74CBA150ABB4CDCA5906DF6A6A2B444E	596	842	6150934D434A9B126CD22C6E658080A45E6A711F72A34ACB9A0FF6E1C78D1DAD	2939
EN	29	29	PREDECESSOR_EXACT_RASTER_AND_TEXT	DA20B59A874B676D952B729ACF1BF34A4D4C36667A71EAB0C3727DC80B1D0B38	596	842	9ED5F5328DC8D40DE2AF389A1D6FF3B10910E70269ACF9DE1D72CAD0854267DA	2253
EN	30	30	PREDECESSOR_EXACT_RASTER_AND_TEXT	4DE19C626C64A2F1E11C3157C4E45A772DF62DC04C4B1F50B143F6BB0A4BFB0C	596	842	529161293AA36622A926E873B04253448AF8830A139AA5A580662CC09AD60BF2	2658
EN	31	31	PREDECESSOR_EXACT_RASTER_AND_TEXT	0FDDEAF73074DA30675654ECB6D891FC796BD9ABEF796C6FB145C2788BABD90A	596	842	8464BD79794CD45A41AEDF3854F599F209B77E1BCCF5ADAFF0A709C813BD4A27	1822
EN	32	32	PREDECESSOR_EXACT_RASTER_AND_TEXT	0B43833015D9575A7EC652F7CF9A7F816496B4358D3BB5D9DD366A5D9567CBD7	596	842	D5AF3F486D2BD3A3641DE7A75FE46B0BB88094202D50A23C841FEA0A1477FFD3	3379
EN	33	33	PREDECESSOR_EXACT_RASTER_AND_TEXT	D3CEC7ED3172E29659EBBDDC4E008A7B060105CD27DA6CDC032CD8F183D31FF1	596	842	77CFE449E9155C955E53599EC4B88D5ACAA394150069BED22EF07872AC95AEB5	2801
EN	34	34	PREDECESSOR_EXACT_RASTER_AND_TEXT	C95494F3488DAD85CB2468770662957E25D356A93D3F1BAE413B0C5C27EE4531	596	842	C278F70E2A9889E6751A19DF9DAC3268FD5565D4AC14C2BE24EA6369397A570F	2007
EN	35	35	PREDECESSOR_EXACT_RASTER_AND_TEXT	AFE14256673086CB7976F5FA413309B3AA1B0C7270043A38D6F48F800E8198AB	596	842	89519974CC4D5A9A23454D289B673E3108F8723164D02007058AC9D9BED67F55	2946
EN	36	36	PREDECESSOR_EXACT_RASTER_AND_TEXT	A862D63AFA3713DFB15F6A9A37C03A9BCB13CD418B388930F8608A13981FC8C4	596	842	620AC66393ED8C0A6E30CC0889B55EC534D0F3D5DCED7C76794CB862463DFDB7	2717
EN	37	37	PREDECESSOR_EXACT_RASTER_AND_TEXT	E54268A35731B5E16EC843A599BA809C81FB2037D0EA7A26FD16AD71E4A55298	596	842	876EE8D7F15512146118AFDC540A3DA3A7563949FE015E3411BBAD2361A7EDD1	2613
EN	38	38	PREDECESSOR_EXACT_RASTER_AND_TEXT	42A5107BFD5138520C880C636F6993A1825EEBADD0BF1020188FAF789285966D	596	842	A878AF4415BA304546C00488797D1AC1111F96DDDD3FDC8B7450FE41D52E2B29	3538
EN	39	39	PREDECESSOR_EXACT_RASTER_AND_TEXT	5C0B091344D1D8C1EDDA19304B9A375EAEE41782FFB83E73C46BB3EADFFB36C5	596	842	10486C6926E59EE78B742A7D14C25DEE4B0661F5924EFEA093AC954BEF1CD58C	79
EN	40	40	PREDECESSOR_EXACT_RASTER_AND_TEXT	3210C61CD50E1B0281F0A2890D709B5F0CEFDA7E4B27112A61E442AAC7CAE5EB	596	842	B8232B2F0D7143499647DE71F63901EA88759530E1C0667D327C671C891AEECA	4720
EN	41	41	PREDECESSOR_EXACT_RASTER_AND_TEXT	6D426D988AAD9C75DE8190A8EA7D364DD2BE71101D76FB651955209383F99D38	596	842	0ADF0351FEAFD6A88B93C2390CE258CB45FDCA62365250D5C9B594410CD844A2	3254
EN	42	42	PREDECESSOR_EXACT_RASTER_AND_TEXT	03684293EF79EECC65C3201DF1ACB960E6303D60F6789975BFC96A3C084C2520	596	842	EDBD3481D270341E7CD39E8DDC6A0CE3A8B8D6FA3F2580D49C201B0431C0A6FB	2860
EN	43	43	PREDECESSOR_EXACT_RASTER_AND_TEXT	40371B8F971807923AF7DDCCC61642FF391407B17CCA8CDEEC0BD08F7A54174E	596	842	5C7F24582EFBE3AE44D45B356F72D53500C56F5D18DA627E6A0F31595D2850AD	2695
EN	44	44	PREDECESSOR_EXACT_RASTER_AND_TEXT	2164148E6DF2E79B986536C96E70AF267D253C4A83D2F465759AB90A7420A429	596	842	6862C7B7AB8C9B5242BC3D5C381D8A5079581BEBEAB833CD8C28196C01ACDC51	2901
EN	45	45	PREDECESSOR_EXACT_RASTER_AND_TEXT	8AE427B128915CCD8A47745AEDE7CCA52D804F7AC44623BBAD97C41CEECF2064	596	842	B62A90964461BE3D8746C4FD6146288A9297C8F78CAE059D69463A3F8E51FEE7	3750
EN	46	46	PREDECESSOR_EXACT_RASTER_AND_TEXT	FB344182E99B9CF9E2C042273239BB0627C0A1ABBBEFAC1A99B0876FFB2EC289	596	842	AB5247AC18768FD1C9E407CFE65FFF79B67A1513B12795ADD4F11FB18EE0E6F0	3806
EN	47	47	PREDECESSOR_EXACT_RASTER_AND_TEXT	49D347CC77A1617FE90DAD547FAD0EAEF4E0DC1412D70568B265B2F0ECD27783	596	842	DB2701D5F02840ADECBE0BBCC27261B704129FE012AF6620CE8C87B7AB5F3386	3338
EN	48	48	PREDECESSOR_EXACT_RASTER_AND_TEXT	C448FA0CBD95F82B4388E9362FC3B07AAF2A390690B89337F753F400D7B19C42	596	842	27EA1C6AD7A6BB0B00EECB683AAAA5672871272ADFF645BD0B3D6113E33E161B	2720
EN	49	49	PREDECESSOR_EXACT_RASTER_AND_TEXT	3756963F9E1A87EF71B6D7FAE6EC1F5CD2035052397A3780CB1EE8EA6902032D	596	842	701F4ED6E487AEAE0B72226817F90C27025EDAE196CF0AE88FC03260E0015F3F	2837
EN	50	50	PREDECESSOR_EXACT_RASTER_AND_TEXT	0AB4AD1D4CB24600C800ADE3C766FA3F8552B666E26CFA692F9839B88FFCB829	596	842	27675699FAD9E40A4EA07C35C52F3F4A99256F7349E98E10E8166E9F92245EF5	3500
EN	51	51	PREDECESSOR_EXACT_RASTER_AND_TEXT	D73EB3F96DA45C5B480C9A5AF95E33B2409A89F970A403F0C18FC69156F89F1A	596	842	035F9732510DA8B6A2965A9796BD31468D2701136EF4216E712517BCADE1DF83	3020
EN	52	52	PREDECESSOR_EXACT_RASTER_AND_TEXT	B9FCAA99116CCFABF35E868EEBCD489212C3465E6A120D2DBAB5E88810607274	596	842	96292E128CCC8DC862AC7C1583874CA4FC7615FEE9E9F322F62861B2CB5AE284	4035
EN	53	53	PREDECESSOR_EXACT_RASTER_AND_TEXT	0F032A0A4052F7AE777D03860498A64DF5DD2039F6CEEE9D020B5A3DD3B4BD05	596	842	EBB250D51ED20C49C610E43D1265F4EE1F6D74B2FEBB1203DBE67A0D3DD7B53E	3296
EN	54	54	PREDECESSOR_EXACT_RASTER_AND_TEXT	BBAD3CBAF1B9FCE37A66CFE958D07D63004257DB842CDD60C8079558BBAD476F	596	842	A37EF9E61B9910934A455F49796956407704F23C36F0BDD5C1D72F877122A41D	3130
EN	55	55	PREDECESSOR_EXACT_RASTER_AND_TEXT	9DDBF3FA3B693A0127F8AEBF1588103562F9E5B34DE89D2CF0C1C542FA185936	596	842	6934FFD7D83AEFAC39793FC0967A15487379DD01C9B5098011B3A3C1945F99A3	3381
EN	56	56	PREDECESSOR_EXACT_RASTER_AND_TEXT	C61B365B122370B5B514B6A42F0852491224A2BE7E5FED7F5A22EC17F860377E	596	842	3CBB505C16623BC5E9E127B77913B86F0138C4251A4B990CA3B43783E87D2CF7	3563
EN	57	57	PREDECESSOR_EXACT_RASTER_AND_TEXT	9AE18DE8F68365CD1B73DCC464D56282452469DAF1F472124AC46AB2D74A332A	596	842	46873404D0829A1EECA5EE4C5FBCC042303DFA75ABC345D7CCB0E592A3BC1E47	2996
EN	58	58	PREDECESSOR_EXACT_RASTER_AND_TEXT	05C9D5CB86AD7234C38FE1B9D22ED8EBAA30601D725D5D81B6BE95416F22B84F	596	842	6D4BB2B8F691E4102D6A5EFEBD374C19AEDA76C5FE9AEBAFF3D8387A47184E98	3002
EN	59	59	PREDECESSOR_EXACT_RASTER_AND_TEXT	8BC4E2381007D381277FEF9D03E9F54B8A464075D8C363139768B1D5C1C3C96A	596	842	E906490D60C0565336AC38C5C39594AFC6077493881285F1BB03AC1524C87415	3255
EN	60	60	PREDECESSOR_EXACT_RASTER_AND_TEXT	69E8EC4CDE38FDC29C7ACEA7B9AB796BECD65050AF782D4697615050D2A0F283	596	842	10EAD20A5774B73A4084D2932DEFF462CE0805E8AC82C1B1512A50D940F306DD	3053
EN	61	61	PREDECESSOR_EXACT_RASTER_AND_TEXT	C027D6D8F5D21AF04F6F2C296A430304C912358AD515EA5C81A201EBB6F218CF	596	842	9A380ED47573B1623A85093875835236140ADDC1BA9880A8204114C82E50E391	3043
EN	62	62	PREDECESSOR_EXACT_RASTER_AND_TEXT	2C9F9F0B450C6763AECC6E0491B3100D58BB9451EEC8EB8A9651604B8C55F804	596	842	C442B45F5757DCFAC1405FD9B7EE47A28A8BAF4799DE961FA9A1E1265B238C13	3370
EN	63	63	PREDECESSOR_EXACT_RASTER_AND_TEXT	7257856720932F4470110FBFCE980D1D2E66380801BC088CD329B370666AFF6F	596	842	582451D3B45A254C6D87DE00E42EB9A284212B03DC15B363B17B2A577EBA5E1B	2781
EN	64	64	PREDECESSOR_EXACT_RASTER_AND_TEXT	38B555C1E6155E3FFA33590918C95347EA9BC13F95ABB8E0C51FC97FB22E84F8	596	842	B9A4267C6A119F92873990AD20CF45516115038A48EBA989DD17EAD96BAF5D49	3093
EN	65	65	PREDECESSOR_EXACT_RASTER_AND_TEXT	6D82E5A237BEBEE6F178625E1D78770606863FB225F3D1FDA5164B002F25880B	596	842	BEC6E5D70D0570511925D42CEFB3D1F1EDD09EBAE62BCE84B6F6E36120322D62	659
EN	66	66	PREDECESSOR_EXACT_RASTER_AND_TEXT	EABEC4BC642C25C63A43E0F21B0A09F93AD7DAC5B5FCF940CACD7D90936A89C0	596	842	7DBBB913F8F8274FFC4A411C006F64FC4C654E82384B53DEF7F741284CFF189A	2917
EN	67	67	PREDECESSOR_EXACT_RASTER_AND_TEXT	79EF7E3353FD27178562A70097E1DC3A5756B0F28515B5FBDBD3D902ECD32A09	596	842	488A5543BCE54A453579075624703E5ADFC158527940AA3CE3FD2746349641ED	2675
EN	68	68	PREDECESSOR_EXACT_RASTER_AND_TEXT	2B43963B3EBB87110A422BF2172B064F5A5E0277144F8657C86FE5436A945A56	596	842	6FF34F37EBBB2DC97D246C55248D71C66AD3B9CBC12700DD3D07ECD6521276A9	2518
EN	69	69	PREDECESSOR_EXACT_RASTER_AND_TEXT	4DC1BAE1A9465D5C850002B95D2F8FEBAB311AC7CD03CAAF3D51EB70A7439435	596	842	33F80380CF97CE36BD17640CE89D11AABEC1BBF14FBC2DFAA8229C3BCC0357D3	2594
EN	70	70	PREDECESSOR_EXACT_RASTER_AND_TEXT	8CF3E9999E07708DB0AFD100CA41DD02765058D24FE8F5525AE4971414E56E03	596	842	6B2F8FE8E06AB11BE1031AE096018B47436274521CC9CDE53B054F639F26780D	2390
EN	71	71	PREDECESSOR_EXACT_RASTER_AND_TEXT	A3A31E5017FB55DE0D76028DCCAE748787637A8D9EEB76AAC6425F74A5093D1D	596	842	9A6CC07A824D92737DFE819CDA8DEAA0F8387C4708D5FFD0C347D506EBE10EF3	3724
EN	72	72	PREDECESSOR_EXACT_RASTER_AND_TEXT	00C4AF37D2303A4E0EE6EB4CCA4C96D8D814A69148635AAE20455604F9468292	596	842	5EF274321FEA1D551BAC414BB133AF4C0E32B82D6E6FEF411A370E87C01529D1	2588
EN	73	73	PREDECESSOR_EXACT_RASTER_AND_TEXT	04A9B7D0CAC2E7F14071EF1B9F0FC84E701EB8B778A43EEAAF976E12FB936565	596	842	C9C871A27922398E698F7C0A8D8080310AF280968F165D03C16CBA7C159FE171	3388
EN	74	74	PREDECESSOR_EXACT_RASTER_AND_TEXT	752DD3BD8BA0439E036843D63F7B4EA4B4A99A21586D349797AE3FA1D707B412	596	842	99CD27EA9D8C38E48FAA625B3F7C052DB7135E7DE75C59DC762B775E6FE144E1	2888
EN	75	75	PREDECESSOR_EXACT_RASTER_AND_TEXT	E3AEB5FE09706D55BED31A1A5751D2A44B304AA65951140F890EA8CDCF0B7341	596	842	499188D523F16B6D5479CDB889729149F6DF74F95E4ACDE8711853BCD3196A56	2492
EN	76	76	PREDECESSOR_EXACT_RASTER_AND_TEXT	8A7233121EB4DBDF26CAA9079C1AEE2FA2B125D3F5CC39A8819EF73372D1344C	596	842	95552C735D1DA432431AE2541F5CAD5840450103BDB8BB309A203C86BECEE29A	2614
EN	77	77	PREDECESSOR_EXACT_RASTER_AND_TEXT	FEADB1E7C4581BFDBF61F1A81FD363DE6EF9E9A2D19A3F173192033CD3111FCA	596	842	3EA4BE8F8FA110B93E97B069E79AD3EE78C3FF72FF2ACBC0C9589F60ECD927B7	3493
EN	78	78	PREDECESSOR_EXACT_RASTER_AND_TEXT	7E06DA78C7A4807AB569C1AD10CE48235F7EEA953E2EA2BC95B1CF579FB40C71	596	842	765392891E0B987DEABC49783ED3A9DA8AEC1F1456E188A13715BEB0AFFB8737	3394
EN	79	79	PREDECESSOR_EXACT_RASTER_AND_TEXT	715EC9194A8CE3E0DE101EA2FEA64B91875E4012DB6BA656496CCA628BF31B11	596	842	BC33F7E1BC17E4F15FB86A757125045D00F821D08B7E2E09590A4EB2D408082F	2239
EN	80	80	PREDECESSOR_EXACT_RASTER_AND_TEXT	02323CFF0A61058DE8E69DC2089C742EB25C2A63916FBC1C6AB5BFD288F641B9	596	842	75722DDAAA6E78FE69E2AD058E178662A2EF8A373383CCB2689353F54010E4AD	2312
EN	81	81	PREDECESSOR_EXACT_RASTER_AND_TEXT	A08AF3F0B6173261C06FEA4649C395B3D131A00CE4533DE35DA742AA04F9185C	596	842	E53F2B4089105BD0D0B1CC92E699740DDD683E7BC623294A121CBE3446F488DF	3123
EN	82	82	PREDECESSOR_EXACT_RASTER_AND_TEXT	7E7DC06E88A579E5864858A88EB680ABF4BB4549626A9F40BC53A079B3348A12	596	842	875D765D6D06EE79BDFEF4B869C4E57BDB3AF46209688FD082883DFA8A6BA060	3958
EN	83	83	PREDECESSOR_EXACT_RASTER_AND_TEXT	8861A056D01A40058EFB805479A55189D8F1BD9BC8F5E80C90C27452FEBA3123	596	842	F0CE187D3781E81BA3E04CEA04950C6108722FD144953BD4FCEADCE3E9ED899C	1897
EN	84	84	PREDECESSOR_EXACT_RASTER_AND_TEXT	CB25F055638186C339C0C9741FD0C254A8EB552BC9B6F80FE0BD99E865CEB81D	596	842	E135EBC22CFAFB3623A17A34511C561401F77222BFA3D0B718FBA5F176A5A9BB	226
EN	85	85	PREDECESSOR_EXACT_RASTER_AND_TEXT	C722F9A1A8508BCE872735C7A7904B90A28C60215982A6B15E7823DA5BF7CF32	596	842	979FBB1AD2AEA8EF60595C8B6E6F41BA3B9DE5BFE0D2C14FA9246F9CAAF7BE46	2072
EN	86	86	PREDECESSOR_EXACT_RASTER_AND_TEXT	677C9F8FD6EABF175C5F64EC8A64B721A0E520C64338651C29568C2252469B03	596	842	22FF2CD1B021B62347FC5C0A8C0EED15A52A6298512485E3D8834D09C1AEAE64	2299
EN	87	87	PREDECESSOR_EXACT_RASTER_AND_TEXT	08D053B5CD2118B2FD52D9277A9C5F508B3BE8F241BB9846AD6E6555D8674179	596	842	08518A4B1F4F52A9A0A6449AA3DD1B8234C4B4A817917F569393AFDE7C58A0CA	2220
EN	88	88	PREDECESSOR_EXACT_RASTER_AND_TEXT	1F5D48B70A5CEB807EBCE9F447E279E2CE2007A24CF94EAF129202C449273041	596	842	68FBA5DF1EDB669B7FA224F118DA34C80AF04F9E1715A75D018EF30D7F9E34CC	2575
EN	89	89	PREDECESSOR_EXACT_RASTER_AND_TEXT	F3ED4EB8D560B1D8EC74A89BB7B640F8D6A706AA560CD8DC8C41E67BAB7A02A4	596	842	277643342D7CFC842095436F4B983EA682AB5F43AFF5A585DF5E3ED1203DFB66	1799
EN	90	90	PREDECESSOR_EXACT_RASTER_AND_TEXT	006BA49F6B1AD9A98D064AF989EAC968862129C1BA162EA3046A33B55AF9ECEC	596	842	8E9631C0504DBCCEF958C336F4A4AD3398B2A4EBDB29006D049F5959C6C91F69	3050
EN	91	91	PREDECESSOR_EXACT_RASTER_AND_TEXT	814E2EF049E92458AF41863712D48B0146906FFA1AC5D3F46A4FF8D6387025FC	596	842	05E15736EFEA992E1CB7E38406643C3629006AD596E93B7146A93C68A2C4DC8F	2751
EN	92	92	PREDECESSOR_EXACT_RASTER_AND_TEXT	473CB16B31C29FECE287CE9BB0000A2C5CFC8F8995B9F4700E230A09851BC035	596	842	D45513524618E1061DE040E68900599FB07AEAAE55C0C7DAB474D851CA279108	2634
EN	93	93	PREDECESSOR_EXACT_RASTER_AND_TEXT	57CC04F861E083173D0CDD8D4E3DCF340397DEE47191816784510C7958E40292	596	842	9C98A15C7DECD41953FD4113655D9F3A512B77C0F72EE57B86C733FA766981F8	2600
EN	94	94	PREDECESSOR_EXACT_RASTER_AND_TEXT	20D794F41998A57DBCAE53740FD05F6EB990AB7C00D36DE0914E28C5BE03E84A	596	842	57805F34ACDF96C1CE2CA3FC0A40432F47D308015E9AA6516D9990464840D6FB	2410
EN	95	95	PREDECESSOR_EXACT_RASTER_AND_TEXT	77760151CF11DEC7334250414594D5086447E3C74803C9E7E2F11A771E4927E6	596	842	1C4690279F2BF62772C02C7FDD6283ACC3A442ABA05685580D8A9F153CA553C0	2089
EN	96	96	PREDECESSOR_EXACT_RASTER_AND_TEXT	2BA18DAF5975FC7420B3558E10F18D60B6410D8B31D08AE75340FC52C4955241	596	842	2FD1DA41C9EB08384341C18F2BF701684C9BBAFA6EE58BDB9674B7AD3F234C46	2477
EN	97	97	PREDECESSOR_EXACT_RASTER_AND_TEXT	FC63E41CE5BDE5EA28E44E4E49FAF732829379577E6D4BBDD8590B8C91540D3E	596	842	F61C498B4294E5AAEFF301DF8AF082EE0F2D027B01BCCB96C7D0225A229D202C	1359
EN	98	98	PREDECESSOR_EXACT_RASTER_AND_TEXT	1F2EBDC55E0ECD580C77636B62F5189B88B5F3DEE2BCB3B8741E1D0F7943DDC7	596	842	9C8CDCDCBD4A32C65046995237664BE0B338FAF24C031AD23DA5A0E96E91875C	3785
EN	99	99	PREDECESSOR_EXACT_RASTER_AND_TEXT	DA1E1B02E5582540EA41A80E3882D1A969CA7656BEC08BAF8201E46972CBF132	596	842	BC260086B17E4814F367712D6B999AA4EE3C3FD1DE08EACF9517D56B41092779	3559
EN	100	100	PREDECESSOR_EXACT_RASTER_AND_TEXT	FC0EA0AD79C3CE2E28F88B46FAB73E456C0C783AEAD8DEC4D6EF79711121C11C	596	842	D2F8868EAA6A22274CAAFD73FC461D5CC6B6525DBF0BDDFE0E554063A4AB0308	4157
EN	101	101	PREDECESSOR_EXACT_RASTER_AND_TEXT	1B8C3D7E4BC91CCE38899E144AA1AFE4F05C13DABB099C5160001D7917D8CB91	596	842	C6DE2B9D8063F8D5DF5E4BE46F6A365264907E2069F87D17D146615631AD644D	3611
EN	102	102	PREDECESSOR_EXACT_RASTER_AND_TEXT	161AAAB498575ED81DE2346B3A468AD8726714ACBA5F2E27B92867CE57CE3F2E	596	842	433B9A217EF1E7F477A55E72465356363D4A65C20E34EFC5AA43CDE007673514	2877
EN	103	103	PREDECESSOR_EXACT_RASTER_AND_TEXT	584B46EFA235560D10AF2C0A273D9CB34E8CE0D0A92C861C04D4194C328B13E8	596	842	7A7086B9B1F01AB90D130620F6538D2F0AE2087AF976FA8C149592BB4FCA4044	3193
EN	104	104	PREDECESSOR_EXACT_RASTER_AND_TEXT	F0CECA7DC999361419050FB42260858E3F8922AFA548F234B4157D4BAEA4DB6E	596	842	DEB6ED9FA706985777E58E99396E49F85FC5F2BDA9E0FB3D6695157303AA7E4B	3831
EN	105	105	PREDECESSOR_EXACT_RASTER_AND_TEXT	CCFC6DF7F8038695CDF17C9792178EB5ED490AEFC464388D3CE96BEB6EEFFCDA	596	842	E5B917D1C7FE61D2A9E7BCB79C0CE10EB156F0C4CCE808221A2DAFD82D9AFCDD	2930
EN	106	106	PREDECESSOR_EXACT_RASTER_AND_TEXT	F944B813438FAFFA4B25A5526A67738DAE69CFD28F4BC9B750547B5BE3CF1032	596	842	AE02FB2CE66E4E80E13044A508D4C1D2CF646964F2B4EA401E72070866703C5A	4238
