"filename","deletions","changes","r6_relevance","additions","status"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/PACKAGE_SUMMARY.json","0","33","other","33","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/README.md","0","13","other","13","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/SESSION_LOGBOOK_20260706.md","0","19","other","19","added"
"interlanguage-sidecar/interlanguage-ac6f4e-arabic-authority-support-20260706/INTERLANGUAGE_FABLE_AC6F4E_ARABIC_AUTHORITY_SUPPORT_20260706/SHA256SUMS.txt","0","24","other","24","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/B3_UPLOADER_READY_SUMMARY.csv","0","19","other","19","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/MANIFEST.csv","0","13","other","13","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/PACKAGE_VALIDATION.json","0","22","other","22","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_BLOCKERS_RECOVERY_ROWS.csv","0","189","other","189","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_BRANCH_DELTA_FROM_AC6F4EB.csv","0","112","other","112","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_BRANCH_VISIBLE_RELEVANT_PATHS.csv","0","5578","other","5578","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv","0","163","other","163","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_LANGUAGE_BOUNDARY_GUARDS.csv","0","11","other","11","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_LOCAL_ONLY_PACKET_STATUS.csv","0","2","other","2","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_RELEVANT_R3_ARABIC_PERSIANATE_DELTA.csv","0","47","other","47","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_SOURCE_BODY_SOURCE_WITNESS_STATUS_REFRESH.csv","0","11","other","11","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/R3_A2C52A42_SOURCE_GATED_DRAFT_PRETRANSLATION_REFRESH.csv","0","149","other","149","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/README.md","0","22","other","22","added"
"interlanguage-sidecar/rtl-persianate-arabic-a2c52a42-branch-advance-delta-20260706/R3_A2C52A42_BRANCH_ADVANCE_DELTA_20260706T083048Z/SHA256SUMS.txt","0","12","other","12","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/B3_UPLOADER_READY_SUMMARY.csv","0","17","other","17","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/MANIFEST.csv","0","13","other","13","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/PACKAGE_VALIDATION.json","0","22","other","22","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/R3_AC6F4E_AUTHORITY_INPUT_INDEX.csv","0","69","other","69","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/R3_AC6F4E_BLOCKERS_RECOVERY_ROWS.csv","0","188","other","188","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/R3_AC6F4E_FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv","0","163","other","163","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/R3_AC6F4E_LANGUAGE_BOUNDARY_ROUTING_ROWS.csv","0","4","other","4","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/R3_AC6F4E_SOURCE_BODY_SOURCE_WITNESS_STATUS_REFRESH.csv","0","11","other","11","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/R3_AC6F4E_TERM_ALTERNATIVES_FORMULA_NOTES_REFRESH.csv","0","157","other","157","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/R3_ARABIC_AUTHORITY_INTERLINEAR_APPLICATION_ROWS_AC6F4E.csv","0","555","other","555","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/R3_ARABIC_RTL_SCRIPT_REGISTER_FORMULA_CHECKS_AC6F4E.csv","0","555","other","555","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/R3_SOURCE_GATED_DRAFT_PRETRANSLATION_REFRESH_AC6F4E.csv","0","149","other","149","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/README.md","0","34","other","34","added"
"interlanguage-sidecar/rtl-persianate-arabic-ac6f4e-arabic-authority-support-integration-20260706/R3_AC6F4E_ARABIC_AUTHORITY_SUPPORT_INTEGRATION_20260706T082209Z/SHA256SUMS.txt","0","12","other","12","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/B3_UPLOADER_READY_SUMMARY.csv","0","18","other","18","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/MANIFEST.csv","0","12","other","12","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/PACKAGE_VALIDATION.json","0","21","other","21","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_BLOCKERS_RECOVERY_ROWS.csv","0","188","other","188","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_BRANCH_VISIBLE_INTEGRATION_PATHS.csv","0","41","other","41","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_DELTA_FROM_A2C52A42.csv","0","44","other","44","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_FABLE_SOURCE_USE_ADVERSE_DO_NOT_USE_LEDGER.csv","0","163","other","163","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_LANGUAGE_BOUNDARY_GUARDS.csv","0","4","other","4","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_RELEVANT_R3_ARABIC_PERSIANATE_DELTA.csv","0","44","other","44","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_SOURCE_BODY_SOURCE_WITNESS_STATUS_REFRESH.csv","0","11","other","11","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/R3_AD3E3AA_SOURCE_GATED_DRAFT_PRETRANSLATION_REFRESH.csv","0","149","other","149","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/README.md","0","11","other","11","added"
"interlanguage-sidecar/rtl-persianate-arabic-ad3e3aa-branch-drift-followup-20260706/R3_AD3E3AA_BRANCH_DRIFT_FOLLOWUP_20260706T083654Z/SHA256SUMS.txt","0","11","other","11","added"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_3AD5B7A_R3_AD3E3AA_DRIFT_FOLLOWUP_BATCH_AUDIT_20260706.md","0","18","other","18","added"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_3AD5B7A_R3_AD3E3AA_DRIFT_FOLLOWUP_BATCH_MANIFEST_20260706.csv","0","14","other","14","added"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_3AD5B7A_R3_AD3E3AA_DRIFT_FOLLOWUP_BATCH_SHA256SUMS_20260706.txt","0","13","other","13","added"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_A2C52A42_R3_ARABIC_AUTHORITY_BATCH_AUDIT_20260706.md","0","18","other","18","added"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_A2C52A42_R3_ARABIC_AUTHORITY_BATCH_MANIFEST_20260706.csv","0","41","other","41","added"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_A2C52A42_R3_ARABIC_AUTHORITY_BATCH_SHA256SUMS_20260706.txt","0","42","other","42","added"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AD3E3AA_R3_A2C52A42_BRANCH_DELTA_BATCH_AUDIT_20260706.md","0","18","other","18","added"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AD3E3AA_R3_A2C52A42_BRANCH_DELTA_BATCH_MANIFEST_20260706.csv","0","15","other","15","added"
"transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AD3E3AA_R3_A2C52A42_BRANCH_DELTA_BATCH_SHA256SUMS_20260706.txt","0","14","other","14","added"
