structural_id,work_id,unit_type,title,parent_id,order,authority_path,authority_locator,authority_sha256,authority_language,target_count,target_languages,target_locators,completion_state,review_state,publication_state,continuation_cursor,boundary_confidence,ambiguity,decision_ids
CJK-STR-NOE-P37-PARAGRAPH-004,NOE-P37,paragraph,"Alle diese Überlegungen bleiben offenbar erhalten, wenn es sich um Funktionenkörper einer Veränderlichen handelt, derart, daß die Charakteristik des Konstantenk",CJK-STR-NOE-P37-SECTION-001,12,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 19-19,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 48-48|lines 43-43,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-SUBSECTION-001,NOE-P37,subsection,§1. Der \(\)-adisch erweiterte ganzzahlige Gruppenring,CJK-STR-NOE-P37-SECTION-001,13,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 21-21,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 50-50|lines 52-52,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-005,NOE-P37,paragraph,"\(\) bzw. \(_\) mögen die Hauptordnungen eines algebraischen Zahlkörpers \(k\) und seiner \(\)-adischen Erweiterung \(k_\) bedeuten, wo \(\) ein Primideal aus \",CJK-STR-NOE-P37-SECTION-001,14,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 23-23,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 54-54|lines 50-50,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-006,NOE-P37,paragraph,Es werden also \(()_k\) und \(()_k_\) Systeme ohne Radikal (halbeinfache Systeme) und \([]_\) bzw. \([]__\) Ordnungen aus \(()_k\) bzw. \(()_k_\).,CJK-STR-NOE-P37-SECTION-001,15,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 25-25,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 61-61|lines 54-54,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-001,NOE-P37,theorem,"Satz 1. Geht das Primideal \(\) nicht in der Elementezahl \(n\) von \(\) auf, so wird \([]__\) eine maximale Ordnung von \(()_k_\); geht \(\) in \(n\) auf, so w",CJK-STR-NOE-P37-SECTION-001,16,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 27-28,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 56-57|lines 58-59,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-002,NOE-P37,theorem,"Die Diskriminante des ganzzahligen Gruppenrings, also auch diejenige von \([]_\) und von \([]__\), wird gleich einer Potenz der Elementezahl \(n\).Vgl. z. B. E.",CJK-STR-NOE-P37-SECTION-001,17,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 30-30,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 69-70|lines 61-61,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-BIBLIOGRAPHY-ITEM-004,NOE-P37,bibliography_item,"Vgl. z. B. E. Noether, Hyperkomplexe Größen und Darstellungstheorie, § 26. Math. Ztschr. 30 (1929), S. 641--692.",CJK-STR-NOE-P37-THEOREM-002,18,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 30-30; inline note 1,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 59-59|lines 61-61,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,medium,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-007,NOE-P37,paragraph,"Geht dagegen \(\) in \(n\) auf, so stellt die der Einsdarstellung entsprechende direkte Summe",CJK-STR-NOE-P37-SECTION-001,19,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 32-32,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 67-67|lines 56-56,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-001,NOE-P37,equation_display," C=E^(1)[]__+(1-E^(1))[]__,  E^(1)=1n S, \]",CJK-STR-NOE-P37-SECTION-001,20,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 33-37,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 62-66|lines 64-68,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-008,NOE-P37,paragraph,"eine echte Erweiterung von \([]__\) dar. Denn wegen \(E^(1)=1n S\) wird \( C\) echte Erweiterung; \( C\) ist Ordnung mit den (abhängigen) Erzeugenden \(E^(1)\),",CJK-STR-NOE-P37-SECTION-001,21,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 38-38,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 76-76|lines 63-63,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-003,NOE-P37,theorem,"Satz 2. Geht \(\) nicht in \(n\) auf, so wird jedes (ganze oder gebrochene) Ideal in bezug auf \([]__\) Hauptideal.",CJK-STR-NOE-P37-SECTION-001,22,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 40-41,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 72-72|lines 71-72,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-004,NOE-P37,theorem,"Denn nach Satz 1 wird \([]__\) maximale Ordnung eines \(\)-adischen halbeinfachen Systems; die Ideale werden also Hauptideale.Hasse, a. a. O. Die Hauptidealeige",CJK-STR-NOE-P37-SECTION-001,23,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 43-43,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 85-86|lines 74-74,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-NOTE-002,NOE-P37,note,"Hasse, a. a. O. Die Hauptidealeigenschaft ist dort nur für einfache Systeme bewiesen, daraus folgt sie aber nach bekannten Schlüssen auch für halbeinfache. Denn",CJK-STR-NOE-P37-THEOREM-004,24,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 43-43; inline note 1,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 72-72|lines 74-74,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,medium,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-SUBSECTION-002,NOE-P37,subsection,"§2. Galoismoduln, Operatorisomorphie, Normalbasis",CJK-STR-NOE-P37-SECTION-001,25,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 45-45,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 74-74|lines 76-76,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-009,NOE-P37,paragraph,"Es sei \(K/k\) Galoissch, \(\) die Gruppe; \(z^S\) bedeute das aus \(z\) durch die Substitution \(S\) aus \(\) entstehende Element von \(K\). Die Substitutionen",CJK-STR-NOE-P37-SECTION-001,26,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 47-47,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 88-88|lines 69-69,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-002,NOE-P37,equation_display,"z(_i S_i c_i)=_i z^S_ic_i,  z K,\; S_i,\; c_i k. \]",CJK-STR-NOE-P37-SECTION-001,27,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 48-51,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 77-80|lines 79-82,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-DEFINITION-001,NOE-P37,definition,Definition. Jeder \(()_k\)-Modul aus \(K/k\) wird als rationaler Galoismodul bezeichnet. Ebenso werden die \([]_\)-Moduln aus \(K/k\) als ganze Galoismoduln bez,CJK-STR-NOE-P37-SECTION-001,28,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 53-54,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 82-83|lines 48-48,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-THEOREM-005,NOE-P37,theorem,Satz 3. Als rationaler Galoismodul ist \(K/k\) zu \(()_k\) operatorisomorph.,CJK-STR-NOE-P37-SECTION-001,29,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 56-57,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 98-99|lines 87-88,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-PARAGRAPH-010,NOE-P37,paragraph,"Das folgt daraus, daß \(K/k\) stets eine Körper-Normalbasis besitzt, d. h. eine aus konjugierten Elementen \(z^S\) bestehende \(k\)-Basis.Denn ist \(a_1,,a_n\) ",CJK-STR-NOE-P37-SECTION-001,30,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 59-59,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 96-96|lines 78-78,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-NOTE-003,NOE-P37,note,"Denn ist \(a_1,,a_n\) eine Basis von \(K/k\) und bedeuten die \(u_i\) Unbestimmte, so sind die \( u_i a_i^S\) linear unabhängig, wenn \(S\) die Elemente von \(\",CJK-STR-NOE-P37-PARAGRAPH-010,31,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 59-59; inline note 1,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 88-88|lines 90-90,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,medium,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
CJK-STR-NOE-P37-EQUATION-DISPLAY-003,NOE-P37,equation_display,"S z^S,  _i S_i c_i _i z^S_ic_i (c_i k), also  ST z^ST, \]",CJK-STR-NOE-P37-SECTION-001,32,evidence://local-workspace/interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper37_zh_rebase_001_20260718\source\Noether_Paper37_German_P31_logical_article_LF.tex,lines 60-66,68C72173E0C060BC68CB3651AF078ACE82B4D5806C8A41584632AA2BB4A9B27B,de,2,zh-Hans-CN|zh-Hant-controlled,lines 89-95|lines 91-97,complete,internal_source_parity_build_render_review,not_handed_off,Paper 37 target/build/render complete; typed-evidence and freeze/handoff integration open; external and regional review remain open,high,,ZH-D034|ZH-D036|ZH-D038|ZH-D039|ZH-D041
