record_id,record_type,parent_id,revision,revision_of,supersedes,superseded_by,volume,expose,unit,source_lines,source_locator,authority_role,authority_sha256,source_reading,target_reading,decision,status,confidence,evidence_path,evidence_bytes,evidence_sha256,raw_cursor,substantive_cursor,release_state,revisit_condition
SGA2-X-PURITYI-SPEC@1,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-SPEC@2,SGA2,X,base-case schemes,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,X'=Spec(A); x=r(A); X=X'-{x},same objects and order,preserve all definitions,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-DEPTHA@1,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-DEPTHA@2,SGA2,X,base ring depth,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,prof A=2,depth A=2,normalize operator name only,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-ET@1,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-ET@2,SGA2,X,restriction functor,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,Et(X')->Et(X) fully faithful,same direction and property,preserve unhatted Et and fully faithful,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-R@1,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-R@2,SGA2,X,etale covering,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,r:R->X,r:R->X,preserve direction,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-ALG-A@1,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-ALG-A@2,SGA2,X,covering algebra,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,Acal=r_*(O_R),mathcal A=r_*(mathcal O_R),preserve pushforward and subscripts,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-I@1,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-I@2,SGA2,X,canonical immersion,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,i:X->X',i:X->X',preserve direction,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-ALG-B@1,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-ALG-B@2,SGA2,X,coherent algebra,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,i_*(Acal)=Bcal coherent O_X'-algebra,same equality and base,preserve pushforward base X',superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-DEPTHB@1,logical_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-DEPTHB@2,SGA2,X,algebra depth,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,depth Bcal at x at least2,same,preserve local qualifier,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-AB@1,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-AB@2,SGA2,X,Auslander-Buchsbaum identity,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,dimp Bcal+prof Bcal=dim A=2,pd Bcal+depth Bcal=dim A=2,normalize operators and preserve equality,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-PROJ@1,logical_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-PROJ@2,SGA2,X,projectivity chain,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,pd Bcal=0 hence projective hence free,same implication chain,preserve every step,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-DISCR@1,logical_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-DISCR@2,SGA2,X,discriminant argument,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,non-etale locus cut out by principal discriminant ideal Bcal/A,same closed subset and ideal,preserve principal and discriminant qualifiers,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-EMPTY@1,logical_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-EMPTY@2,SGA2,X,base-case conclusion,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,"closed subset contained in x=r(A), empty because dim A=2",same conclusion,do not add an unprinted proof expansion,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-INDUCT@1,logical_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-INDUCT@2,SGA2,X,induction hypothesis,3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,regular A dimension n>=3; result for dimensions<n,same,preserve bound and hypothesis,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-COMPLETE@1,logical_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-COMPLETE@2,SGA2,X,completion reduction,3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,assume A complete by X.3.8,assume complete by Corollary 3.8,preserve dependency and identify result type,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-T@1,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-T@2,SGA2,X,parameter choice,3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,t in r(A) nonzero in r(A)/r(A)^2,same,preserve quotient and nonzero condition,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-B@1,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-B@2,SGA2,X,quotient ring,3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,B=A/tA regular dimension n-1,same,preserve quotient and regularity,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-L39@1,logical_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-L39@2,SGA2,X,induction conclusion,3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,apply Lemma X.3.9(i) because A complete,apply Lemma 3.9(i) because A complete,preserve exact part and applicability,superseded_by_r2_privacy_successor,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-NODEFECT@1,source_defect_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-NODEFECT@2,SGA2,X,source audit,3568-3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,no confirmed textual source defect,no emendation,record regularity as inherited-context observation only,superseded_by_r2_privacy_successor,high,SOURCE_COMPARISON_AND_TRANSLATION_AUDIT.md,4271,6010E6CA72069CF9410D7C2AE715A31F4C728ACF4527206D6BBCEECD29E9F737,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-BUILD@1,build_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-BUILD@2,SGA2,X,three-pass build,3568-3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,standalone TeX,clean deterministic PDF,retain sanitized logs,superseded_by_r2_privacy_successor,high,BUILD_PASS1.log,7329,E165C0717B70F0BCBCEE721D0183D405EDDF41C1AD5B33F5E606CC3FDD853298,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-PURITYI-VISUAL@1,visual_qa_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,1,,,SGA2-X-PURITYI-VISUAL@2,SGA2,X,render inspection,3568-3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,target and physical105 source page,producer visual review,inspect formulas notes and page marker,superseded_by_r2_privacy_successor,high,RENDERED_VISUAL_QA.md,2608,38C5F504222247C2378E3F04AE57EF32EB4AD8A30EB0B0834BEE80BBBC229431,3572,3573,internal_superseded_predecessor,see_reciprocal_r2_successor
SGA2-X-L3568-L3571-PURITY-I-PROOF@2,unit_status,,2,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,SGA2-X-L3568-L3571-PURITY-I-PROOF@1,,SGA2,X,purity theorem part i proof,3568-3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,base case and induction step for Theorem 3.4(i),source-aligned English proof,retain no-overwrite unit pending independent review,producer_r2_pass_pending_fresh_independent_review,high,R2_PRIVACY_SUCCESSOR_AUDIT.md,2853,8F92CC20EC0F957B853780BBC10A22C0C81FB19B8EAA315C906EA9E8B7B56F87,3572,3573,internal_not_for_release,fresh_independent_review_required
SGA2-X-PURITYI-AUTHORITY@2,authority_binding,SGA2-X-L3568-L3571-PURITY-I-PROOF@2,2,SGA2-X-PURITYI-AUTHORITY@1,SGA2-X-PURITYI-AUTHORITY@1,,SGA2,X,French authority,3568-3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,corrected arXiv French TeX,authority unchanged,use as sole editable authority,r2_content_preserved_privacy_successor_pending_independent_review,high,SOURCE_EVIDENCE_PREPARATION_RECEIPT.json,3082,2BA2D6AE7989224656AB4CACF0EFF03750DD683CEE484484060E48EDAEC76AEB,3572,3573,internal_not_for_release,fresh_independent_review_required
SGA2-X-PURITYI-SLICE@2,source_binding,SGA2-X-L3568-L3571-PURITY-I-PROOF@2,2,SGA2-X-PURITYI-SLICE@1,SGA2-X-PURITYI-SLICE@1,,SGA2,X,exact proof slice,3568-3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,four-line Latin-1 LF slice,one bounded English proof unit,bind exact source bytes,r2_content_preserved_privacy_successor_pending_independent_review,high,SOURCE_LINES_3568_3571_LATIN1_LF.tex,1951,9F1568E7EF1A39A857E5DD119673EAC07F291F3D8E0B60B13DD8107DADB462BE,3572,3573,internal_not_for_release,fresh_independent_review_required
SGA2-X-PURITYI-BOUNDARY@2,boundary_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@2,2,SGA2-X-PURITYI-BOUNDARY@1,SGA2-X-PURITYI-BOUNDARY@1,,SGA2,X,boundary context,3566-3573,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,preceding proof close through excluded part ii opening,lines 3568-3571 only,exclude line3573 and all candidates attached to it,r2_content_preserved_privacy_successor_pending_independent_review,high,SOURCE_BOUNDARY_LINES_3566_3573_LATIN1_LF.tex,3557,12BE4289BEBBE9713AC5B67A75A62421E3E01E816A457B367D7C66E933C47081,3572,3573,internal_not_for_release,fresh_independent_review_required
SGA2-X-PURITYI-CURSOR@2,cursor_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@2,2,SGA2-X-PURITYI-CURSOR@1,SGA2-X-PURITYI-CURSOR@1,,SGA2,X,continuation cursor,3572-3573,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,blank then part ii opening,raw 3572 substantive 3573,keep cursors distinct and hold line3573,r2_content_preserved_privacy_successor_pending_independent_review,high,SOURCE_NEXT_SUBSTANTIVE_3573_LATIN1_NO_EOL.tex,965,BBC2D1966E57C80C63782EA45A3F0AEB36B3A38968C4A69B7A8CB64B67D17071,3572,3573,internal_not_for_release,fresh_independent_review_required
SGA2-X-PURITYI-LOCATOR-PRINT@2,locator_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@2,2,SGA2-X-PURITYI-LOCATOR-PRINT@1,SGA2-X-PURITYI-LOCATOR-PRINT@1,,SGA2,X,printed page split,3568-3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,printed121 then marker122 inside line3569,printed121-122,retain printed marker boundary,r2_content_preserved_privacy_successor_pending_independent_review,high,SOURCE_PHYSICAL_PAGE_105_200DPI.png,493953,F02CECCC0744EF15A848483CB9F64333536ED81F1B31190A777CB51372B42D51,3572,3573,internal_not_for_release,fresh_independent_review_required
SGA2-X-PURITYI-LOCATOR-P105@2,locator_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@2,2,SGA2-X-PURITYI-LOCATOR-P105@1,SGA2-X-PURITYI-LOCATOR-P105@1,,SGA2,X,physical page105,3568-3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,running97 contains the full bounded unit,physical105 running97,do not conflate physical and printed pages,r2_content_preserved_privacy_successor_pending_independent_review,high,SOURCE_PHYSICAL_PAGE_105_200DPI.png,493953,F02CECCC0744EF15A848483CB9F64333536ED81F1B31190A777CB51372B42D51,3572,3573,internal_not_for_release,fresh_independent_review_required
SGA2-X-PURITYI-READER@2,pdf_witness,SGA2-X-L3568-L3571-PURITY-I-PROOF@2,2,SGA2-X-PURITYI-READER@1,SGA2-X-PURITYI-READER@1,,SGA2,X,same-edition reader,3568-3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,printed manifestation,layout control only,do not treat as independent corroboration,r2_content_preserved_privacy_successor_pending_independent_review,high,SOURCE_READER_PDFINFO.txt,648,0258F8CB747A9345EBB873AFA5868D9E901EC7C7D5A575D19C533949D90D4CF7,3572,3573,internal_not_for_release,fresh_independent_review_required
SGA2-X-PURITYI-CANDIDATE@2,comparison_binding,SGA2-X-L3568-L3571-PURITY-I-PROOF@2,2,SGA2-X-PURITYI-CANDIDATE@1,SGA2-X-PURITYI-CANDIDATE@1,,SGA2,X,jcreinhold comparison,3568-3571,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,one LLM-generated English lineage,comparison only,reject hatted Et and literal prof/dp notation,r2_content_preserved_privacy_successor_pending_independent_review,high,JCREINHOLD_LINES446_466_UTF8_LF.md,1889,0C4088E8BAFB02005D23E5EA4FBB743F4E5BA9B22A444BFCE643A5354C9DB4A5,3572,3573,internal_not_for_release,fresh_independent_review_required
SGA2-X-L3569-REGULARITY-CONTEXT-OBS-001@2,context_observation,SGA2-X-L3568-L3571-PURITY-I-PROOF@2,2,SGA2-X-L3569-REGULARITY-CONTEXT-OBS-001,SGA2-X-L3569-REGULARITY-CONTEXT-OBS-001,,SGA2,X,regularity context,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,opening sentence omits regular while later sentence invokes it,regularity inherited from Theorem 3.4(i),retain source wording and disclose inherited theorem context; no source emendation,r2_content_preserved_privacy_successor_pending_independent_review,high,TARGET_PAGE_001_200DPI.png,415920,768DE68E40F4A34141836841EBF93E3ED18803D1476B44AD279680CCF6774BA5,3572,3573,internal_not_for_release,fresh_independent_review_required
SGA2-X-PURITYI-SPEC@2,formula_control,SGA2-X-L3568-L3571-PURITY-I-PROOF@2,2,SGA2-X-PURITYI-SPEC@1,SGA2-X-PURITYI-SPEC@1,,SGA2,X,base-case schemes,3569,printed121-122;physical105;running97,french_arxiv_editable_authority,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,X'=Spec(A); x=r(A); X=X'-{x},same objects and order,preserve all definitions,r2_content_preserved_privacy_successor_pending_independent_review,high,TARGET_EXTRACTED_TEXT.txt,3250,BE27C4D218BB5D8E97115B09656C9BB630917682340AEA14999ACDE8CC32060B,3572,3573,internal_not_for_release,fresh_independent_review_required
