ordinal,review_root_name,relative_path,bytes,sha256,status
11,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,contamination_evidence/producer_root_independent_review_20260722_001/REBUILD_PASS3.log,8033,C02F69183941929DF29EF5AA05DB60C990A8FE1686E54A2975363F96B56821A0,bound_predecessor_FAIL_not_copied
12,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,contamination_evidence/producer_root_independent_review_20260722_001/REBUILD_PDFFONTS.txt,1520,D2AA774D353B6F3571C040B86D8952EF6A16C12824EDC7BFB120DC6403485DAE,bound_predecessor_FAIL_not_copied
13,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,contamination_evidence/producer_root_independent_review_20260722_001/REBUILD_PDFINFO.txt,681,D95CB29DF57B99704075AB072335189F78559A6AF3727739A4DD3730AC2E23EA,bound_predecessor_FAIL_not_copied
14,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,contamination_evidence/producer_root_independent_review_20260722_001/REBUILD_RENDER.log,0,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,bound_predecessor_FAIL_not_copied
15,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,finalize_fail_review.py,19615,2B5A58F9CA8B1E4F869A20E75D0E3C7483E28931AA935EA1EDB83549539C800E,bound_predecessor_FAIL_not_copied
16,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,INDEPENDENT_EVIDENCE.csv,3304,3C3221C63A0DB9B403FE55C0C8761618EBDF6F8D691972F378897B7779393A45,bound_predecessor_FAIL_not_copied
17,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,INDEPENDENT_FAIL_VALIDATION.json,8083,036BD40C69A2E5622AACD928A96D8F44CAEB43FA567D35A22A537317525C8F67,bound_predecessor_FAIL_not_copied
18,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,INDEPENDENT_FINAL_FAIL.md,2523,935D4ED517DFD560073DFD7302B67098557EA8DA06E5AF95AC993E3CACA7293C,bound_predecessor_FAIL_not_copied
19,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,INDEPENDENT_REVIEW_RECURSIVE_MANIFEST.csv,2994,E32073256BB9AD9D1A3D49328BD0C754C2F277B25A948CC2D4E78A6846B05279,bound_predecessor_FAIL_not_copied
20,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,PRIVACY_FINDINGS.csv,261,9AB42D5167CA74F962C9EB115A1F6A6F966598405A7836A3BF15997270648285,bound_predecessor_FAIL_not_copied
21,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,PRODUCER_CURRENT_RECURSIVE_MANIFEST.csv,3872,AB0D19B3D52F335AE30B7D8CA752CDD32AFAE331158D99FF4A62EA118614A977,bound_predecessor_FAIL_not_copied
22,sga2_x_line3573_adjudicated_20260722_fail_20260722_001,PRODUCER_TOPLEVEL_POST_MANIFEST.csv,2065,EAA1217E374DB42C344E77278C0F5BB7F0B44F82F27DBE1AEA503214557ED76A,bound_predecessor_FAIL_not_copied
