"row_id","status","path","classification","r3_source_use_decision"
"delta-012","A","coordination/non-slavic-core-2b1fed31-r3-r6-cjk-r2-source-gate-route-20260706/NON_SLAVIC_CORE_2B1FED31_R3_R6_CJK_R2_SOURCE_GATE_ROUTE_20260706/SIBLING_WAKE_LEDGER_2B1.csv","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-013","A","coordination/non-slavic-core-2b1fed31-r3-r6-cjk-r2-source-gate-route-20260706/NON_SLAVIC_CORE_2B1FED31_R3_R6_CJK_R2_SOURCE_GATE_ROUTE_20260706/SOURCE_GATE_QUEUE_2B1.csv","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-014","A","coordination/non-slavic-core-2b1fed31-r3-r6-cjk-r2-source-gate-route-20260706/NON_SLAVIC_CORE_2B1FED31_R3_R6_CJK_R2_SOURCE_GATE_ROUTE_20260706/SUMMARY.json","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-015","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/B3_HANDOFF_READY_58566.md","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-016","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/B3_HANDOFF_SENT_58566.md","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-017","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/BRANCH_COMMITS_7B77_TO_58566.csv","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-018","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/BRANCH_COMPARE_7B77_TO_58566.csv","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-019","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/EXACT_BLOCKERS_AND_RECOVERY_ROWS_58566.csv","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-020","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/MANIFEST.csv","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-021","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/PACKET_MANIFEST_SHA_STATUS_58566.csv","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-022","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/R3_EB15_CONTEXT_BOUNDARY_ROUTE_58566.csv","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-023","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/README.md","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-024","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/SHA256SUMS.txt","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-025","A","coordination/non-slavic-core-58566b83-r3-eb15-context-boundary-route-20260706/NON_SLAVIC_CORE_58566B83_R3_EB15_CONTEXT_BOUNDARY_ROUTE_20260706/SUMMARY.json","non-slavic-core-route-context","route context only unless exact R3 row independently source-gated"
"delta-026","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/B3_UPLOADER_READY_SUMMARY.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-027","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/MANIFEST.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-028","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/PACKAGE_VALIDATION.json","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-029","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/R3_2B1FED31_BLOCKERS_AND_RECOVERY_ROWS.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-030","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/R3_2B1FED31_BRANCH_COMMITS_FROM_58566B83.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-031","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/R3_2B1FED31_BRANCH_DELTA_FROM_58566B83.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-032","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/R3_2B1FED31_BRANCH_VISIBLE_7B77_PACKET_HASH_CHECK.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-033","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/R3_2B1FED31_CARRIED_FORWARD_7B77_SOURCE_USE_GAP_ROWS.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-034","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/R3_2B1FED31_INCOMING_WAKE_DEDUP.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-035","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/R3_2B1FED31_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-036","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/README.md","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-037","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/SHA256SUMS.txt","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-038","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/carried-forward-7b77-source-use-gap/B3_UPLOADER_READY_SUMMARY.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-039","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/carried-forward-7b77-source-use-gap/R3_7B77DA5B_BLOCKERS_AND_RECOVERY_ROWS.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-040","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/carried-forward-7b77-source-use-gap/R3_7B77DA5B_CARRIED_FORWARD_732B_SOURCE_USE_GAP_ROWS.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-041","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/carried-forward-7b77-source-use-gap/R3_7B77DA5B_INCOMING_WAKE_DEDUP.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-042","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/carried-forward-7b77-source-use-gap/R3_7B77DA5B_REVIEW_ONLY_BOUNDARY_ROWS.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-043","A","interlanguage-sidecar/rtl-persianate-arabic-2b1fed31-58566-7b77-branch-visibility-audit-20260706/R3_2B1FED31_58566_7B77_BRANCH_VISIBILITY_AUDIT_20260706_20260706T212349Z/carried-forward-7b77-source-use-gap/R3_7B77DA5B_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3-2b1-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-044","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/B3_UPLOADER_READY_SUMMARY.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-045","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/MANIFEST.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-046","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/PACKAGE_VALIDATION.json","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-047","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/R3_58566B83_BLOCKERS_AND_RECOVERY_ROWS.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-048","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/R3_58566B83_BRANCH_COMMITS_FROM_7B77DA5B.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-049","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/R3_58566B83_BRANCH_DELTA_FROM_7B77DA5B.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-050","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/R3_58566B83_BRANCH_VISIBLE_EB15_PACKET_HASH_CHECK.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-051","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/R3_58566B83_CARRIED_FORWARD_EB15_BOUNDARY_ROWS.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-052","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/R3_58566B83_INCOMING_WAKE_DEDUP.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-053","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/R3_58566B83_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-054","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/README.md","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-055","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/SHA256SUMS.txt","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-056","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/carried-forward-eb15-boundary/B3_UPLOADER_READY_SUMMARY.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-057","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/carried-forward-eb15-boundary/R3_EB15C5DD_BLOCKERS_AND_RECOVERY_ROWS.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-058","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/carried-forward-eb15-boundary/R3_EB15C5DD_INCOMING_WAKE_DEDUP.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-059","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/carried-forward-eb15-boundary/R3_EB15C5DD_REVIEW_ONLY_BOUNDARY_ROWS.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-060","A","interlanguage-sidecar/rtl-persianate-arabic-58566b83-7b77-eb15-branch-visibility-audit-20260706/R3_58566B83_7B77_EB15_BRANCH_VISIBILITY_AUDIT_20260706_20260706T211509Z/carried-forward-eb15-boundary/R3_EB15C5DD_SOURCE_USE_FACT_CHANGE_AUDIT.csv","r3-58566-packet-branch-visible","verify-visible-package-or-carry-forward; no new draft from publication alone"
"delta-061","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2B1FED31_R3_R6_NONSLAVIC_SOURCE_GATE_BATCH_20260706_AUDIT.md","b3-transfer-audit-context","B3/context only"
"delta-062","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2B1FED31_R3_R6_NONSLAVIC_SOURCE_GATE_BATCH_20260706_COMMIT_PAYLOAD_AUDIT.csv","b3-transfer-audit-context","B3/context only"
"delta-063","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2B1FED31_R3_R6_NONSLAVIC_SOURCE_GATE_BATCH_20260706_MANIFEST.csv","b3-transfer-audit-context","B3/context only"
"delta-064","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2B1FED31_R3_R6_NONSLAVIC_SOURCE_GATE_BATCH_20260706_PLACEHOLDER_REVIEW.csv","b3-transfer-audit-context","B3/context only"
"delta-065","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2B1FED31_R3_R6_NONSLAVIC_SOURCE_GATE_BATCH_20260706_ROOT_SUMMARY.csv","b3-transfer-audit-context","B3/context only"
"delta-066","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2B1FED31_R3_R6_NONSLAVIC_SOURCE_GATE_BATCH_20260706_SHA256SUMS.txt","b3-transfer-audit-context","B3/context only"
"delta-067","A","transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_2B1FED31_R3_R6_NONSLAVIC_SOURCE_GATE_BATCH_20260706_VALIDATION.csv","b3-transfer-audit-context","B3/context only"
"delta-068","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-069","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-070","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/README.md","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-071","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/SHA256SUMS.txt","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-072","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/b3/B3_ROUTE.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-073","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/blockers/R6_2B1FED31_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-074","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_2B1FED31_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-075","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/branch-current/R6_2B1FED31_LOCAL_HEAD_NAMED_FILE_HITS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-076","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/ethics/R6_2B1FED31_ETHICS_AUTHORITY_CONTINUATION_MAP.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-077","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/fable/R6_2B1FED31_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-078","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/input-verification/R6_2B1FED31_PRIOR_PACKAGE_SHA_VERIFY.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-079","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/logs/LOGBOOK_EXCERPT_20260706.md","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-080","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/mutual-watch/R6_2B1FED31_MUTUAL_WATCH_OBSERVATION.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-081","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/source-use/R6_2B1FED31_SOURCE_USE_CONTINUATION_LEDGER.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-082","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_2B1FED31_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-083","A","uploader-transfer/r6-2b1fed31-current-head-source-start-continuation-20260706/R6_2B1FED31_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/witness-index/R6_2B1FED31_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-084","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/MANIFEST.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
"delta-085","A","uploader-transfer/r6-58566b83-current-head-source-start-continuation-20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260706/R6_58566B83_CURRENT_HEAD_SOURCE_START_CONTINUATION_COUNTS.csv","r6-source-start-context-only","adjacent context only; R6 does not authorize R3"
