choice_id,component_id,scope,source_term_or_issue,reader_choice,status,rationale,rejected_alternative,unit_terminology_ledger_safe_locator,unit_terminology_ledger_bytes,unit_terminology_ledger_sha256,revisit_condition
SGA2-VIII-CUM-C23-TERM-INHERIT@1,SGA2-VIII-CUM-C23,Section 3 applications and Theorem 3.1,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-APP31/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,8790,06C92E9A6432FEF9F190E260497BEE7E76B45D6C5EDCBF330352F4CD2F4CBBD0,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C24-TERM-INHERIT@1,SGA2-VIII-CUM-C24,Proposition 3.2 statement,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P32S/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,5705,EB7938B560762F5E0E4F736378CA6F69C9011399138DA541F0210A743EE4B07A,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C25-TERM-INHERIT@1,SGA2-VIII-CUM-C25,Proposition 3.2 proof opening and condition c,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P32P1/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,4369,C106C0A6701F0466A76B610E65A013CB7809A755AAC1CB5DE9A4392194562988,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C26-TERM-INHERIT@1,SGA2-VIII-CUM-C26,Proposition 3.2 proof: a implies b,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P32P2/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,3639,21A25D3B4FC65859EA224B3FE3E38B61DF06FC84E7A755E9945A98A5A6923A6B,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C27-TERM-INHERIT@1,SGA2-VIII-CUM-C27,Proposition 3.2 proof: b implies a opening,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P32P3/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,3706,3D9F371A48C58424C498F93360996E1F3A8C4E6861D7275F89440414E91366B9,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C28-TERM-INHERIT@1,SGA2-VIII-CUM-C28,Proposition 3.2 proof: b implies a case split,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P32P4/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,3362,C763824CF9552B5F9387F97CAD1647EFCEA58C676F9CCFF3C9868C36F7EC8FCA,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C29-TERM-INHERIT@1,SGA2-VIII-CUM-C29,Proposition 3.2 proof: regular-local close,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-P32P5/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,3669,C8646FF78FAF95A4806F10A3DD3625064200192826B33E7808FDC90F7B88EB1C,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-C30-TERM-INHERIT@1,SGA2-VIII-CUM-C30,Bibliography M and Exposé VIII close,"bounded-unit terminology, normalization, adverse deltas, and rejected alternatives",retain the frozen bounded target body without cumulative wording normalization,retained_by_exact_body_identity,Cumulative assembly is not authorization to silently rewrite independently reviewed units,cross-unit stylistic rewrite during assembly,bounded_unit_evidence/SGA2-VIII-BIBM/TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv,3717,5A023A39BB8CCFF724C8009A15EEF959B5882F3FECD65D85B1C1647A526DFB78,documented authority correction or new source evidence or documented editorial adjudication
SGA2-VIII-CUM-TERM-031@1,global,global,préschéma,prescheme,recorded_cumulative_policy,period register,scheme,,,,SGA-wide terminology ruling or documented source correction
SGA2-VIII-CUM-TERM-032@1,global,global,cohérent and quasi-cohérent,coherent and quasi-coherent,recorded_cumulative_policy,US spelling and SGA-wide register,British spelling or uncontrolled hyphenation,,,,SGA-wide terminology ruling or documented source correction
SGA2-VIII-CUM-TERM-033@1,global,global,faisceau,sheaf,recorded_cumulative_policy,standard English mathematical terminology,bundle or unmarked module where the source says sheaf,,,,SGA-wide terminology ruling or documented source correction
SGA2-VIII-CUM-TERM-034@1,C02-C09,C02-C09,underlined roman functor F,underlined roman F,recorded_cumulative_policy,distinguishes the functor from a sheaf,calligraphic F in the early functor passage,,,,SGA-wide terminology ruling or documented source correction
SGA2-VIII-CUM-TERM-035@1,C10-C29,C10-C29,calligraphic sheaf F,calligraphic F,recorded_cumulative_policy,preserves the reviewed target notation,underlined functor F in the later sheaf passage,,,,SGA-wide terminology ruling or documented source correction
SGA2-VIII-CUM-TERM-036@1,C22,C22,upright French F and G,calligraphic F and G under closed Option A,recorded_cumulative_policy,explicit target normalization successor with GitHub readback,claim literal glyph preservation,,,,SGA-wide terminology ruling or documented source correction
SGA2-VIII-CUM-TERM-037@1,C22,C22,French line 2865 F after F double-prime,retain the reviewed target while flagging the source referent as unresolved,recorded_cumulative_policy,no silent source emendation,silently replace the French authority,,,,SGA-wide terminology ruling or documented source correction
SGA2-VIII-CUM-TERM-038@1,global,global,jcreinhold English wording,comparison only,recorded_cumulative_policy,one LLM-generated lineage cannot establish agreement,promote comparison wording without French checking,,,,SGA-wide terminology ruling or documented source correction
