archive_member,visual_id,relative_path,bytes,sha256,width_px,height_px,color_mode,image_format,parent_pdf_sha256,parent_pdf_index_0based,parent_pdf_physical_page_1based,book_folio,page_resolution_method,page_resolution_confidence,expose,linked_tex_file,linked_tex_sha256,parent_page_rotation_deg,parent_scan_width_px,parent_scan_height_px,parent_scan_effective_dpi_x,parent_scan_effective_dpi_y,generator_script,generator_script_sha256,generator_match_method,generator_source_class,evidence_class,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_parameter,manual_review_link,qa_disposition,read_count,duplicate_instance_count
images/SGA7I-VIS-00029_c8446_446_z_last.png,SGA7I-VIS-00029,c8446_446_z_last.png,9461,00920438B185DF5D9E9A0ED2B0453068135B2D10A6A4DC085A103B9F97FFC1E7,4001,390,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,446,447,435,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,crop_j8446_b.py,D945A009C449873D97EF1994240B8F37732122D59788D23174849F889F109375,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,0.05,0.825,0.95,0.88,4000,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00030_z56_lowk.png,SGA7I-VIS-00030,z56_lowk.png,22779,00974AF027D230BF24E83A6F0F89717D6B6B5010D6CF568ECFDB42E7B1019C54,1949,349,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,56,57,45,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,crop_f264_d.py,0430CC4C4A13A179A79F1FAA40655424379D8D280A4F9F9668E69B204638DAE6,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,2600,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00031_crop_112_z27.png,SGA7I-VIS-00031,crop_112_z27.png,27542,009AF199F1289F6B96AE2DFC3458D0FD9B0D5084082A6BCE4F7D972DB871EC21,2600,307,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,112,113,101,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3486,360.0,360.0,crop_f265_e.py,755F64DEC9B190B016245A06D9090680170AC517F542E1F2F3F090FBB0AE43DA,output_pattern,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00033_c120_s3L.png,SGA7I-VIS-00033,c120_s3L.png,16587,009EA0018B3A8DDF9601208EC79FDC37FC94584D8EB4E002A16D1EA3E879870F,3001,703,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,120,121,109,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3486,360.0,360.0,f6124_pilcrop2.py,8643332910DC73FCE7A6947152D8EB165368016C694A5261B6748DA705A80C59,nearest_preceding_90s,source_or_derived_dynamic_input,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00035_c24_phi.png,SGA7I-VIS-00035,c24_phi.png,17858,00B044D352DE412F6A9DCF553A4B11AE40DBCE4C19B454F692EF980E1A3E2171,7840,740,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,24,25,13,numeric_filename_inference,medium_filename_inference,I,expose_I_body.tex,9C67987E9ED7DFC3A13511BDDDD0D2657DA9A2E6756442FE431A1B6E1FCAB503,0,2265,3486,360.0,360.0,crop_tyD.py,A67A8FB9148FD521FEBA6C1413BF32C7FE1932DE21317BC5DD50FFAD8E2B5377,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,6000,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00040_p122_OX.png,SGA7I-VIS-00040,p122_OX.png,4116,00DE80E7081C2BDACF39887F9A7E28E38DF43E2665BE4558C5F1FF5C011FE075,2133,628,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,122,123,111,explicit_page_filename,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3486,360.0,360.0,f6124_pilcropB.py,59DB11CF82A115359508E585178F0A9744B09F8576713F0B09755E6B2F494875,nearest_preceding_90s,source_or_derived_dynamic_input,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00042_c117_b.png,SGA7I-VIS-00042,c117_b.png,93065,00E3E43B79B8E0A37993C2273877329099BE04CA33475813389F3C05AAEE671E,3000,357,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,117,118,106,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,glyph2.py,2A36A66BE05D1A43C859A80DA06BFDD9B51CA421D8483DE476D32FDFAF81C251,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00044_p90_z2.png,SGA7I-VIS-00044,p90_z2.png,58577,00EC41D1B70C250819CA9A7C83DDC48BEDE974D51DC4F4B38115EBE7324F64C1,3000,900,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,90,91,79,explicit_page_filename,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,crop_f498.py,0320E08B9CC7C0801826F05D162D03FE99FDC9C43DC1AF8996949FAC9429F2C6,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,4200,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00045_c_92_C.png,SGA7I-VIS-00045,c_92_C.png,97079,00F3A5BC6B4D138FFA8BBE2BB258442D705D6D9F0673A0535C3F62879A41CC5B,2600,641,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,92,93,81,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,crop_f488.py,4059203042AA9523088DCE6B77A310EAE8F798F3E210C3E43E5FE6B3DBD1588B,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,6000,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00047_p328_sysloc2.png,SGA7I-VIS-00047,p328_sysloc2.png,75324,00FCB4095160103E68FB4951BC0D483D7FF9D3A285147780A30CA88F9DF11AE2,3744,371,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,328,329,317,explicit_page_filename,high,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2195,3495,360.0,360.0,rawcrop.py,48FB657B43DDE994147A120734E052BC003B4675D1B8F3E9031D07276AAF388E,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00049_s462_ou.png,SGA7I-VIS-00049,s462_ou.png,122380,01065812CA28A8376170EE6BC048204BBD45F3687318CEE7B764050FC64F5C7D,16560,1030,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,462,463,451,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,crop20.py,D1C9BF7CD9BB35D610A122871C14D90A7D8CF717DD03D8D4AC11FD4B0F1FB63A,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,0.06,0.185,0.75,0.212,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00051_z153_e2r.png,SGA7I-VIS-00051,z153_e2r.png,32397,010F5B3530B1426B0524A169CDD8A3E61369286966462D50C94CF30420FC0E29,3000,341,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,153,154,142,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3460,360.0,360.0,crop9_f8154.py,AD07016B62A589D1C5FE27FB1480E3881F7CD6805CE0901F11A46DD89DF1A7CA,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00054_w_374_ON.png,SGA7I-VIS-00054,w_374_ON.png,13617,011111F457807004A5ED7C59E3E92A9636B089B3EF4271F88D85E3369D5AF754,4601,379,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,374,375,363,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2195,3495,360.0,360.0,crop_zoom4.py,A19732ACD67DF451E1D41E8243DD81D749BF1BD6F1DB61E7448968C70F646B15,output_pattern,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00057_p51_obA.png,SGA7I-VIS-00057,p51_obA.png,17634,0125F2B9B4BB42A4CE061732A87B4F6129E8F810984870B85A60A3A796047792,7800,656,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,51,52,40,explicit_page_filename,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,cropsC.py,A45B3036464B331FF71952C063686AB4468779D15BD3E83E9264F776BEBE4791,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,0.15,0.53,0.8,0.565,7000,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00058_cropp_443_L1.png,SGA7I-VIS-00058,cropp_443_L1.png,36252,012C0A71D3827AFBFAD4B663BE2A07A9D06B4ED67946565962D0D01F8484148E,3401,160,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,443,444,432,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2169,3460,360.0,360.0,crop_p115.py,186CA7B6691F32E34A9676994432F7B1B215BE82AC681FFD8781212817040C97,output_pattern,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00059_c223_e1b.png,SGA7I-VIS-00059,c223_e1b.png,8993,012D86C32D7F975BD3C34B3CC921068C650A8B4A0D483C26BFDD05CB4E3D3272,2799,340,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,223,224,212,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3460,360.0,360.0,crop9_h2218.py,842F52438CB2CFCECB3DB5EBE50DEB54D3DBDA2E1A0C11C71C9602C5BE85D35B,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,3400,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00063_c103_disp11.png,SGA7I-VIS-00063,c103_disp11.png,43777,014EBB92DFCA25C84DD14F6F0694A66803ACDDCE86E76972FF860D44F48F8072,3000,384,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,103,104,92,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,crop_p115c.py,8B8AD3AD1F6C008A36028431F1869C25AE973E399C4BBC1B5617673BDA35A2C4,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00064_c_157_b13.png,SGA7I-VIS-00064,c_157_b13.png,14962,014FAAC660BD52DDDB308D8DF06597BA76ADC9EE40744B7369C69AF608A99A9C,3401,273,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,157,158,146,numeric_filename_inference,medium_filename_inference,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3460,360.0,360.0,crop_f8157.py,F291803B5055BF10CC352816D64BF258611D02EDBEAC0EDD4152F25E6FE6E29A,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00067_x_115_we2.png,SGA7I-VIS-00067,x_115_we2.png,14922,015BBCB8392CD33AD5607FCEF1AD007E4881D6E35C191490A9F384F55637F47A,1901,168,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,115,116,104,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,crop_p115e.py,8DFB21C7D9D069693022433A8F11D73C75297513E5D8126386E8B99A91006241,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,0.52,0.748,1.0,0.775,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00069_crop_p154_a.png,SGA7I-VIS-00069,crop_p154_a.png,47646,0161A74529C93CF49C887D37930CA163F650E2FD6A555B2D962FA3513D3B7AF3,3400,400,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,154,155,143,explicit_page_filename,high,VII,expose_VII_body.tex,78F816BF7B5FCD8A74D16740473E367C8F00D6A0C2A998A16B281BD294F4321D,0,2221,3486,360.0,360.0,crop_tyC.py,FEAA2EA634CF15C5AF48C7DC4C66CE7ACDCA53F1DC95730C05CA72B58D8DB398,output_pattern,source_or_derived_dynamic_input,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00071_t_pi.png,SGA7I-VIS-00071,t_pi.png,34070,016E9268D6B2B8A57F42CD126EA096145D1330E2858A72CB5759442D61C022B2,6000,842,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,45,46,34,generator_job,high,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2221,3460,360.0,360.0,crop45e.py,0FFA8085721A3941BDC77A7919F9C95463E418C30655129418550D248D0D6AC1,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,0.1,0.69,0.6,0.735,12000,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00079_c46_46_diam1.png,SGA7I-VIS-00079,c46_46_diam1.png,30428,017CD85F3D988410005E67C01338F70E061966916AA56991A21ECA79735B158C,3001,1716,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,46,47,35,numeric_filename_inference,medium_filename_inference,VI,expose_VI_body.tex,1EBB034E07D18C557462CF109DFBB9F105351CAC7E19923B6B4865A58EF58E48,0,2265,3486,360.0,360.0,crop_tz40.py,530E1EE5B76D0F18B7CFAE4BED504B4919652F78E47C265E31A5CCB7E7C64184,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,6000,review_log_page_link,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00082_Y_i.png,SGA7I-VIS-00082,Y_i.png,42358,018183FBB41075F8EE49543979A74A0988C3FE32FCE7A745B97D2D6A81CDA8F3,2480,252,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,,,,unresolved,unresolved,unmapped_front_matter_or_unresolved,,,,,,,,crop7_h2218.py,394D43577D5228893D59DF23680BDA7C787FA95F609AA7D23B20BBACE518B989,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
images/SGA7I-VIS-00083_j5382j_def516.png,SGA7I-VIS-00083,j5382j_def516.png,6914,0181CE467B727F8FF84FEF543149AC1614FD2B23BABDAB77C49FDC3DD50C5DF0,4400,640,L,PNG,9CD40FF06EB1E488AF385A56899D4F492492A06A1E2E3C0ED6876B82E3E3603F,516,517,505,numeric_filename_inference,medium_filename_inference,IX,expose_IX_body.tex,B6DC4BA91E2684B0761542CF9CD580DD46564071E035454A8861D88125006F8B,0,2178,3460,360.0,360.0,crop8_j5382.py,7E4AEC176525DA477913AAFA0A30C1B31AF34BA2051D3B22140AFEF1C3D8C35D,nearest_preceding_90s,controlling_540_page_scan,targeted_crop,,,,,,no_individual_review_link_recovered,generated_working_evidence_not_individually_claimed_reviewed,0,1
