visual_id,relative_path,bytes,sha256,parent_pdf_index_0based,parent_pdf_physical_page_1based,book_folio,expose,linked_tex_file,generator_source_class,disposition
SGA7I-VIS-00048,p2z.png,7010,0100F1002470760DF3758507ADF78169D7FC88AF05F55FDF85E108F046F9734A,394,395,383,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00052,c500_i5.png,14903,011053123CC29BD1C2D3187F2BBB847CAE84D55019A3C122E26C95BCDE8AA01C,500,501,489,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00053,crop_282_g1.png,47151,0110A353AB9CFD1A59C2AF43EEA76E4DE269244245D01A0D76C3F8DE1C7C489A,282,283,271,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00056,c179_c.png,79101,0122B9167F6BA70D749D55CBF7CA2B86B104D0227495823FF3E63422B6990880,179,180,168,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00060,crop_215_pr2.png,66374,012F074A0D7804B3EE664AF6C28E6E48D7E8F2D3B59689E50200BFA4D589CB73,215,216,204,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00061,q304_l09.png,21258,01366DE49E92CCFA8D74176D358E4B9EB146DDB1D727BF8F69FF84F324E21EAB,304,305,293,VIII,expose_VIII_body.tex,non_image_helper,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00065,c148_b.png,68747,015385396D161D1034569A2F29A977034C1A95962837C4C447291348F569F4BF,148,149,137,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00066,c3_457_A7.png,461989,015962BB94AC127C9E1B70F17CC62DE75B3B5273ABCCE97E04B1FEC5C4E95531,457,458,446,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00068,c532_b.png,50753,0160009D9FF4D0F84B1A3F0D30B67D2686EAFA49CD87C2F3620C460F89E227C1,532,533,521,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00072,c380_b.png,61745,017289CF066DCBD91281BEF6088B0507F2207E6C6E6B035FDDB6298C2D61EDD4,380,381,369,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00074,crop_206_row2.png,8301,01756863CF02F885A5C17EDA826C7CBE9DB984FFDB6C981A936D7DE991F7D6E3,206,207,195,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00075,k449_long2.png,13573,017569D2864E047730CCD0784C98F036B63CB5CCCE2553005CF95AE312CA7A09,449,450,438,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00076,crop_152_sgd.png,5750,0176BCA86F3FBDD7E1F06223E4138136F548736ED0E22201D40C62ACE341BA29,152,153,141,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00087,z_466_H2_iso.png,2688,019A5E51385508B9235C553AF0B68D7C8CDDBDC9F5F7595320F0904539516B6F,466,467,455,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00088,c416_simeq.png,30266,019B29D95C28E0C5E15CD2D1236A88961B4D6246BC795818D9ABD55920106590,416,417,405,IX,expose_IX_body.tex,non_image_helper,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00091,c179_m4.png,32580,01A1D9ED3F121260F84154449CACDE2DFD6EA60D967606A66E6AACDAEE47A24D,179,180,168,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00096,s256_l1.png,12397,01B20110283B907656424E643A23B2AAAFBAEAC6C2F08AE3E0EF6B02CADE1113,256,257,245,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00099,crop_289_last1.png,74636,01BB5F419EB13E4151D75310EC1AC2C75D88388FAE2D22AB2B1234BBA0E4147E,289,290,278,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00103,crop_480_v_dt4.png,12843,01CA2BF082CE423E1C83FC7F026B5ABE08656805C960213748F3F2A7450C9E41,480,481,469,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00104,c468_b1.png,11912,01CB88D6F43F2042CD43029BD2D20F40F637196A5DE09AA43C913E5D59A8A4F5,468,469,457,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00108,crop_161_A6.png,27170,01D446C5E4B4B3A274CB0B91F37AB54BA621DE0E802E5CDAE76E24BABFD01174,161,162,150,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00109,c234_l1.png,11591,01D719A418A1BC72EF2E2DC6EFADDA09023A9298F5A1F6894EFB8DF82F4AC81F,234,235,223,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00111,crop_215_th2.png,79513,01E3674AF06A22317DB44B8F43A2D5162EAEA2DC3E7C309D032684A8B23DACDC,215,216,204,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00112,c204_diag.png,29820,01F68ED3560A2AB3909EE2DA237086383C2942B23161F87E314C7157BCA8B186,204,205,193,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00114,e228_H_r3b.png,27003,01FEC59FD64076F195CE1E1637AFA91D6C2BD20DB4495B6F027D9D1D10996B13,228,229,217,VII,expose_VII_body.tex,source_or_derived_dynamic_input,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00115,w9d_323_C8.png,7810,0205945855172353231980E32E33E3D1A11013536FDD45671E22E1BF5FB1C492,323,324,312,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00117,V170_6a.png,8444,020C8B7A9C47E11823389E7EF116A6047DA93DD9ECD42A757D53EBEEE16E887F,170,171,159,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00119,w_467_X_last.png,22820,0220FDDA9D52E8CC0B0637F2294ED711409E32CE6D130022A366972AA0507B40,467,468,456,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00122,c468_ref1.png,7483,02338C7D1DBF54422BF97D59AB7864964D9A40AC903A64DDC919E9D3C7D1F184,468,469,457,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00125,crop_b_bot.png,116896,0237E8EF0DA475239CBE73E42E8CF8173168CB132C788E30B0FC5E1A99B70C22,420,421,409,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00128,y_559.png,35480,024BC6838A3AADCB1F6D758CBA4A6B174B89EBC1F0D2A5A060A0D7D2E8A80EA8,390,391,379,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00129,c494_para1.png,51486,025036E9D4D71ED02D9BD4F8DFD6AEC99C8ADF9C4A0F613BE2D22E7516A84FBF,494,495,483,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00130,y_203_eq343b.png,8427,025E58E60C029582F5E9BBC077F0BBEF87D1093678EFFA7FEEAD69A6C05B87E2,203,204,192,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00133,c354_l6.png,20888,027A1444C52F48F83F52054FAD2304A4CADEEE5CFCC37FCD94BB81286E98FEE6,354,355,343,IX,expose_IX_body.tex,source_or_derived_dynamic_input,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00134,crop_282_e1.png,22969,028042DEFFC4F67F3556C3CB3BEDF106BCE4FB124E68BCFB0A3D0A6FEF4D3094,282,283,271,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00138,crop_333_p333e.png,17492,028D2E7EBF0DB51F35E718DCA622A1C0EC4E42959DA52A945D6FC9F8D7A1542C,333,334,322,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00142,w9d_323_BIB.png,7780,029F9FCA098A77A9189AFB5F8BFDE6767E04FE89EAC5070FF27859D29EFC7721,323,324,312,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00143,c209_l2.png,28296,02A5295FF1578F315DEC509E79AC29366313C52BA5085995090209E8DA53EDD5,209,210,198,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00144,c170_t1.png,81893,02A54364592A30DEAAD2D1BB311C295BE7E8275314A772F0515A804D358E615B,170,171,159,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00145,crop_287_GMK.png,6934,02A64BAF797420C8DF9BB20FBE870C044F88704C2C15FA6F6410DE54FF39855F,287,288,276,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00147,c3_456_P3.png,281324,02A819BB9E706C9C9BAA451F3F1B79DBEE5016B1661C2324D35131BCD92D3319,456,457,445,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00149,crop_260_hdr.png,5704,02AA47028F06F956BF48C610086298AE12CA60878C9AE2518EF8CEDAA537C8C0,260,261,249,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00150,c_301_hdr.png,17288,02AB5AF230B13642F028A26B87889B2A297D55B5B1901C98EE12C9A188C6F2FA,301,302,290,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00156,c355_a.png,69015,02D1F8D90E98DC5906FE0CBDBE1B69B1FD3ECEB12A5A5CD4B32048130FD71419,355,356,344,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00157,p465_diag2.png,23797,02D60664906844E5EEAD3EE986C366F65D8A60B7829E13C2EA67A3C6D59A05A5,465,466,454,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00159,crop_215_t361b.png,7092,02F15E120E22D29E6DB56586201337A2100D19A81BB064B3251E79DFEED9DBAF,215,216,204,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00163,t_13313arr_503.png,18000,0302605D861582E189AB4B65D8BD14B7A6A2DF534C4D9FE2F3F3F7B0BB0250BE,503,504,492,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00165,d232_d.png,39762,0303981A976033DC23CB97FA23D2E3022E87BEF8B51AA99837C642EEB5A81962,232,233,221,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00171,c284_411_1.png,26637,03152364D38C53711D2B3504B6942C69A5809F8955CBB7179927316FD464D3C4,284,285,273,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00172,notee_partial.png,7963,03180A200B114EDD674D71A532D716BC3443E4F12E734F2E0FB55D09F66801BB,65,66,54,VI,expose_VI_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00174,d484_124b.png,24399,031BEC82DD23EDEFF149078273AE84638BFA90250DCE6C6ADD683B9A08048B4D,484,485,473,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00175,z_217_r1.png,19579,031DE4AED0D1A523C6DE74F52F5104990B965CAE810281BF03DED9F892B04C37,217,218,206,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00177,d9452_453_z6_1032.png,6386,03256203A205A2AE64F625B00E84D9B264FAE7AB43D5BBCF15C040C031390102,453,454,442,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00179,k2502_502.png,461339,032B91AB0C8EA8B07D771768B16B0D6D5EF9AF38762D4E3C8FAB112DB07500C5,502,503,491,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00181,zz1235_236_pourra.png,3994,0332A7ACCCF3F0E708947B44FDD47D48E54B34FEAC11756CCD386DD65D3EBD19,236,237,225,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00182,c164_eq3.png,7159,033CE680D456F407EBAE09CA508C4A3A000A348DC71529D03C3A2C390D22B08F,164,165,153,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00183,z_W1.png,11742,033DBB0529888FED551051FDD863FF8A668DE7129BB47516209735861B26BC0B,518,519,507,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00187,c262_disp.png,11484,0347DED4570DBB1806DFB9E771BF850A9CED5BB8925F3D3AA074E9CB9EA911CA,262,263,251,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00188,cm_394_last2.png,20465,034B22A6F916220447E6875A27F8E1485861AF62AB09664C44A6C5ACAC3095BE,394,395,383,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00189,c333_p7.png,13126,0352F545C03DD0DA7602CB31F1337721A979E327A0229D9F040A9566E45C1542,333,334,322,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00192,w170_11mid.png,4878,0371C50B77A2413B7801F134DE938E08AC6AFDCB766536E9FA23A868F61B7B2C,170,171,159,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00193,crop_281_a.png,130950,037A2869AA6277C8C8A81E69FF96439D7DC07AAFAACD33105F736D1536F62130,281,282,270,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00194,c178_p1.png,8197,037AE6093EEC62818456E0598E1A60CEAFDBC23177ADE5A968BA82C32610369B,178,179,167,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00196,c184_lastlinez.png,14064,03812DD68A1D6BFF93DF2DFADBF59C1DF0788DD399D9B14BC939CA52CD3B0C48,184,185,173,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00198,w9d_323_L1a.png,6337,0386DE5F79D67E4D79FEA813DEB27D636B12AE8365BEFA215332F3599D8D16CE,323,324,312,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00199,c312_h.png,36912,0388CE93CB873E223E7E9FB913670FFDF78961B9B316F7ABA80B7A06CFB983C2,312,313,301,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00202,c76_e.png,82906,03A14D6924D8295798D1336972C29A02F296BA20E7D4E84A1EB1C8D30C3158AA,76,77,65,VI,expose_VI_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00203,w180_2100.png,21643,03A8B35FE0EEFD1A105FBC77C56D951AE5F34696067C429E14CB7DD4ED526259,180,181,169,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00205,c339_b.png,46123,03B6A8CAC20C24D27C63D6199D7951889D05E3B46F2F1C670A82C7AC27726481,339,340,328,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00208,c423_line1.png,36854,03C0523413FD25C5DDBB9F4B34067A52B23A2E6088E9BC947DFE4B615F63CE84,423,424,412,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00215,z_217_t2.png,17591,03D4E6C63F861377468C6135F7FFF2638A3F3EEC10238D74F3330944603EA96F,217,218,206,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00217,crop_272_CMP3.png,8780,03DF4C7677656601441C972B5D0C1B2CD8A6856B4503D3D1F7603EE82CA9F9BA,272,273,261,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00218,c247_d1.png,6005,03E7A1791E8B6A48D8EDC5D364DA7E5249EC5C6A32C46F1B7564A5CEADE6ECE2,247,248,236,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00225,c293_t7.png,13072,040F389A525D891862E73443951CA24483F82339C64F7696855E9A6C6B5F2ED4,293,294,282,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00230,crop_210_diag351b.png,48768,042330B64CFC228C9AA96DA90E0E2F364F94E911CEFD87015D9552E66762AA23,210,211,199,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00231,w180_1080.png,16212,0429766D316ACD4E8D5B5B891F4EF8CA980D47212D573E7FEA056C3A2F00FD05,180,181,169,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00238,crop_265_eq1.png,54683,044F3672B2E8C36DB7675EB37CAA41EB6062DAAEB8F411EE79A3DF1160C1FF2F,265,266,254,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00239,c335_d.png,42832,0450B39477E0989E53C05B58ECD14F22A67FBBE61957983EC2D878B5F8B24151,335,336,324,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00241,zz1235_236_pourra2.png,3980,045D7EA62167542769CC00DB33DEBA10FDB362877AD4510A03154FCF2F0053C7,236,237,225,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00242,crop_160_Legaux.png,29775,0468110448B8EAB2E202DAA30F3A2C4AAD0D6B8DDE03C515EE257CC34B713C29,160,161,149,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00243,crop_331_q10.png,21830,047311CF295CB9A20E9C09784219BD13013C98D4A4061140192B6ABA1FFE7D6D,331,332,320,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00249,x_deU.png,11920,048D958B565CED9D1BDC3DC099529620C81627383BD267FA5B1435A859ACA5A3,,,,unmapped_front_matter_or_unresolved,,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00251,z194_B_s1.png,12582,0494C12DECF38A2A84CE22260BCE4279EC8CC9BA91BCFB50F43216088A008750,194,195,183,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00256,c148_mid.png,25099,04B332CD4888A4C65C99B7F0BBF503583B1C0B966EDE491151D1F3EE85328A4F,148,149,137,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00257,U171_22a.png,10106,04B455257F8F1F12B32CBF11B6213FC6BEB60C0BC9BC981A939447DFE2E195A3,171,172,160,VII,expose_VII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00258,c298_i.png,50243,04B957DAA24D81254561E882975ECC64D78CF439DC3E0EF448ABAEEFD8501A30,298,299,287,VIII,expose_VIII_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00259,k533_16bislabel.png,10095,04BB551BE9B32E3E95678E795A24684EAE97CAECBE0F6998EC4CA6A0E8B85963,533,534,522,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00260,x330_folio.png,13202,04BD0C0D81B8122086CCD608BDAEF317908CD9076AC66FDC87AE484509A22B3F,330,331,319,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
SGA7I-VIS-00264,c444_c.png,192572,04D302622978EAB75C5C3FCAC02FA70538054133CF2288636324F7EF71B7A32C,444,445,433,IX,expose_IX_body.tex,controlling_540_page_scan,ledgered_targeted_crop_not_present_in_surviving_local_cache
