"live_head","branch_path","git_object_type","git_blob","bytes","source_use_label","use_boundary"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_BLOCKERS_ACTIVE_RECOVERY_ROWS.csv","blob","44f36c5217d00e8b9ed9f5850b963bdcd1b0203d","1678640","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_BRANCH_VISIBILITY_AND_LOCAL_ONLY_LEDGER.csv","blob","b9c0defbbe93e5a6a4214b36e8059a615f700e69","979","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_CURRENT_HEAD_BLOCKERS_NEXT_ACTIONS.csv","blob","b9b3b2e05a8b9e29e9d5ecb01fe54c8a109f7e53","1067","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_DURABLE_STATE_POINTERS.csv","blob","bddbc6fe1138de9ffa6f942c3bbf7e270e070e66","1137","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_REVIEW_ONLY_BOUNDARY_GUARDS.csv","blob","8714cc41cf7452ee3b2e509472844dbf83d03d2a","2606","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_ROW_COUNT_LEDGER.csv","blob","b1db0396534e34fa86f97b20ccf4218ee65eb1d4","2146","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/BRANCH_FAA2_R3_0D_SOURCE_USE_ADVERSE_LEDGER.csv","blob","0abeaedd709e27bef018612e9b04b0357cf130d3","330553","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/HEARTBEAT_20260706.md","blob","d1000cd2a3945fa7f8d61625e20a81845ccffeab","589","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/MANIFEST.csv","blob","225b80f4a2dc50579a8dd7fcf11c09b113bd0545","5325","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/PACKAGE_SUMMARY_FAA2C330_ARABIC_CONTINUATION_20260706.csv","blob","9bd50bd2089f13fc5841ff4cb4ea0f6766a46df7","664","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/PACKAGE_VALIDATION.json","blob","09a0461e84acef1d970ef649db80fd8930e433a8","1190","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/README.md","blob","0dd0f45225333bfab1288393bc74e69229cd72c1","972","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/SESSION_LOGBOOK_20260706.md","blob","3cc5ae47a6ec8a6f1e2e8f38a6adba8f90574332","709","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
"fd3754d1f1d286e48791770427f3a2059f1854f5","interlanguage-sidecar/arabic-rtl-faa2c330-token-reset-recovery-continuation-20260706/ARABIC_RTL_FAA2C330_TOKEN_RESET_RECOVERY_CONTINUATION_20260706/SHA256SUMS.txt","blob","cf858a83be4b9345193c1df383c1c0f8b0e7218e","3207","branch-visible-arabic-faa2-recovery-packet","generated-draft/non-canonical/provenance only"
