"edge_id","source_file","source_line","source_column_1based","expose","reference_scope","visible_text","reference_form","reference_type","destination_stable_id","destination_label","resolution_basis","resolution_status","revision"
"SGA5-EDGE-000041","SGA5_English_sync_workpass.tex","1016","","I","I","3.1.1","r8_admitted","cued_internal_number","SGA5-TARGET-00035","sga5:I:statement:3.1.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000042","SGA5_English_sync_workpass.tex","1016","","I","I","3.2.1","r8_admitted","cued_internal_number","SGA5-TARGET-00042","sga5:I:proposition:3.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000043","SGA5_English_sync_workpass.tex","1020","","I","I","3.2.1","r8_admitted","cued_internal_number","SGA5-TARGET-00042","sga5:I:proposition:3.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000044","SGA5_English_sync_workpass.tex","1044","","I","I","3.2.1","r8_admitted","cued_internal_number","SGA5-TARGET-00042","sga5:I:proposition:3.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000045","SGA5_English_sync_workpass.tex","1055","","I","I","3.2.3","r8_admitted","cued_internal_number","SGA5-TARGET-00045","sga5:I:corollary:3.2.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000046","SGA5_English_sync_workpass.tex","1083","","I","I","3.1.6","r8_admitted","cued_internal_number","SGA5-TARGET-00040","sga5:I:statement:3.1.6","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000047","SGA5_English_sync_workpass.tex","1162","","I","I","3.1.6","r8_admitted","cued_internal_number","SGA5-TARGET-00040","sga5:I:statement:3.1.6","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000048","SGA5_English_sync_workpass.tex","1168","","I","I","(3.1.4)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00038","sga5:I:statement:3.1.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000049","SGA5_English_sync_workpass.tex","1168","","I","I","(3.1.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00037","sga5:I:statement:3.1.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000050","SGA5_English_sync_workpass.tex","1168","","I","I","(3.1.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00035","sga5:I:statement:3.1.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000051","SGA5_English_sync_workpass.tex","1168","","I","I","(3.1.5)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00039","sga5:I:statement:3.1.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000052","SGA5_English_sync_workpass.tex","1172","","I","I","1.7","r8_admitted","cued_internal_number","SGA5-TARGET-00011","sga5:I:definition:1.7","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000053","SGA5_English_sync_workpass.tex","1172","","I","I","3.3.1","r8_admitted","cued_internal_number","SGA5-TARGET-00049","sga5:I:proposition:3.3.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000054","SGA5_English_sync_workpass.tex","1193","","I","I","1.11","r8_admitted","cued_internal_number","SGA5-TARGET-00015","sga5:I:proposition:1.11","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000055","SGA5_English_sync_workpass.tex","1211","","I","I","1.11","r8_admitted","cued_internal_number","SGA5-TARGET-00015","sga5:I:proposition:1.11","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000056","SGA5_English_sync_workpass.tex","1232","","I","I","Theorem 3.4.1","r8_admitted","named_internal_reference","SGA5-TARGET-00051","sga5:I:theorem:3.4.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000057","SGA5_English_sync_workpass.tex","1239","","I","I","3.2.3","r8_admitted","cued_internal_number","SGA5-TARGET-00045","sga5:I:corollary:3.2.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000058","SGA5_English_sync_workpass.tex","1239","","I","I","3.4.1","r8_admitted","cued_internal_number","SGA5-TARGET-00051","sga5:I:theorem:3.4.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000059","SGA5_English_sync_workpass.tex","1248","","I","I","1.15","r8_admitted","cued_internal_number","SGA5-TARGET-00025","sga5:I:corollary:1.15","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000060","SGA5_English_sync_workpass.tex","1256","","I","I","1.15","r8_admitted","cued_internal_number","SGA5-TARGET-00025","sga5:I:corollary:1.15","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000061","SGA5_English_sync_workpass.tex","1260","","I","I","3.1","r8_admitted","cued_internal_number","SGA5-TARGET-00034","sga5:I:subsection:3.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000062","SGA5_English_sync_workpass.tex","1272","","I","I","(3.4.4)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00054","sga5:I:corollary:3.4.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000063","SGA5_English_sync_workpass.tex","1272","","I","I","(2.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00027","sga5:I:theorem:2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000064","SGA5_English_sync_workpass.tex","1272","","I","I","(1.15)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00025","sga5:I:corollary:1.15","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000065","SGA5_English_sync_workpass.tex","1272","","I","I","(1.7)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00011","sga5:I:definition:1.7","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000066","SGA5_English_sync_workpass.tex","1277","","I","I","(1.15)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00025","sga5:I:corollary:1.15","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000067","SGA5_English_sync_workpass.tex","1283","","I","I","(4.2.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00059","sga5:I:equation:4.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000068","SGA5_English_sync_workpass.tex","1283","","I","I","(4.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00122","sga5:I:equation:4.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000069","SGA5_English_sync_workpass.tex","1283","","I","I","(4.2.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00059","sga5:I:equation:4.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000070","SGA5_English_sync_workpass.tex","1317","","I","I","(4.2.2)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00060","sga5:I:equation:4.2.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000071","SGA5_English_sync_workpass.tex","1327","","I","I","(4.2.2)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00060","sga5:I:equation:4.2.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000072","SGA5_English_sync_workpass.tex","1363","","I","I","(1.7)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00011","sga5:I:definition:1.7","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000073","SGA5_English_sync_workpass.tex","1367","","I","I","(4.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00124","sga5:I:equation:4.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000074","SGA5_English_sync_workpass.tex","1396","","I","I","(2.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00027","sga5:I:theorem:2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000075","SGA5_English_sync_workpass.tex","1396","","I","I","(4.4)","r8_admitted","parenthesized_internal_number_context_resolved","SGA5-TARGET-00067","sga5:I:lemma:4.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000076","SGA5_English_sync_workpass.tex","1396","","I","I","(1.15)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00025","sga5:I:corollary:1.15","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000077","SGA5_English_sync_workpass.tex","1398","","I","I","(4.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00122","sga5:I:equation:4.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000078","SGA5_English_sync_workpass.tex","1404","","I","I","(4.2.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00059","sga5:I:equation:4.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000079","SGA5_English_sync_workpass.tex","1405","","I","I","(4.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00124","sga5:I:equation:4.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000080","SGA5_English_sync_workpass.tex","1415","","I","I","(4.5.2)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00070","sga5:I:equation:4.5.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000081","SGA5_English_sync_workpass.tex","1415","","I","I","(4.5.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00071","sga5:I:equation:4.5.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000082","SGA5_English_sync_workpass.tex","1417","","I","I","(4.2.2)''","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00062","sga5:I:equation:4.2.2:3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000083","SGA5_English_sync_workpass.tex","1417","","I","I","(4.2.2)'","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00061","sga5:I:equation:4.2.2:2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000084","SGA5_English_sync_workpass.tex","1426","","I","I","(1.7)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00011","sga5:I:definition:1.7","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000085","SGA5_English_sync_workpass.tex","1438","","I","I","formula 1.12","r8_admitted","named_internal_reference_kind_mismatch","SGA5-TARGET-00017","sga5:I:proposition:1.12","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000086","SGA5_English_sync_workpass.tex","1438","","I","I","(4.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00124","sga5:I:equation:4.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000087","SGA5_English_sync_workpass.tex","1445","","I","I","(4.5.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00071","sga5:I:equation:4.5.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000088","SGA5_English_sync_workpass.tex","1445","","I","I","(1.7)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00011","sga5:I:definition:1.7","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000089","SGA5_English_sync_workpass.tex","1453","","I","I","(4.5.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00071","sga5:I:equation:4.5.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000090","SGA5_English_sync_workpass.tex","1453","","I","I","1.12","r8_admitted","cued_internal_number","SGA5-TARGET-00017","sga5:I:proposition:1.12","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000091","SGA5_English_sync_workpass.tex","1457","","I","I","(4.5.3)''","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00073","sga5:I:equation:4.5.3:3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000092","SGA5_English_sync_workpass.tex","1457","","I","I","(1.7)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00011","sga5:I:definition:1.7","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000093","SGA5_English_sync_workpass.tex","1465","","I","I","(4.5)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00068","sga5:I:subsection:4.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000094","SGA5_English_sync_workpass.tex","1465","","I","I","(4.5)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00068","sga5:I:subsection:4.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000095","SGA5_English_sync_workpass.tex","1476","","I","I","(4.2.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00059","sga5:I:equation:4.2.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000096","SGA5_English_sync_workpass.tex","1477","","I","I","(4.5.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00069","sga5:I:equation:4.5.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000097","SGA5_English_sync_workpass.tex","1479","","I","I","4.3","r8_admitted","cued_internal_number_context_resolved","SGA5-TARGET-00066","sga5:I:lemma:4.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000098","SGA5_English_sync_workpass.tex","1495","","I","I","(3.1.4)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00038","sga5:I:statement:3.1.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000099","SGA5_English_sync_workpass.tex","1495","","I","I","(3.1.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00035","sga5:I:statement:3.1.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000100","SGA5_English_sync_workpass.tex","1502","","I","I","(4.6.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00079","sga5:I:equation:4.6.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000101","SGA5_English_sync_workpass.tex","1509","","I","I","(4.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00122","sga5:I:equation:4.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000102","SGA5_English_sync_workpass.tex","1531","","I","I","(4.7.1)'","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00085","sga5:I:equation:4.7.1:2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000103","SGA5_English_sync_workpass.tex","1545","","I","I","(4.7.4)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00088","sga5:I:equation:4.7.4","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000104","SGA5_English_sync_workpass.tex","1545","","I","I","(4.7.3)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00087","sga5:I:equation:4.7.3","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000105","SGA5_English_sync_workpass.tex","1545","","I","I","(4.7.2)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00086","sga5:I:equation:4.7.2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000106","SGA5_English_sync_workpass.tex","1561","","I","I","(4.7.1)'","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00085","sga5:I:equation:4.7.1:2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000107","SGA5_English_sync_workpass.tex","1561","","I","I","(4.7.8)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00092","sga5:I:equation:4.7.8","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000108","SGA5_English_sync_workpass.tex","1561","","I","I","(4.7.6)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00090","sga5:I:equation:4.7.6","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000109","SGA5_English_sync_workpass.tex","1561","","I","I","(4.7.5)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00089","sga5:I:equation:4.7.5","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000110","SGA5_English_sync_workpass.tex","1565","","I","I","(4.7.1)'","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00085","sga5:I:equation:4.7.1:2","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000111","SGA5_English_sync_workpass.tex","1565","","I","I","(4.7.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00084","sga5:I:equation:4.7.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000112","SGA5_English_sync_workpass.tex","1585","","I","I","(4.7.7)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00091","sga5:I:equation:4.7.7","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000113","SGA5_English_sync_workpass.tex","1612","","I","I","(4.7.10)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00094","sga5:I:equation:4.7.10","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000114","SGA5_English_sync_workpass.tex","1612","","I","I","(4.7.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00084","sga5:I:equation:4.7.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000115","SGA5_English_sync_workpass.tex","1616","","I","I","(4.6.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00079","sga5:I:equation:4.6.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000116","SGA5_English_sync_workpass.tex","1624","","I","I","(4.7.1)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00084","sga5:I:equation:4.7.1","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000117","SGA5_English_sync_workpass.tex","1624","","I","I","(4.7.12)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00096","sga5:I:equation:4.7.12","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000118","SGA5_English_sync_workpass.tex","1624","","I","I","(4.7.14)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00098","sga5:I:equation:4.7.14","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000119","SGA5_English_sync_workpass.tex","1624","","I","I","(4.7.13)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00097","sga5:I:equation:4.7.13","preserved_r8_admitted_edge","compiled_resolved","R8"
"SGA5-EDGE-000120","SGA5_English_sync_workpass.tex","1624","","I","I","(4.7.12)","r8_admitted","parenthesized_internal_number","SGA5-TARGET-00096","sga5:I:equation:4.7.12","preserved_r8_admitted_edge","compiled_resolved","R8"
