candidate_id,source_file,source_line,source_column_1based,expose,reference_scope,visible_text,candidate_kind,displayed_number,candidate_labels,reason,status,final_classification,revision
SGA5-CAND-000030,SGA5_English_sync_workpass.tex,927,,I,I,Exposé XIX,expose,XIX,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000031,SGA5_English_sync_workpass.tex,946,,I,I,Exposé XVIII,expose,XVIII,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000032,SGA5_English_sync_workpass.tex,970,,I,I,Exposé VIII,expose,VIII,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000033,SGA5_English_sync_workpass.tex,1016,,I,I,Exposé VIII,expose,VIII,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000034,SGA5_English_sync_workpass.tex,1055,,I,I,Exposé X,expose,X,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000035,SGA5_English_sync_workpass.tex,1055,,I,I,Exposé X,expose,X,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000036,SGA5_English_sync_workpass.tex,1055,,I,I,Exposé X,expose,X,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000037,SGA5_English_sync_workpass.tex,1091,,I,I,Exposé XVIII,expose,XVIII,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000038,SGA5_English_sync_workpass.tex,1102,,I,I,Exposé IX,expose,IX,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000039,SGA5_English_sync_workpass.tex,1102,,I,I,Exposé XVIII,expose,XVIII,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000040,SGA5_English_sync_workpass.tex,1139,,I,I,Exposé IX,expose,IX,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000041,SGA5_English_sync_workpass.tex,1183,,I,I,Exposé XVII,expose,XVII,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000042,SGA5_English_sync_workpass.tex,1256,,I,I,Exposé VIII,expose,VIII,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000043,SGA5_English_sync_workpass.tex,2169,,III,III,Theorem 1.6,theorem,1.6,sga5:III:subsection:1.6,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000044,SGA5_English_sync_workpass.tex,2189,,III,III,Theorem 4.3,theorem,4.3,sga5:III:example:4.3,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000045,SGA5_English_sync_workpass.tex,2238,,III,III,Theorem 1.9,theorem,1.9,,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000046,SGA5_English_sync_workpass.tex,4473,,IIIB,IIIB,Exposé XI,expose,XI,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000047,SGA5_English_sync_workpass.tex,4637,,IIIB,IIIB,Proposition 7.12,proposition,7.12,,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000048,SGA5_English_sync_workpass.tex,5268,,IIIB,IIIB,Expos\'e XI,expose,XI,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000049,SGA5_English_sync_workpass.tex,5929,,IIIB,IIIB,Theorem 4,theorem,4,sga5:IIIB:subsection:4,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000050,SGA5_English_sync_workpass.tex,7094,,V,V,Exposé I,expose,I,,external_expose_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000051,SGA5_English_sync_workpass.tex,9269,,VI,VI,Exposé IV,expose,IV,,no_unique_included_expose_target,external_or_unavailable,external_or_unavailable,R8
SGA5-CAND-000052,SGA5_English_sync_workpass.tex,9274,,VI,VI,Exposé IV,expose,IV,,no_unique_included_expose_target,external_or_unavailable,external_or_unavailable,R8
SGA5-CAND-000053,SGA5_English_sync_workpass.tex,9306,,VI,VI,Exposé IV,expose,IV,,no_unique_included_expose_target,external_or_unavailable,external_or_unavailable,R8
SGA5-CAND-000054,SGA5_English_sync_workpass.tex,10390,,VII,VII,Lemma 1,lemma,1,sga5:VII:equation:1|sga5:VII:subsection:1,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000055,SGA5_English_sync_workpass.tex,11317,,VII,VII,Lemma 3,lemma,3,sga5:VII:section:3,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000056,SGA5_English_sync_workpass.tex,11708,,VII,VII,Lemma 4.1,lemma,4.1,sga5:VII:theorem:4.1,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000057,SGA5_English_sync_workpass.tex,12305,,VIII,VIII,Theorem 2,theorem,2,sga5:VIII:subsection:2,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000058,SGA5_English_sync_workpass.tex,13619,,XII,XII,Exposé XI,expose,XI,,no_unique_included_expose_target,external_or_unavailable,external_or_unavailable,R8
SGA5-CAND-000059,SGA5_English_sync_workpass.tex,14317,,XII,XII,Exposé XI,expose,XI,,no_unique_included_expose_target,external_or_unavailable,external_or_unavailable,R8
SGA5-CAND-000060,SGA5_English_sync_workpass.tex,15058,,XV,XV,theorem 1.1,theorem,1.1,,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000061,SGA5_English_sync_workpass.tex,15062,,XV,XV,proposition 3.1,proposition,3.1,,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000062,SGA5_English_sync_workpass.tex,15622,,XV,XV,Lemma 2,lemma,2,sga5:XV:lemma:2|sga5:XV:lemma:2:2,external_work_reference,external_not_linked,external_not_linked,R8
SGA5-CAND-000063,SGA5_English_sync_workpass.tex,50,22,FRONT,FRONT,0.55,dotted_locator_residual,0.55,,positive_tex_layout_or_geometry_syntax,typography_layout_geometry_value,typography_layout_geometry_value,R9
SGA5-CAND-000064,SGA5_English_sync_workpass.tex,315,78,I,I,0.4,dotted_locator_residual,0.4,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000065,SGA5_English_sync_workpass.tex,316,41,I,I,0.3,dotted_locator_residual,0.3,,positive_tex_layout_or_geometry_syntax,typography_layout_geometry_value,typography_layout_geometry_value,R9
SGA5-CAND-000066,SGA5_English_sync_workpass.tex,323,737,I,I,4.3,dotted_locator_residual,4.3,sga5:I:subsection:4.3|sga5:I:lemma:4.3|sga5:I:equation:4.3,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000067,SGA5_English_sync_workpass.tex,339,25,I,I,1.1,dotted_locator_residual,1.1,sga5:I:definition:1.1|sga5:I:paragraph:1.1,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000068,SGA5_English_sync_workpass.tex,346,22,I,I,1.2,dotted_locator_residual,1.2,sga5:I:remark:1.2|sga5:I:paragraph:1.2,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000069,SGA5_English_sync_workpass.tex,357,26,I,I,1.3,dotted_locator_residual,1.3,sga5:I:proposition:1.3|sga5:I:proposition:1.3:2,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000070,SGA5_English_sync_workpass.tex,357,52,I,I,1.7.6,dotted_locator_residual,1.7.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000071,SGA5_English_sync_workpass.tex,375,21,I,I,1.3.1,dotted_locator_residual,1.3.1,sga5:I:remark:1.3.1|sga5:I:lemma:1.3.1,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000072,SGA5_English_sync_workpass.tex,378,25,I,I,1.4,dotted_locator_residual,1.4,sga5:I:definition:1.4,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000073,SGA5_English_sync_workpass.tex,387,26,I,I,1.5,dotted_locator_residual,1.5,sga5:I:proposition:1.5,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000074,SGA5_English_sync_workpass.tex,395,20,I,I,1.5.1,dotted_locator_residual,1.5.1,sga5:I:lemma:1.5.1,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000075,SGA5_English_sync_workpass.tex,405,107,I,I,1.7.6,dotted_locator_residual,1.7.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000076,SGA5_English_sync_workpass.tex,407,438,I,IX,IX~2.9,dotted_locator_residual,2.9,,positive_external_work_context_without_internal_target,external_work_citation,external_work_citation,R9
SGA5-CAND-000077,SGA5_English_sync_workpass.tex,413,21,I,I,1.5.2,dotted_locator_residual,1.5.2,sga5:I:remark:1.5.2,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000078,SGA5_English_sync_workpass.tex,416,26,I,I,1.6,dotted_locator_residual,1.6,sga5:I:proposition:1.6,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000079,SGA5_English_sync_workpass.tex,422,54,I,IV,IV~8.12.6,dotted_locator_residual,8.12.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000080,SGA5_English_sync_workpass.tex,422,603,I,XVIII,XVIII~3.1.9.6,dotted_locator_residual,3.1.9.6,,positive_external_work_context_without_internal_target,external_work_citation,external_work_citation,R9
SGA5-CAND-000081,SGA5_English_sync_workpass.tex,426,41,I,IX,IX~2.14,dotted_locator_residual,2.14,,positive_external_work_context_without_internal_target,external_work_citation,external_work_citation,R9
SGA5-CAND-000082,SGA5_English_sync_workpass.tex,426,231,I,VIII,VIII~5.5,dotted_locator_residual,5.5,,positive_external_work_context_without_internal_target,external_work_citation,external_work_citation,R9
SGA5-CAND-000083,SGA5_English_sync_workpass.tex,428,251,I,I,V.1.2,dotted_locator_residual,V.1.2,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000084,SGA5_English_sync_workpass.tex,432,25,I,I,1.7,dotted_locator_residual,1.7,sga5:I:definition:1.7,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000085,SGA5_English_sync_workpass.tex,440,22,I,I,1.8,dotted_locator_residual,1.8,sga5:I:remark:1.8,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000086,SGA5_English_sync_workpass.tex,446,127,I,I,12.3.3,dotted_locator_residual,12.3.3,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000087,SGA5_English_sync_workpass.tex,461,136,I,I,4.1.9,dotted_locator_residual,4.1.9,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000088,SGA5_English_sync_workpass.tex,461,420,I,I,2.9,dotted_locator_residual,2.9,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000089,SGA5_English_sync_workpass.tex,463,64,I,I,1.9,dotted_locator_residual,1.9,sga5:I:lemma:1.9,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000090,SGA5_English_sync_workpass.tex,471,51,I,I,2.4,dotted_locator_residual,2.4,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000091,SGA5_English_sync_workpass.tex,476,236,I,I,2.7,dotted_locator_residual,2.7,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000092,SGA5_English_sync_workpass.tex,483,71,I,I,1.10,dotted_locator_residual,1.10,sga5:I:notation:1.10,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000093,SGA5_English_sync_workpass.tex,487,77,I,I,1.11,dotted_locator_residual,1.11,sga5:I:proposition:1.11,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000094,SGA5_English_sync_workpass.tex,487,91,I,I,V.2.6,dotted_locator_residual,V.2.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000095,SGA5_English_sync_workpass.tex,522,62,I,I,7.4,dotted_locator_residual,7.4,sga5:I:lemma:7.4,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000096,SGA5_English_sync_workpass.tex,535,70,I,I,1.11.1,dotted_locator_residual,1.11.1,sga5:I:remark:1.11.1,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000097,SGA5_English_sync_workpass.tex,542,77,I,I,1.12,dotted_locator_residual,1.12,sga5:I:proposition:1.12,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000098,SGA5_English_sync_workpass.tex,547,41,I,I,3.1,dotted_locator_residual,3.1,sga5:I:subsection:3.1,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000099,SGA5_English_sync_workpass.tex,558,202,I,I,4.3,dotted_locator_residual,4.3,sga5:I:subsection:4.3|sga5:I:lemma:4.3|sga5:I:equation:4.3,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000100,SGA5_English_sync_workpass.tex,558,224,I,I,3.1.7,dotted_locator_residual,3.1.7,,source_checked_external_citation_override,external_work_citation,external_work_citation,R9
SGA5-CAND-000101,SGA5_English_sync_workpass.tex,570,80,I,I,3.1.9.6,dotted_locator_residual,3.1.9.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000102,SGA5_English_sync_workpass.tex,572,185,I,I,5.3.6,dotted_locator_residual,5.3.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000103,SGA5_English_sync_workpass.tex,574,73,I,I,3.1.12.2,dotted_locator_residual,3.1.12.2,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000104,SGA5_English_sync_workpass.tex,579,73,I,I,1.12.1,dotted_locator_residual,1.12.1,sga5:I:scholium:1.12.1,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000105,SGA5_English_sync_workpass.tex,583,73,I,I,1.13,dotted_locator_residual,1.13,sga5:I:corollary:1.13,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000106,SGA5_English_sync_workpass.tex,607,65,I,I,1.14,dotted_locator_residual,1.14,sga5:I:lemma:1.14,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000107,SGA5_English_sync_workpass.tex,616,228,I,I,5.5,dotted_locator_residual,5.5,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000108,SGA5_English_sync_workpass.tex,618,125,I,I,2.14,dotted_locator_residual,2.14,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000109,SGA5_English_sync_workpass.tex,618,317,I,I,17.16.6,dotted_locator_residual,17.16.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000110,SGA5_English_sync_workpass.tex,622,163,I,I,5.5,dotted_locator_residual,5.5,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000111,SGA5_English_sync_workpass.tex,626,26,I,I,2.8,dotted_locator_residual,2.8,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000112,SGA5_English_sync_workpass.tex,626,247,I,I,1.1,dotted_locator_residual,1.1,sga5:I:definition:1.1|sga5:I:paragraph:1.1,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000113,SGA5_English_sync_workpass.tex,629,73,I,I,1.15,dotted_locator_residual,1.15,sga5:I:corollary:1.15,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000114,SGA5_English_sync_workpass.tex,640,30,I,I,8.12.6,dotted_locator_residual,8.12.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000115,SGA5_English_sync_workpass.tex,646,217,I,I,2.14,dotted_locator_residual,2.14,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000116,SGA5_English_sync_workpass.tex,667,68,I,I,2.1,dotted_locator_residual,2.1,sga5:I:theorem:2.1,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000117,SGA5_English_sync_workpass.tex,667,81,I,I,V.3.1,dotted_locator_residual,V.3.1,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000118,SGA5_English_sync_workpass.tex,730,64,I,I,2.2,dotted_locator_residual,2.2,sga5:I:lemma:2.2,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000119,SGA5_English_sync_workpass.tex,730,77,I,I,V.3.3,dotted_locator_residual,V.3.3,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000120,SGA5_English_sync_workpass.tex,744,162,I,I,5.4.3,dotted_locator_residual,5.4.3,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000121,SGA5_English_sync_workpass.tex,778,438,I,I,2.13,dotted_locator_residual,2.13,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000122,SGA5_English_sync_workpass.tex,791,28,I,I,2.4,dotted_locator_residual,2.4,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000123,SGA5_English_sync_workpass.tex,791,134,I,I,1.10.1,dotted_locator_residual,1.10.1,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000124,SGA5_English_sync_workpass.tex,831,14,I,I,3.1,dotted_locator_residual,3.1,sga5:I:subsection:3.1,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000125,SGA5_English_sync_workpass.tex,839,64,I,I,3.1.1,dotted_locator_residual,3.1.1,sga5:I:statement:3.1.1,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000126,SGA5_English_sync_workpass.tex,840,153,I,I,6.12.3,dotted_locator_residual,6.12.3,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000127,SGA5_English_sync_workpass.tex,845,140,I,I,6.12.8,dotted_locator_residual,6.12.8,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000128,SGA5_English_sync_workpass.tex,845,255,I,I,6.12.6,dotted_locator_residual,6.12.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000129,SGA5_English_sync_workpass.tex,845,325,I,I,7.8.6,dotted_locator_residual,7.8.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000130,SGA5_English_sync_workpass.tex,848,64,I,I,3.1.2,dotted_locator_residual,3.1.2,sga5:I:statement:3.1.2,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000131,SGA5_English_sync_workpass.tex,864,63,I,I,2.5,dotted_locator_residual,2.5,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000132,SGA5_English_sync_workpass.tex,864,71,I,I,5.8,dotted_locator_residual,5.8,,source_checked_external_citation_override,external_work_citation,external_work_citation,R9
SGA5-CAND-000133,SGA5_English_sync_workpass.tex,867,64,I,I,3.1.3,dotted_locator_residual,3.1.3,sga5:I:statement:3.1.3,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000134,SGA5_English_sync_workpass.tex,872,93,I,I,7.1,dotted_locator_residual,7.1,sga5:I:lemma:7.1,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000135,SGA5_English_sync_workpass.tex,876,48,I,I,6.1.3,dotted_locator_residual,6.1.3,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000136,SGA5_English_sync_workpass.tex,880,115,I,I,3.5,dotted_locator_residual,3.5,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000137,SGA5_English_sync_workpass.tex,880,193,I,I,6.2,dotted_locator_residual,6.2,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000138,SGA5_English_sync_workpass.tex,883,64,I,I,3.1.4,dotted_locator_residual,3.1.4,sga5:I:statement:3.1.4,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000139,SGA5_English_sync_workpass.tex,888,75,I,I,2.2,dotted_locator_residual,2.2,sga5:I:lemma:2.2,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000140,SGA5_English_sync_workpass.tex,896,121,I,I,3.9,dotted_locator_residual,3.9,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000141,SGA5_English_sync_workpass.tex,896,206,I,I,3.2,dotted_locator_residual,3.2,sga5:I:subsection:3.2,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000142,SGA5_English_sync_workpass.tex,899,64,I,I,3.1.5,dotted_locator_residual,3.1.5,sga5:I:statement:3.1.5,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000143,SGA5_English_sync_workpass.tex,919,64,I,I,3.1.6,dotted_locator_residual,3.1.6,sga5:I:statement:3.1.6,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000144,SGA5_English_sync_workpass.tex,922,68,I,I,1.1,dotted_locator_residual,1.1,sga5:I:definition:1.1|sga5:I:paragraph:1.1,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000145,SGA5_English_sync_workpass.tex,925,150,I,I,5.1,dotted_locator_residual,5.1,sga5:I:theorem:5.1|sga5:I:proposition:5.1,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000146,SGA5_English_sync_workpass.tex,926,96,I,I,5.1,dotted_locator_residual,5.1,sga5:I:theorem:5.1|sga5:I:proposition:5.1,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000147,SGA5_English_sync_workpass.tex,927,91,I,I,5.1,dotted_locator_residual,5.1,sga5:I:theorem:5.1|sga5:I:proposition:5.1,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000148,SGA5_English_sync_workpass.tex,932,14,I,I,3.2,dotted_locator_residual,3.2,sga5:I:subsection:3.2,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000149,SGA5_English_sync_workpass.tex,934,78,I,I,3.2.1,dotted_locator_residual,3.2.1,sga5:I:proposition:3.2.1,target_or_formula_declaration,structural_declaration_tag,structural_declaration_tag,R9
SGA5-CAND-000150,SGA5_English_sync_workpass.tex,970,56,I,I,9.5.10,dotted_locator_residual,9.5.10,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000151,SGA5_English_sync_workpass.tex,970,107,I,I,2.1.6,dotted_locator_residual,2.1.6,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000152,SGA5_English_sync_workpass.tex,970,552,I,I,5.2,dotted_locator_residual,5.2,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000153,SGA5_English_sync_workpass.tex,988,10,I,I,5.1.3,dotted_locator_residual,5.1.3,sga5:I:equation:5.1.3,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000154,SGA5_English_sync_workpass.tex,993,25,I,I,16.5.12,dotted_locator_residual,16.5.12,,external_citation_context,external_work_citation,external_work_citation,R9
SGA5-CAND-000155,SGA5_English_sync_workpass.tex,993,45,I,I,5.1.9,dotted_locator_residual,5.1.9,sga5:I:lemma:5.1.9,external_citation_context,external_work_citation,external_work_citation,R9
