stable_id,latex_label,expose,target_kind,displayed_number,title,source_file,source_line,declaration_type,aux_number,pdf_page,status
SGA5-TARGET-00012,sga5:I:remark:1.8,I,remark,1.8,Remarks 1.8,SGA5_English_sync_workpass.tex,440,subsection,1,5,compiled_resolved
SGA5-TARGET-00013,sga5:I:lemma:1.9,I,lemma,1.9,"Lemma 1.9, cf. [H] II.4.3",SGA5_English_sync_workpass.tex,463,statement_environment,1,5,compiled_resolved
SGA5-TARGET-00014,sga5:I:notation:1.10,I,notation,1.10,Notation 1.10,SGA5_English_sync_workpass.tex,483,statement_environment,1,6,compiled_resolved
SGA5-TARGET-00015,sga5:I:proposition:1.11,I,proposition,1.11,"Proposition 1.11, cf. [H] V.2.6",SGA5_English_sync_workpass.tex,487,statement_environment,1,6,compiled_resolved
SGA5-TARGET-00016,sga5:I:remark:1.11.1,I,remark,1.11.1,Remarks 1.11.1,SGA5_English_sync_workpass.tex,535,statement_environment,1,7,compiled_resolved
SGA5-TARGET-00017,sga5:I:proposition:1.12,I,proposition,1.12,Proposition 1.12,SGA5_English_sync_workpass.tex,542,statement_environment,1,7,compiled_resolved
SGA5-TARGET-00018,sga5:I:equation:i,I,equation,i,Equation i,SGA5_English_sync_workpass.tex,551,explicit_tag,{i},7,compiled_resolved
SGA5-TARGET-00019,sga5:I:equation:ii,I,equation,ii,Equation ii,SGA5_English_sync_workpass.tex,555,explicit_tag,{ii},7,compiled_resolved
SGA5-TARGET-00020,sga5:I:equation:i:2,I,equation,i,Equation i,SGA5_English_sync_workpass.tex,560,explicit_tag,{i},7,compiled_resolved
SGA5-TARGET-00021,sga5:I:equation:ii:2,I,equation,ii,Equation ii,SGA5_English_sync_workpass.tex,564,explicit_tag,{ii},7,compiled_resolved
SGA5-TARGET-00022,sga5:I:scholium:1.12.1,I,scholium,1.12.1,Scholium 1.12.1,SGA5_English_sync_workpass.tex,579,statement_environment,1,8,compiled_resolved
SGA5-TARGET-00023,sga5:I:corollary:1.13,I,corollary,1.13,Corollary 1.13,SGA5_English_sync_workpass.tex,583,statement_environment,1,8,compiled_resolved
SGA5-TARGET-00024,sga5:I:lemma:1.14,I,lemma,1.14,Lemma 1.14,SGA5_English_sync_workpass.tex,607,statement_environment,1,8,compiled_resolved
SGA5-TARGET-00025,sga5:I:corollary:1.15,I,corollary,1.15,Corollary 1.15,SGA5_English_sync_workpass.tex,629,statement_environment,1,9,compiled_resolved
SGA5-TARGET-00026,sga5:I:section:2,I,section,2,2. Uniqueness of the dualizing complex,SGA5_English_sync_workpass.tex,659,section,1,10,compiled_resolved
SGA5-TARGET-00027,sga5:I:theorem:2.1,I,theorem,2.1,"Theorem 2.1, cf. [H] V.3.1",SGA5_English_sync_workpass.tex,667,statement_environment,1,10,compiled_resolved
SGA5-TARGET-00028,sga5:I:equation:unnumbered,I,equation,*,Equation *,SGA5_English_sync_workpass.tex,681,explicit_tag,{*},10,compiled_resolved
SGA5-TARGET-00029,sga5:I:equation:unnumbered:2,I,equation,**,Equation **,SGA5_English_sync_workpass.tex,708,explicit_tag,{**},10,compiled_resolved
SGA5-TARGET-00030,sga5:I:lemma:2.2,I,lemma,2.2,"Lemma 2.2, cf. [H] V.3.3",SGA5_English_sync_workpass.tex,730,statement_environment,1,11,compiled_resolved
SGA5-TARGET-00031,sga5:I:equation:unnumbered:3,I,equation,*,Equation *,SGA5_English_sync_workpass.tex,775,explicit_tag,{*},11,compiled_resolved
SGA5-TARGET-00032,sga5:I:equation:unnumbered:4,I,equation,**,Equation **,SGA5_English_sync_workpass.tex,807,explicit_tag,{**},12,compiled_resolved
SGA5-TARGET-00033,sga5:I:section:3,I,section,3,3. Existence of dualizing complexes,SGA5_English_sync_workpass.tex,829,section,1,13,compiled_resolved
SGA5-TARGET-00034,sga5:I:subsection:3.1,I,subsection,3.1,3.1. Preliminaries,SGA5_English_sync_workpass.tex,831,subsection,1,13,compiled_resolved
SGA5-TARGET-00035,sga5:I:statement:3.1.1,I,statement,3.1.1,3.1.1. Singular locus,SGA5_English_sync_workpass.tex,839,statement_environment,1,13,compiled_resolved
SGA5-TARGET-00036,sga5:I:statement:3.1.2,I,statement,3.1.2,3.1.2. Dévissage of constructible sheaves,SGA5_English_sync_workpass.tex,848,statement_environment,1,13,compiled_resolved
SGA5-TARGET-00037,sga5:I:statement:3.1.3,I,statement,3.1.3,3.1.3. Cohomological dimension,SGA5_English_sync_workpass.tex,867,statement_environment,1,14,compiled_resolved
SGA5-TARGET-00038,sga5:I:statement:3.1.4,I,statement,3.1.4,3.1.4. Absolute cohomological purity,SGA5_English_sync_workpass.tex,883,statement_environment,1,14,compiled_resolved
SGA5-TARGET-00039,sga5:I:statement:3.1.5,I,statement,3.1.5,3.1.5. Hironaka-style resolution of singularities,SGA5_English_sync_workpass.tex,899,statement_environment,1,14,compiled_resolved
SGA5-TARGET-00040,sga5:I:statement:3.1.6,I,statement,3.1.6,3.1.6. Cohomological finiteness,SGA5_English_sync_workpass.tex,919,statement_environment,1,15,compiled_resolved
SGA5-TARGET-00041,sga5:I:subsection:3.2,I,subsection,3.2,3.2. The quasi-injective dimension of $A_X$,SGA5_English_sync_workpass.tex,932,subsection,1,15,compiled_resolved
SGA5-TARGET-00042,sga5:I:proposition:3.2.1,I,proposition,3.2.1,Proposition 3.2.1,SGA5_English_sync_workpass.tex,934,statement_environment,1,15,compiled_resolved
SGA5-TARGET-00043,sga5:I:equation:unnumbered:5,I,equation,*,Equation *,SGA5_English_sync_workpass.tex,937,explicit_tag,{*},15,compiled_resolved
SGA5-TARGET-00044,sga5:I:remark:3.2.2,I,remark,3.2.2,Remark 3.2.2,SGA5_English_sync_workpass.tex,1000,statement_environment,1,16,compiled_resolved
SGA5-TARGET-00045,sga5:I:corollary:3.2.3,I,corollary,3.2.3,Corollary 3.2.3,SGA5_English_sync_workpass.tex,1008,statement_environment,1,16,compiled_resolved
SGA5-TARGET-00046,sga5:I:lemma:3.2.4,I,lemma,3.2.4,Lemma 3.2.4,SGA5_English_sync_workpass.tex,1019,statement_environment,1,16,compiled_resolved
SGA5-TARGET-00047,sga5:I:corollary:3.2.5,I,corollary,3.2.5,Corollary 3.2.5,SGA5_English_sync_workpass.tex,1047,statement_environment,1,17,compiled_resolved
SGA5-TARGET-00048,sga5:I:subsection:3.3,I,subsection,3.3,"3.3. Constructibility of the sheaves $\uExt^i(F,A_X)$",SGA5_English_sync_workpass.tex,1063,subsection,1,17,compiled_resolved
SGA5-TARGET-00049,sga5:I:proposition:3.3.1,I,proposition,3.3.1,Proposition 3.3.1,SGA5_English_sync_workpass.tex,1065,statement_environment,1,17,compiled_resolved
SGA5-TARGET-00050,sga5:I:subsection:3.4,I,subsection,3.4,3.4. The biduality theorem on regular preschemes,SGA5_English_sync_workpass.tex,1165,subsection,1,19,compiled_resolved
SGA5-TARGET-00051,sga5:I:theorem:3.4.1,I,theorem,3.4.1,"Theorem 3.4.1, cf. [H], V, 2.2",SGA5_English_sync_workpass.tex,1167,statement_environment,1,19,compiled_resolved
SGA5-TARGET-00052,sga5:I:lemma:3.4.2,I,lemma,3.4.2,Lemma 3.4.2,SGA5_English_sync_workpass.tex,1200,statement_environment,1,20,compiled_resolved
SGA5-TARGET-00053,sga5:I:corollary:3.4.3,I,corollary,3.4.3,Corollary 3.4.3,SGA5_English_sync_workpass.tex,1234,statement_environment,1,21,compiled_resolved
SGA5-TARGET-00054,sga5:I:corollary:3.4.4,I,corollary,3.4.4,Corollary 3.4.4,SGA5_English_sync_workpass.tex,1251,statement_environment,1,21,compiled_resolved
SGA5-TARGET-00055,sga5:I:remark:3.4.5,I,remark,3.4.5,Remark 3.4.5,SGA5_English_sync_workpass.tex,1263,statement_environment,1,21,compiled_resolved
SGA5-TARGET-00056,sga5:I:section:4,I,section,4,4. Local duality,SGA5_English_sync_workpass.tex,1267,section,1,21,compiled_resolved
SGA5-TARGET-00057,sga5:I:subsection:4.1,I,subsection,4.1,4.1,SGA5_English_sync_workpass.tex,1271,subsection,1,22,compiled_resolved
SGA5-TARGET-00058,sga5:I:subsection:4.2,I,subsection,4.2,4.2,SGA5_English_sync_workpass.tex,1276,subsection,1,22,compiled_resolved
SGA5-TARGET-00059,sga5:I:equation:4.2.1,I,equation,4.2.1,Manually printed equation 4.2.1,SGA5_English_sync_workpass.tex,1279,manual_display_number,1,22,compiled_resolved
SGA5-TARGET-00060,sga5:I:equation:4.2.2,I,equation,4.2.2,Manually printed equation 4.2.2,SGA5_English_sync_workpass.tex,1285,manual_display_number,1,22,compiled_resolved
SGA5-TARGET-00061,sga5:I:equation:4.2.2:2,I,equation,4.2.2',Manually printed equation 4.2.2',SGA5_English_sync_workpass.tex,1289,manual_display_number,1,22,compiled_resolved
SGA5-TARGET-00062,sga5:I:equation:4.2.2:3,I,equation,4.2.2'',Manually printed equation 4.2.2'',SGA5_English_sync_workpass.tex,1293,manual_display_number,1,22,compiled_resolved
SGA5-TARGET-00063,sga5:I:equation:4.2.2:4,I,equation,4.2.2''',Manually printed equation 4.2.2''',SGA5_English_sync_workpass.tex,1297,manual_display_number,1,22,compiled_resolved
SGA5-TARGET-00064,sga5:I:exercise:4.2.3,I,exercise,4.2.3,Exercise 4.2.3,SGA5_English_sync_workpass.tex,1300,subsection,1,22,compiled_resolved
SGA5-TARGET-00065,sga5:I:subsection:4.3,I,subsection,4.3,4.3,SGA5_English_sync_workpass.tex,1326,subsection,1,23,compiled_resolved
SGA5-TARGET-00066,sga5:I:lemma:4.3,I,lemma,4.3,Lemma 4.3,SGA5_English_sync_workpass.tex,1329,statement_environment,1,23,compiled_resolved
SGA5-TARGET-00067,sga5:I:lemma:4.4,I,lemma,4.4,Lemma 4.4,SGA5_English_sync_workpass.tex,1362,statement_environment,1,23,compiled_resolved
SGA5-TARGET-00068,sga5:I:subsection:4.5,I,subsection,4.5,4.5,SGA5_English_sync_workpass.tex,1370,subsection,1,24,compiled_resolved
SGA5-TARGET-00069,sga5:I:equation:4.5.1,I,equation,4.5.1,Manually printed equation 4.5.1,SGA5_English_sync_workpass.tex,1388,manual_display_number,1,24,compiled_resolved
SGA5-TARGET-00070,sga5:I:equation:4.5.2,I,equation,4.5.2,Manually printed equation 4.5.2,SGA5_English_sync_workpass.tex,1392,manual_display_number,1,24,compiled_resolved
SGA5-TARGET-00071,sga5:I:equation:4.5.3,I,equation,4.5.3,Manually printed equation 4.5.3,SGA5_English_sync_workpass.tex,1409,manual_display_number,1,24,compiled_resolved
SGA5-TARGET-00072,sga5:I:equation:4.5.3:2,I,equation,4.5.3',Manually printed equation 4.5.3',SGA5_English_sync_workpass.tex,1419,manual_display_number,1,25,compiled_resolved
SGA5-TARGET-00073,sga5:I:equation:4.5.3:3,I,equation,4.5.3'',Manually printed equation 4.5.3'',SGA5_English_sync_workpass.tex,1422,manual_display_number,1,25,compiled_resolved
SGA5-TARGET-00074,sga5:I:equation:4.5.3-mathrm-bis,I,equation,4.5.3^{\mathrm{bis}},Manually printed equation 4.5.3^{\mathrm{bis}},SGA5_English_sync_workpass.tex,1428,manual_display_number,1,25,compiled_resolved
SGA5-TARGET-00075,sga5:I:proposition:4.5.4,I,proposition,4.5.4,Proposition 4.5.4,SGA5_English_sync_workpass.tex,1444,statement_environment,1,25,compiled_resolved
SGA5-TARGET-00076,sga5:I:remark:4.5.5,I,remark,4.5.5,Remark 4.5.5,SGA5_English_sync_workpass.tex,1448,statement_environment,1,25,compiled_resolved
SGA5-TARGET-00077,sga5:I:exercise:4.5.6,I,exercise,4.5.6,Exercise 4.5.6,SGA5_English_sync_workpass.tex,1456,statement_environment,1,25,compiled_resolved
SGA5-TARGET-00078,sga5:I:subsection:4.6,I,subsection,4.6,4.6,SGA5_English_sync_workpass.tex,1464,subsection,1,26,compiled_resolved
SGA5-TARGET-00079,sga5:I:equation:4.6.1,I,equation,4.6.1,Manually printed equation 4.6.1,SGA5_English_sync_workpass.tex,1484,manual_display_number,1,26,compiled_resolved
SGA5-TARGET-00080,sga5:I:equation:4.6.1:2,I,equation,4.6.1',Manually printed equation 4.6.1',SGA5_English_sync_workpass.tex,1488,manual_display_number,1,26,compiled_resolved
SGA5-TARGET-00081,sga5:I:equation:4.6.1:3,I,equation,4.6.1'',Manually printed equation 4.6.1'',SGA5_English_sync_workpass.tex,1491,manual_display_number,1,26,compiled_resolved
SGA5-TARGET-00082,sga5:I:example:4.6.2,I,example,4.6.2,Example 4.6.2,SGA5_English_sync_workpass.tex,1494,statement_environment,1,26,compiled_resolved
SGA5-TARGET-00083,sga5:I:subsection:4.7,I,subsection,4.7,4.7,SGA5_English_sync_workpass.tex,1504,subsection,1,27,compiled_resolved
SGA5-TARGET-00084,sga5:I:equation:4.7.1,I,equation,4.7.1,Manually printed equation 4.7.1,SGA5_English_sync_workpass.tex,1517,manual_display_number,1,27,compiled_resolved
SGA5-TARGET-00085,sga5:I:equation:4.7.1:2,I,equation,4.7.1',Manually printed equation 4.7.1',SGA5_English_sync_workpass.tex,1521,manual_display_number,1,27,compiled_resolved
SGA5-TARGET-00086,sga5:I:equation:4.7.2,I,equation,4.7.2,Manually printed equation 4.7.2,SGA5_English_sync_workpass.tex,1535,manual_display_number,1,27,compiled_resolved
SGA5-TARGET-00087,sga5:I:equation:4.7.3,I,equation,4.7.3,Manually printed equation 4.7.3,SGA5_English_sync_workpass.tex,1539,manual_display_number,1,27,compiled_resolved
SGA5-TARGET-00088,sga5:I:equation:4.7.4,I,equation,4.7.4,Manually printed equation 4.7.4,SGA5_English_sync_workpass.tex,1543,manual_display_number,1,27,compiled_resolved
SGA5-TARGET-00089,sga5:I:equation:4.7.5,I,equation,4.7.5,Manually printed equation 4.7.5,SGA5_English_sync_workpass.tex,1547,manual_display_number,1,27,compiled_resolved
SGA5-TARGET-00090,sga5:I:equation:4.7.6,I,equation,4.7.6,Manually printed equation 4.7.6,SGA5_English_sync_workpass.tex,1551,manual_display_number,1,27,compiled_resolved
SGA5-TARGET-00091,sga5:I:equation:4.7.7,I,equation,4.7.7,Manually printed equation 4.7.7,SGA5_English_sync_workpass.tex,1555,manual_display_number,1,27,compiled_resolved
SGA5-TARGET-00092,sga5:I:equation:4.7.8,I,equation,4.7.8,Manually printed equation 4.7.8,SGA5_English_sync_workpass.tex,1559,manual_display_number,1,28,compiled_resolved
SGA5-TARGET-00093,sga5:I:equation:4.7.9,I,equation,4.7.9,Manually printed equation 4.7.9,SGA5_English_sync_workpass.tex,1571,manual_display_number,1,28,compiled_resolved
SGA5-TARGET-00094,sga5:I:equation:4.7.10,I,equation,4.7.10,Manually printed equation 4.7.10,SGA5_English_sync_workpass.tex,1598,manual_display_number,1,28,compiled_resolved
SGA5-TARGET-00095,sga5:I:equation:4.7.11,I,equation,4.7.11,Manually printed equation 4.7.11,SGA5_English_sync_workpass.tex,1602,manual_display_number,1,28,compiled_resolved
SGA5-TARGET-00096,sga5:I:equation:4.7.12,I,equation,4.7.12,Manually printed equation 4.7.12,SGA5_English_sync_workpass.tex,1614,manual_display_number,1,29,compiled_resolved
SGA5-TARGET-00097,sga5:I:equation:4.7.13,I,equation,4.7.13,Manually printed equation 4.7.13,SGA5_English_sync_workpass.tex,1618,manual_display_number,1,29,compiled_resolved
SGA5-TARGET-00098,sga5:I:equation:4.7.14,I,equation,4.7.14,Manually printed equation 4.7.14,SGA5_English_sync_workpass.tex,1622,manual_display_number,1,29,compiled_resolved
SGA5-TARGET-00099,sga5:I:equation:4.7.15,I,equation,4.7.15,Manually printed equation 4.7.15,SGA5_English_sync_workpass.tex,1628,manual_display_number,1,29,compiled_resolved
SGA5-TARGET-00100,sga5:I:proposition:4.7.16,I,proposition,4.7.16,Proposition 4.7.16,SGA5_English_sync_workpass.tex,1635,statement_environment,1,29,compiled_resolved
SGA5-TARGET-00101,sga5:I:remark:4.7.17,I,remark,4.7.17,Remark 4.7.17,SGA5_English_sync_workpass.tex,1665,statement_environment,1,29,compiled_resolved
SGA5-TARGET-00102,sga5:I:section:5,I,section,5,5. Local duality on curves,SGA5_English_sync_workpass.tex,1683,section,1,30,compiled_resolved
SGA5-TARGET-00103,sga5:I:theorem:5.1,I,theorem,5.1,Theorem 5.1,SGA5_English_sync_workpass.tex,1685,statement_environment,1,30,compiled_resolved
SGA5-TARGET-00104,sga5:I:equation:5.1.1,I,equation,5.1.1,Manually printed equation 5.1.1,SGA5_English_sync_workpass.tex,1694,manual_display_number,1,30,compiled_resolved
SGA5-TARGET-00105,sga5:I:equation:5.1.2,I,equation,5.1.2,Manually printed equation 5.1.2,SGA5_English_sync_workpass.tex,1702,manual_display_number,1,30,compiled_resolved
SGA5-TARGET-00106,sga5:I:equation:5.1.3,I,equation,5.1.3,Manually printed equation 5.1.3,SGA5_English_sync_workpass.tex,1706,manual_display_number,1,30,compiled_resolved
SGA5-TARGET-00107,sga5:I:equation:5.1.4,I,equation,5.1.4,Manually printed equation 5.1.4,SGA5_English_sync_workpass.tex,1720,manual_display_number,1,31,compiled_resolved
SGA5-TARGET-00108,sga5:I:equation:5.1.5,I,equation,5.1.5,Manually printed equation 5.1.5,SGA5_English_sync_workpass.tex,1724,manual_display_number,1,31,compiled_resolved
SGA5-TARGET-00109,sga5:I:equation:5.1.6,I,equation,5.1.6,Manually printed equation 5.1.6,SGA5_English_sync_workpass.tex,1728,manual_display_number,1,31,compiled_resolved
SGA5-TARGET-00110,sga5:I:equation:5.1.7,I,equation,5.1.7,Manually printed equation 5.1.7,SGA5_English_sync_workpass.tex,1745,manual_display_number,1,31,compiled_resolved
SGA5-TARGET-00111,sga5:I:equation:5.1.8,I,equation,5.1.8,Manually printed equation 5.1.8,SGA5_English_sync_workpass.tex,1751,manual_display_number,1,31,compiled_resolved
SGA5-TARGET-00112,sga5:I:lemma:5.1.9,I,lemma,5.1.9,Lemma 5.1.9,SGA5_English_sync_workpass.tex,1756,statement_environment,1,31,compiled_resolved
SGA5-TARGET-00113,sga5:I:equation:5.1.8:2,I,equation,5.1.8',Manually printed equation 5.1.8',SGA5_English_sync_workpass.tex,1791,manual_display_number,1,32,compiled_resolved
SGA5-TARGET-00114,sga5:I:subsection:1,I,subsection,1,1. Constructible sheaves,SGA5_English_sync_workpass.tex,1813,subsection,1,33,compiled_resolved
SGA5-TARGET-00115,sga5:I:paragraph:1.1,I,paragraph,1.1,1.1.,SGA5_English_sync_workpass.tex,1815,plain_bold_heading,1,33,compiled_resolved
SGA5-TARGET-00116,sga5:I:paragraph:1.2,I,paragraph,1.2,1.2.,SGA5_English_sync_workpass.tex,1819,plain_bold_heading,1,33,compiled_resolved
SGA5-TARGET-00117,sga5:I:proposition:1.3:2,I,proposition,1.3,Proposition 1.3,SGA5_English_sync_workpass.tex,1821,plain_bold_heading,1,33,compiled_resolved
SGA5-TARGET-00118,sga5:I:lemma:1.3.1,I,lemma,1.3.1,Lemma 1.3.1.,SGA5_English_sync_workpass.tex,1855,plain_bold_heading,1,34,compiled_resolved
SGA5-TARGET-00119,sga5:I:subsection:2,I,subsection,2,2. Quasi-injective dimension,SGA5_English_sync_workpass.tex,1865,subsection,1,35,compiled_resolved
SGA5-TARGET-00120,sga5:I:subsection:3,I,subsection,3,3. Dualizing complexes: definition and formal properties,SGA5_English_sync_workpass.tex,1891,subsection,1,35,compiled_resolved
SGA5-TARGET-00121,sga5:I:subsection:4,I,subsection,4,4. Absolute purity,SGA5_English_sync_workpass.tex,1895,subsection,1,36,compiled_resolved
SGA5-TARGET-00122,sga5:I:equation:4.1,I,equation,4.1,Equation 4.1,SGA5_English_sync_workpass.tex,1898,explicit_tag,{4.1},36,compiled_resolved
SGA5-TARGET-00123,sga5:I:equation:4.2,I,equation,4.2,Equation 4.2,SGA5_English_sync_workpass.tex,1904,explicit_tag,{4.2},36,compiled_resolved
SGA5-TARGET-00124,sga5:I:equation:4.3,I,equation,4.3,Equation 4.3,SGA5_English_sync_workpass.tex,1922,explicit_tag,{4.3},36,compiled_resolved
SGA5-TARGET-00125,sga5:I:definition:4.4,I,definition,4.4,Definition 4.4.,SGA5_English_sync_workpass.tex,1929,plain_bold_heading,1,36,compiled_resolved
SGA5-TARGET-00126,sga5:I:subsection:5,I,subsection,5,5. Bound for quasi-injective dimension,SGA5_English_sync_workpass.tex,1933,subsection,1,37,compiled_resolved
SGA5-TARGET-00127,sga5:I:proposition:5.1,I,proposition,5.1,Proposition 5.1.,SGA5_English_sync_workpass.tex,1935,plain_bold_heading,1,37,compiled_resolved
SGA5-TARGET-00128,sga5:I:equation:unnumbered:6,I,equation,*,Equation *,SGA5_English_sync_workpass.tex,1948,explicit_tag,{*},37,compiled_resolved
SGA5-TARGET-00129,sga5:I:corollary:5.1.1,I,corollary,5.1.1,Corollary 5.1.1.,SGA5_English_sync_workpass.tex,2014,plain_bold_heading,1,38,compiled_resolved
SGA5-TARGET-00130,sga5:I:remark:5.1.2,I,remark,5.1.2,Remarks 5.1.2.,SGA5_English_sync_workpass.tex,2020,plain_bold_heading,1,38,compiled_resolved
SGA5-TARGET-00131,sga5:I:subsection:6,I,subsection,6,6. Constructibility of $\R\underline{\Hom}$,SGA5_English_sync_workpass.tex,2024,subsection,1,39,compiled_resolved
SGA5-TARGET-00132,sga5:I:subsection:7,I,subsection,7,7. Existence of dualizing complexes,SGA5_English_sync_workpass.tex,2030,subsection,1,39,compiled_resolved
SGA5-TARGET-00133,sga5:I:lemma:7.1,I,lemma,7.1,Lemma 7.1.,SGA5_English_sync_workpass.tex,2034,plain_bold_heading,1,39,compiled_resolved
SGA5-TARGET-00134,sga5:I:lemma:7.2,I,lemma,7.2,Lemma 7.2.,SGA5_English_sync_workpass.tex,2038,plain_bold_heading,1,39,compiled_resolved
SGA5-TARGET-00135,sga5:I:remark:7.2.1,I,remark,7.2.1,Remark 7.2.1.,SGA5_English_sync_workpass.tex,2046,plain_bold_heading,1,39,compiled_resolved
SGA5-TARGET-00136,sga5:I:lemma:7.3,I,lemma,7.3,Lemma 7.3.,SGA5_English_sync_workpass.tex,2048,plain_bold_heading,1,39,compiled_resolved
SGA5-TARGET-00137,sga5:I:lemma:7.4,I,lemma,7.4,Lemma 7.4.,SGA5_English_sync_workpass.tex,2071,plain_bold_heading,1,40,compiled_resolved
SGA5-TARGET-00138,sga5:I:theorem:7.5,I,theorem,7.5,Theorem 7.5.,SGA5_English_sync_workpass.tex,2098,plain_bold_heading,1,40,compiled_resolved
SGA5-TARGET-00139,sga5:III:expose:iii,III,expose,III,Exposé III,SGA5_English_sync_workpass.tex,2141,expose_heading,1,42,compiled_resolved
SGA5-TARGET-00140,sga5:III:subsection:1.1,III,subsection,1.1,1.1,SGA5_English_sync_workpass.tex,2166,subsection,2,43,compiled_resolved
SGA5-TARGET-00141,sga5:III:subsection:1.2,III,subsection,1.2,1.2,SGA5_English_sync_workpass.tex,2171,subsection,2,43,compiled_resolved
SGA5-TARGET-00142,sga5:III:subsection:1.3,III,subsection,1.3,1.3,SGA5_English_sync_workpass.tex,2184,subsection,2,43,compiled_resolved
SGA5-TARGET-00143,sga5:III:subsection:1.4,III,subsection,1.4,1.4,SGA5_English_sync_workpass.tex,2194,subsection,2,44,compiled_resolved
SGA5-TARGET-00144,sga5:III:subsection:1.5,III,subsection,1.5,1.5,SGA5_English_sync_workpass.tex,2210,subsection,2,44,compiled_resolved
SGA5-TARGET-00145,sga5:III:subsection:1.6,III,subsection,1.6,1.6,SGA5_English_sync_workpass.tex,2217,subsection,2,44,compiled_resolved
SGA5-TARGET-00146,sga5:III:equation:1.6.1,III,equation,1.6.1,Equation 1.6.1,SGA5_English_sync_workpass.tex,2223,explicit_tag,{1.6.1},44,compiled_resolved
SGA5-TARGET-00147,sga5:III:equation:1.6.2,III,equation,1.6.2,Equation 1.6.2,SGA5_English_sync_workpass.tex,2227,explicit_tag,{1.6.2},44,compiled_resolved
SGA5-TARGET-00148,sga5:III:equation:1.6.3,III,equation,1.6.3,Equation 1.6.3,SGA5_English_sync_workpass.tex,2231,explicit_tag,{1.6.3},44,compiled_resolved
SGA5-TARGET-00149,sga5:III:equation:1.6.4,III,equation,1.6.4,Equation 1.6.4,SGA5_English_sync_workpass.tex,2235,explicit_tag,{1.6.4},44,compiled_resolved
SGA5-TARGET-00150,sga5:III:subsection:1.7,III,subsection,1.7,1.7,SGA5_English_sync_workpass.tex,2240,subsection,2,45,compiled_resolved
SGA5-TARGET-00151,sga5:III:equation:1.7.1,III,equation,1.7.1,Equation 1.7.1,SGA5_English_sync_workpass.tex,2246,explicit_tag,{1.7.1},45,compiled_resolved
SGA5-TARGET-00152,sga5:III:equation:1.7.2,III,equation,1.7.2,Equation 1.7.2,SGA5_English_sync_workpass.tex,2250,explicit_tag,{1.7.2},45,compiled_resolved
SGA5-TARGET-00153,sga5:III:equation:1.7.3,III,equation,1.7.3,Equation 1.7.3,SGA5_English_sync_workpass.tex,2256,explicit_tag,{1.7.3},45,compiled_resolved
SGA5-TARGET-00154,sga5:III:proposition:1.7.4,III,proposition,1.7.4,Proposition 1.7.4,SGA5_English_sync_workpass.tex,2260,subsection,2,45,compiled_resolved
SGA5-TARGET-00155,sga5:III:equation:1.7.5,III,equation,1.7.5,Equation 1.7.5,SGA5_English_sync_workpass.tex,2278,explicit_tag,{1.7.5},45,compiled_resolved
SGA5-TARGET-00156,sga5:III:equation:1.7.6,III,equation,1.7.6,Equation 1.7.6,SGA5_English_sync_workpass.tex,2284,explicit_tag,{1.7.6},45,compiled_resolved
SGA5-TARGET-00157,sga5:III:subsection:1.8,III,subsection,1.8,1.8,SGA5_English_sync_workpass.tex,2288,subsection,2,46,compiled_resolved
SGA5-TARGET-00158,sga5:III:equation:1.8.1,III,equation,1.8.1,Equation 1.8.1,SGA5_English_sync_workpass.tex,2290,explicit_tag,{1.8.1},46,compiled_resolved
