slug,pdf,page,png,width,height,mean_gray,stddev_gray,black_fraction,trim_box,trim_x,trim_y,trim_area_fraction,blankish,dark_or_inverted
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",64,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00064.png",745,1053,0.95185,0.15288,0.13555,567x909+0+0,0,0,0.657,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",75,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00075.png",745,1053,0.96309,0.13253,0.10801,568x908+0+0,0,0,0.65743,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",85,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00085.png",745,1053,0.95375,0.14949,0.13117,568x907+0+0,0,0,0.65671,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",96,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00096.png",745,1053,0.95979,0.141,0.11213,568x910+0+0,0,0,0.65888,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",106,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00106.png",745,1053,0.96445,0.13142,0.10152,567x765+0+0,0,0,0.55292,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",117,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00117.png",745,1053,0.9544,0.14793,0.12983,584x918+0+0,0,0,0.68339,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",127,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00127.png",745,1053,0.95525,0.14681,0.1269,568x920+0+0,0,0,0.66612,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",138,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00138.png",745,1053,0.95984,0.13926,0.11351,568x908+0+0,0,0,0.65743,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",149,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00149.png",745,1053,0.94999,0.15399,0.1418,568x912+0+0,0,0,0.66033,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",159,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00159.png",745,1053,0.99724,0.0388,0.00748,566x905+0+0,0,0,0.65295,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",170,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00170.png",745,1053,0.9609,0.1383,0.11023,567x911+0+0,0,0,0.65844,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",180,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00180.png",745,1053,0.94897,0.1557,0.14514,567x909+0+0,0,0,0.657,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",191,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00191.png",745,1053,0.96985,0.12717,0.07938,567x858+0+0,0,0,0.62013,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",201,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00201.png",745,1053,0.94319,0.16334,0.16105,570x957+0+0,0,0,0.69535,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",212,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00212.png",745,1053,0.9425,0.16401,0.16317,568x957+0+0,0,0,0.69291,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",222,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00222.png",745,1053,0.96266,0.13465,0.10617,567x816+0+0,0,0,0.58978,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",233,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00233.png",745,1053,0.96116,0.13846,0.10848,568x957+0+0,0,0,0.69291,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",243,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00243.png",745,1053,0.95922,0.14112,0.11474,568x957+0+0,0,0,0.69291,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",250,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00250.png",745,1053,0.96873,0.12656,0.08444,657x958+0+0,0,0,0.80232,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",251,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00251.png",745,1053,0.96763,0.12775,0.08837,657x958+0+0,0,0,0.80232,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",252,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00252.png",745,1053,0.95634,0.14487,0.12249,568x958+0+0,0,0,0.69363,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",253,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00253.png",745,1053,0.95355,0.15028,0.12921,568x958+0+0,0,0,0.69363,False,False
"00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft","00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft.pdf",254,"gauss_author_clean_refresh_strict_audit/sample_pages/00 Carl Friedrich Gauss - Werke, Band I - Modern LaTeX Draft/page_00254.png",745,1053,0.97592,0.1112,0.06572,575x958+0+0,0,0,0.70218,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",1,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00001.png",745,1053,0.9895,0.08336,0.02303,553x666+0+0,0,0,0.46948,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",2,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00002.png",745,1053,0.98119,0.10569,0.0464,564x689+0+0,0,0,0.49535,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",3,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00003.png",745,1053,0.98481,0.09103,0.0416,523x396+0+0,0,0,0.26401,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",4,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00004.png",745,1053,0.94358,0.16632,0.15458,568x958+0+0,0,0,0.69363,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",5,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00005.png",745,1053,0.96327,0.13325,0.10514,568x957+0+0,0,0,0.69291,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",13,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00013.png",745,1053,0.96918,0.12432,0.08575,568x957+0+0,0,0,0.69291,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",25,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00025.png",745,1053,0.93858,0.16786,0.17573,568x909+0+0,0,0,0.65815,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",37,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00037.png",745,1053,0.94538,0.16053,0.15472,567x909+0+0,0,0,0.657,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",49,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00049.png",745,1053,0.95363,0.15023,0.12986,568x857+0+0,0,0,0.6205,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",61,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00061.png",745,1053,0.98886,0.07802,0.0298,566x911+0+0,0,0,0.65728,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",73,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00073.png",745,1053,0.97715,0.10962,0.06197,567x910+0+0,0,0,0.65772,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",85,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00085.png",745,1053,0.98901,0.07861,0.02847,567x913+0+0,0,0,0.65989,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",97,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00097.png",745,1053,0.98694,0.0861,0.033,565x914+0+0,0,0,0.65828,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",109,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00109.png",745,1053,0.98581,0.08668,0.03838,567x910+0+0,0,0,0.65772,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",121,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00121.png",745,1053,0.97424,0.11569,0.07026,568x943+0+0,0,0,0.68277,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",133,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00133.png",745,1053,0.97997,0.10195,0.05398,568x943+0+0,0,0,0.68277,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",145,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00145.png",745,1053,0.97979,0.1053,0.05189,567x909+0+0,0,0,0.657,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",158,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00158.png",745,1053,0.97237,0.11788,0.07805,567x908+0+0,0,0,0.65627,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",170,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00170.png",745,1053,0.94542,0.16077,0.1542,567x909+0+0,0,0,0.657,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",182,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00182.png",745,1053,0.9649,0.13252,0.09606,575x911+0+0,0,0,0.66773,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",194,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00194.png",745,1053,0.94388,0.16182,0.16009,567x912+0+0,0,0,0.65916,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",206,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00206.png",745,1053,0.98782,0.08275,0.02959,296x914+0+0,0,0,0.34487,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",218,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00218.png",745,1053,0.98839,0.07656,0.03355,567x909+0+0,0,0,0.657,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",230,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00230.png",745,1053,0.94855,0.15563,0.14696,567x913+0+0,0,0,0.65989,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",242,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00242.png",745,1053,0.98572,0.08641,0.03852,426x909+0+0,0,0,0.49362,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",254,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00254.png",745,1053,0.96578,0.12933,0.09704,567x909+0+0,0,0,0.657,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",266,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00266.png",745,1053,0.94381,0.16174,0.15971,568x943+0+0,0,0,0.68277,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",278,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00278.png",745,1053,0.93875,0.16806,0.17494,568x943+0+0,0,0,0.68277,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",286,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00286.png",745,1053,0.93924,0.16741,0.17322,568x943+0+0,0,0,0.68277,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",287,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00287.png",745,1053,0.94492,0.16038,0.1573,568x943+0+0,0,0,0.68277,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",288,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00288.png",745,1053,0.95645,0.1463,0.12172,569x943+0+0,0,0,0.68397,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",289,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00289.png",745,1053,0.94685,0.15957,0.14942,657x943+0+0,0,0,0.78976,False,False
"01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft","01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft.pdf",290,"gauss_author_clean_refresh_strict_audit/sample_pages/01 Carl Friedrich Gauss - Werke, Band I - Alternate Modern LaTeX Draft/page_00290.png",745,1053,0.98502,0.08768,0.04199,583x943+0+0,0,0,0.7008,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",1,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00001.png",745,1053,0.99533,0.05128,0.01228,524x241+0+0,0,0,0.16098,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",2,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00002.png",745,1053,0.9503,0.155,0.14042,592x908+0+0,0,0,0.68521,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",3,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00003.png",745,1053,0.97061,0.12004,0.08419,568x908+0+0,0,0,0.65743,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",4,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00004.png",745,1053,0.97347,0.11675,0.07221,568x909+0+0,0,0,0.65815,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",5,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00005.png",745,1053,0.97712,0.10846,0.06286,567x909+0+0,0,0,0.657,False,False
"02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft","02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft.pdf",11,"gauss_author_clean_refresh_strict_audit/sample_pages/02 Carl Friedrich Gauss - Werke, Band II - Modern LaTeX Draft/page_00011.png",745,1053,0.96991,0.12161,0.08539,567x911+0+0,0,0,0.65844,False,False
