expansion_id,scope,concept_anchor,german_anchor,english_anchor,selected_source_package_ids,selected_source_paths,selected_source_urls,source_body_support_status,draft_target_rendering,term_alternatives_or_register_note,interlinear_scaffold,formula_neighboring_usage_note,adverse_evidence_or_blocker_note,reviewer_question,source_use_label,source_gate_decision,promotion_allowed,accepted_translation_evidence,native_review_claimed
R9-WC33B23-EXP-0001,Amharic,algebra,Algebra,algebra,AHW-SB-00001 | AHW-SB-00002 | AHW-SB-00003,bodies/amharic/source-pdfs/R9-LSB-0001_001_amharic_math_g1_chapter_10_602a7818.pdf | bodies/amharic/source-pdfs/R9-LSB-0002_002_amharic_math_g1_chapter_11_407823c2.pdf | bodies/amharic/source-pdfs/R9-LSB-0003_003_amharic_math_g1_chapter_12_486d1600.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_AMHARIC_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_AMHARIC_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_12_Language_AMHARIC_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Amharic generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula surroundings often preserve symbols; source phrase must be extracted from math source body,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0012,Afar,homomorphism,Homomorphismus,homomorphism,AHW-SB-00288 | AHW-SB-00289 | AHW-SB-00290,bodies/afar-qafar/source-pdfs/R9-LSB-0301_idela_afar_south_omo_endline_2017.pdf | bodies/afar-qafar/source-pdfs/R9-LSB-0302_rise_mother_tongue_impact_ethiopia.pdf | bodies/afar-qafar/source-pdfs/R9-LSB-0303_ethiopia_multilingual_education_iji_2025.pdf,https://idela-network.org/wp-content/uploads/2018/01/ELM-Ethiopia-Afar-and-South-Omo-Endline-Report-2017.pdf | https://riseprogramme.org/sites/default/files/inline-files/Seid_The%20Impact%20of%20Learning%20in%20Mother%20Tongue%20First.pdf | https://www.e-iji.net/dosyalar/iji_2025_1_19.pdf,source_body_baseline_present_term_extraction_required,[Afar generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,manual/reviewer gate likely needed for exact register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0013,Afar,invariant,Invariante,invariant,AHW-SB-00288 | AHW-SB-00289 | AHW-SB-00290,bodies/afar-qafar/source-pdfs/R9-LSB-0301_idela_afar_south_omo_endline_2017.pdf | bodies/afar-qafar/source-pdfs/R9-LSB-0302_rise_mother_tongue_impact_ethiopia.pdf | bodies/afar-qafar/source-pdfs/R9-LSB-0303_ethiopia_multilingual_education_iji_2025.pdf,https://idela-network.org/wp-content/uploads/2018/01/ELM-Ethiopia-Afar-and-South-Omo-Endline-Report-2017.pdf | https://riseprogramme.org/sites/default/files/inline-files/Seid_The%20Impact%20of%20Learning%20in%20Mother%20Tongue%20First.pdf | https://www.e-iji.net/dosyalar/iji_2025_1_19.pdf,source_body_baseline_present_term_extraction_required,[Afar generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,Noether/invariant-theory sense must be supported by exact context,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0014,Afar,theorem-proof,Satz/Beweis,theorem/proof,AHW-SB-00288 | AHW-SB-00289 | AHW-SB-00290,bodies/afar-qafar/source-pdfs/R9-LSB-0301_idela_afar_south_omo_endline_2017.pdf | bodies/afar-qafar/source-pdfs/R9-LSB-0302_rise_mother_tongue_impact_ethiopia.pdf | bodies/afar-qafar/source-pdfs/R9-LSB-0303_ethiopia_multilingual_education_iji_2025.pdf,https://idela-network.org/wp-content/uploads/2018/01/ELM-Ethiopia-Afar-and-South-Omo-Endline-Report-2017.pdf | https://riseprogramme.org/sites/default/files/inline-files/Seid_The%20Impact%20of%20Learning%20in%20Mother%20Tongue%20First.pdf | https://www.e-iji.net/dosyalar/iji_2025_1_19.pdf,source_body_baseline_present_term_extraction_required,[Afar generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula-neighboring prose may be scaffolded but target phrase remains extraction-gated,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0015,Somali,algebra,Algebra,algebra,AHW-SB-00132 | AHW-SB-00133 | AHW-SB-00134,bodies/somali/source-pdfs/R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf | bodies/somali/source-pdfs/R9-LSB-0135_087_somali_math_g1_chapter_10_e1a0c9a4.pdf | bodies/somali/source-pdfs/R9-LSB-0136_088_somali_math_g1_chapter_11_94c30ec3.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_SOMALI_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Somali generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula surroundings often preserve symbols; source phrase must be extracted from math source body,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00003: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00004: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00005: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0016,Somali,ring,Ring,ring,AHW-SB-00132 | AHW-SB-00133 | AHW-SB-00134,bodies/somali/source-pdfs/R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf | bodies/somali/source-pdfs/R9-LSB-0135_087_somali_math_g1_chapter_10_e1a0c9a4.pdf | bodies/somali/source-pdfs/R9-LSB-0136_088_somali_math_g1_chapter_11_94c30ec3.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_SOMALI_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Somali generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,watch whether the source body uses school arithmetic sense or abstract algebra sense,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00003: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00004: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00005: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0017,Somali,field,Korper/Field,field,AHW-SB-00132 | AHW-SB-00133 | AHW-SB-00134,bodies/somali/source-pdfs/R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf | bodies/somali/source-pdfs/R9-LSB-0135_087_somali_math_g1_chapter_10_e1a0c9a4.pdf | bodies/somali/source-pdfs/R9-LSB-0136_088_somali_math_g1_chapter_11_94c30ec3.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_SOMALI_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Somali generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,avoid inferring algebraic field term from ordinary field/register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00003: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00004: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00005: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0018,Somali,module,Modul,module,AHW-SB-00132 | AHW-SB-00133 | AHW-SB-00134,bodies/somali/source-pdfs/R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf | bodies/somali/source-pdfs/R9-LSB-0135_087_somali_math_g1_chapter_10_e1a0c9a4.pdf | bodies/somali/source-pdfs/R9-LSB-0136_088_somali_math_g1_chapter_11_94c30ec3.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_SOMALI_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Somali generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,confirm whether source body has linear-algebra/module context before draft use,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00003: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00004: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00005: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0019,Somali,homomorphism,Homomorphismus,homomorphism,AHW-SB-00132 | AHW-SB-00133 | AHW-SB-00134,bodies/somali/source-pdfs/R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf | bodies/somali/source-pdfs/R9-LSB-0135_087_somali_math_g1_chapter_10_e1a0c9a4.pdf | bodies/somali/source-pdfs/R9-LSB-0136_088_somali_math_g1_chapter_11_94c30ec3.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_SOMALI_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Somali generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,manual/reviewer gate likely needed for exact register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00003: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00004: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00005: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0020,Somali,invariant,Invariante,invariant,AHW-SB-00132 | AHW-SB-00133 | AHW-SB-00134,bodies/somali/source-pdfs/R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf | bodies/somali/source-pdfs/R9-LSB-0135_087_somali_math_g1_chapter_10_e1a0c9a4.pdf | bodies/somali/source-pdfs/R9-LSB-0136_088_somali_math_g1_chapter_11_94c30ec3.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_SOMALI_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Somali generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,Noether/invariant-theory sense must be supported by exact context,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00003: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00004: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00005: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0021,Somali,theorem-proof,Satz/Beweis,theorem/proof,AHW-SB-00132 | AHW-SB-00133 | AHW-SB-00134,bodies/somali/source-pdfs/R9-LSB-0134_086_somali_math_g1_teacher_guide_teacher_guide_5fe748d3.pdf | bodies/somali/source-pdfs/R9-LSB-0135_087_somali_math_g1_chapter_10_e1a0c9a4.pdf | bodies/somali/source-pdfs/R9-LSB-0136_088_somali_math_g1_chapter_11_94c30ec3.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_SOMALI_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_SOMALI_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Somali generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula-neighboring prose may be scaffolded but target phrase remains extraction-gated,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering. Active blocker rows: AHW-GAP-00003: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00004: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return; AHW-GAP-00005: direct endpoint remains invalid/non-admitted: content-type/header route exists but payload is HTML or fetch-blocked; use packaged full-book/context witnesses only for source-canon support and request alternate chapter/source-owner return,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0022,Oromo,algebra,Algebra,algebra,AHW-SB-00049 | AHW-SB-00050 | AHW-SB-00051,bodies/oromo/source-pdfs/R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf | bodies/oromo/source-pdfs/R9-LSB-0051_003_oromo_math_g1_chapter_10_91b52aa4.pdf | bodies/oromo/source-pdfs/R9-LSB-0052_004_oromo_math_g1_chapter_11_26bb3213.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_OROMO_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Oromo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,formula surroundings often preserve symbols; source phrase must be extracted from math source body,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0023,Oromo,ring,Ring,ring,AHW-SB-00049 | AHW-SB-00050 | AHW-SB-00051,bodies/oromo/source-pdfs/R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf | bodies/oromo/source-pdfs/R9-LSB-0051_003_oromo_math_g1_chapter_10_91b52aa4.pdf | bodies/oromo/source-pdfs/R9-LSB-0052_004_oromo_math_g1_chapter_11_26bb3213.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_OROMO_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Oromo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,watch whether the source body uses school arithmetic sense or abstract algebra sense,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0024,Oromo,field,Korper/Field,field,AHW-SB-00049 | AHW-SB-00050 | AHW-SB-00051,bodies/oromo/source-pdfs/R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf | bodies/oromo/source-pdfs/R9-LSB-0051_003_oromo_math_g1_chapter_10_91b52aa4.pdf | bodies/oromo/source-pdfs/R9-LSB-0052_004_oromo_math_g1_chapter_11_26bb3213.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_OROMO_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Oromo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,avoid inferring algebraic field term from ordinary field/register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0025,Oromo,module,Modul,module,AHW-SB-00049 | AHW-SB-00050 | AHW-SB-00051,bodies/oromo/source-pdfs/R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf | bodies/oromo/source-pdfs/R9-LSB-0051_003_oromo_math_g1_chapter_10_91b52aa4.pdf | bodies/oromo/source-pdfs/R9-LSB-0052_004_oromo_math_g1_chapter_11_26bb3213.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_OROMO_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Oromo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,confirm whether source body has linear-algebra/module context before draft use,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0026,Oromo,homomorphism,Homomorphismus,homomorphism,AHW-SB-00049 | AHW-SB-00050 | AHW-SB-00051,bodies/oromo/source-pdfs/R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf | bodies/oromo/source-pdfs/R9-LSB-0051_003_oromo_math_g1_chapter_10_91b52aa4.pdf | bodies/oromo/source-pdfs/R9-LSB-0052_004_oromo_math_g1_chapter_11_26bb3213.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_OROMO_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Oromo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,manual/reviewer gate likely needed for exact register,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC33B23-EXP-0027,Oromo,invariant,Invariante,invariant,AHW-SB-00049 | AHW-SB-00050 | AHW-SB-00051,bodies/oromo/source-pdfs/R9-LSB-0050_002_oromo_math_g1_teacher_guide_teacher_guide_baa02999.pdf | bodies/oromo/source-pdfs/R9-LSB-0051_003_oromo_math_g1_chapter_10_91b52aa4.pdf | bodies/oromo/source-pdfs/R9-LSB-0052_004_oromo_math_g1_chapter_11_26bb3213.pdf,https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATH_TEACHER_GUIDE_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_10_Language_OROMO_Retrieved_20150101.pdf | https://files.ethiopialearning.com/textbooks/Grade%2001/Grade_1_Subject_MATHS_Chapter_11_Language_OROMO_Retrieved_20150101.pdf,source_body_baseline_present_term_extraction_required,[Oromo generated-draft placeholder: source phrase TBD after exact extraction; do not use as accepted term],TBD from exact source body phrase; compare school-math/public/academic register; do not borrow from English/German labels without source phrase.,DE/EN concept -> target-language source phrase TBD -> formula unchanged -> reviewer/source-owner question.,Noether/invariant-theory sense must be supported by exact context,Extract exact page/phrase and OCR/Unicode status before reviewer-facing target rendering.,"Which exact source-body phrase and register should be used near Noether/algebra/formula context, if any?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
