draft_row_id,source_artifact,gap_id,row_or_capture_id,language_or_packet,source_context_paths,source_context_anchor,target_rendering_or_placeholder,interlinear_or_scaffold,term_alternatives_or_status,formula_neighboring_usage_note,adverse_evidence_note,reviewer_question,source_use_label,source_gate_decision,promotion_allowed,accepted_translation_evidence,native_review_claimed
R9-DRAFT-SCAFFOLD-20260706-012,R9_SOURCE_GATED_NONCANONICAL_PRETRANSLATION_SCAFFOLD_20260706.csv,AHW-GAP-00018,R9-LSB-0321,Hausa,AHW-SB-00304:bodies/hausa/source-archives/R9-HAUSA-GH-ARCHIVE-001_FazamMV23_HausaMath_4c35f0abeb88.zip:ok | AHW-SB-00309:bodies/hausa/source-pdfs/R9-HAUSA-IA-PDF-001_hawiki-Lissafi-20200722.pdf:ok | AHW-SB-01038:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/hausa/120_hausa_rana_read_alouds_www.fhi360.org_wp-content_uploads_drupal_documents_resource-rana-read-alouds.pdf:ok | AHW-SB-01042:bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/hausa/114_120_hausa_rana_read_alouds_www.fhi360.org_wp-content_uploads_drupal_documents_resource-rana-read-alouds.txt:ok | AHW-SB-01055:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/hausa/R9-LSB-0317_jse-144.pdf:ok | AHW-SB-01056:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/hausa/R9-LSB-0320_2061.pdf:ok | AHW-SB-01059:bodies/related-west-african/source-pdfs/hausa-igbo-exact-recovery-20260705/hausa/haske_math_lessons_english_hausa_numeracy_education_gov_ng.pdf:ok | AHW-SB-01060:bodies/related-west-african/ocr-witnesses/hausa-igbo-exact-recovery-20260705/hausa/haske_math_lessons_english_hausa_numeracy_education_gov_ng_first8pages_text_witness.txt:ok | AHW-SB-01061:bodies/related-west-african/source-pdfs/hausa-igbo-exact-recovery-20260705/hausa/ethnomathematics_mathematical_game_hausa_culture_v3i16.pdf:ok | AHW-SB-01062:bodies/related-west-african/ocr-witnesses/hausa-igbo-exact-recovery-20260705/hausa/ethnomathematics_mathematical_game_hausa_culture_v3i16_first8pages_text_witness.txt:ok,Lissafi/math public register; HausaMath archive; Hausa numeracy/ethnomathematics context bodies,[Hausa draft placeholder: lissafi/math-context prose only; algebra/Noether terms bracketed pending extraction],DE/EN concept -> Hausa source-anchor label if extracted -> bracketed alternative -> reviewer/source-return question.,Term search did not yield a source-verified exact Noether algebra term in this cycle; keep Lissafi/HausaMath as source-use anchors only.,Formula-neighboring notes may keep symbolic notation unchanged and mark Hausa prose around equality/number/count/algebra as extraction-required.,Do not accept aljabar/algebra forms unless located in a package body and reviewer/source-return permits use.,"Which source-body phrase should be used near Noether/algebra/formula context, and is the register classroom, academic, or public encyclopedia?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-DRAFT-SCAFFOLD-20260706-013,R9_SOURCE_GATED_NONCANONICAL_PRETRANSLATION_SCAFFOLD_20260706.csv,AHW-GAP-00020,R9-LSB-0323,Igbo,AHW-SB-01039:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/119_igbo_medium_instruction_primary_math_ajournals.org_wp-content_uploads_Igbo-Language-as-Medium-of-Instruction-and-Enhancement-of-Retention-Level-of-Pupils-in-Primary-School-Mathematics.pdf:ok | AHW-SB-01040:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/118_igbo_zero_ethnomathematics_eprints.gouni.edu.ng_4217_1_ETHNO-MATHEMATICS_20AND_20CONCEPT_20OF_20ZERO_20PRE.pdf:ok | AHW-SB-01043:bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/igbo/113_119_igbo_medium_instruction_primary_math_ajournals.org_wp-content_uploads_Igbo-Language-as-Medium-of-Instruction-and-Enhancement-of-Retention-Level-of-Pupil.txt:ok | AHW-SB-01044:bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/igbo/112_118_igbo_zero_ethnomathematics_eprints.gouni.edu.ng_4217_1_ETHNO-MATHEMATICS_20AND_20CONCEPT_20OF_20ZERO_20PRE.txt:ok | AHW-SB-01057:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/R9-LSB-0324_Comparative-Effects-of-Using-Igbo-and-English-Languages-as-Media-of-Instructions-on-Academic-Achievement-of-Pupils-in-.pdf:ok | AHW-SB-01058:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/R9-LSB-0324_147.pdf:ok | AHW-SB-01065:bodies/related-west-african/source-pdfs/hausa-igbo-exact-recovery-20260705/igbo/man_nigeria_aba_edu_2019_45_igbo_algebraic_word_problems.pdf:ok | AHW-SB-01066:bodies/related-west-african/ocr-witnesses/hausa-igbo-exact-recovery-20260705/igbo/man_nigeria_aba_edu_2019_45_igbo_algebraic_word_problems_first8pages_text_witness.txt:ok | AHW-SB-01067:bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/earlyfamilymath_ig_home.html:ok | AHW-SB-01068:bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/earlyfamilymath_ig_home.txt:ok,Igbo public mathematics/register pages; Igbo algebra-medium PDF; Igbo classroom-context web bodies,[Igbo draft placeholder: mathematics/register scaffold; exact algebra/Noether terms bracketed pending classroom/source extraction],DE/EN concept -> Igbo source-title/register anchor -> bracketed noncanonical target -> reviewer/source-return question.,"Visible source-title anchors include Igbo mathematics/arithmetic pages, but exact Noether term extraction remains pending.","Formula-neighboring prose may be scaffolded beside English/German symbols, but term choice must remain bracketed until classroom/reviewer evidence exists.",Do not let English algebra in the Igbo-medium article become an accepted Igbo term without target-language source wording.,"Which source-body phrase should be used near Noether/algebra/formula context, and is the register classroom, academic, or public encyclopedia?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-DRAFT-SCAFFOLD-20260706-014,R9_SOURCE_GATED_NONCANONICAL_PRETRANSLATION_SCAFFOLD_20260706.csv,AHW-GAP-00021,R9-LSB-0324,Igbo,AHW-SB-01039:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/119_igbo_medium_instruction_primary_math_ajournals.org_wp-content_uploads_Igbo-Language-as-Medium-of-Instruction-and-Enhancement-of-Retention-Level-of-Pupils-in-Primary-School-Mathematics.pdf:ok | AHW-SB-01040:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/118_igbo_zero_ethnomathematics_eprints.gouni.edu.ng_4217_1_ETHNO-MATHEMATICS_20AND_20CONCEPT_20OF_20ZERO_20PRE.pdf:ok | AHW-SB-01043:bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/igbo/113_119_igbo_medium_instruction_primary_math_ajournals.org_wp-content_uploads_Igbo-Language-as-Medium-of-Instruction-and-Enhancement-of-Retention-Level-of-Pupil.txt:ok | AHW-SB-01044:bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/igbo/112_118_igbo_zero_ethnomathematics_eprints.gouni.edu.ng_4217_1_ETHNO-MATHEMATICS_20AND_20CONCEPT_20OF_20ZERO_20PRE.txt:ok | AHW-SB-01057:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/R9-LSB-0324_Comparative-Effects-of-Using-Igbo-and-English-Languages-as-Media-of-Instructions-on-Academic-Achievement-of-Pupils-in-.pdf:ok | AHW-SB-01058:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/R9-LSB-0324_147.pdf:ok | AHW-SB-01065:bodies/related-west-african/source-pdfs/hausa-igbo-exact-recovery-20260705/igbo/man_nigeria_aba_edu_2019_45_igbo_algebraic_word_problems.pdf:ok | AHW-SB-01066:bodies/related-west-african/ocr-witnesses/hausa-igbo-exact-recovery-20260705/igbo/man_nigeria_aba_edu_2019_45_igbo_algebraic_word_problems_first8pages_text_witness.txt:ok | AHW-SB-01067:bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/earlyfamilymath_ig_home.html:ok | AHW-SB-01068:bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/earlyfamilymath_ig_home.txt:ok,Igbo public mathematics/register pages; Igbo algebra-medium PDF; Igbo classroom-context web bodies,[Igbo draft placeholder: mathematics/register scaffold; exact algebra/Noether terms bracketed pending classroom/source extraction],DE/EN concept -> Igbo source-title/register anchor -> bracketed noncanonical target -> reviewer/source-return question.,"Visible source-title anchors include Igbo mathematics/arithmetic pages, but exact Noether term extraction remains pending.","Formula-neighboring prose may be scaffolded beside English/German symbols, but term choice must remain bracketed until classroom/reviewer evidence exists.",Do not let English algebra in the Igbo-medium article become an accepted Igbo term without target-language source wording.,"Which source-body phrase should be used near Noether/algebra/formula context, and is the register classroom, academic, or public encyclopedia?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-DRAFT-SCAFFOLD-20260706-015,R9_SOURCE_GATED_NONCANONICAL_PRETRANSLATION_SCAFFOLD_20260706.csv,AHW-GAP-00022,R9-LSB-0325,Igbo,AHW-SB-01039:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/119_igbo_medium_instruction_primary_math_ajournals.org_wp-content_uploads_Igbo-Language-as-Medium-of-Instruction-and-Enhancement-of-Retention-Level-of-Pupils-in-Primary-School-Mathematics.pdf:ok | AHW-SB-01040:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/118_igbo_zero_ethnomathematics_eprints.gouni.edu.ng_4217_1_ETHNO-MATHEMATICS_20AND_20CONCEPT_20OF_20ZERO_20PRE.pdf:ok | AHW-SB-01043:bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/igbo/113_119_igbo_medium_instruction_primary_math_ajournals.org_wp-content_uploads_Igbo-Language-as-Medium-of-Instruction-and-Enhancement-of-Retention-Level-of-Pupil.txt:ok | AHW-SB-01044:bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/igbo/112_118_igbo_zero_ethnomathematics_eprints.gouni.edu.ng_4217_1_ETHNO-MATHEMATICS_20AND_20CONCEPT_20OF_20ZERO_20PRE.txt:ok | AHW-SB-01057:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/R9-LSB-0324_Comparative-Effects-of-Using-Igbo-and-English-Languages-as-Media-of-Instructions-on-Academic-Achievement-of-Pupils-in-.pdf:ok | AHW-SB-01058:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/R9-LSB-0324_147.pdf:ok | AHW-SB-01065:bodies/related-west-african/source-pdfs/hausa-igbo-exact-recovery-20260705/igbo/man_nigeria_aba_edu_2019_45_igbo_algebraic_word_problems.pdf:ok | AHW-SB-01066:bodies/related-west-african/ocr-witnesses/hausa-igbo-exact-recovery-20260705/igbo/man_nigeria_aba_edu_2019_45_igbo_algebraic_word_problems_first8pages_text_witness.txt:ok | AHW-SB-01067:bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/earlyfamilymath_ig_home.html:ok | AHW-SB-01068:bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/earlyfamilymath_ig_home.txt:ok,Igbo public mathematics/register pages; Igbo algebra-medium PDF; Igbo classroom-context web bodies,[Igbo draft placeholder: mathematics/register scaffold; exact algebra/Noether terms bracketed pending classroom/source extraction],DE/EN concept -> Igbo source-title/register anchor -> bracketed noncanonical target -> reviewer/source-return question.,"Visible source-title anchors include Igbo mathematics/arithmetic pages, but exact Noether term extraction remains pending.","Formula-neighboring prose may be scaffolded beside English/German symbols, but term choice must remain bracketed until classroom/reviewer evidence exists.",Do not let English algebra in the Igbo-medium article become an accepted Igbo term without target-language source wording.,"Which source-body phrase should be used near Noether/algebra/formula context, and is the register classroom, academic, or public encyclopedia?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-DRAFT-SCAFFOLD-20260706-016,R9_SOURCE_GATED_NONCANONICAL_PRETRANSLATION_SCAFFOLD_20260706.csv,AHW-GAP-00023,R9-LSB-0326,Igbo,AHW-SB-01039:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/119_igbo_medium_instruction_primary_math_ajournals.org_wp-content_uploads_Igbo-Language-as-Medium-of-Instruction-and-Enhancement-of-Retention-Level-of-Pupils-in-Primary-School-Mathematics.pdf:ok | AHW-SB-01040:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/118_igbo_zero_ethnomathematics_eprints.gouni.edu.ng_4217_1_ETHNO-MATHEMATICS_20AND_20CONCEPT_20OF_20ZERO_20PRE.pdf:ok | AHW-SB-01043:bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/igbo/113_119_igbo_medium_instruction_primary_math_ajournals.org_wp-content_uploads_Igbo-Language-as-Medium-of-Instruction-and-Enhancement-of-Retention-Level-of-Pupil.txt:ok | AHW-SB-01044:bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/igbo/112_118_igbo_zero_ethnomathematics_eprints.gouni.edu.ng_4217_1_ETHNO-MATHEMATICS_20AND_20CONCEPT_20OF_20ZERO_20PRE.txt:ok | AHW-SB-01057:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/R9-LSB-0324_Comparative-Effects-of-Using-Igbo-and-English-Languages-as-Media-of-Instructions-on-Academic-Achievement-of-Pupils-in-.pdf:ok | AHW-SB-01058:bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/R9-LSB-0324_147.pdf:ok | AHW-SB-01065:bodies/related-west-african/source-pdfs/hausa-igbo-exact-recovery-20260705/igbo/man_nigeria_aba_edu_2019_45_igbo_algebraic_word_problems.pdf:ok | AHW-SB-01066:bodies/related-west-african/ocr-witnesses/hausa-igbo-exact-recovery-20260705/igbo/man_nigeria_aba_edu_2019_45_igbo_algebraic_word_problems_first8pages_text_witness.txt:ok | AHW-SB-01067:bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/earlyfamilymath_ig_home.html:ok | AHW-SB-01068:bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/earlyfamilymath_ig_home.txt:ok,Igbo public mathematics/register pages; Igbo algebra-medium PDF; Igbo classroom-context web bodies,[Igbo draft placeholder: mathematics/register scaffold; exact algebra/Noether terms bracketed pending classroom/source extraction],DE/EN concept -> Igbo source-title/register anchor -> bracketed noncanonical target -> reviewer/source-return question.,"Visible source-title anchors include Igbo mathematics/arithmetic pages, but exact Noether term extraction remains pending.","Formula-neighboring prose may be scaffolded beside English/German symbols, but term choice must remain bracketed until classroom/reviewer evidence exists.",Do not let English algebra in the Igbo-medium article become an accepted Igbo term without target-language source wording.,"Which source-body phrase should be used near Noether/algebra/formula context, and is the register classroom, academic, or public encyclopedia?",generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0017,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0018,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0019,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0020,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0021,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0022,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0023,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0024,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0025,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0026,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0027,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0028,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0029,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0030,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0031,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0032,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0033,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0034,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0035,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0036,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0037,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0038,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0039,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0040,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0041,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0042,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0043,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0044,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0045,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0046,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0047,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0048,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0049,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0050,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0051,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0052,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0053,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
R9-WC-REVIEW-SUPPORT-0054,R9_SOURCE_GATED_NONCANONICAL_REVIEWER_SUPPORT_20260706.csv,,,,,,,,,"Ask reviewer to mark exact wording adjacent to formulas and symbols; preserve script, punctuation, and line-breaking concerns for TeX/PDF rendering.",,,generated-draft,draft_noncanonical_source_gated_not_accepted,false,false,false
