action_id,gap_id,row_or_capture_id,language_or_row,source_use_label,source_status,post_dump_bucket,build_type_after_dump,branch_weight_or_gap_note,upstream_dump_alignment,source_gate_decision,adverse_evidence_note,exact_local_hit_count,exact_package_hits,local_standard_register_decision,next_recovery_action,b3_package_root,supporting_recovery_ledger,upstream_extract_ledger,promotion_allowed,accepted_translation_evidence,native_review_claimed
R9-POSTDUMP-GAP-011,AHW-GAP-00015,R9-LSB-0318,Hausa,pointer-only,additional_source_bodies_packaged_stronger_textbook_glossary_gate_still_open,source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,"PACKAGE344_345_C2_MAP_PATCH_QUEUE_20260704.csv:2:{""lane"": ""africa_horn_west"", ""hook_rows"": ""40"", ""category_counts"": ""{\""blocker_or_gap\"": 36, \""metadata_candidate\"": 4}"", ""top_concepts_or_topics"": ""[[\""tigrinya mathematics\"", 4], [\""amharic mathematics dataset\"", 3], [\""amharic algebra math\"", 3], [\""hausa lissafi mathematics\"", 3], [\""hausa math dataset\"", 3], [\""somali xisaab mathematics\"", 3], [\""oromo herrega mathematics\"", 3], [\""afar mathe | PACKAGE344_345_SOURCE_CANON_INTAKE_20260704.json:/c2_or_map_patch_queue/0:{""lane"": ""africa_horn_west"", ""hook_rows"": 40, ""category_counts"": {""blocker_or_gap"": 36, ""metadata_candidate"": 4}, ""top_concepts_or_topics"": [[""tigrinya mathematics"", 4], [""amharic mathematics dataset"", 3], [""amharic algebra math"", 3], [""hausa lissafi mathematics"", 3], [""hausa math dataset"", 3], [""somali xisaab mathematics"", 3], [""oromo herrega mathematics"", 3], [""afar mathematics qafar"", 3], [""yor",not_admitted_source_body_missing,no http URL on gap row,0,no exact package manifest hit by gap_id/row_id/url basename,West African local-standard/register support; no Niger-Congo or pan-West-Africa umbrella; package context rows stay source-intake only,Recover literal source body for the exact row or route reviewer/source-owner return; keep title/comparator metadata out of translation evidence.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
R9-POSTDUMP-GAP-012,AHW-GAP-00016,R9-LSB-0319,Hausa,pointer-only,AJOL landing/PDF retry preserved; use retrieval result for next source-return step,source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,"PACKAGE344_345_C2_MAP_PATCH_QUEUE_20260704.csv:2:{""lane"": ""africa_horn_west"", ""hook_rows"": ""40"", ""category_counts"": ""{\""blocker_or_gap\"": 36, \""metadata_candidate\"": 4}"", ""top_concepts_or_topics"": ""[[\""tigrinya mathematics\"", 4], [\""amharic mathematics dataset\"", 3], [\""amharic algebra math\"", 3], [\""hausa lissafi mathematics\"", 3], [\""hausa math dataset\"", 3], [\""somali xisaab mathematics\"", 3], [\""oromo herrega mathematics\"", 3], [\""afar mathe | PACKAGE344_345_SOURCE_CANON_INTAKE_20260704.json:/c2_or_map_patch_queue/0:{""lane"": ""africa_horn_west"", ""hook_rows"": 40, ""category_counts"": {""blocker_or_gap"": 36, ""metadata_candidate"": 4}, ""top_concepts_or_topics"": [[""tigrinya mathematics"", 4], [""amharic mathematics dataset"", 3], [""amharic algebra math"", 3], [""hausa lissafi mathematics"", 3], [""hausa math dataset"", 3], [""somali xisaab mathematics"", 3], [""oromo herrega mathematics"", 3], [""afar mathematics qafar"", 3], [""yor",not_admitted_source_body_missing,no http URL on gap row,0,support-ledgers/hausa-igbo-context-recovery-20260705/hausa/121_hausa_traditional_arithmetic_ajol_download_failed.txt,West African local-standard/register support; no Niger-Congo or pan-West-Africa umbrella; package context rows stay source-intake only,Recover literal source body for the exact row or route reviewer/source-owner return; keep title/comparator metadata out of translation evidence.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
R9-POSTDUMP-GAP-013,AHW-GAP-00017,R9-LSB-0320,Hausa,pointer-only,additional_source_bodies_packaged_stronger_textbook_glossary_gate_still_open,source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,"PACKAGE344_345_C2_MAP_PATCH_QUEUE_20260704.csv:2:{""lane"": ""africa_horn_west"", ""hook_rows"": ""40"", ""category_counts"": ""{\""blocker_or_gap\"": 36, \""metadata_candidate\"": 4}"", ""top_concepts_or_topics"": ""[[\""tigrinya mathematics\"", 4], [\""amharic mathematics dataset\"", 3], [\""amharic algebra math\"", 3], [\""hausa lissafi mathematics\"", 3], [\""hausa math dataset\"", 3], [\""somali xisaab mathematics\"", 3], [\""oromo herrega mathematics\"", 3], [\""afar mathe | PACKAGE344_345_SOURCE_CANON_INTAKE_20260704.json:/c2_or_map_patch_queue/0:{""lane"": ""africa_horn_west"", ""hook_rows"": 40, ""category_counts"": {""blocker_or_gap"": 36, ""metadata_candidate"": 4}, ""top_concepts_or_topics"": [[""tigrinya mathematics"", 4], [""amharic mathematics dataset"", 3], [""amharic algebra math"", 3], [""hausa lissafi mathematics"", 3], [""hausa math dataset"", 3], [""somali xisaab mathematics"", 3], [""oromo herrega mathematics"", 3], [""afar mathematics qafar"", 3], [""yor",not_admitted_source_body_missing,no http URL on gap row,2,bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/hausa/114_120_hausa_rana_read_alouds_www.fhi360.org_wp-content_uploads_drupal_documents_resource-rana-read-alouds.txt | bodies/related-west-african/ocr-witnesses/hausa-igbo-exact-recovery-20260705/hausa/ethnomathematics_mathematical_game_hausa_culture_v3i16_first8pages_text_witness.txt | bodies/related-west-african/ocr-witnesses/hausa-igbo-exact-recovery-20260705/hausa/haske_math_lessons_english_hausa_numeracy_education_gov_ng_first8pages_text_witness.txt | bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/hausa/120_hausa_rana_read_alouds_www.fhi360.org_wp-content_uploads_drupal_documents_resource-rana-read-alouds.pdf | bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/hausa/R9-LSB-0320_2061.pdf | bodies/related-west-african/source-pdfs/hausa-igbo-exact-recovery-20260705/hausa/ethnomathematics_mathematical_game_hausa_culture_v3i16.pdf | bodies/related-west-african/source-pdfs/hausa-igbo-exact-recovery-20260705/hausa/haske_math_lessons_english_hausa_numeracy_education_gov_ng.pdf,West African local-standard/register support; no Niger-Congo or pan-West-Africa umbrella; package context rows stay source-intake only,Recover literal source body for the exact row or route reviewer/source-owner return; keep title/comparator metadata out of translation evidence.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
R9-POSTDUMP-GAP-014,AHW-GAP-00018,R9-LSB-0321,Hausa,pointer-only,additional_source_bodies_packaged_stronger_textbook_glossary_gate_still_open,source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,"PACKAGE344_345_C2_MAP_PATCH_QUEUE_20260704.csv:2:{""lane"": ""africa_horn_west"", ""hook_rows"": ""40"", ""category_counts"": ""{\""blocker_or_gap\"": 36, \""metadata_candidate\"": 4}"", ""top_concepts_or_topics"": ""[[\""tigrinya mathematics\"", 4], [\""amharic mathematics dataset\"", 3], [\""amharic algebra math\"", 3], [\""hausa lissafi mathematics\"", 3], [\""hausa math dataset\"", 3], [\""somali xisaab mathematics\"", 3], [\""oromo herrega mathematics\"", 3], [\""afar mathe | PACKAGE344_345_SOURCE_CANON_INTAKE_20260704.json:/c2_or_map_patch_queue/0:{""lane"": ""africa_horn_west"", ""hook_rows"": 40, ""category_counts"": {""blocker_or_gap"": 36, ""metadata_candidate"": 4}, ""top_concepts_or_topics"": [[""tigrinya mathematics"", 4], [""amharic mathematics dataset"", 3], [""amharic algebra math"", 3], [""hausa lissafi mathematics"", 3], [""hausa math dataset"", 3], [""somali xisaab mathematics"", 3], [""oromo herrega mathematics"", 3], [""afar mathematics qafar"", 3], [""yor",not_admitted_source_body_missing,no http URL on gap row,0,bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/hausa/earlyfamilymath_ha_home.html | bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/hausa/earlyfamilymath_ha_home.txt,West African local-standard/register support; no Niger-Congo or pan-West-Africa umbrella; package context rows stay source-intake only,Recover literal source body for the exact row or route reviewer/source-owner return; keep title/comparator metadata out of translation evidence.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
R9-POSTDUMP-GAP-015,AHW-GAP-00019,R9-LSB-0322,Igbo,pointer-only,"basic Igbo mathematics book route found, but only metadata/landing-page evidence is local",source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,no direct language-name hit in upstream dump extract; apply general source-use/siting rules,not_admitted_source_body_missing,no http URL on gap row,2,support-ledgers/hausa-igbo-context-recovery-20260705/igbo/R9_IGBO_GLOSSARY_TEXTBOOK_SOURCE_RETRY_20260703T153101Z.json | support-ledgers/hausa-igbo-context-recovery-20260705/igbo/R9_IGBO_GLOSSARY_TEXTBOOK_SOURCE_RETRY_20260703T153101Z.md | support-ledgers/hausa-igbo-context-recovery-20260705/igbo/R9_IGBO_GLOSSARY_TEXTBOOK_SOURCE_RETURN_PASS2_20260703T162950Z.csv | support-ledgers/hausa-igbo-context-recovery-20260705/igbo/R9_IGBO_GLOSSARY_TEXTBOOK_SOURCE_RETURN_PASS2_20260703T162950Z.json | support-ledgers/hausa-igbo-context-recovery-20260705/igbo/R9_IGBO_GLOSSARY_TEXTBOOK_SOURCE_RETURN_PASS2_20260703T162950Z.md,West African local-standard/register support; no Niger-Congo or pan-West-Africa umbrella; package context rows stay source-intake only,Recover literal source body for the exact row or route reviewer/source-owner return; keep title/comparator metadata out of translation evidence.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
R9-POSTDUMP-GAP-016,AHW-GAP-00020,R9-LSB-0323,Igbo,pointer-only,additional_source_bodies_packaged_stronger_textbook_glossary_gate_still_open,source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,no direct language-name hit in upstream dump extract; apply general source-use/siting rules,not_admitted_source_body_missing,no http URL on gap row,0,bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/earlyfamilymath_ig_home.html | bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/earlyfamilymath_ig_home.txt | bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/igwiki_omumu_onuogugu_mathematics_raw_wikitext.txt,West African local-standard/register support; no Niger-Congo or pan-West-Africa umbrella; package context rows stay source-intake only,Recover literal source body for the exact row or route reviewer/source-owner return; keep title/comparator metadata out of translation evidence.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
R9-POSTDUMP-GAP-017,AHW-GAP-00021,R9-LSB-0324,Igbo,pointer-only,additional_source_bodies_packaged_stronger_textbook_glossary_gate_still_open,source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,no direct language-name hit in upstream dump extract; apply general source-use/siting rules,not_admitted_source_body_missing,no http URL on gap row,5,bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/igbo/113_119_igbo_medium_instruction_primary_math_ajournals.org_wp-content_uploads_Igbo-Language-as-Medium-of-Instruction-and-Enhancement-of-Retention-Level-of-Pupil.txt | bodies/related-west-african/ocr-witnesses/hausa-igbo-exact-recovery-20260705/igbo/man_nigeria_aba_edu_2019_45_igbo_algebraic_word_problems_first8pages_text_witness.txt | bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/119_igbo_medium_instruction_primary_math_ajournals.org_wp-content_uploads_Igbo-Language-as-Medium-of-Instruction-and-Enhancement-of-Retention-Level-of-Pupils-in-Primary-School-Mathematics.pdf | bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/R9-LSB-0324_147.pdf | bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/R9-LSB-0324_Comparative-Effects-of-Using-Igbo-and-English-Languages-as-Media-of-Instructions-on-Academic-Achievement-of-Pupils-in-.pdf | bodies/related-west-african/source-pdfs/hausa-igbo-exact-recovery-20260705/igbo/man_nigeria_aba_edu_2019_45_igbo_algebraic_word_problems.pdf | bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/iris_igbo_math_instruction_module_p03.html | bodies/related-west-african/source-web-text/hausa-igbo-exact-recovery-20260705/igbo/iris_igbo_math_instruction_module_p03.txt,West African local-standard/register support; no Niger-Congo or pan-West-Africa umbrella; package context rows stay source-intake only,Recover literal source body for the exact row or route reviewer/source-owner return; keep title/comparator metadata out of translation evidence.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
R9-POSTDUMP-GAP-018,AHW-GAP-00022,R9-LSB-0325,Igbo,pointer-only,context_or_register_body_packaged_stronger_textbook_glossary_gate_still_open,source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,no direct language-name hit in upstream dump extract; apply general source-use/siting rules,not_admitted_source_body_missing,no http URL on gap row,0,bodies/related-west-african/ocr-witnesses/hausa-igbo-context-recovery-20260705/igbo/112_118_igbo_zero_ethnomathematics_eprints.gouni.edu.ng_4217_1_ETHNO-MATHEMATICS_20AND_20CONCEPT_20OF_20ZERO_20PRE.txt | bodies/related-west-african/source-pdfs/hausa-igbo-context-recovery-20260705/igbo/118_igbo_zero_ethnomathematics_eprints.gouni.edu.ng_4217_1_ETHNO-MATHEMATICS_20AND_20CONCEPT_20OF_20ZERO_20PRE.pdf,West African local-standard/register support; no Niger-Congo or pan-West-Africa umbrella; package context rows stay source-intake only,Recover literal source body for the exact row or route reviewer/source-owner return; keep title/comparator metadata out of translation evidence.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
R9-POSTDUMP-GAP-019,AHW-GAP-00023,R9-LSB-0326,Igbo,pointer-only,additional_source_bodies_packaged_stronger_textbook_glossary_gate_still_open,source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,no direct language-name hit in upstream dump extract; apply general source-use/siting rules,not_admitted_source_body_missing,no http URL on gap row,0,no exact package manifest hit by gap_id/row_id/url basename,West African local-standard/register support; no Niger-Congo or pan-West-Africa umbrella; package context rows stay source-intake only,Recover literal source body for the exact row or route reviewer/source-owner return; keep title/comparator metadata out of translation evidence.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
R9-POSTDUMP-GAP-020,AHW-GAP-00028,R9-SC-016,AF05 South Sudan: Dinka/Nuer/Zande,pointer-only,partial_source_bodies_packaged_reviewer_authority_still_required,source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,no direct language-name hit in upstream dump extract; apply general source-use/siting rules,,no http URL on gap row,0,bodies/related-west-african/ocr-witnesses/af05-af06-partial-recovery-20260705/af05-south-sudan/nuer_english_dictionary_archive.txt | bodies/related-west-african/ocr-witnesses/af05-af06-partial-recovery-20260705/af05-south-sudan/south_sudan_egra_egma_2017_winrock.txt | bodies/related-west-african/ocr-witnesses/af05-af06-partial-recovery-20260705/af05-south-sudan/south_sudan_roadmap_literacy_2017_winrock.txt | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af05-south-sudan/nuer_english_dictionary_archive.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af05-south-sudan/south_sudan_egra_egma_2017_winrock.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af05-south-sudan/south_sudan_roadmap_literacy_2017_winrock.pdf | bodies/related-west-african/source-web-text/af05-af06-partial-recovery-20260705/af05-south-sudan/nuer_development_linguistics_indiana.html | bodies/related-west-african/source-web-text/af05-af06-partial-recovery-20260705/af05-south-sudan/nuer_lexicon_language.html | support-ledgers/af05-af06-partial-recovery-20260705/af05-south-sudan/R9_AF05_SOUTH_SUDAN_EXTERNAL_PACKET_INGEST_20260630T183911Z.json | support-ledgers/af05-af06-partial-recovery-20260705/af05-south-sudan/R9_AF05_SOUTH_SUDAN_EXTERNAL_PACKET_INGEST_20260630T183911Z.md,Related Africa row unresolved; classify by exact language once source body is found; no umbrella assumption,Resolve language/authority identity from source path or reviewer return before any draft rendering.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
R9-POSTDUMP-GAP-021,AHW-GAP-00029,R9-SC-017,AF06 Omotic/Southern Non-Bantu: Khoekhoegowab/Juhoansi,pointer-only,partial_source_bodies_packaged_transcription_source_font_still_required,source-canon-insufficient-active-recovery,separate local-standard/register/crosswalk support,weighted-rooted-tree method is used here as a negative guardrail: no pan-family bridge or umbrella receives witness mass from title/pointer/OCR-only evidence; exact source bodies get row-level weight only after source gates close,no direct language-name hit in upstream dump extract; apply general source-use/siting rules,,no http URL on gap row,0,bodies/related-west-african/ocr-witnesses/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/khoekhoegowab_dictionary_case.txt | bodies/related-west-african/ocr-witnesses/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/khoekhoegowab_dictionary_review.txt | bodies/related-west-african/ocr-witnesses/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/namibia_juhoansi_math_2024.txt | bodies/related-west-african/ocr-witnesses/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/namibia_khoekhoegowab_math_2024.txt | bodies/related-west-african/ocr-witnesses/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/omotic_blid_gamo_gofa_dawuro_wolaita.txt | bodies/related-west-african/ocr-witnesses/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/omotic_nlp_challenges.txt | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/khoekhoegowab_dictionary_case.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/khoekhoegowab_dictionary_review.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/namibia_juhoansi_environmental_studies_2024.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/namibia_juhoansi_first_language_2024.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/namibia_juhoansi_math_2024.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/namibia_khoekhoegowab_first_language_2015.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/namibia_khoekhoegowab_math_2024.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/namibia_khoekhoegowab_sp_first_language_2024.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/omotic_blid_gamo_gofa_dawuro_wolaita.pdf | bodies/related-west-african/source-pdfs/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/omotic_nlp_challenges.pdf | support-ledgers/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/OMOTIC_AND_SOUTHERN_AFRICAN_NON_BANTU_STATUS_20260629T094030Z.json | support-ledgers/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/OMOTIC_AND_SOUTHERN_AFRICAN_NON_BANTU_STATUS_20260629T094030Z.md | support-ledgers/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/R9_AF06_OMOTIC_SOUTHERN_NON_BANTU_AUTHORITY_MAP_INGEST_20260630T184845Z.json | support-ledgers/af05-af06-partial-recovery-20260705/af06-omotic-southern-non-bantu/R9_AF06_OMOTIC_SOUTHERN_NON_BANTU_AUTHORITY_MAP_INGEST_20260630T184845Z.md,Related Africa row unresolved; classify by exact language once source body is found; no umbrella assumption,Resolve language/authority identity from source path or reviewer return before any draft rendering.,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\language-source-bodies\africa-horn-west,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_REMAINING_GAP_SOURCE_RETURN_ACTIVE_RECOVERY_20260706.csv,C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_INTERLANGUAGE_DUMP_R9_SOURCE_INTAKE_EXTRACT_20260706.csv,false,false,false
