record_id,record_type,parent_id,child_ids,revision,revision_of,supersedes,superseded_by,volume,expose,unit,source_lines,printed_pages,physical_pages,running_pages,authority_sha256,source_reading,target_reading,disposition,evidence_path,evidence_sha256,evidence_bytes,target_tex_sha256,target_pdf_sha256,raw_cursor,substantive_cursor,difficulty,review_state,release_state,rights_state,archive_handoff,notes
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-FULLPAGE104@1,locator_control,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,full physical104 envelope,3530,120-121,104,96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,both controls show printed120-121 and transition=true,bounded line3530 uses printed120 only,PASS,INDEPENDENT_LOCATOR_ANALYSIS.json,2D07AED0822055B935A5A516D5991C853FA225CF69AE06018986AE1ACF77E395,4150,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,fresh_independent_pass_pending_final_package,internal_not_for_release,rights_gated_french_source_evidence,false,same editorial lineage only
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-MACHINE-CSV@1,machine_validation,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,producer CSV67x32,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,rectangular formula-safe unique stable IDs,all evidence hashes and references close,PASS,INDEPENDENT_CORE_VALIDATION.json,E157F76C3278C8A3F18BD55972D2B3D378ABCC3474B49388436B2B847F012851,14106,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,high,fresh_independent_pass_pending_final_package,internal_not_for_release,task_generated_internal,false,67 rows/32 columns
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-MACHINE-JSONL@1,machine_validation,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,producer JSONL67,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,parse schema and stable IDs checked,CSV equality and reference closure pass,PASS,INDEPENDENT_CORE_VALIDATION.json,E157F76C3278C8A3F18BD55972D2B3D378ABCC3474B49388436B2B847F012851,14106,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,high,fresh_independent_pass_pending_final_package,internal_not_for_release,task_generated_internal,false,67 records
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-R2-RETAINED@1,revision_control,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,R2 history retained,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,54 R2 records retained and exact predecessor bound,13 R3 records added,PASS,INDEPENDENT_CORE_VALIDATION.json,E157F76C3278C8A3F18BD55972D2B3D378ABCC3474B49388436B2B847F012851,14106,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,fresh_independent_pass_pending_final_package,internal_not_for_release,task_generated_internal,false,historical evidence not overwritten
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-REVISION-CLOSURE@1,revision_control,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,R3 revision closure,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,four affected R2 records retained as superseded,reciprocal @3 revision links close,PASS,INDEPENDENT_CORE_VALIDATION.json,E157F76C3278C8A3F18BD55972D2B3D378ABCC3474B49388436B2B847F012851,14106,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,high,fresh_independent_pass_pending_final_package,internal_not_for_release,task_generated_internal,false,active locators are unambiguous
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-FAIL1@1,review_binding,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,first independent FAIL,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,initial physical103 locator FAIL hash-bound,R3 retains correction trigger,PASS,INDEPENDENT_CORE_VALIDATION.json,E157F76C3278C8A3F18BD55972D2B3D378ABCC3474B49388436B2B847F012851,14106,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,fresh_independent_pass_pending_final_package,internal_not_for_release,task_generated_internal,false,audit and machine validation identities verified
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-FAIL2@1,review_binding,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,second independent FAIL,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,R2 physical104 envelope FAIL hash-bound,eight copied artifacts byte-identical,PASS,INDEPENDENT_CORE_VALIDATION.json,E157F76C3278C8A3F18BD55972D2B3D378ABCC3474B49388436B2B847F012851,14106,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,fresh_independent_pass_pending_final_package,internal_not_for_release,task_generated_internal,false,audit/source-audit/locator/validation identities verified
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-FORMULA@1,formula_control,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,formula and structure audit,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,O_X map functor X2 X3 footnote checked,all formulas and directions preserved,PASS,SOURCE_TARGET_INDEPENDENT_AUDIT.md,6E214AE40CBE43DE35F87AD2CEB60702355F439BDF4C59381C3B90B1600FADEA,2517,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,fresh_independent_pass_pending_final_package,internal_not_for_release,working_english_translation_underlying_rights_retained,false,no target change
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-TERMINOLOGY@1,terminology_control,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,terminology audit,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,six accepted algebraic-geometry terms reviewed,source-aligned register retained,PASS,SOURCE_TARGET_INDEPENDENT_AUDIT.md,6E214AE40CBE43DE35F87AD2CEB60702355F439BDF4C59381C3B90B1600FADEA,2517,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,fresh_independent_pass_pending_final_package,internal_not_for_release,working_english_translation_underlying_rights_retained,false,candidate comparison only
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-REJECTED@1,rejected_choice_control,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,rejected-choice audit,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,four adverse choices reviewed,no hat/code-block/locator-collapse regression,PASS,SOURCE_TARGET_INDEPENDENT_AUDIT.md,6E214AE40CBE43DE35F87AD2CEB60702355F439BDF4C59381C3B90B1600FADEA,2517,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,fresh_independent_pass_pending_final_package,internal_not_for_release,working_english_translation_underlying_rights_retained,false,authority controls
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-MANIFEST@1,manifest_validation,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,producer recursive manifest,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,213 rows rehashed with safe unique paths,all rows internal and proposed_public=false,PASS,INDEPENDENT_CORE_VALIDATION.json,E157F76C3278C8A3F18BD55972D2B3D378ABCC3474B49388436B2B847F012851,14106,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,high,fresh_independent_pass_pending_final_package,internal_not_for_release,task_generated_internal,false,recursive producer package envelope
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-RIGHTS@1,rights_control,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,producer rights gate,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,nine rights rows rectangular formula-safe,underlying French rights retained,PASS,INDEPENDENT_CORE_VALIDATION.json,E157F76C3278C8A3F18BD55972D2B3D378ABCC3474B49388436B2B847F012851,14106,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,fresh_independent_pass_pending_final_package,internal_not_for_release,mixed_internal_rights_gated,false,not a public payload
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-PRIVACY@1,privacy_control,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,producer privacy gate,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,691 hits in12 path-bearing files verified restricted,public release remains blocked pending sanitization,PASS,INDEPENDENT_CORE_VALIDATION.json,E157F76C3278C8A3F18BD55972D2B3D378ABCC3474B49388436B2B847F012851,14106,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,fresh_independent_pass_pending_final_package,internal_not_for_release,task_generated_internal,false,internal review evidence only
SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW-PRODUCER-ARTIFACT@1,artifact_tool_control,SGA2-X-L3522-L3530-L36P-LOCATOR-R3-IREVIEW@1,,1,,,,SGA2,X,producer Artifact Tool panels,3522-3530,119-120,103-104,95-96,C2F899E92A904E312B550C6452A117FF23D30AF984B2254A0961D2DF0DACD042,67x32 four-panel inspection,legible revision and locator evidence,PASS,PRODUCER_ARTIFACT_TOOL_VISUAL_QA.md,547BAD21065800C49545F0412C3F2ACADBEE1AA54A5CBFFFE4456162D42D0475,1279,F451600AF171DB989672478DF177D266B5282CE196C166EDEB554EA34291E26D,8D1280BF8E170787B7D6C883E564FB2733E9A918131B143BE90D1FE86110205E,3531,3532,focused,fresh_independent_pass_pending_final_package,internal_not_for_release,task_generated_internal,false,zero formula errors/triggers
