term_id,sense_id,concept,decision_id,candidate_surfaces,cohort_id,cohort_name,cohort_standard,dominant_standard_forms,candidate_to_cohort_orthographic_proxy,Spanish_to_cohort_orthographic_proxy,French_to_cohort_orthographic_proxy,proxy_delta_over_Spanish,proxy_delta_over_French,beats_both_dominant_forms_by_0_05,proxy_interpretation,penalties,supporting_evidence_ids,adverse_evidence,human_n,human_correct,human_incorrect,human_abstain,human_latency_ms,human_confidence,effect_interval,review_status,pilot_eligible,reviewed_occurrence_support_ids,reviewed_occurrence_adverse_ids,occurrence_review_status,method_version,reviewed_occurrence_held_ids,T31_T40_lexical_navigation_support_ids,T31_T40_running_body_support_ids,sense_label,source_audit_v11_support_ids,source_audit_v11_adverse_ids,source_audit_v11_excluded_nearby_ids,source_audit_v11_human_observations,source_audit_v11_status
T10,T10-S2,coprime ideals,D-T10-S2-V3,,C-FR-STD,adult readers literate in standard French,standard French,ideaux etrangers,,0.5333,1.0,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,bridge_decision_held;source_audited_exact_sense_support_not_human_validation;nearby_source_explicitly_excluded_for_this_sense,E-T10-es-UNION;E-T10-fr-UNION;E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,Elementwise gcd language can obscure the ideal-sum criterion. | reviewed adverse occurrences: E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,,,,,,,,sense_scoped_design_diagnostic_source_audited_human_protocol_not_run,False,,E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,T01_T60_context_reviewed_zero_accepted_support,MII_METHOD_v11,,,,pairwise_coprime_ideal_family,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,,E-AUD11-ES-T10-S1-IDEALES-COPRIMOS;E-AUD11-FR-T10-S1-COMAXIMAUX,0,exact_source_support_no_bridge_or_human_promotion
T10,T10-S2,coprime ideals,D-T10-S2-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,coprimos,,0.3077,0.1333,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,bridge_decision_held;source_audited_exact_sense_support_not_human_validation;nearby_source_explicitly_excluded_for_this_sense,E-T10-es-UNION;E-T10-fr-UNION;E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,Elementwise gcd language can obscure the ideal-sum criterion. | reviewed adverse occurrences: E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,,,,,,,,sense_scoped_design_diagnostic_source_audited_human_protocol_not_run,False,,E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,T01_T60_context_reviewed_zero_accepted_support,MII_METHOD_v11,,,,pairwise_coprime_ideal_family,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,,E-AUD11-ES-T10-S1-IDEALES-COPRIMOS;E-AUD11-FR-T10-S1-COMAXIMAUX,0,exact_source_support_no_bridge_or_human_promotion
T10,T10-S2,coprime ideals,D-T10-S2-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,primos entre si,,1.0,0.2,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,bridge_decision_held;source_audited_exact_sense_support_not_human_validation;nearby_source_explicitly_excluded_for_this_sense,E-T10-es-UNION;E-T10-fr-UNION;E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,Elementwise gcd language can obscure the ideal-sum criterion. | reviewed adverse occurrences: E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,,,,,,,,sense_scoped_design_diagnostic_source_audited_human_protocol_not_run,False,,E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,T01_T60_context_reviewed_zero_accepted_support,MII_METHOD_v11,,,,pairwise_coprime_ideal_family,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,,E-AUD11-ES-T10-S1-IDEALES-COPRIMOS;E-AUD11-FR-T10-S1-COMAXIMAUX,0,exact_source_support_no_bridge_or_human_promotion
T10,T10-S2,coprime ideals,D-T10-S2-V3,,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,bridge_decision_held;source_audited_exact_sense_support_not_human_validation;nearby_source_explicitly_excluded_for_this_sense,E-T10-es-UNION;E-T10-fr-UNION;E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,Elementwise gcd language can obscure the ideal-sum criterion. | reviewed adverse occurrences: E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,,,,,,,,sense_scoped_design_diagnostic_source_audited_human_protocol_not_run,False,,E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,T01_T60_context_reviewed_zero_accepted_support,MII_METHOD_v11,,,,pairwise_coprime_ideal_family,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,,E-AUD11-ES-T10-S1-IDEALES-COPRIMOS;E-AUD11-FR-T10-S1-COMAXIMAUX,0,exact_source_support_no_bridge_or_human_promotion
T10,T10-S2,coprime ideals,D-T10-S2-V3,,C-IT-STD,adult readers literate in standard Italian,standard Italian,coprimi,,0.2308,0.0667,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,bridge_decision_held;source_audited_exact_sense_support_not_human_validation;nearby_source_explicitly_excluded_for_this_sense,E-T10-es-UNION;E-T10-fr-UNION;E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,Elementwise gcd language can obscure the ideal-sum criterion. | reviewed adverse occurrences: E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,,,,,,,,sense_scoped_design_diagnostic_source_audited_human_protocol_not_run,False,,E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,T01_T60_context_reviewed_zero_accepted_support,MII_METHOD_v11,,,,pairwise_coprime_ideal_family,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,,E-AUD11-ES-T10-S1-IDEALES-COPRIMOS;E-AUD11-FR-T10-S1-COMAXIMAUX,0,exact_source_support_no_bridge_or_human_promotion
T10,T10-S2,coprime ideals,D-T10-S2-V3,,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,prime intre ele,,0.5385,0.2,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,bridge_decision_held;source_audited_exact_sense_support_not_human_validation;nearby_source_explicitly_excluded_for_this_sense,E-T10-es-UNION;E-T10-fr-UNION;E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,Elementwise gcd language can obscure the ideal-sum criterion. | reviewed adverse occurrences: E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,,,,,,,,sense_scoped_design_diagnostic_source_audited_human_protocol_not_run,False,,E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,T01_T60_context_reviewed_zero_accepted_support,MII_METHOD_v11,,,,pairwise_coprime_ideal_family,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,,E-AUD11-ES-T10-S1-IDEALES-COPRIMOS;E-AUD11-FR-T10-S1-COMAXIMAUX,0,exact_source_support_no_bridge_or_human_promotion
T10,T10-S2,coprime ideals,D-T10-S2-V3,,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,bridge_decision_held;source_audited_exact_sense_support_not_human_validation;nearby_source_explicitly_excluded_for_this_sense,E-T10-es-UNION;E-T10-fr-UNION;E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,Elementwise gcd language can obscure the ideal-sum criterion. | reviewed adverse occurrences: E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,,,,,,,,sense_scoped_design_diagnostic_source_audited_human_protocol_not_run,False,,E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,T01_T60_context_reviewed_zero_accepted_support,MII_METHOD_v11,,,,pairwise_coprime_ideal_family,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,,E-AUD11-ES-T10-S1-IDEALES-COPRIMOS;E-AUD11-FR-T10-S1-COMAXIMAUX,0,exact_source_support_no_bridge_or_human_promotion
T10,T10-S2,coprime ideals,D-T10-S2-V3,,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,bridge_decision_held;source_audited_exact_sense_support_not_human_validation;nearby_source_explicitly_excluded_for_this_sense,E-T10-es-UNION;E-T10-fr-UNION;E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,Elementwise gcd language can obscure the ideal-sum criterion. | reviewed adverse occurrences: E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,,,,,,,,sense_scoped_design_diagnostic_source_audited_human_protocol_not_run,False,,E-OCC-511EFE54676B614C;E-OCC-5647916A748EE419;E-OCC-540659E4ABB7CE23;E-OCC-B36B349ABE1018EB,T01_T60_context_reviewed_zero_accepted_support,MII_METHOD_v11,,,,pairwise_coprime_ideal_family,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI;E-AUD11-FR-T10-S2-DEUX-A-DEUX-COMAXIMAUX,,E-AUD11-ES-T10-S1-IDEALES-COPRIMOS;E-AUD11-FR-T10-S1-COMAXIMAUX,0,exact_source_support_no_bridge_or_human_promotion
T11,T11-S1,relatively prime,D-T11-S1-V3,premiers entre eux | relativamente primo,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,relativamente primo,1.0,1.0,0.2778,0.0,0.7222,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,relatively_prime_elements,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S1,relatively prime,D-T11-S1-V3,premiers entre eux | relativamente primo,C-FR-STD,adult readers literate in standard French,standard French,premiers entre eux,1.0,0.2778,1.0,0.7222,0.0,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,relatively_prime_elements,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S1,relatively prime,D-T11-S1-V3,premiers entre eux | relativamente primo,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,relatively_prime_elements,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S1,relatively prime,D-T11-S1-V3,premiers entre eux | relativamente primo,C-GL-STD,adult readers literate in standard Galician,standard Galician,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,relatively_prime_elements,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S1,relatively prime,D-T11-S1-V3,premiers entre eux | relativamente primo,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,relatively_prime_elements,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S1,relatively prime,D-T11-S1-V3,premiers entre eux | relativamente primo,C-IT-STD,adult readers literate in standard Italian,standard Italian,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,relatively_prime_elements,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S1,relatively prime,D-T11-S1-V3,premiers entre eux | relativamente primo,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,relatively_prime_elements,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S1,relatively prime,D-T11-S1-V3,premiers entre eux | relativamente primo,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,relatively_prime_elements,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S1,relatively prime,D-T11-S1-V3,premiers entre eux | relativamente primo,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;cohort_specific_native_form_missing;multi_variant_processing_cost,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,relatively_prime_elements,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S2,relatively prime,D-T11-S2-V3,,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,relativamente primo,,1.0,0.2778,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,comaximal_generated_ideals,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S2,relatively prime,D-T11-S2-V3,,C-FR-STD,adult readers literate in standard French,standard French,premiers entre eux,,0.2778,1.0,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,comaximal_generated_ideals,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S2,relatively prime,D-T11-S2-V3,,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,comaximal_generated_ideals,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S2,relatively prime,D-T11-S2-V3,,C-GL-STD,adult readers literate in standard Galician,standard Galician,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,comaximal_generated_ideals,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S2,relatively prime,D-T11-S2-V3,,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,comaximal_generated_ideals,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S2,relatively prime,D-T11-S2-V3,,C-IT-STD,adult readers literate in standard Italian,standard Italian,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,comaximal_generated_ideals,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S2,relatively prime,D-T11-S2-V3,,C-RO-STD,adult readers literate in standard Romanian,standard Romanian,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,comaximal_generated_ideals,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S2,relatively prime,D-T11-S2-V3,,C-RM-RG,adult readers literate in Rumantsch Grischun,Rumantsch Grischun; seed provenance still needs idiom audit,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,comaximal_generated_ideals,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T11,T11-S2,relatively prime,D-T11-S2-V3,,C-RM-ID,adult readers literate primarily in a Romansh regional idiom,Sursilvan/Sutsilvan/Surmiran/Putèr/Vallader must be recorded separately,,,,,,,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,sense_specific_evidence_missing;bridge_decision_held,E-T11-es-UNION;E-T11-fr-UNION,"French premiers entre eux is a phrase, not a compositional equivalent of relatively plus prime.",,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,,,T01_T60_context_reviewed_zero_raw_hit,MII_METHOD_v11,,,,comaximal_generated_ideals,,,E-AUD11-ES-T10-S2-PRIMOS-ENTRE-SI,0,not_in_v11_bounded_batch
T12,T12-S1,least common multiple,D-T12-S1-V3,minimo comune multiplo | mcm | mmc,C-ES-STD,adult readers literate in standard Spanish,standard Spanish,minimo comun multiplo,0.95,1.0,0.5217,-0.05,0.4283,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T12-es-UNION;E-T12-fr-UNION;E-OCC-D52C7C0632C0FD24,Initialisms MMC/MCM/MCM do not form a shared surface string.,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-D52C7C0632C0FD24,,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,least_common_multiple,,,,0,not_in_v11_bounded_batch
T12,T12-S1,least common multiple,D-T12-S1-V3,minimo comune multiplo | mcm | mmc,C-FR-STD,adult readers literate in standard French,standard French,plus petit commun multiple,0.4783,0.5217,1.0,-0.0434,-0.5217,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost;low_orthographic_proxy;French_form_outscores_candidate,E-T12-es-UNION;E-T12-fr-UNION;E-OCC-D52C7C0632C0FD24,Initialisms MMC/MCM/MCM do not form a shared surface string.,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-D52C7C0632C0FD24,,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,least_common_multiple,,,,0,not_in_v11_bounded_batch
T12,T12-S1,least common multiple,D-T12-S1-V3,minimo comune multiplo | mcm | mmc,C-PT-STD,adult readers literate in standard Portuguese,European/Brazilian profile must be recorded,mmc,1.0,0.1579,0.087,0.8421,0.913,True,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T12-es-UNION;E-T12-fr-UNION;E-OCC-D52C7C0632C0FD24,Initialisms MMC/MCM/MCM do not form a shared surface string.,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-D52C7C0632C0FD24,,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,least_common_multiple,,,,0,not_in_v11_bounded_batch
T12,T12-S1,least common multiple,D-T12-S1-V3,minimo comune multiplo | mcm | mmc,C-GL-STD,adult readers literate in standard Galician,standard Galician,minimo comun multiplo,0.95,1.0,0.5217,-0.05,0.4283,False,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T12-es-UNION;E-T12-fr-UNION;E-OCC-D52C7C0632C0FD24,Initialisms MMC/MCM/MCM do not form a shared surface string.,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-D52C7C0632C0FD24,,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,least_common_multiple,,,,0,not_in_v11_bounded_batch
T12,T12-S1,least common multiple,D-T12-S1-V3,minimo comune multiplo | mcm | mmc,C-CA-STD,adult readers literate in standard Catalan,standard Catalan; Valencian exposure must be recorded,mcm,1.0,0.1579,0.087,0.8421,0.913,True,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T12-es-UNION;E-T12-fr-UNION;E-OCC-D52C7C0632C0FD24,Initialisms MMC/MCM/MCM do not form a shared surface string.,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-D52C7C0632C0FD24,,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,least_common_multiple,,,,0,not_in_v11_bounded_batch
T12,T12-S1,least common multiple,D-T12-S1-V3,minimo comune multiplo | mcm | mmc,C-IT-STD,adult readers literate in standard Italian,standard Italian,minimo comune multiplo,1.0,0.95,0.4783,0.05,0.5217,True,normalized edit similarity design diagnostic only; not comprehension or intelligibility,semantic_false_friend_review_required;multi_variant_processing_cost,E-T12-es-UNION;E-T12-fr-UNION;E-OCC-D52C7C0632C0FD24,Initialisms MMC/MCM/MCM do not form a shared surface string.,,,,,,,,sense_scoped_design_diagnostic_human_protocol_not_run,False,E-OCC-D52C7C0632C0FD24,,T01_T60_context_review_complete_support_adverse_hold_separated,MII_METHOD_v11,,,,least_common_multiple,,,,0,not_in_v11_bounded_batch
