"ledger_kind","origin","row_key","lane_scope","label_or_decision","followup_decision"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"source_use_adverse","outputs/R6_212DF_BRANCH_VISIBLE_LIVE_RETRY_RECOVERY_CONTINUATION_20260706/fable/R6_212DF_FABLE_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv","","mixed_or_unspecified","source-use/adverse-evidence row","retain adverse/source-use caution; no authority widening"
"marginal_intelligibility","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/MARGINAL_INTELLIGIBILITY_CARRY_FORWARD.csv","R6LEX-R6-SCAFFOLD-KREYOL-001","mixed_or_unspecified","review_only_noncanonical_single_branch_or_language_local_support","marginal-intelligibility row remains review-only/noncanonical"
"marginal_intelligibility","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/MARGINAL_INTELLIGIBILITY_CARRY_FORWARD.csv","R6LEX-R6-SCAFFOLD-KREYOL-002","mixed_or_unspecified","review_only_noncanonical_single_branch_or_language_local_support","marginal-intelligibility row remains review-only/noncanonical"
"marginal_intelligibility","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/MARGINAL_INTELLIGIBILITY_CARRY_FORWARD.csv","R6LEX-R6-SCAFFOLD-KREYOL-003","mixed_or_unspecified","review_only_noncanonical_single_branch_or_language_local_support","marginal-intelligibility row remains review-only/noncanonical"
"marginal_intelligibility","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/MARGINAL_INTELLIGIBILITY_CARRY_FORWARD.csv","R6LEX-R6-SCAFFOLD-BISLAMA-001","mixed_or_unspecified","review_only_noncanonical_single_branch_or_language_local_support","marginal-intelligibility row remains review-only/noncanonical"
"marginal_intelligibility","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/MARGINAL_INTELLIGIBILITY_CARRY_FORWARD.csv","R6LEX-R6-SCAFFOLD-BISLAMA-002","mixed_or_unspecified","review_only_noncanonical_single_branch_or_language_local_support","marginal-intelligibility row remains review-only/noncanonical"
"marginal_intelligibility","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/MARGINAL_INTELLIGIBILITY_CARRY_FORWARD.csv","R6LEX-R6-SCAFFOLD-BISLAMA-003","mixed_or_unspecified","block_translation_until_dictionary_and_reviewer_check","marginal-intelligibility row remains review-only/noncanonical"
"do_not_use","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/DO_NOT_USE_CARRY_FORWARD.csv","","mixed_or_unspecified","","do-not-use guard retained"
"do_not_use","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/DO_NOT_USE_CARRY_FORWARD.csv","","mixed_or_unspecified","","do-not-use guard retained"
"do_not_use","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/DO_NOT_USE_CARRY_FORWARD.csv","","mixed_or_unspecified","","do-not-use guard retained"
"do_not_use","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/DO_NOT_USE_CARRY_FORWARD.csv","","mixed_or_unspecified","","do-not-use guard retained"
"do_not_use","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/DO_NOT_USE_CARRY_FORWARD.csv","","mixed_or_unspecified","","do-not-use guard retained"
"do_not_use","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/DO_NOT_USE_CARRY_FORWARD.csv","","mixed_or_unspecified","","do-not-use guard retained"
"do_not_use","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/DO_NOT_USE_CARRY_FORWARD.csv","","mixed_or_unspecified","","do-not-use guard retained"
"do_not_use","outputs/R6_SOURCE_GATED_DRAFT_PRETRANSLATION_INTERLINEAR_PACKET_20260706/ledgers/DO_NOT_USE_CARRY_FORWARD.csv","","mixed_or_unspecified","","do-not-use guard retained"
