"manifest_id","relative_path","bytes","sha256","media_type","release_role","scope","status","caveat"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-014","producer/FINAL_VALIDATION.json","5515","84052A86C35843ED9500C1888F40562A8E1E68465D24DC3417D15DC069189349","application/json","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-015","producer/FORMULA_DIAGRAM_STRUCTURE_LEDGER.csv","2214","83398604AF1CC8185548B81C5486F638A163D4FAC584EDC216DABFB8F65B5D0D","text/csv","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-016","producer/MACHINE_EVIDENCE.csv","18175","5114DDE33A0DB648A3253DCD38D61C04D6D54BA8DD67C6A46B14157BA2E0AB3F","text/csv","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-017","producer/MACHINE_EVIDENCE.jsonl","50185","5C85948E40E25768D539590B9F99AAAF7FAB9475121756B0374E5473E41E227B","application/x-ndjson","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-018","producer/MACHINE_LEDGER_VALIDATION.json","676","E161BACC47D98DF74C5EADA034FF37753CA40B57B76626531325A83051419E44","application/json","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-019","producer/RENDERED_VISUAL_QA.md","2737","D7860E9F18703D241A9F01EC976446137CD23D1859EC2A14E584038324FC17FA","text/markdown","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-020","producer/RIGHTS_AND_RELEASE_LEDGER.csv","1853","87151F53E452B6945F9C7D96BEE3D122BEA66EB7E8CFCB39B045F92E60C3935F","text/csv","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-021","producer/RIGHTS_AND_RELEASE_VALIDATION.json","384","6B1CA3947A3DB11DF3BB3D6722173C11B229CCE9D5505ADE0E9E80B5F27B83CF","application/json","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-022","producer/SGA2_Expose_X_Lemma_3_9_Proof_English_SourceAligned.pdf","207370","8A442F61B2134159093094517BEB9388B078B465980073E3262DE99D3B46D37D","application/pdf","bounded_reader_pdf","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-023","producer/SGA2_Expose_X_Lemma_3_9_Proof_English_SourceAligned.tex","3200","4FE4267291317D5A419587F9CA915A241210B879CA9B874B523D7165A27AA4A9","application/x-tex","editable_english_target","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-024","producer/SOURCE_ALIGNMENT_LEDGER.csv","3305","C4C970DE73B4AC8C7135EA7F632110F4F4C9B9D2CDDCFD7CED8E3589C7A362DB","text/csv","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-025","producer/SOURCE_DEFECT_LEDGER.csv","612","E93DDFB9CF00B58A26EE6427D000D56303CEF24044D599EE394D72E26454384E","text/csv","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-026","producer/TERMINOLOGY_REJECTED_CHOICES_LEDGER.csv","1279","23A9CA1C8CD34F6DB4C3CD99579D02AF7CFFC83BD5B9BA3063EBC8B78D6CE8C1","text/csv","producer_evidence","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-027","PUBLICATION_READINESS.md","1310","3C3B3715F60973630FA071F2D82F399FB2767C39976EE9C29306D414E7968B9C","text/markdown","archive_custody_control","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-028","README.md","1718","6E1661CD795EBA4AE2FEBC4BD1952A558CA873AA873A2F96D2CE0C1010AEBA2C","text/markdown","archive_custody_control","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-029","SUPERSESSION_NOTICE.md","388","33E893184E44F5F47BE429E08A9F8D89F9D8FC85966F90C835646C8C59CD3B94","text/markdown","archive_custody_control","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-030","VISUAL_EVIDENCE_DISPOSITION.csv","1662","90E301620B70BF5C37FDEF3556AFACF70DF5A643C0DFB7F383ABFD60B6D096AA","text/csv","visual_rights_and_boundary_metadata","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
"SGA2-X-L39P-PUBLIC-20260722-0001-MAN-031","VISUAL_EVIDENCE_DISPOSITION.jsonl","1566","E0E75B451FCA6B5297B4E1797869621224C500A275D79A145C53DE99A1EA4D19","application/x-ndjson","visual_rights_and_boundary_metadata","French lines 3555-3566","exact_rights_curated_public","bounded_working_translation_not_complete_expose_or_volume"
