"record_id","work_id","structure_type","label","parent_id","order","source_path","source_line_start","source_line_end","source_file_sha256","source_slice_sha256_lf","target_path","target_line_start","target_line_end","target_file_sha256","target_slice_sha256_lf","relations_json","source_language","target_language","authority_state","completion_state","review_state","publication_state","continuation_cursor","record_sha256"
"NOE-P01-KO-U01-PARA-002","NOE-P01","paragraph","Maisano and Pascal results and linear relations","NOE-P01-KO-U01","5","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","13","19","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","70C290500A17FB26F8C2FA2DC66BDFCAC00F0AE6DC8B7AA02423286764B1E688","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","22","28","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","A59B91288114DB7793818B2ADA8FF6C3B5F571161597A8EE48C09A6030290923","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","CD940C79E2E21955DDDE99A7568D444B1A724E627E933DC34F4535C82A531422"
"NOE-P01-KO-U01-NOTE-002","NOE-P01","footnote","Ordnung and Grad sense definition","NOE-P01-KO-U01-PARA-002","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","13","13","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","C1B1B81B91E6EAFB7AA51455A085849EF4B5C935086AA88670B9FAE3E4B67659","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","22","22","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","381C4D211532220379FAFE2782719CD98B37FAAF0E73439792009311FE15451D","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01-PARA-002""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","6DBA44C4878925AFCFC161AFE2BF774B48AA56EE74AAB47413D128A6487C6377"
"NOE-P01-KO-U01-NOTE-003","NOE-P01","footnote","Covariant and invariant dependence dispute","NOE-P01-KO-U01-PARA-002","2","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","13","19","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","70C290500A17FB26F8C2FA2DC66BDFCAC00F0AE6DC8B7AA02423286764B1E688","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","22","28","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","A59B91288114DB7793818B2ADA8FF6C3B5F571161597A8EE48C09A6030290923","[{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01-PARA-002""},{""relation"":""cross_reference"",""target_id"":""NOE-P01-KO-U01-DISPLAY-001""},{""relation"":""cross_reference"",""target_id"":""NOE-P01-KO-U01-DISPLAY-002""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","5D35742C75E2315B6BA5D1B16C142AD98148B11C51ECEE041F80FCE761552E4D"
"NOE-P01-KO-U01-DISPLAY-001","NOE-P01","display","First explicit linear relation","NOE-P01-KO-U01-NOTE-003","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","14","16","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","F69D16D53D86BF537CBB4FBC565B4A167195EB97193145C04FDA8546526C0C1D","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","23","25","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","F69D16D53D86BF537CBB4FBC565B4A167195EB97193145C04FDA8546526C0C1D","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01-NOTE-003""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","D59FE5928E7714E0A18AC9C73B47E269838C1E6C89D0BC43719E5A93097F4795"
"NOE-P01-KO-U01-DISPLAY-002","NOE-P01","display","Second explicit linear relation","NOE-P01-KO-U01-NOTE-003","2","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","17","19","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","30A50128878AFEB570E89294B2171C64C4F326104A01B9FAE3C7B8769336CB64","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","26","28","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","C13EEB4241BB066395BD88C9CDBAB198EB6ECCE2F8E227E30B3E619FAF3D7265","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01-NOTE-003""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","4548A9FB01DCCCA2073FB7E5EB161F7B43C12F1683809CAF61E93FF984FC216E"
"NOE-P01-KO-U01-PARA-003","NOE-P01","paragraph","Research goal and relatively complete system","NOE-P01-KO-U01","6","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","21","21","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","9E492C6C8B3AAEA41BA12F8D1D55F7675A03D1DDC8989FBDDD2FA17D64F0BE0C","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","30","30","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","5C9706E74228EA2AB4F7A66ECA8E8943402F2BD14C9AD0691D3A3923923C3C61","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","5C9C2B32FB878CC7593CAD308B39EB4855DFC660031FABB92C9B639F1E0F873F"
"NOE-P01-KO-U01-NOTE-004","NOE-P01","footnote","Gordan-Kerschensteiner terminology reference","NOE-P01-KO-U01-PARA-003","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","21","21","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","9E492C6C8B3AAEA41BA12F8D1D55F7675A03D1DDC8989FBDDD2FA17D64F0BE0C","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","30","30","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","5C9706E74228EA2AB4F7A66ECA8E8943402F2BD14C9AD0691D3A3923923C3C61","[{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01-PARA-003""},{""relation"":""cross_reference"",""target_id"":""NOE-P01-KO-U01-BIB-004""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","91CDD1EF5D144A8CE409A3E14BE7261F9BF45C517E285E32F02ED283BCB912EB"
"NOE-P01-KO-U01-BIB-004","NOE-P01","bibliography_item","Gordan-Kerschensteiner invariant theory lectures","NOE-P01-KO-U01-NOTE-004","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","21","21","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","9E492C6C8B3AAEA41BA12F8D1D55F7675A03D1DDC8989FBDDD2FA17D64F0BE0C","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","30","30","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","5C9706E74228EA2AB4F7A66ECA8E8943402F2BD14C9AD0691D3A3923923C3C61","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01-NOTE-004""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","075C47393A77E33E571276BE825831E03C725B5205B1FA585F7F0CB25603AE08"
"NOE-P01-KO-U01-PARA-004","NOE-P01","paragraph","General module-chain construction and Hilbert finiteness","NOE-P01-KO-U01","7","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","23","23","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","AA2E50EA118BEE54D88B0C2E352DDB13F26A02BAAE7DD85F529975604952921E","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U01_translation_draft_v001.tex","32","32","48961F41A3C178968A5D2157F6FD5E756DAC7817555CAD07208C61E5A6643BE7","2AD9926F3BE50EDB6BBABF4C0F06BB3DBADD67FCD9DCEAA1980F0FD369B941D6","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 25 / Korean U02","4CA2C1979C58F7EB1836A666736F80BAF3C3C4E9C10CFFF8025E85B7C9707D1A"
"NOE-P01-KO-U02","NOE-P01","unit","Module sequence and contraction theorem","NOE-P01-KO-WORK-001","2","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","25","59","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","52BA4686D0C7DEBF68ECF9D4811971B31DA89E86369EB4DF1C010BFEF5AF67CA","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U02_translation_draft_v001.tex","1","42","52C02759CC6D08AA102DA366F7F148A4D148EC1066E2F81DE929CEE43A46DDDF","52C02759CC6D08AA102DA366F7F148A4D148EC1066E2F81DE929CEE43A46DDDF","[{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-WORK-001""},{""relation"":""cross_reference"",""target_id"":""NOE-P01-KO-U01""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 60 / Korean U03","E6A0BD2E6FBC82C3AADAD3B80FE87438BE3FA7A44E6251B9CE115AC56F0D36F6"
"NOE-P01-KO-U02-PARA-001","NOE-P01","paragraph","Reduction to Delta and nu modules","NOE-P01-KO-U02","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","25","36","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","865555DFE601F39125A7E272D0CF290D4448159B9D06E350C0C2263E049A1980","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U02_translation_draft_v001.tex","9","20","52C02759CC6D08AA102DA366F7F148A4D148EC1066E2F81DE929CEE43A46DDDF","98AD9BD406E7A1F6971EC6BA4BF35B324D6FD7BAFF20E997EFEDA5EDC897682B","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U02""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 60 / Korean U03","73CAAB04B8CE9BAB431593865F19B6C05F9DCA71E709FC05AC2A54F2F9AB9446"
"NOE-P01-KO-U02-DISPLAY-001","NOE-P01","display","Delta and nu definitions","NOE-P01-KO-U02-PARA-001","1","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_zh_translation_001_20260722\source\Noether_Paper01_CurrentGermanAuthority_interval.tex","26","28","0499985866E646747EC31533775FF31B55556F2C694F4C2608384829DE248D2F","DE5FA695888A1509C1DC3D9ADF1EEECE9C8CD539CDFB7BDEA0DF7CB00764707B","${PUBLIC_INTERLANGUAGE_ROOT}\03_projects\language_management\cjk\03_working_translations\noether_paper01_ko_translation_001_20260804\ko\Noether_Paper01_Korean_U02_translation_draft_v001.tex","10","12","52C02759CC6D08AA102DA366F7F148A4D148EC1066E2F81DE929CEE43A46DDDF","F843D587CE178CC89A45037E0901059B344478DE32B06A7EE25CCDB6DB381DB0","{""relation"":""embedded_in"",""target_id"":""NOE-P01-KO-U02-PARA-001""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 1 snapshot line 60 / Korean U03","A9DC71E5F9C3E94D24CB2DF43E9615E44AE916D06AD01D3109ED7CEA29F92A36"
