"register_id","row_kind","target_language_or_access_target","source_title","source_url","url_domain","url_role","duplicate_url_status","duplicate_url_count","license_or_access_signal","license_bucket","evidence_tier","expected_tier_from_flags","evidence_tier_consistency","source_type","is_target_language_witness","is_source_level_tex_or_archive","is_pdf_docx_or_text_fallback","is_html_or_web_fallback","topic_tags","source_language","consistency_status","consistency_issue","gap_or_blocker_note","non_claim_boundary"
"SCW-UG-001","source_witness","Uyghur","كۆپ ئەزالىق ھالقا - ئۇيغۇر قامۇسى","https://wiki.uygur.com/kop_ezaliq_halqa/","wiki.uygur.com","source_witness_url","duplicate_url_group","2","copyright signal","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Uyghur; polynomial ring; dictionary","Uyghur","consistency_pass","","Direct dictionary witness for the polynomial-ring hard row, source-corpus candidate only; no TeX/source package; authority/license/native-review gaps remain. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-UG-002","source_witness","Uyghur","نوئېتېر ھالقىسى - ئۇيغۇر قامۇسى","https://wiki.uygur.com/noeter_halqisi/","wiki.uygur.com","source_witness_url","duplicate_url_group","2","copyright signal","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Uyghur; Noetherian ring; dictionary","Uyghur","consistency_pass","","Direct dictionary witness for the Noetherian-ring hard row, source-corpus candidate only; no TeX/source package; authority/license/native-review gaps remain. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-UG-003","source_witness","Uyghur","ئالگېبرا 代数学 - تارىم بلوگى - 博客大巴","http://tarim68.blogbus.com/logs/24944853.html","tarim68.blogbus.com","source_witness_url","unique_url","1","copyright / attribution-request signal","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Uyghur; algebra; group/ring/field context in text","Uyghur","consistency_pass","","Uyghur algebra-text witness from a blog copy of a cited dictionary source; no TeX/source package; source URL inferred from local HTML share/trackback fields; no hard-row approval. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SCW-UG-004","source_witness","Uyghur","ئەۋلاد كۆپ تىللىق لۇغىتى","https://www.ewlat.biz/turkum-4879","www.ewlat.biz","source_witness_url","unique_url","1","no reusable license signal found","other_access_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Uyghur; multilingual dictionary/category surface","Uyghur","consistency_pass","","Dictionary/category source surface only; no TeX/source package; license unclear; no hard-row approval. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-KY-001","source_witness","Kyrgyz","МАТЕМАТИКА ... V-IX класстар","https://edu.gov.kg/media/files/c832083a-4db8-4b7f-89cc-315d5535f520.pdf","edu.gov.kg","source_witness_url","unique_url","1","ministry/government PDF; no explicit reusable license found in capture","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","current PDF capture","true","false","true","true","Kyrgyz; mathematics curriculum; algebra; polynomial base","Kyrgyz","consistency_pass","","Official curriculum-level mathematics/algebra provenance; no TeX/source package; no Noetherian-ring or polynomial-ring hard-row source. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-KY-002","source_witness","Kyrgyz","Kaldybaev S.K. Algebra 8 klass","https://daramet.tm.kg/wp-content/uploads/2017/11/Kaldybaev-S.K.Algebra-8-klass.pdf","daramet.tm.kg","source_witness_url","duplicate_url_group","2","no explicit reusable license found in capture","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","current PDF capture; TLS relaxed for capture after normal TLS failed","true","false","true","true","Kyrgyz; algebra textbook; polynomial base","Kyrgyz","consistency_pass","","Kyrgyz algebra/PDF provenance; text extraction is thin, likely scan/image-heavy; no TeX/source package; no Noetherian-ring or polynomial-ring hard-row source. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-TK-001","source_witness","Turkmen","Gutlyýew G - Ýokary matematika (köplükler nazaryýeti, çyzykly algebra, wektor algebrasy, analitik geometriýa)","https://www.kitaphana.net/book/10","www.kitaphana.net","source_witness_url","unique_url","1","copyright symbol in capture","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","current HTML page capture","true","false","false","true","Turkmen; higher mathematics; set theory; linear algebra; vector algebra; analytic geometry","Turkmen","consistency_pass","","Turkmen publication-page provenance with format/size metadata on page; no local PDF hash/source package; no exact Noetherian-ring or polynomial-ring row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-TK-002","source_witness","Turkmen","Kömekow B - Çyzykly algebra we geometriýa","https://www.kitaphana.net/book/13","www.kitaphana.net","source_witness_url","unique_url","1","copyright symbol in capture","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","current HTML page capture","true","false","false","true","Turkmen; linear algebra; geometry; TDU","Turkmen","consistency_pass","","Turkmen publication-page provenance; no local PDF hash/source package; no exact hard-row support. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-TT-001","source_witness","Tatar","Перечень учебников и учебных пособий 2015-2016 гг.","https://edu.tatar.ru/upload/storage/org1270/files/%D0%9F%D0%B5%D1%80%D0%B5%D1%87%D0%B5%D0%BD%D1%8C%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2%20%D0%B8%20%D1%83%D1%87%D0%B5%D0%B1%D0%BD%D1%8B%D1%85%20%D0%BF%D0%BE%D1%81%D0%BE%D0%B1%D0%B8%D0%B9%202015-2016%20%D0%B3%D0%B3.pdf","edu.tatar.ru","source_witness_url","unique_url","1","no explicit reusable license found in capture","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","current PDF capture","true","false","true","true","Tatar; textbook list; mathematics; algebra source shelf","Tatar","consistency_pass","","Tatar-language mathematics/algebra textbook-list provenance, not source text itself; no TeX/source package; no exact hard-row support. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-TT-002","source_witness","Tatar","Татар телендә математикадан уку материаллары булдырырга йогынты ясаучы факторлар турында","https://ft.antat.ru/uploads/75473680a2299b1cbd-%D0%A4%D0%A2_2025-1-1-106-112.pdf","ft.antat.ru","source_witness_url","unique_url","1","journal PDF; no explicit reusable license found in capture","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","current PDF capture","true","false","true","true","Tatar; mathematics materials; bilingual education; terminology","Tatar","consistency_pass","","Direct PDF provenance for a Tatar-language mathematics-materials article; no TeX/source package; not Noetherian-ring or polynomial-ring support. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-UG-001","source_witness","Uyghur","بىر نامەلۇملۇق كۆپ ئەزالىق - ئۇيغۇر قامۇسى","https://wiki.uygur.com/bir_namelumluq_kop_ezaliq/","wiki.uygur.com","source_witness_url","unique_url","1","copyright signal in capture","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","current HTML page capture","true","false","false","true","Uyghur; polynomial of one indeterminate; dictionary","Uyghur","consistency_pass","","Exact polynomial-adjacent dictionary witness; no TeX/source package; no authority/license/native-review closure. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-UG-002","source_witness","Uyghur","نوئېتېر سخېمىسى - ئۇيغۇر قامۇسى","https://wiki.uygur.com/noeter_sxemisi/","wiki.uygur.com","source_witness_url","unique_url","1","copyright signal in capture","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","current HTML page capture","true","false","false","true","Uyghur; Noetherian scheme; dictionary","Uyghur","consistency_pass","","Noetherian-adjacent dictionary witness; no TeX/source package; no authority/license/native-review closure. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-UG-003","source_witness","Uyghur","سول نوئېتېر ھالقىسى - ئۇيغۇر قامۇسى","https://wiki.uygur.com/sol_noeter_halqisi/","wiki.uygur.com","source_witness_url","duplicate_url_group","2","copyright signal in capture","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","current HTML page capture","true","false","false","true","Uyghur; left Noetherian ring; dictionary","Uyghur","consistency_pass","","Noetherian-ring-adjacent dictionary witness; no TeX/source package; no authority/license/native-review closure. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-UG-004","source_witness","Uyghur","دائىرىلىك نوئېتېر سخېمىسى - ئۇيغۇر قامۇسى","https://wiki.uygur.com/dairilik_noeter_sxemisi/","wiki.uygur.com","source_witness_url","unique_url","1","copyright signal in capture","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","current HTML page capture","true","false","false","true","Uyghur; locally Noetherian scheme; dictionary","Uyghur","consistency_pass","","Noetherian-adjacent dictionary witness; no TeX/source package; no authority/license/native-review closure. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"CWS-UG-005","source_witness","Uyghur","ئاتالغۇلار لۇغىتى - Page 3967 - ئۇيغۇر قامۇسى","https://wiki.uygur.com/author/uekal/page/3967/","wiki.uygur.com","source_witness_url","unique_url","1","copyright signal in capture","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","current HTML page capture","true","false","false","true","Uyghur; terms category; semisimple ring; semisimple algebra; algebraic group","Uyghur","consistency_pass","","Uyghur mathematics-term category/source-shelf witness; no TeX/source package; no hard-row approval. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"GCS-TK-001","source_witness","Turkmen","Gutlyýew G., Atdaýew S. - Ýokary matematika","https://www.kitaphana.net/electronic-book/10","www.kitaphana.net","source_witness_url","unique_url","1","copyright/page-host signal; no reusable license found","copyright_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","current PDF capture from Kitaphana download endpoint","true","false","true","true","Turkmen; higher mathematics; set theory; linear algebra; vector algebra; analytic geometry","Turkmen","consistency_pass","","Closes original-PDF gap for prior Kitaphana book-10 page; strong Turkmen publication provenance, but no exact Noetherian-ring or polynomial-ring row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"GCS-TK-002","source_witness","Turkmen","Kömekow B. et al. - Çyzykly algebra we geometriýa","https://www.kitaphana.net/electronic-book/13","www.kitaphana.net","source_witness_url","unique_url","1","copyright/page-host signal; no reusable license found","copyright_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","current PDF capture from Kitaphana download endpoint","true","false","true","true","Turkmen; linear algebra; geometry; TDU","Turkmen","consistency_pass","","Closes original-PDF gap for prior Kitaphana book-13 page; strong Turkmen algebra publication provenance, but no exact Noetherian-ring or polynomial-ring row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"GCS-TT-001","source_witness","Tatar","Фәнни Татарстан 2016 №3 article on a special interpolation polynomial operator","https://ft.antat.ru/uploads/831735a2152a289d13-%D0%A4%D0%A2-2016-3.pdf","ft.antat.ru","source_witness_url","duplicate_url_group","2","journal PDF; no explicit reusable license found","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","current PDF capture","true","false","true","true","Tatar; exact sciences; interpolation polynomial operator; quadrature formula; Hilbert-kernel integral","Tatar","consistency_pass","","Strong Tatar mathematical-publication witness with polynomial-operator content; not a Noetherian-ring or polynomial-ring source row; no TeX/source package. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"GCS-TT-002","source_witness","Tatar","Фәнни Татарстан 2015 №4 article on generalized interpolation polynomial operator","https://ft.antat.ru/uploads/995865703d9af8983e-%D0%A4%D0%A2-2015-4.pdf","ft.antat.ru","source_witness_url","duplicate_url_group","2","journal PDF; no explicit reusable license found","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","current PDF capture","true","false","true","true","Tatar; exact sciences; interpolation polynomial operator; polynomial methods","Tatar","consistency_pass","","Strong Tatar mathematical-publication witness with interpolation-polynomial content; not a Noetherian-ring or polynomial-ring source row; no TeX/source package. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"GCS-KY-001","source_witness","Kyrgyz","Математикалык терминдердин кыргызча-орусча сөздүгү","https://new.bizdin.kg/media/books/Matematikalyk-terminderdin-kyrgyzcha-oruscha-sozdugu-bizdin-kg.pdf","new.bizdin.kg","source_witness_url","unique_url","1","no explicit reusable license found","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","current PDF capture","true","false","true","true","Kyrgyz; mathematical terminology; polynomial; group; field; ring/reference vocabulary","Kyrgyz","consistency_pass","","Direct PDF replacement for prior Scribd-only dictionary surface; stronger Kyrgyz reference provenance, but still dictionary/reference evidence only and not exact Noetherian-ring or polynomial-ring support. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"GCS-KY-002","source_witness","Kyrgyz","Математикалык маалыматтама сөздүк","https://www.okuma.kg/read/web/books/%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%D0%BB%D1%8B%D0%BA%20%D0%BC%D0%B0%D0%B0%D0%BB%D1%8B%D0%BC%D0%B0%D1%82%D1%82%D0%B0%D0%BC%D0%B0%20%D1%81%D3%A9%D0%B7%D0%B4%D2%AF%D0%BA%28okuma.kg%29_%D0%9C%D0%B0%D1%82%D0%B5%D0%BC%D0%B0%D1%82%D0%B8%D0%BA%D0%B0%2C%20%D0%9B%D0%BE%D0%B3%D0%B8%D0%BA%D0%B082.pdf","www.okuma.kg","source_witness_url","duplicate_url_group","2","no explicit reusable license found","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","current PDF capture","true","false","true","true","Kyrgyz; mathematical reference dictionary; higher algebra/source shelf","Kyrgyz","consistency_pass","","Large Kyrgyz mathematical reference PDF; text extraction was thin in local tooling, so retained as PDF provenance, not content support; no exact hard-row support and no TeX/source package. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-TT-001","source_witness","Tatar","Дифференциаль исәпләү - Wikipedia","https://tt.wikipedia.org/wiki/%D0%94%D0%B8%D1%84%D1%84%D0%B5%D1%80%D0%B5%D0%BD%D1%86%D0%B8%D0%B0%D0%BB%D1%8C_%D0%B8%D1%81%D3%99%D0%BF%D0%BB%D3%99%D2%AF","tt.wikipedia.org","source_witness_url","unique_url","1","captured footer links Creative Commons Attribution-ShareAlike","creative_commons_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Tatar; differential calculus; smooth functions; ring context","Tatar","consistency_pass","","Captures Tatar mathematical article with ring-context text for smooth functions; no source package; no Noetherian-ring or polynomial-ring exact row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-KY-001","source_witness","Kyrgyz","ОШ мамлекеттик университетинин жарчысы. Математика. Физика. Техника №3(1), 2024","https://mpht-oshsu.com/web/uploads/journals_pdf/3%281%292024.pdf","mpht-oshsu.com","source_witness_url","unique_url","1","public journal PDF; no reusable license signal found in captured evidence","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","PDF plus extracted UTF-8 text","true","false","true","false","Kyrgyz; mathematics journal; polynomial functions; Lagrange polynomial; algebra context","Kyrgyz","consistency_pass","","Adds machine-readable Kyrgyz mathematical journal corpus evidence with polynomial/algebra context; no source package; no exact polynomial-ring or Noetherian-ring row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-TK-003","source_witness","Turkmen","Matematika - II / Kitaphana electronic book 2157","https://kitaphana.net/electronic-book/2157","kitaphana.net","source_witness_url","unique_url","1","public Kitaphana PDF endpoint; no reusable license signal found in captured evidence","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","PDF plus extracted UTF-8 text","true","false","true","false","Turkmen; mathematics; polynomial/base algebra; köpagza","Turkmen","consistency_pass","","Adds real Turkmen PDF and text extraction with polynomial/base algebra context; no source package; no exact polynomial-ring or Noetherian-ring row. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-TK-004","source_witness","Turkmen","Ýokary matematika (analitiki geometriýa we ýokary algebra)","https://pubhtml5.com/znfx/acte/basic/","pubhtml5.com","source_witness_url","unique_url","1","PubHTML5 hosted flipbook; no reusable license signal found in captured evidence","other_access_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Turkmen; higher mathematics; higher algebra; analytic geometry; Maple examples","Turkmen","consistency_pass","","Adds Turkmen higher-algebra publication surface with page-level HTML text; not a TeX/source package; no exact hard-row witness. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-UG-001","source_witness","Uyghur","UYGUR.COM page with cohomology ring/module/group entries","https://wiki.uygur.com/page/4385/","wiki.uygur.com","source_witness_url","unique_url","1","captured page shows UYGUR.COM copyright","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Uyghur; cohomology ring; cohomology module; cohomology group; dictionary/category witness","Uyghur","consistency_pass","","Adds adjacent Uyghur ring/module/group dictionary corpus evidence only; no source package; no authority/license/native-domain approval. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"SPG-UG-002","source_witness","Uyghur","UYGUR.COM page with semisimple algebraic group and semisimple normed ring entries","https://wiki.uygur.com/page/4340/","wiki.uygur.com","source_witness_url","unique_url","1","captured page shows UYGUR.COM copyright","copyright_signal","html_or_web_fallback","html_or_web_fallback","consistent","local HTML capture","true","false","false","true","Uyghur; semisimple algebraic group; semisimple ring; dictionary/category witness","Uyghur","consistency_pass","","Adds adjacent Uyghur algebraic-group/ring dictionary corpus evidence only; no source package; no authority/license/native-domain approval. Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
"RSW-TT-001","source_witness","Tatar","Edu.tatar 7 klass algebra educational minimum","https://edu.tatar.ru/upload/storage/org112/files/7%20%D0%BA%D0%BB%D0%B0%D1%81%D1%81%20%D0%B0%D0%BB%D0%B3%D0%B5%D0%B1%D1%80%D0%B0.pdf","edu.tatar.ru","source_witness_url","unique_url","1","no explicit reusable license found in capture","other_access_signal","pdf_or_text_fallback","pdf_or_text_fallback","consistent","pdf_captured_text_extracted","true","false","true","true","Tatar; algebra; polynomial base; күпбуын","Tatar","consistency_pass","","PDF and UTF-8 text provenance with topic/context hits only; no exact Noetherian-ring or polynomial-ring hard-row support; no TeX/source package. Context hits: күпбуын=4 Exact hard-row hits: 0 Next gate:","source-canon/provenance/gap support only; no translation, term promotion, native review, canonical approval, license clearance, gate promotion, bridge, pilot, Zenodo action, or Git push claim"
