"id","type","parent_id","order","source_start","source_end","source_bytes","source_sha256","target_path","target_start","target_end","target_bytes","target_sha256","relations","language","translation","review","next_authority_line","evidence_sha256"
"CJK-KO-P09-STR-0017","definition","CJK-KO-P09-STR-0014","3","6375","6380","467","E21CC7329FC5E4CD278582014A2A012900E299C3AAE06CE1E26D25365E6F4B48","targets/T01_U03.tex","6","6","957","399567A3C595AB17E26958023DD29B155966B0DF6C32AE27A2682ADB744AE63E","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0014""}]","ko","draft_complete","unchecked","6492","F1F7247A5F8D8B0BAEA1634636245CD0D6BA7C1470E3D21FD717530EDC0CA402"
"CJK-KO-P09-STR-0018","source_note","CJK-KO-P09-STR-0014","4","6377","6380","307","5A5D74906A5433BF705828AAA329AD5F778315B7F0AAF32DB06B7E81D59A581B","targets/T01_U03.tex","6","6","957","399567A3C595AB17E26958023DD29B155966B0DF6C32AE27A2682ADB744AE63E","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0014""}]","ko","draft_complete","unchecked","6492","F40C67308EEA0E82E5EB5E21D722C76B4071E15127DB8260B27FE4CB0C7320E6"
"CJK-KO-P09-STR-0019","unit","CJK-KO-P09-STR-0002","4","6385","6404","948","0C4812C43AA17340CC1E096FBF3A496C7D72A25D71A1B597EF0A09AD7B97576B","targets/T01_U04.tex","1","16","1310","C15FFF0E11881764CF972AF20DEF9292612573B513412EDAEA217D16E7F3CC88","[{""type"":""part_of"",""target_id"":""CJK-KO-P09-STR-0002""}]","ko","draft_complete","unchecked","6492","4DC7B77C329A61D9B4BB79839B0867F6279E29A5484CEB2ACAABCFA113371B5B"
"CJK-KO-P09-STR-0020","closed_prose","CJK-KO-P09-STR-0019","1","6385","6385","29","9B38A7B74ACFA4D0AF999A56DDB54FC62C22ECBC903CAFFE0CC616ACE00D6D56","targets/T01_U04.tex","6","6","46","A6210C926FA252E008416537385FDD981FFD9A4EFAF95907147DD68566F047F0","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","207C7E77D60D98F5BEDD5021598D4C5C287E22B862756F439BB40A8AF2BCB24C"
"CJK-KO-P09-STR-0021","enumeration","CJK-KO-P09-STR-0019","2","6386","6397","632","99CCBC03A85ABE69D6D28D88BDAF5B8F0B89676C0C2CA10916E7A002BCB517C9","targets/T01_U04.tex","7","11","599","97833269D7F07D34693914F8D50D05B331181D58A1D1B2011122DDFE5A192B1B","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","1026AB59225D102B885FE111F486974052EC1A3C6E49D1B8321015FC56EC3FB6"
"CJK-KO-P09-STR-0022","list_item","CJK-KO-P09-STR-0019","3","6387","6387","35","B7A5E2AF89813DFAC497CEBA437A98CC490529732466B87A469CD5D6A97A45E9","targets/T01_U04.tex","8","8","39","F10B2D40CEE2C0C45518B359345CC525C059526DBE0D52403D836822210A7BEE","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","887F6F7B5887F339D806A02852DF3D670F57CC2737BC9BB4791D30004C51558D"
"CJK-KO-P09-STR-0023","list_item","CJK-KO-P09-STR-0019","4","6388","6394","473","6F6FA8DE5D23CC81D5AA76851C6D9CD71A20DE694F8916FDFCD0333A9C937780","targets/T01_U04.tex","9","9","445","0A8AB16002FBA438A91511AD7148D12860D52C4BA0336AAEC89C625A1BF3C6E1","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","DB544D875B2A5203AFF61DD993E5D93F7F5B05C42B721E2B88152363D1001FD4"
"CJK-KO-P09-STR-0024","source_note","CJK-KO-P09-STR-0019","5","6388","6393","458","37E9B6FB55DD2922152DF86658E3A98E27409D4214198A3EEA0F7BF056B11D2F","targets/T01_U04.tex","9","9","445","0A8AB16002FBA438A91511AD7148D12860D52C4BA0336AAEC89C625A1BF3C6E1","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","51ACDB167585D8DACF208DB8368FD822097AAFC1031BB01F727CE50FD4EF83EB"
"CJK-KO-P09-STR-0025","list_item","CJK-KO-P09-STR-0019","6","6395","6396","90","6EA2EF597F62CA57517BC6A3CE03014A047C02CD650D45EF52388E9FC28BB04A","targets/T01_U04.tex","10","10","81","A200C72FF698B9E7B09DB0A3922185D4E5E4BBE47CB8F49D871058B1710F45A5","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","A27CE31CFDA8BE4B1A66A607468AAF6966550E0CDDECBBB0C038BC9C4F54677B"
"CJK-KO-P09-STR-0026","closed_prose","CJK-KO-P09-STR-0019","7","6398","6398","34","4CE2DCF1BD87A5618B71AE6AA55EEF6A0D9D4646F16B80CA76F68C81AA010FE3","targets/T01_U04.tex","12","12","46","9E07ECB0AB8ACEEC8979A9F18C48931E7698507DC579D924201E9E847C7A7889","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","26521C06C6CF44612E67D9462F633F9142C4B8D1807174466C81EAE2A3F1A124"
"CJK-KO-P09-STR-0027","enumeration","CJK-KO-P09-STR-0019","8","6399","6404","253","021182803EF878E4FCDB63958A7CCAA831AAA6B7003C68FEDE3AB972BD401475","targets/T01_U04.tex","13","16","234","7046F2CE219CA0D250443822B7C4A6D3502E05F25FA6116EE47C1184CED3464A","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","5044C98AB442744086F31DFA610D4D525833A16CB592A604D7C00FED11765799"
"CJK-KO-P09-STR-0028","list_item","CJK-KO-P09-STR-0019","9","6400","6401","90","0C9432925ED0B3285CD9A69965740E4734CAE1AFF204A7F9D5365BB85173B8ED","targets/T01_U04.tex","14","14","81","AA01A0E3E5967F038D18BD50E1D8247C57E63E201BC05E6D0B66411088D5C014","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","6479F7C17C3ED741AD4B8DD96978518DE922521615289A0ABFF5AB3F3BBFF5EC"
"CJK-KO-P09-STR-0029","list_item","CJK-KO-P09-STR-0019","10","6402","6403","129","7D2104A977C4E0270D23121F4D41BAEB0EF3B1387AAF38937427015A4F1237BA","targets/T01_U04.tex","15","15","119","96FE7760576892FCCA41BF0BE5193D6470703169A55C89E8F96D1C4EDE9114FA","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","99296A741560CD9F6CBA42686B21DB1C2E84F66CCCD4A670383B2315DFF0F926"
"CJK-KO-P09-STR-0030","source_note","CJK-KO-P09-STR-0019","11","6403","6403","51","71761C68CB888DB6B8DF0916C5B2E6146FD6E10387C0E781E472CE5C3B90A4DC","targets/T01_U04.tex","15","15","119","96FE7760576892FCCA41BF0BE5193D6470703169A55C89E8F96D1C4EDE9114FA","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","66BEF358B834BD76B3C76BC7CE6258384CBDD33C99D933F0A208D1A46C310A27"
"CJK-KO-P09-STR-0031","cross_reference","CJK-KO-P09-STR-0019","12","6385","6404","948","0C4812C43AA17340CC1E096FBF3A496C7D72A25D71A1B597EF0A09AD7B97576B","targets/T01_U04.tex","15","15","119","96FE7760576892FCCA41BF0BE5193D6470703169A55C89E8F96D1C4EDE9114FA","[{""type"":""bounded_by"",""target_id"":""CJK-KO-P09-STR-0019""}]","ko","draft_complete","unchecked","6492","1545DF5B5C6B0B429175ECF38E80D5CCF29B3829CD846FB2DEB8EF8DF27ACBC8"
"CJK-KO-P09-STR-0032","unit","CJK-KO-P09-STR-0002","5","6406","6414","670","A1EB4CAB80E2780CE8BAC0524F49F75E4C25BB8E5EF5EB628E5C5983BBC975F4","targets/T01_U05.tex","1","6","1072","F9310428B7FEDB0FE4CB99F7FBDC8B67CEC5445D4477FF15985BD96C43A18CAB","[{""type"":""part_of"",""target_id"":""CJK-KO-P09-STR-0002""}]","ko","draft_complete","unchecked","6492","3B589CF24CEB2A1FB131393386428E44B76893B2F10D4C192B7E119CEE2BC5D0"
"CJK-KO-P09-STR-0033","closed_prose","CJK-KO-P09-STR-0032","1","6406","6414","670","A1EB4CAB80E2780CE8BAC0524F49F75E4C25BB8E5EF5EB628E5C5983BBC975F4","targets/T01_U05.tex","6","6","687","838490E2AECE73C1E56A39E033FFF0E7BAF92AEFF66B8B333E9AB96D1149BB23","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0032""}]","ko","draft_complete","unchecked","6492","C56AD38A57BFD9D8A4AD29C5AC2E5D0B66109DAF39F80E1A93C2F2E0D46576CA"
"CJK-KO-P09-STR-0034","cross_reference","CJK-KO-P09-STR-0032","2","6406","6414","670","A1EB4CAB80E2780CE8BAC0524F49F75E4C25BB8E5EF5EB628E5C5983BBC975F4","targets/T01_U05.tex","6","6","687","838490E2AECE73C1E56A39E033FFF0E7BAF92AEFF66B8B333E9AB96D1149BB23","[{""type"":""bounded_by"",""target_id"":""CJK-KO-P09-STR-0032""}]","ko","draft_complete","unchecked","6492","DFBB331680CD0089D56ADBBB16B495EC21C7A8AAD32743F4D7ED5E7E89B2E0D7"
"CJK-KO-P09-STR-0035","unit","CJK-KO-P09-STR-0002","6","6416","6429","907","DB5C9446BE9162F6B5A579A6BA808373ACBDEB221093958B22AAD3468BB06BEE","targets/T01_U06.tex","1","9","1375","8D203EF1AC67EAC9E31C17FA9E878CC664DC1775AE004381C21335CEABC26174","[{""type"":""part_of"",""target_id"":""CJK-KO-P09-STR-0002""}]","ko","draft_complete","unchecked","6492","72F70F7B6C28A69406A7AF01FD595A5E8E9BE4A5FF4143E020CE68FD4CA8DA32"
"CJK-KO-P09-STR-0036","closed_prose","CJK-KO-P09-STR-0035","1","6416","6425","739","366E1839C15AC0D0BDF9A7EA5D9F2BDA0CDE1D030B2AD8948F71E721C163A396","targets/T01_U06.tex","6","6","761","77349B5C86529724E9B7987A9D8E56AF8CB5C753DE1BDF709B782F445EAF5C09","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0035""}]","ko","draft_complete","unchecked","6492","CDF4CCF596F621F76F7E5D65FAE044D872BFA29E7187E41378A8615E8D348A33"
"CJK-KO-P09-STR-0037","enumeration","CJK-KO-P09-STR-0035","2","6426","6429","168","06BED10D2DA66AB409E9994CDC15CC4259D1718E31D93B3D6C4DD8FE0E3839D1","targets/T01_U06.tex","7","9","191","5575C06996568DB6085212AB72E8F206374979EE3CAF80CD9DE64F27FCACA908","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0035""}]","ko","draft_complete","unchecked","6492","BCDB08C279B8C2CEDED318555BC3C7A0A850F52666158CB5B6DC575B08E90D9B"
"CJK-KO-P09-STR-0038","list_item","CJK-KO-P09-STR-0035","3","6427","6428","134","4082129563B33A64AB2D05DE134CF6E96501EF14AC144E88E788F54DDEC51F97","targets/T01_U06.tex","8","8","157","D6165A371E7EC6F0057F32AC81AB7B8B576398981BEB2D272250B077B7871777","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0035""}]","ko","draft_complete","unchecked","6492","293AA775ED4B37AD1A5EE5E4302F9108A473BFF49DC3B1BCD6F2FF2C25747FC6"
"CJK-KO-P09-STR-0039","cross_reference","CJK-KO-P09-STR-0035","4","6416","6429","907","DB5C9446BE9162F6B5A579A6BA808373ACBDEB221093958B22AAD3468BB06BEE","targets/T01_U06.tex","6","6","761","77349B5C86529724E9B7987A9D8E56AF8CB5C753DE1BDF709B782F445EAF5C09","[{""type"":""bounded_by"",""target_id"":""CJK-KO-P09-STR-0035""}]","ko","draft_complete","unchecked","6492","DE307CF1B63DA177412417225AC9A2EB5027807A26A423C04491F326DB305A51"
"CJK-KO-P09-STR-0040","unit","CJK-KO-P09-STR-0002","7","6431","6446","1004","EEC6E00E924F0AFC86C5A9B9AF104297B3029AA1F2EBE9B1DA56C05DF953B191","targets/T01_U07.tex","1","10","1453","145394A7E8B7ADD665099E85ECBDB25BAF3B342CB7AF5D9990EDA6B9471A97B1","[{""type"":""part_of"",""target_id"":""CJK-KO-P09-STR-0002""}]","ko","draft_complete","unchecked","6492","B94169EF29283DCCCC43DC3FBDFBE3002ACE3EBE110FC9159C73EEC8867EC555"
"CJK-KO-P09-STR-0041","closed_prose","CJK-KO-P09-STR-0040","1","6431","6434","247","A3E4E90C8DE1DE19DBA785C69BC10D74FA62CAA57B2BA56AF1A7BA01673821F2","targets/T01_U07.tex","6","6","245","78596657FFB9ECB7D5EB903CC0F772ADE94A42CC545B65CC66C1CA7EE77708B4","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0040""}]","ko","draft_complete","unchecked","6492","688218B00CB8D8EDC95D7056F33AE0C389CD260CF546CC886C1CC00DB4F8C846"
"CJK-KO-P09-STR-0042","enumeration","CJK-KO-P09-STR-0040","2","6435","6446","757","38048B35FDF179077C6688A8BE03816183B566ADCDB5D18879D9EB22B6D04F3E","targets/T01_U07.tex","7","10","821","4733E89867B417FFD165109379B1C999155BA0E332C91A2F5EE2623AF9DEA997","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0040""}]","ko","draft_complete","unchecked","6492","AD0538266A2497C54E67343A496E7C1745C1AB35A58AEF87B0E2D33641646194"
"CJK-KO-P09-STR-0043","list_item","CJK-KO-P09-STR-0040","3","6436","6440","368","BD6AEA043CCCC7C7A4CF5B27B4702F448D21DEE4CDF97AFA6EC9F36397253DFD","targets/T01_U07.tex","8","8","384","020B93A971A3B9CEA51CA31A047D4169230DCBAAFB2042E4824713A3B6C12874","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0040""}]","ko","draft_complete","unchecked","6492","54026D6A0738B984A3B06A67E9D04A13569BC987E6726AAF5C160C97A0AB941F"
"CJK-KO-P09-STR-0044","list_item","CJK-KO-P09-STR-0040","4","6441","6445","355","CB0488351FBD71707629784446F9287DA9D6C2A15B311494548E99834A58F32F","targets/T01_U07.tex","9","9","403","C6BA5E71D63D8DC82031483DEF64DE06FF08B564E277BE9598DC8ECD79637CC8","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0040""}]","ko","draft_complete","unchecked","6492","49C94B54D6C5899C4FD5D467AFDF052AA5EFE5C097E189638B018BC0B3A67FEA"
"CJK-KO-P09-STR-0045","source_note","CJK-KO-P09-STR-0040","5","6442","6442","82","975EE4080B02A6F3198937CFB0C84BFA67619B3ACBF7ED06EF29E582D2F4C746","targets/T01_U07.tex","9","9","403","C6BA5E71D63D8DC82031483DEF64DE06FF08B564E277BE9598DC8ECD79637CC8","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0040""}]","ko","draft_complete","unchecked","6492","5F5C82F3B757B54FB2E4EFA3245611D2C1D079DE5DB15322D3735534C521F0BF"
"CJK-KO-P09-STR-0046","cross_reference","CJK-KO-P09-STR-0040","6","6431","6446","1004","EEC6E00E924F0AFC86C5A9B9AF104297B3029AA1F2EBE9B1DA56C05DF953B191","targets/T01_U07.tex","6","6","245","78596657FFB9ECB7D5EB903CC0F772ADE94A42CC545B65CC66C1CA7EE77708B4","[{""type"":""bounded_by"",""target_id"":""CJK-KO-P09-STR-0040""}]","ko","draft_complete","unchecked","6492","B9C49036A2C984530B6F5B459123F4282F988A6A955DDC813F8798D6250FC837"
"CJK-KO-P09-STR-0047","cross_reference","CJK-KO-P09-STR-0040","7","6431","6446","1004","EEC6E00E924F0AFC86C5A9B9AF104297B3029AA1F2EBE9B1DA56C05DF953B191","targets/T01_U07.tex","9","9","403","C6BA5E71D63D8DC82031483DEF64DE06FF08B564E277BE9598DC8ECD79637CC8","[{""type"":""bounded_by"",""target_id"":""CJK-KO-P09-STR-0040""}]","ko","draft_complete","unchecked","6492","52C6BB36AC763D6214312A71BD994BB5EAEFE7DB3BED5E8C2274B6046A8B1C00"
"CJK-KO-P09-STR-0048","unit","CJK-KO-P09-STR-0002","8","6448","6452","322","0A695390C010FB60B91AC1E621B29522EAF00BC40FDBD9E655CD02CEADD003B9","targets/T01_U08.tex","1","6","710","D6242EFC106AD4A4B09D97AF827728E0E7926ADF65E720A905C72F374535E2AE","[{""type"":""part_of"",""target_id"":""CJK-KO-P09-STR-0002""}]","ko","draft_complete","unchecked","6492","F04DCF951669808F5CD413EB93278A43EC6515399BA4014991A0B281C05699A2"
"CJK-KO-P09-STR-0049","closed_prose","CJK-KO-P09-STR-0048","1","6448","6452","322","0A695390C010FB60B91AC1E621B29522EAF00BC40FDBD9E655CD02CEADD003B9","targets/T01_U08.tex","6","6","325","AC6357B14B01960B331C7E6596D7B58BBCEE58B482FAD40686D99A275B925245","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0048""}]","ko","draft_complete","unchecked","6492","52E3C957488DF66BCCE0429025BA463BBAE821D792AFCD49350012835B80A06A"
"CJK-KO-P09-STR-0050","cross_reference","CJK-KO-P09-STR-0048","2","6448","6452","322","0A695390C010FB60B91AC1E621B29522EAF00BC40FDBD9E655CD02CEADD003B9","targets/T01_U08.tex","6","6","325","AC6357B14B01960B331C7E6596D7B58BBCEE58B482FAD40686D99A275B925245","[{""type"":""bounded_by"",""target_id"":""CJK-KO-P09-STR-0048""}]","ko","draft_complete","unchecked","6492","C9DEB73EFC602B215967F1D5961B0CAC23B037744835E75339AA6BC368DB7FCA"
"CJK-KO-P09-STR-0051","unit","CJK-KO-P09-STR-0002","9","6454","6475","1528","F5D989257CAD5E34365BA5047926F30FCFB5F9EC529B3144E091F17953B3C0EB","targets/T01_U09.tex","1","10","1997","DFCDCEDB0263EA3F45EC63EAF5FD0FE48932A563655D86CD84AC9F7878CAB7FC","[{""type"":""part_of"",""target_id"":""CJK-KO-P09-STR-0002""}]","ko","draft_complete","unchecked","6492","F5CAF624F740864920F38C0A66F183E4E626D836F6B5D0394E0BF8B1F01DC4BF"
"CJK-KO-P09-STR-0052","closed_prose","CJK-KO-P09-STR-0051","1","6454","6465","916","DEB69FFD079CC8C0103AF3EC49CC816BE53C3122D6FD32F7A36E91AF1E4E693E","targets/T01_U09.tex","6","6","902","65911F16314B863DA04FB11C13746446255D6FDA912DFDD2AF9002C7A7B3C982","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0051""}]","ko","draft_complete","unchecked","6492","6977B24D20AABAEE5B7EB2E12B33CD2658611CB0291A76820B67589B704CAE92"
"CJK-KO-P09-STR-0053","definition","CJK-KO-P09-STR-0051","2","6454","6462","701","CE3716AF08BF7D6DD1BACD701267431485DE2CB5C587B848427BA5FAE8E845E7","targets/T01_U09.tex","6","6","902","65911F16314B863DA04FB11C13746446255D6FDA912DFDD2AF9002C7A7B3C982","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0051""}]","ko","draft_complete","unchecked","6492","301F181E673F2DD62BC853AB8E4A46B041E524372B59D247A8A7B4976FA9B902"
"CJK-KO-P09-STR-0054","enumeration","CJK-KO-P09-STR-0051","3","6466","6475","612","B6485908EE5FA6AE1A210FE7B8B5F43861A4E82A5731EEDC29B1DE9091A90101","targets/T01_U09.tex","7","10","676","6F089EA8B028756FA802D782F85667F03A33716FCC79CFC7C8C9FF8CB7435318","[{""type"":""contained_in"",""target_id"":""CJK-KO-P09-STR-0051""}]","ko","draft_complete","unchecked","6492","F8226D6CECDE13AFE290C8872A9F6CF352CCC5F29ADC0F774EA94307FE4F9E7B"
