filename,source_archive,source_member,bytes,sha256,pages,prior_exists,prior_bytes,prior_sha256,replacement_reason,removed_reason
"10-03 English Translation - Qin - Shuxue Jiuzhang, fasc. 1-9.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/10-03 English Translation - Qin - Shuxue Jiuzhang, fasc. 1-9.pdf",1080337,3e77ee2a4c2fad987ea9a18ca2aa85b81808df1d8e7c5975ec9fe1681b839586,103,True,1080337,3e77ee2a4c2fad987ea9a18ca2aa85b81808df1d8e7c5975ec9fe1681b839586,,
10-04 English Translation - Sunzi Suanjing.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-04 English Translation - Sunzi Suanjing.pdf,295948,8828d907063db814082cf1090536aa10e8a01d8b7750cc186af6401b26465a44,24,True,295948,8828d907063db814082cf1090536aa10e8a01d8b7750cc186af6401b26465a44,,
"10-05 English Translation - Yang Hui - Xiangjie, parts 1-3.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/10-05 English Translation - Yang Hui - Xiangjie, parts 1-3.pdf",865606,866e3e8e227372bcb00a2bc7345d191653e140cecd9d671dc1ccea39acf66f4d,67,True,865606,866e3e8e227372bcb00a2bc7345d191653e140cecd9d671dc1ccea39acf66f4d,,
"10-06 English Translation - Zhu Shijie - Suanxue Qimeng, parts 1-2.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/10-06 English Translation - Zhu Shijie - Suanxue Qimeng, parts 1-2.pdf",638971,e0e46fc3e656093b4ce35f2ed155d0290e29b19980f570abdc737c174bc17210,76,True,638971,e0e46fc3e656093b4ce35f2ed155d0290e29b19980f570abdc737c174bc17210,,
10-07 English Translation - Aryabhata - Aryabhatiya.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-07 English Translation - Aryabhata - Aryabhatiya.pdf,133286,ea06ad4672a830765e5703f7284debb7c4851e95db4a0bea22124d5befc99c16,20,True,133286,ea06ad4672a830765e5703f7284debb7c4851e95db4a0bea22124d5befc99c16,,
"10-08 English Translation - Bhaskara II - Bijaganita, parts 1-3.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/10-08 English Translation - Bhaskara II - Bijaganita, parts 1-3.pdf",371571,efe1d8b3d06d486c296413fc9d27eb9a331d71f66b41061d12ece8c1c09b5150,61,True,371571,efe1d8b3d06d486c296413fc9d27eb9a331d71f66b41061d12ece8c1c09b5150,,
10-09 English Translation - Bhaskara II - Lilavati.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-09 English Translation - Bhaskara II - Lilavati.pdf,152750,1d21bb8e64eaedd1b07ef2818f3a1c5f2aa6e78629bcd66418173e6a3bba30f0,23,True,152750,1d21bb8e64eaedd1b07ef2818f3a1c5f2aa6e78629bcd66418173e6a3bba30f0,,
10-10 English Translation - Brahmagupta - Brahmasphutasiddhanta.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-10 English Translation - Brahmagupta - Brahmasphutasiddhanta.pdf,1936966,8f133e0be57813742de4a7729e1f4e8df580352abbfba8f769c247123cff490f,283,True,1936966,8f133e0be57813742de4a7729e1f4e8df580352abbfba8f769c247123cff490f,,
10-11 English Translation - al-Kashi - Miftah al-Hisab.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-11 English Translation - al-Kashi - Miftah al-Hisab.pdf,178642,5d0393bf8ebc6e8c40c1644ff4c77614e7a20659579ebe486c07aef4856e0d9d,34,True,178642,5d0393bf8ebc6e8c40c1644ff4c77614e7a20659579ebe486c07aef4856e0d9d,,
10-12 English Translation - al-Khwarizmi - Algebra.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-12 English Translation - al-Khwarizmi - Algebra.pdf,168424,82bb67d8faf7f72d0cc5d2886960e9c9c9b74f567fed517e2f025514fc038af5,45,True,168424,82bb67d8faf7f72d0cc5d2886960e9c9c9b74f567fed517e2f025514fc038af5,,
10-13 English Translation - al-Tusi - Shakl al-Qatta.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-13 English Translation - al-Tusi - Shakl al-Qatta.pdf,173860,32e7ac80840d1fb54ea8e18c08a9e9fb2c133f132ac16f639af023540ab31f78,22,True,173860,32e7ac80840d1fb54ea8e18c08a9e9fb2c133f132ac16f639af023540ab31f78,,
10-14 English Translation - Robert of Chester and Karpinski.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-14 English Translation - Robert of Chester and Karpinski.pdf,172427,a839ae1e797eedc6f97d2d2f47e5ee15fb8ee7a7afbe52f628ac6dcf217c0883,44,True,172427,a839ae1e797eedc6f97d2d2f47e5ee15fb8ee7a7afbe52f628ac6dcf217c0883,,
10-15 English Translation - Omar Khayyam - Treatise on Algebra.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-15 English Translation - Omar Khayyam - Treatise on Algebra.pdf,132863,c7464cc3dd25e42cd08f8d7abf0843ae62daac660cffe50635ae6c63a62b6bd7,18,True,132863,c7464cc3dd25e42cd08f8d7abf0843ae62daac660cffe50635ae6c63a62b6bd7,,
10-16 English Translation - Rosen - Algebra of Mohammed Ben Musa.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-16 English Translation - Rosen - Algebra of Mohammed Ben Musa.pdf,329226,c2732fbb195555e10a66fc994a3815ce98531cbee1bc707a54b7cfc0a24c85e0,52,True,329226,c2732fbb195555e10a66fc994a3815ce98531cbee1bc707a54b7cfc0a24c85e0,,
10-17 English Translation - Ruska - Oldest Arabic Algebra.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-17 English Translation - Ruska - Oldest Arabic Algebra.pdf,438779,be9de3c8668d80c7afb1cd821e993a44d975abf30ba1ed72043be7565dfb904a,65,True,438779,be9de3c8668d80c7afb1cd821e993a44d975abf30ba1ed72043be7565dfb904a,,
10-18 English Translation - al-Muqaddasi - Ahsan al-Taqasim.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-18 English Translation - al-Muqaddasi - Ahsan al-Taqasim.pdf,56699,6c3a7511cacf71e25688ff93af93894e16458d3c44b5cccd801f0d87492e93bd,15,True,56699,6c3a7511cacf71e25688ff93af93894e16458d3c44b5cccd801f0d87492e93bd,,
10-19 English Translation - Ibn al-Nadim - Kitab al-Fihrist.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-19 English Translation - Ibn al-Nadim - Kitab al-Fihrist.pdf,142473,4adc27a818cb89487160235508dd1e9b3546392c9dd78acffd270748169c1c6a,19,True,142473,4adc27a818cb89487160235508dd1e9b3546392c9dd78acffd270748169c1c6a,,
10-20 English Translation - Said al-Andalusi - Tabaqat al-Umam.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-20 English Translation - Said al-Andalusi - Tabaqat al-Umam.pdf,123215,4d6947fa6c60d27ec78b4b7a1da6311a314c4a3e37e94472f5b08e602ebebb45,12,True,123215,4d6947fa6c60d27ec78b4b7a1da6311a314c4a3e37e94472f5b08e602ebebb45,,
10-21 English Translation - Smith-Karpinski - Numerals.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/10-21 English Translation - Smith-Karpinski - Numerals.pdf,131047,7d2a8bd7f5bb73eef33724c12064065e9a6799f553b407e2ab8423b74e40b1e7,17,True,131047,7d2a8bd7f5bb73eef33724c12064065e9a6799f553b407e2ab8423b74e40b1e7,,
"20-01 Modern Chinese - Nine Chapters, vols. 1-9.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/20-01 Modern Chinese - Nine Chapters, vols. 1-9.pdf",611581,2be82f9545224005b7ec9ec325473f1c9e248c3fa62b57b4716e267e7d783be6,43,True,611581,2be82f9545224005b7ec9ec325473f1c9e248c3fa62b57b4716e267e7d783be6,,
"20-02 Modern Chinese - Li Ye - Ceyuan Haijing, vols. 1-12.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/20-02 Modern Chinese - Li Ye - Ceyuan Haijing, vols. 1-12.pdf",1021012,38b4d2328a7798e357a2608e2ae47dd8ce790933375ad3335997c07c5dee168c,89,True,1021012,38b4d2328a7798e357a2608e2ae47dd8ce790933375ad3335997c07c5dee168c,,
20-03 Modern Chinese - Li Ye - Ceyuan Haijing Fenlei Shishu.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/20-03 Modern Chinese - Li Ye - Ceyuan Haijing Fenlei Shishu.pdf,722924,d892d40cea65333953ac73c5f0bb9f5c0afccca0ef42c1b3e86e16c0f6b77842,114,True,722924,d892d40cea65333953ac73c5f0bb9f5c0afccca0ef42c1b3e86e16c0f6b77842,,
"20-04 Modern Chinese - Qin - Shuxue Jiuzhang, fasc. 1 and 5-9.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/20-04 Modern Chinese - Qin - Shuxue Jiuzhang, fasc. 1 and 5-9.pdf",836240,226e763ce9802fcf8e42a52d9369af0fe400b68825ce8dedd6da6d29ab4d8564,74,True,836240,226e763ce9802fcf8e42a52d9369af0fe400b68825ce8dedd6da6d29ab4d8564,,
20-05 Modern Chinese - Sunzi Suanjing.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/20-05 Modern Chinese - Sunzi Suanjing.pdf,216595,d49e910a4bf20ec34b553be46b16a02b01b9c5289e41493ba207ad95877d11f0,18,True,216595,d49e910a4bf20ec34b553be46b16a02b01b9c5289e41493ba207ad95877d11f0,,
"20-06 Modern Chinese - Yang Hui - Xiangjie, parts 1-3.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/20-06 Modern Chinese - Yang Hui - Xiangjie, parts 1-3.pdf",890261,85097a163115d0d854f083dd58401a922471d1cf0116c0dd62d3a84d7f9d98c7,82,True,890261,85097a163115d0d854f083dd58401a922471d1cf0116c0dd62d3a84d7f9d98c7,,
"20-07 Modern Chinese - Zhu Shijie - Suanxue Qimeng, parts 1-2.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/20-07 Modern Chinese - Zhu Shijie - Suanxue Qimeng, parts 1-2.pdf",536218,ae4119c11e68f3edc327733397a7c600aff8eb10a065a03feeb306e8c702e325,40,True,536218,ae4119c11e68f3edc327733397a7c600aff8eb10a065a03feeb306e8c702e325,,
"30-01 Arabic Translation - Li Ye - Ceyuan Haijing, vols. 1-6 and 10-12.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/30-01 Arabic Translation - Li Ye - Ceyuan Haijing, vols. 1-6 and 10-12.pdf",745638,087aa5dfec44ca090ca6e55373d5d78c3b8020b46a6a6244431234347ca33c2b,86,True,745638,087aa5dfec44ca090ca6e55373d5d78c3b8020b46a6a6244431234347ca33c2b,,
"30-02 Arabic Translation - Qin - Shuxue Jiuzhang, fasc. 1 and 4.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/30-02 Arabic Translation - Qin - Shuxue Jiuzhang, fasc. 1 and 4.pdf",559585,0f6f731ca6d0215c44c2c125ed51cf51ac3252c1652264fcc2af1fe3d3e4a2bd,53,True,559585,0f6f731ca6d0215c44c2c125ed51cf51ac3252c1652264fcc2af1fe3d3e4a2bd,,
"30-03 Arabic Translation - Yang Hui - Xiangjie, part 1.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/30-03 Arabic Translation - Yang Hui - Xiangjie, part 1.pdf",339666,c1a0e99de2c74e612c64cbdfd6abdc232fa356cfb1288581a9ee44fccd9c509f,27,True,339666,c1a0e99de2c74e612c64cbdfd6abdc232fa356cfb1288581a9ee44fccd9c509f,,
30-04 Arabic Translation - al-Kashi - Miftah al-Hisab.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/30-04 Arabic Translation - al-Kashi - Miftah al-Hisab.pdf,133991,47f37cf901757200c6baf9ec9796e1e3453d429880947a737e969ced77b4fd3a,38,True,133991,47f37cf901757200c6baf9ec9796e1e3453d429880947a737e969ced77b4fd3a,,
30-05 Arabic Translation - al-Khwarizmi - Algebra.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/30-05 Arabic Translation - al-Khwarizmi - Algebra.pdf,161420,cc2e0ae0b8ee4f9c02228f33b5105d9093c7fbf95ee41c18f8944a773d835050,60,True,161420,cc2e0ae0b8ee4f9c02228f33b5105d9093c7fbf95ee41c18f8944a773d835050,,
30-06 Arabic Translation - Omar Khayyam - Treatise on Algebra.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/30-06 Arabic Translation - Omar Khayyam - Treatise on Algebra.pdf,103057,b1104ecef369a87382017c6055915314686198a4c6fbff339309623143de89cc,14,True,103057,b1104ecef369a87382017c6055915314686198a4c6fbff339309623143de89cc,,
"40-01 Chinese Original - Nine Chapters, vols. 1-9.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/40-01 Chinese Original - Nine Chapters, vols. 1-9.pdf",845742,59b2e83092546612bcc6c89af9b4cf82f0815fa1e27b65a5abf12b92468cf268,85,True,845742,59b2e83092546612bcc6c89af9b4cf82f0815fa1e27b65a5abf12b92468cf268,,
"40-02 Chinese Original - Li Ye - Ceyuan Haijing, vols. 1-12.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/40-02 Chinese Original - Li Ye - Ceyuan Haijing, vols. 1-12.pdf",814492,026d8cbb1469f4a85cfe437fbbe90356a42f518b8e61fe722053d8826efd429f,95,True,814492,026d8cbb1469f4a85cfe437fbbe90356a42f518b8e61fe722053d8826efd429f,,
40-03 Chinese Original - Li Ye - Ceyuan Haijing Fenlei Shishu.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/40-03 Chinese Original - Li Ye - Ceyuan Haijing Fenlei Shishu.pdf,653034,10b99b691df6ea703f17403de1b8cc0232b230c9897b3b3cd10cf9afeafd0b3c,119,True,653034,10b99b691df6ea703f17403de1b8cc0232b230c9897b3b3cd10cf9afeafd0b3c,,
40-04 Chinese Original - Li Ye - Ceyuan Haijing geometry.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/40-04 Chinese Original - Li Ye - Ceyuan Haijing geometry.pdf,1314861,f6903d6b2f39a7952f4cb0ac14611e2b483fc564c09920cf0b76f7ac5e6a8196,6,True,1314861,f6903d6b2f39a7952f4cb0ac14611e2b483fc564c09920cf0b76f7ac5e6a8196,,
"40-05 Chinese Original - Qin - Shuxue Jiuzhang, fasc. 1-9.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/40-05 Chinese Original - Qin - Shuxue Jiuzhang, fasc. 1-9.pdf",1145671,447a6bdfeb4b47fd6b0a17eb97f0d1f6fd6af9ae28f553f0fcc01dce4375f5da,106,True,1145671,447a6bdfeb4b47fd6b0a17eb97f0d1f6fd6af9ae28f553f0fcc01dce4375f5da,,
40-06 Chinese Original - Sunzi Suanjing.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/40-06 Chinese Original - Sunzi Suanjing.pdf,262778,7a490f9caa40780fa74b303e6f35ec74385dfd968a8588cbb4c45b40db7409e5,33,True,262778,7a490f9caa40780fa74b303e6f35ec74385dfd968a8588cbb4c45b40db7409e5,,
"40-07 Chinese Original - Yang Hui - Xiangjie, parts 1-3.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/40-07 Chinese Original - Yang Hui - Xiangjie, parts 1-3.pdf",829536,163c4dbe204cd36cce6bda2d6fc4fb6da9d9b0c0d05d4e5976884fce13c41763,91,True,829536,163c4dbe204cd36cce6bda2d6fc4fb6da9d9b0c0d05d4e5976884fce13c41763,,
"40-08 Chinese Original - Zhu Shijie - Suanxue Qimeng, parts 1-2.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/40-08 Chinese Original - Zhu Shijie - Suanxue Qimeng, parts 1-2.pdf",3208499,4eb1de69a3b160bcd3c30ff8ff33059cabf6af5884c57ca85f737f54fe36a12b,52,True,3208499,4eb1de69a3b160bcd3c30ff8ff33059cabf6af5884c57ca85f737f54fe36a12b,,
50-01 Indian Original - Aryabhata - Aryabhatiya.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/50-01 Indian Original - Aryabhata - Aryabhatiya.pdf,152321,81b3a4b7e8692e814a9821448a72e4b33881e1291ba6199c78a0bdd38ed755c4,18,True,152321,81b3a4b7e8692e814a9821448a72e4b33881e1291ba6199c78a0bdd38ed755c4,,
"50-02 Indian Original - Bhaskara II - Bijaganita, parts 1-3.pdf",non_eu_round3_clean_public_readers_no_sources_20260528.zip,"public-readers/50-02 Indian Original - Bhaskara II - Bijaganita, parts 1-3.pdf",444712,54e05f97a743b7be5bcc48ebfee967c68eb07d3eabf1cf2545364a6e5b46e193,81,True,444712,54e05f97a743b7be5bcc48ebfee967c68eb07d3eabf1cf2545364a6e5b46e193,,
50-03 Indian Original - Bhaskara II - Lilavati.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/50-03 Indian Original - Bhaskara II - Lilavati.pdf,143987,a20d44abd12a140e4ac1d3778b3528782d7d53a9e9c36e525d55d79dfef42e23,14,True,143987,a20d44abd12a140e4ac1d3778b3528782d7d53a9e9c36e525d55d79dfef42e23,,
50-04 Indian Original - Brahmagupta - Brahmasphutasiddhanta.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/50-04 Indian Original - Brahmagupta - Brahmasphutasiddhanta.pdf,1624656,849e94575ce43d0cc8e55b457222cf7c58af3007e051795c25f11b1793bb3ae2,279,True,1624656,849e94575ce43d0cc8e55b457222cf7c58af3007e051795c25f11b1793bb3ae2,,
60-01 Islamic Original - al-Kashi - Miftah al-Hisab.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/60-01 Islamic Original - al-Kashi - Miftah al-Hisab.pdf,161176,d0a32770721d5ad5227e02765c14130a32678604982c443ccb85c574877eb49c,26,True,161176,d0a32770721d5ad5227e02765c14130a32678604982c443ccb85c574877eb49c,,
60-02 Islamic Original - al-Khwarizmi - Algebra.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/60-02 Islamic Original - al-Khwarizmi - Algebra.pdf,203308,a9b5fa3568e24b75430a27f4edd99f09ffc5a6e782b6591808759e206a16f38c,47,True,203308,a9b5fa3568e24b75430a27f4edd99f09ffc5a6e782b6591808759e206a16f38c,,
60-03 Islamic Original - al-Tusi - Shakl al-Qatta.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/60-03 Islamic Original - al-Tusi - Shakl al-Qatta.pdf,131328,42dd0715a8b171c2533bb2f449bb3bdeba4988b304744c93500550800b693148,16,True,131328,42dd0715a8b171c2533bb2f449bb3bdeba4988b304744c93500550800b693148,,
60-04 Islamic Original - Omar Khayyam - Treatise on Algebra.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/60-04 Islamic Original - Omar Khayyam - Treatise on Algebra.pdf,120423,aa58398e7ac0a6ba5f1f1eee687b46aa58c3c576bc513ff74ad6183f99e7646d,16,True,120423,aa58398e7ac0a6ba5f1f1eee687b46aa58c3c576bc513ff74ad6183f99e7646d,,
60-05 Islamic Original - Ruska - Oldest Arabic Algebra (1917).pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/60-05 Islamic Original - Ruska - Oldest Arabic Algebra (1917).pdf,336277,4f449f82eafc6dd4212650439c8b6b37e0450adebd6c9fa7f0166ab903f98160,61,True,336277,4f449f82eafc6dd4212650439c8b6b37e0450adebd6c9fa7f0166ab903f98160,,
60-06 Islamic Original - Rosen - Algebra of Mohammed Ben Musa.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/60-06 Islamic Original - Rosen - Algebra of Mohammed Ben Musa.pdf,73735,974d75e5874a54c3aa69cafcf70a2601ab3c5bb9d0d93aa81b2f78e4b245d96b,20,False,,,,
60-07 Islamic Original - Robert of Chester and Karpinski.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/60-07 Islamic Original - Robert of Chester and Karpinski.pdf,79467,ab6fc56c09933104b2bf3972f8870bea93f46631b75189bbaa83909ee1624336,42,False,,,,
70-01 Reference Text - Said al-Andalusi - Tabaqat al-Umam.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/70-01 Reference Text - Said al-Andalusi - Tabaqat al-Umam.pdf,137708,96ade87a4c6b1da68397e7bc0bceee44a0baa592ab0bcabcec5d08c980752832,14,True,137708,96ade87a4c6b1da68397e7bc0bceee44a0baa592ab0bcabcec5d08c980752832,,
70-02 Reference Text - al-Muqaddasi - Ahsan al-Taqasim.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/70-02 Reference Text - al-Muqaddasi - Ahsan al-Taqasim.pdf,56619,007884e7b20e8cfe8c881e9342c772fe22b268c5a5ae30265996ade58b832f71,15,True,56619,007884e7b20e8cfe8c881e9342c772fe22b268c5a5ae30265996ade58b832f71,,
70-03 Reference Text - Ibn al-Nadim - Kitab al-Fihrist.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/70-03 Reference Text - Ibn al-Nadim - Kitab al-Fihrist.pdf,96897,f64ef4c5c9a11a74707071bd67f50ac731cf3c5ad367013589908c7bddd096e4,11,True,96897,f64ef4c5c9a11a74707071bd67f50ac731cf3c5ad367013589908c7bddd096e4,,
70-04 Reference Text - Ibn al-Qifti - Tarikh al-Hukama.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/70-04 Reference Text - Ibn al-Qifti - Tarikh al-Hukama.pdf,101949,adfd63175ccf28e0c99a96c664e2bfa127fdfdd2ad5a131b29f27be0745f6edd,10,True,101949,adfd63175ccf28e0c99a96c664e2bfa127fdfdd2ad5a131b29f27be0745f6edd,,
70-05 Reference Text - Smith-Karpinski - Numerals.pdf,non_eu_round3_clean_public_readers_no_sources_20260528.zip,public-readers/70-05 Reference Text - Smith-Karpinski - Numerals.pdf,150678,3455d7e2e3ab61d86ae31761eab478a3edda99c7d699e16817cbea6dbcbbfa8e,23,True,150678,3455d7e2e3ab61d86ae31761eab478a3edda99c7d699e16817cbea6dbcbbfa8e,,
60-06 Reference Scan - Rosen - Algebra of Mohammed Ben Musa (1831).pdf,complete public-domain reference scan,002 - al-Khwarizmi - The Algebra of Mohammed ben Musa - Rosen translation (1831).pdf,18890784,2c7c7ab14216a5348e4c920f1a787f5d8790ffab813e17f7ff56bb486290660a,378,True,18890784,2c7c7ab14216a5348e4c920f1a787f5d8790ffab813e17f7ff56bb486290660a,Promoted complete scan over derived public-reader extraction with excessive whitespace.,
60-07 Reference Scan - Robert of Chester and Karpinski (1915).pdf,complete public-domain reference scan,003 - al-Khwarizmi - Robert of Chester's Latin translation - Karpinski edition (1915).pdf,8696341,d39b931f9386dd4087182ffd1044e64e9ede6e359d6828fb09f663019efe7d62,204,True,8696341,d39b931f9386dd4087182ffd1044e64e9ede6e359d6828fb09f663019efe7d62,Promoted complete scan over derived public-reader extraction with excessive whitespace.,
60-06 Islamic Original - Rosen - Algebra of Mohammed Ben Musa.pdf,,,73735,974d75e5874a54c3aa69cafcf70a2601ab3c5bb9d0d93aa81b2f78e4b245d96b,,,,,,Duplicate top-level scan alias; the same complete public-domain witness remains under the Reference Scan filename.
60-07 Islamic Original - Robert of Chester and Karpinski.pdf,,,79467,ab6fc56c09933104b2bf3972f8870bea93f46631b75189bbaa83909ee1624336,,,,,,Duplicate top-level scan alias; the same complete public-domain witness remains under the Reference Scan filename.
