filename,status,source_count,bytes,pages,text_chars,sha256,sources,category,language_group,title,held_source_count,held_sources,source,note
10-11 English Translation - al-Kashi - Miftah al-Hisab.pdf,combined,1,217171,35,40220,14afa3f56372b2d232d2cde9008b75a3b1b10589ba41956a891753a0a65ce794,['translations/en/islamic/al-kashi-miftah-al-hisab_bilingual.pdf'],translation_work,english_bilingual,"Jamshid al-Kashi, Miftah al-Hisab",0,[],,
10-12 English Translation - al-Khwarizmi - Algebra.pdf,combined,1,229780,48,45233,9996267ab1b52178381dc41ecaeed4e14867accd9fefe67b428487a39a96906f,['translations/en/islamic/al-khwarizmi-al-jabr_bilingual.pdf'],translation_work,english_bilingual,"al-Khwarizmi, al-Jabr wa-l-Muqabala",0,[],,
10-13 English Translation - al-Tusi - Shakl al-Qatta.pdf,combined,1,208792,23,34839,bdbef8f3a88acb68995307fe2972f72d6d0e80b918f3ca9e3c53f35de8962ef9,['translations/en/islamic/al-tusi-shakl-al-qatta_bilingual.pdf'],translation_work,english_bilingual,"Nasir al-Din al-Tusi, Shakl al-Qatta",0,[],,
10-14 English Translation - Robert of Chester and Karpinski.pdf,combined,1,210652,45,52688,17d7b9a0f8b8b58d5fe10ae2cb4adb865be389df5de07aa33780935dabf33adc,['translations/en/islamic/karpinski-robert-of-chester-latin-translation-1915_bilingual.pdf'],translation_work,english_bilingual,"Robert of Chester and Louis Karpinski, Latin translation of al-Khwarizmi (1915)",0,[],,
10-15 English Translation - Omar Khayyam - Treatise on Algebra.pdf,combined,1,165082,19,18122,b8f5472b416e642181ef25e5eb36a216c5a3cd0549600fa9579fca17a622fdfe,['translations/en/islamic/omar-khayyam-sinaat-al-jabr_bilingual.pdf'],translation_work,english_bilingual,"Omar Khayyam, Treatise on Algebra",0,[],,
10-16 English Translation - Rosen - Algebra of Mohammed Ben Musa.pdf,combined,1,370401,53,126566,93597c5514c91d139452ea6cd3ca4647743837002340979ed36fe57856950b28,['translations/en/islamic/rosen-algebra-of-mohammed-ben-musa-1831_enhanced.pdf'],translation_work,english_bilingual,"Frederic Rosen, Algebra of Mohammed Ben Musa (1831)",0,[],,
10-17 English Translation - Ruska - Oldest Arabic Algebra.pdf,combined,1,473682,66,250696,4b7eb938bd1f0f40b40829df466c8201e5971d7b054875b484b8f89d0ed38eda,['translations/en/islamic/ruska-zur-aeltesten-arabischen-algebra_bilingual.pdf'],translation_work,english_bilingual,"Julius Ruska, Zur altesten arabischen Algebra",0,[],,
10-18 English Translation - al-Muqaddasi - Ahsan al-Taqasim.pdf,combined,1,89739,16,9384,036504821f4114bb934d8fe7c84c413a1228dd79f8ec67d8ae8a641a26d5f13b,['translations/en/references/al-muqaddasi-ahsan-al-taqasim_bilingual.pdf'],translation_work,english_bilingual,"al-Muqaddasi, Ahsan al-Taqasim",0,[],,
10-19 English Translation - Ibn al-Nadim - Kitab al-Fihrist.pdf,combined,1,176008,20,31004,7719ee1c8f324d80bc224f08dedeff67760977cbc0cd93ddf8337b8801350b51,['translations/en/references/ibn-al-nadim-kitab-al-fihrist_bilingual.pdf'],translation_work,english_bilingual,"Ibn al-Nadim, Kitab al-Fihrist",0,[],,
10-20 English Translation - Said al-Andalusi - Tabaqat al-Umam.pdf,combined,1,155870,13,23619,2067f998df51d5a9511785c592e4d5c53563a78fd29a3750fb3973c0441c8eb9,['translations/en/references/said-al-andalusi-tabaqat-al-umam_bilingual.pdf'],translation_work,english_bilingual,"Said al-Andalusi, Tabaqat al-Umam",0,[],,
10-21 English Translation - Smith-Karpinski - Numerals.pdf,combined,1,166425,18,28965,fe40b302903b842a1f8f4b740746d12b2bc0427606ad1e2ce1b8dc09a8370718,['translations/en/references/smith-karpinski-hindu-arabic-numerals-1911_enhanced.pdf'],translation_work,english_bilingual,"Smith and Karpinski, Hindu-Arabic Numerals (1911)",0,[],,
"20-01 Modern Chinese - Nine Chapters, vols. 1-9.pdf",combined,3,649394,44,43901,f6bac1541882083d86d15ed6caaaf5314e26926ae32fb383f919603c28ef0bc4,"['translations/zh/chinese/jiuzhang-suanshu-vols1-3_classical-modern_bilingual.pdf', 'translations/zh/chinese/jiuzhang-suanshu-vols4-6_classical-modern_bilingual.pdf', 'translations/zh/chinese/jiuzhang-suanshu-vols7-9_classical-modern_bilingual.pdf']",translation_work,classical_modern_chinese,"Anonymous, Jiuzhang Suanshu and Nine Chapters, volumes 1-9",0,[],,
"20-02 Modern Chinese - Li Ye - Ceyuan Haijing, vols. 1-12.pdf",combined,4,1062307,90,104017,0d630c64af9afa9a12237aee1001eea3eed5f53cbce4295f1157d94b0c87abf8,"['translations/zh/chinese/li-ye-ceyuan-haijing-vols1-3_classical-modern_bilingual.pdf', 'translations/zh/chinese/li-ye-ceyuan-haijing-vols4-6_classical-modern_bilingual.pdf', 'translations/zh/chinese/li-ye-ceyuan-haijing-vols7-9_classical-modern_bilingual.pdf', 'translations/zh/chinese/li-ye-ceyuan-haijing-vols10-12_classical-modern_bilingual.pdf']",translation_work,classical_modern_chinese,"Li Ye, Ceyuan Haijing, volumes 1-12",0,[],,
20-03 Modern Chinese - Li Ye - Ceyuan Haijing Fenlei Shishu.pdf,combined,3,766684,115,85865,d7688ce09fed43f943235df5b695f942b51680297794c364196e061e21231684,"['translations/zh/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3_classical-modern_bilingual.pdf', 'translations/zh/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols4-5_classical-modern_bilingual.pdf', 'translations/zh/chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols6-10_classical-modern_bilingual.pdf']",translation_work,classical_modern_chinese,"Li Ye, Ceyuan Haijing Fenlei Shishu, volumes 1-10",0,[],,
"20-04 Modern Chinese - Qin - Shuxue Jiuzhang, fasc. 1 and 5-9.pdf",combined,3,880017,75,69158,dac9c1bdfe958f9877f7dfc8f8f86041f423897e694e97adc23ffa21d929f0c6,"['translations/zh/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_classical-modern_bilingual.pdf', 'translations/zh/chinese/qin-jiushao-shuxue-jiuzhang-fascicles5-6_classical-modern_bilingual.pdf', 'translations/zh/chinese/qin-jiushao-shuxue-jiuzhang-fascicles7-9_classical-modern_bilingual.pdf']",translation_work,classical_modern_chinese,"Qin Jiushao, Shuxue Jiuzhang, fascicles 1 and 5-9",0,[],,
20-05 Modern Chinese - Sunzi Suanjing.pdf,combined,1,250035,19,10331,7a874fa07015d1129b1cc8088c0f88637234347ebb28a24dac8b2201fa105638,['translations/zh/chinese/sunzi-suanjing_classical-modern_bilingual.pdf'],translation_work,classical_modern_chinese,"Sunzi, Sunzi Suanjing, classical-modern Chinese",0,[],,
"20-06 Modern Chinese - Yang Hui - Xiangjie, parts 1-3.pdf",combined,3,936392,83,46601,e858b244bb3126f8cfeb63a45a3a65870a13f8e842882d35012fd58af7487901,"['translations/zh/chinese/yang-hui-xiangjie-jiuzhang-part1_classical-modern_bilingual.pdf', 'translations/zh/chinese/yang-hui-xiangjie-jiuzhang-part2_classical-modern_bilingual.pdf', 'translations/zh/chinese/yang-hui-xiangjie-jiuzhang-part3_classical-modern_bilingual.pdf']",translation_work,classical_modern_chinese,"Yang Hui, Xiangjie Jiuzhang Suanfa, parts 1-3",0,[],,
"20-07 Modern Chinese - Zhu Shijie - Suanxue Qimeng, parts 1-2.pdf",combined,2,574371,41,39407,e65c8dd14a008d132395e17c810eaf9e4849db9d470b2eacf9490e8789515b5c,"['translations/zh/chinese/zhu-shijie-suanxue-qimeng-part1_classical-modern_bilingual.pdf', 'translations/zh/chinese/zhu-shijie-suanxue-qimeng-part2_classical-modern_bilingual.pdf']",translation_work,classical_modern_chinese,"Zhu Shijie, Suanxue Qimeng, parts 1-2",0,[],,
"30-01 Arabic Translation - Li Ye - Ceyuan Haijing, vols. 1-6 and 10-12.pdf",combined,3,788055,0,0,3f4aaf95f7a68af78d637704de4a4327fea62eea4791631148b730abd201208f,"['translations/ar/chinese/li-ye-ceyuan-haijing-vols1-3_arabic.pdf', 'translations/ar/chinese/li-ye-ceyuan-haijing-vols4-6_arabic.pdf', 'translations/ar/chinese/li-ye-ceyuan-haijing-vols10-12_arabic.pdf']",translation_work,arabic,"Li Ye, Ceyuan Haijing, Arabic translation volumes 1-6 and 10-12",0,[],,
"30-02 Arabic Translation - Qin - Shuxue Jiuzhang, fasc. 1 and 4.pdf",combined,2,560477,53,92426,43db53a5892ecd5339b0c2b56532f57ff8eb0c2943d8c775dce32adf7a88e1aa,"['translations/ar/chinese/qin-jiushao-shuxue-jiuzhang-fascicle1_arabic.pdf', 'translations/ar/chinese/qin-jiushao-shuxue-jiuzhang-fascicle4_arabic.pdf']",translation_work,arabic,"Qin Jiushao, Shuxue Jiuzhang, Arabic translation fascicles 1 and 4",0,[],,
"30-03 Arabic Translation - Yang Hui - Xiangjie, part 1.pdf",combined,1,49915,8,12070,6f7caeef50f4ac4681716e4e8cd2b33363c4d83fc906e3d4a6b0179f265376ea,['translations/ar/chinese/yang-hui-xiangjie-jiuzhang-part1_arabic.pdf'],translation_work,arabic,"Yang Hui, Xiangjie Jiuzhang Suanfa, Arabic translation part 1",0,[],,
30-04 Arabic Translation - al-Kashi - Miftah al-Hisab.pdf,combined,1,173810,39,24510,e485b9f843f222b3ea073fdbf631a1344b0604e938e594dccaa676291453910e,['translations/ar/islamic/al-kashi-miftah-al-hisab_arabic.pdf'],translation_work,arabic,"Jamshid al-Kashi, Miftah al-Hisab, Arabic translation",0,[],,
30-05 Arabic Translation - al-Khwarizmi - Algebra.pdf,combined,1,200531,61,50310,27a75f98e0a117901b749741e46bf4bf286fd065e3acfadb6da96dd094ea4799,['translations/ar/islamic/al-khwarizmi-al-jabr_arabic-enhanced.pdf'],translation_work,arabic,"al-Khwarizmi, al-Jabr wa-l-Muqabala, Arabic translation",0,[],,
30-06 Arabic Translation - Omar Khayyam - Treatise on Algebra.pdf,combined,1,137895,15,15905,90ed97ee6bb94619370f9de93db8257bbecfd52c11ffa6efd5e4b1f2ee39dc01,['translations/ar/islamic/omar-khayyam-sinaat-al-jabr_arabic.pdf'],translation_work,arabic,"Omar Khayyam, Treatise on Algebra, Arabic translation",0,[],,
"40-01 Chinese Original - Nine Chapters, vols. 1-9.pdf",combined,3,820237,85,80657,a30f164c3484268387dd59a0c4c64efbd16e8432010643a835b7f6dcb7f920a7,"['chinese/jiuzhang-suanshu-vols1-3.pdf', 'chinese/jiuzhang-suanshu-vols4-6.pdf', 'chinese/jiuzhang-suanshu-vols7-9.pdf']",original_work,chinese_originals,"Anonymous, Jiuzhang Suanshu and Nine Chapters, volumes 1-9",0,[],,
"40-02 Chinese Original - Li Ye - Ceyuan Haijing, vols. 1-12.pdf",combined,4,868095,96,90378,0ea28a61a8df3e9ab01bf8d3a96205ff8512aadc47a445503ba84a52b5b48b67,"['chinese/li-ye-ceyuan-haijing-vols1-3.pdf', 'chinese/li-ye-ceyuan-haijing-vols4-6.pdf', 'chinese/li-ye-ceyuan-haijing-vols7-9.pdf', 'chinese/li-ye-ceyuan-haijing-vols10-12.pdf']",original_work,chinese_originals,"Li Ye, Ceyuan Haijing, volumes 1-12",0,[],,
40-03 Chinese Original - Li Ye - Ceyuan Haijing Fenlei Shishu.pdf,combined,3,688888,120,99867,d4827875a5f248b774bfaa0ccb1cfcbe0f4da75c1e1de745948c771bc35bedd2,"['chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols1-3.pdf', 'chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols4-5.pdf', 'chinese/li-ye-ceyuan-haijing-fenlei-shishu-vols6-10.pdf']",original_work,chinese_originals,"Li Ye, Ceyuan Haijing Fenlei Shishu, volumes 1-10",0,[],,
40-04 Chinese Original - Li Ye - Ceyuan Haijing geometry.pdf,combined,1,1346315,7,6263,7b66a1fc5861b2e1958ae37fad1d8b8d3b872b7b101a20e4c3fd2f87df9740bf,['chinese/cyhj_detail.pdf'],original_work,chinese_originals,"Li Ye, Ceyuan Haijing geometric detail",0,[],,
"40-05 Chinese Original - Qin - Shuxue Jiuzhang, fasc. 1-9.pdf",combined,5,1127745,105,94502,7789cf05fc003f4d182bf1f7d9e622b9db2bf0150dc1f7db37c259c3940b2f2e,"['chinese/qin-jiushao-shuxue-jiuzhang-fascicle1.pdf', 'chinese/qin-jiushao-shuxue-jiuzhang-fascicle2.pdf', 'chinese/qin-jiushao-shuxue-jiuzhang-fascicles3-4.pdf', 'chinese/qin-jiushao-shuxue-jiuzhang-fascicles5-6.pdf', 'chinese/qin-jiushao-shuxue-jiuzhang-fascicles7-9.pdf']",original_work,chinese_originals,"Qin Jiushao, Shuxue Jiuzhang, fascicles 1-9",0,[],,
40-06 Chinese Original - Sunzi Suanjing.pdf,combined,1,230248,34,11010,c703fa7a5985f105a73af1e43013cf9f82e7ea692d446fc9dbd563aeadc92daa,['chinese/sunzi-suanjing.pdf'],original_work,chinese_originals,"Sunzi, Sunzi Suanjing",0,[],,
"40-07 Chinese Original - Yang Hui - Xiangjie, parts 1-3.pdf",combined,3,730590,92,46432,1dc2a251f28fcb7a87e0666449d0b316af33ddf512a5211ae61061f1bd967f17,"['chinese/yang-hui-xiangjie-jiuzhang-part1.pdf', 'chinese/yang-hui-xiangjie-jiuzhang-part2.pdf', 'chinese/yang-hui-xiangjie-jiuzhang-part3.pdf']",original_work,chinese_originals,"Yang Hui, Xiangjie Jiuzhang Suanfa, parts 1-3",0,[],,
"40-08 Chinese Original - Zhu Shijie - Suanxue Qimeng, parts 1-2.pdf",combined,2,1731452,55,47943,2d8fc01b8860f83e345bdacf24ac279737cc870b9dbae16d08a60027388ccdab,"['chinese/zhu-shijie-suanxue-qimeng-part1.pdf', 'chinese/zhu-shijie-suanxue-qimeng-part2.pdf']",original_work,chinese_originals,"Zhu Shijie, Suanxue Qimeng, parts 1-2",0,[],,
50-01 Indian Original - Aryabhata - Aryabhatiya.pdf,combined,1,119773,16,7355,97db3ed7a1557d33d208ac959a257fe67ba5268f43a3f6e9b13247ce78b915ff,['indian/aryabhata-aryabhatiya.pdf'],original_work,indian_originals,"Aryabhata, Aryabhatiya",0,[],,
"50-02 Indian Original - Bhaskara II - Bijaganita, parts 1-3.pdf",combined,3,356608,79,36342,99defafb349a06e2f11a289bea06f36a5dd105d673446d786c4d95dcb037a487,"['indian/bhaskara-ii-bijaganita-part1.pdf', 'indian/bhaskara-ii-bijaganita-part2.pdf', 'indian/bhaskara-ii-bijaganita-part3.pdf']",original_work,indian_originals,"Bhaskara II, Bijaganita, parts 1-3",0,[],,
50-03 Indian Original - Bhaskara II - Lilavati.pdf,combined,1,107927,15,5463,63c3e65aca57a08cd48cd03be354e351d775bc8aad026a3b4d71128a97ff9d06,['indian/bhaskara-ii-lilavati.pdf'],original_work,indian_originals,"Bhaskara II, Lilavati",0,[],,
50-04 Indian Original - Brahmagupta - Brahmasphutasiddhanta.pdf,combined,15,1695353,280,290843,674b6ef2cea5be8129ff57e36d86799affe9890f7772c5a205a5d6797aa3531e,"['indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk1.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk2.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk3.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk4.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk5.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt1-chunk6.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk1.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk2.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk3.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk4.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk5.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt2-chunk6.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt3-chunk1.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt3-chunk2.pdf', 'indian/brahmagupta-brahmasphutasiddhanta-pt3-chunk3.pdf']",original_work,indian_originals,"Brahmagupta, Brahmasphutasiddhanta, complete",0,[],,
60-01 Islamic Original - al-Kashi - Miftah al-Hisab.pdf,combined,1,199246,27,27970,19e0b1bef55f40598d9940794ac536cbdf355ec3cff395e0aec3627702132285,['islamic/al-kashi-miftah-al-hisab.pdf'],original_work,islamic_originals,"Jamshid al-Kashi, Miftah al-Hisab",0,[],,
60-02 Islamic Original - al-Khwarizmi - Algebra.pdf,combined,1,236358,48,38926,688eb098cc785ee49ae6055b34de8e9eb2551c70291f62f62f383d6dd4f5fb3a,['islamic/al-khwarizmi-al-jabr-wa-l-muqabala.pdf'],original_work,islamic_originals,"al-Khwarizmi, al-Jabr wa-l-Muqabala",0,[],,
60-03 Islamic Original - al-Tusi - Shakl al-Qatta.pdf,combined,1,165538,17,24696,894a32827e1ae292811ff98f8e09caeda70a1f0e32635928def87b1b8d1ac9f9,['islamic/al-tusi-shakl-al-qatta.pdf'],original_work,islamic_originals,"Nasir al-Din al-Tusi, Shakl al-Qatta",0,[],,
60-04 Islamic Original - Omar Khayyam - Treatise on Algebra.pdf,combined,1,154990,17,16726,9dc18bac1ac4d9bb69a7ebe35d9d08a7dbed22f5c74e2b9db2192ec0ddd1c00a,['islamic/omar-khayyam-sinaat-al-jabr.pdf'],original_work,islamic_originals,"Omar Khayyam, Treatise on Algebra",0,[],,
60-05 Islamic Original - Ruska - Oldest Arabic Algebra (1917).pdf,combined,1,371683,62,163039,99ece6990a3b127a74d32435077b41639b5f9594baa32df529c9f28fc1f4299f,['islamic/ruska-zur-aeltesten-arabischen-algebra-1917.pdf'],original_work,islamic_originals,"Julius Ruska, Zur altesten arabischen Algebra (1917)",0,[],,
70-01 Reference Text - Said al-Andalusi - Tabaqat al-Umam.pdf,combined,1,170495,15,25562,a438af67560cfbf01b72c1c782e143ee0fdb7bce8053c6f0a2839bae201c88bb,['references/said-al-andalusi-tabaqat-al-umam.pdf'],reference_work,historical_references,"Said al-Andalusi, Tabaqat al-Umam",0,[],,
70-02 Reference Text - al-Muqaddasi - Ahsan al-Taqasim.pdf,combined,1,89646,16,9125,9342f17ff05bc669f7b06eae44220860546625ebe1ba9c123b4300574698fe65,['references/al-muqaddasi-ahsan-al-taqasim.pdf'],reference_work,historical_references,"al-Muqaddasi, Ahsan al-Taqasim",0,[],,
70-03 Reference Text - Ibn al-Nadim - Kitab al-Fihrist.pdf,combined,1,131118,12,16517,92cc7bddb6b67680ef493bb4cc6abbc37be407039bdcc87a10a119ed07aa0eb8,['references/ibn-al-nadim-kitab-al-fihrist.pdf'],reference_work,historical_references,"Ibn al-Nadim, Kitab al-Fihrist",0,[],,
70-04 Reference Text - Ibn al-Qifti - Tarikh al-Hukama.pdf,combined,1,135242,11,15758,f15e71d7b77c86b1793fdc9cc50b931b1eb778b6f46ca1087a3dc8203ac8d56c,['references/ibn-al-qifti-tarikh-al-hukama.pdf'],reference_work,historical_references,"Ibn al-Qifti, Tarikh al-Hukama",0,[],,
70-05 Reference Text - Smith-Karpinski - Numerals.pdf,combined,1,186637,24,64775,84fcb8b3cfe34e4e32364bf6a3d0c63bb78f016e2ae5dd3081ce1a8624b24879,['references/smith-karpinski-hindu-arabic-numerals-1911.pdf'],reference_work,historical_references,"Smith and Karpinski, Hindu-Arabic Numerals (1911)",0,[],,
60-06 Reference Scan - Rosen - Algebra of Mohammed Ben Musa (1831).pdf,,,18890784,378,285355,2c7c7ab14216a5348e4c920f1a787f5d8790ffab813e17f7ff56bb486290660a,,reference_work,reference_scans,"Frederic Rosen, Algebra of Mohammed Ben Musa (1831)",0,[],CA06__al-Khwarizmi_Rosen__The_Algebra_of_Mohammed_ben_Musa__1831.pdf,Complete facsimile scan used because the current source-rendered original/reference PDF is mostly blank.
60-07 Reference Scan - Robert of Chester and Karpinski (1915).pdf,,,8696341,204,357904,d39b931f9386dd4087182ffd1044e64e9ede6e359d6828fb09f663019efe7d62,,reference_work,reference_scans,"Robert of Chester and Louis Karpinski, Latin translation of al-Khwarizmi (1915)",0,[],CA07__al-Khwarizmi_Karpinski__Robert_of_Chester_Latin_Translation__1915.pdf,Complete facsimile scan used because the current source-rendered original/reference PDF is mostly blank.
