physical_page	printed_page	french_record_path	bytes	sha256	canonical_record_sha256
11	282	edition/source_freeze_final_v1/P0011.fr.txt	2511	890A0C71EFAA640ED4A29F3E6E5C64CB245BE1EA73F76DE9BB0E1CB1E0562080	60D6B34F8BDAF06A196DE4B475481F961BAB62E250015395DF9F3165C1D54160
12	283	edition/source_freeze_final_v1/P0012.fr.txt	2734	84B13BF95AF4B4592B5221E09767166DEE1ECD7170D9E00B420E9B302BD38BD9	2F74EABF10EE8D8C5098987460E997454C6341CA278D87F330E3D7B34BFB08F6
13	284	edition/source_freeze_final_v1/P0013.fr.txt	2228	FCBEE677F877D58495050FAF3BD955FE217B840A323319742B53B8FD284E1537	19FB480441FAE35B3FDF8AE6C9982D3052A6EE3D333C58924D8741EA4CF5A5C9
14	285	edition/source_freeze_final_v1/P0014.fr.txt	2131	214569E9F1D109EE9BC701CD211608F4A0403B1B94AABE5400A3C45B133A2F5A	FF0B75A3CA6975AA414BDF9263ADC68AE025F17114E185AC387F7D2470676867
15	286	edition/source_freeze_final_v1/P0015.fr.txt	1889	D15721B6D648E660E132380A1FBF184B8834464F03DF59AA11A0E07E69C14D2E	8AA99DCF14B82314F6E46136903AE3F51B91FFBAF84C0EB085D224E9BE99A83E
16	287	edition/source_freeze_final_v1/P0016.fr.txt	2163	EBF667F6B68EC839003FB4485FCBA47CC4EA6FDB8B27054F6ACFC02CCB260574	589D99B364DACE07914937275DF149AFCE352EBE8C67D8840E665F2D81830E18
17	288	edition/source_freeze_final_v1/P0017.fr.txt	2220	8C778878C69A2D2780EA2CAC54AB201990D36A7DD0FB6E9EAC1690B76AF02A39	DA3CB7E112567BA86F1D0186F5308CA0D4F0EE555A31BC7FFE53A3D303383606
18	289	edition/source_freeze_final_v1/P0018.fr.txt	1962	C4D2CF1AD9BE5AE88BC1F0192F5912C02FDB8CFFB62389F0465E679876D6A21B	05231282FF198AA9D1A4456AA00F52D11F15ADE243A38A5B9DBCFCBB86B4CF5F
19	290	edition/source_freeze_final_v1/P0019.fr.txt	1739	B55EE2B476B375289DBDBECDE179C22BE118B2E3E3B6931418B8D37A19DE3AFC	049A9394A324844CE79E28E03A48341820936A5BFC038A09199F94D2624EC196
20	291	edition/source_freeze_final_v1/P0020.fr.txt	2359	E9C0EAFAD686C7DC0C68A69B63C4EFD7C38A9B08539E23695300BCA5629C568F	CBF2BC43F5472832E5B0E740ED0798CE009BE4F84028867B163EE4F94CF7D0A7
21	292	edition/source_freeze_final_v1/P0021.fr.txt	2749	788DC7F4C71ED6328833BB12072BC7D0C472979BEF05E8FE3E810F816007782F	2F114F77ECC65E3616F6652BF63A4F245C63458B1B7A647F5678C0D37F7C6AB2
22	293	edition/source_freeze_final_v1/P0022.fr.txt	2424	ADF49B9C6953EF2534B3697262F00A543F678BF6E983643DD41C734EA312CC45	7D54121CEFC4B859CB37525501730D6A1FCB9AC4B1ECC0D1B83B545CD9A05287
23	294	edition/source_freeze_final_v1/P0023.fr.txt	2432	5F7215ECCAFEBA918BE62F3D7DD5050D0078E4AA0E678AA042DA80DB6A408C96	4A3082E008078531DD7A2ADEB6F3DF425F2AC956DDE20F6736A7623059F6AC40
24	295	edition/source_freeze_final_v1/P0024.fr.txt	2192	C9FE02B5D447CEC01D9B7319B4A81D7316CB60547C35CCC2A03F18F6AAB6CA93	46E335133A717E86680F9B83FE78A5732D5C9F76DEB645060C4F44E60E85BA34
25	296	edition/source_freeze_final_v1/P0025.fr.txt	2516	99DEAC5086284EA91F2BDDCC35D76935099122DC2D70E7C7A217748AFF4A5DAD	7545D58007BE83D988C01AE58309E85D87A4A66BBB9F4A8C8B3B74AD86E032B2
26	297	edition/source_freeze_final_v1/P0026.fr.txt	2787	C37EE540AD4193F10E5F191C010EC43A48FA69937C60781839F31925A810AD6E	9219A21C07D6892C929CEDA210FFE4E6738AE44D96ABC4EC48865116E84C702C
27	298	edition/source_freeze_final_v1/P0027.fr.txt	2444	79486A8DC9B8FEABD34958D2434A82D3896A71EC5D6B771DEA324A8DB8496EBF	03672066D6F471E4002596EF89E242D5502F581035696FF615B8973F68A7CA37
28	299	edition/source_freeze_final_v1/P0028.fr.txt	2385	36608BE5DD2BBFA3BB00ABB9B6602C410C373F086C703C4B0F06C08F3CCF4A56	877750A4C01BEFA9B7B6579E86F54BB4A757D9416E69D3D39FE2150A9ED852C7
29	300	edition/source_freeze_final_v1/P0029.fr.txt	2501	EE2C2978221BECFD139EEC652593C595B1F38A2A5392D38BE381C7E2D2EEF659	50C22FC6678B6B42072034EF84F0CFF379C819C5D5195900889623733473DBC0
30	301	edition/source_freeze_final_v1/P0030.fr.txt	2403	B58170FA7844E0DD6A9538D227F7C9FCB60354073F5AE4F12BA1D5EDDD717C32	80DFD20D3E5956B52EF0A607CA7256069E4E646435B0DBC9808F9B2F34BE62CE
31	302	edition/source_freeze_final_v1/P0031.fr.txt	2077	431C1FE85C36F70799523EB3FB6DA9DE85A7BDEB92E887E690F903BCB93C92CD	B11A182E4C0988F319C04F7431A436FDFEFB8436E86EB95F065BF7A89C730C99
32	303	edition/source_freeze_final_v1/P0032.fr.txt	2094	405081C6E9022A9EC10B79A8B5BF15DC9D1F654792BCDDE993D123D0C94E4127	47AE360AC212650039DFD1D2B1404F296CFC03275C307EAD8BADD643F863DFF6
33	304	edition/source_freeze_final_v1/P0033.fr.txt	2392	F4DBF907586D129F853294F579EEB37738EFC0EB46B2C2A0FA33378D3CC37CB0	4EA4836B7ECF8129C1052F50FC8F9FC2A243656B8A6D0BB50773262F870A9144
34	305	edition/source_freeze_final_v1/P0034.fr.txt	2642	CE47628075DC5C1248C2A0F3C775DC0F526E44671BC744273C74F955B9C089C0	26F915C5852EB5B87BB49E6F749856DCC073A2904845B27087D3C70ECD4ECA60
35	306	edition/source_freeze_final_v1/P0035.fr.txt	1820	93033FFF7815CB6ED29A61E683C8BF21641C473236772C80DDAEAB5FE4D73591	256CF67D42B103DE6A5DE205C970F9AFEC80BC720839D8920E52FC1ED6996019
36	307	edition/source_freeze_final_v1/P0036.fr.txt	642	28AF9DBC7F0C7F06D1684923AC46D228D1702253FC4A81FCBB5F4834490A0687	CB56843EFDCAD1C2E1CEA004E6FD4817D1CAE18445300B40C6F27640A8EA6A30
