physical_page	printed_page	french_record_path	bytes	sha256	canonical_record_sha256
11	282	edition/source_freeze_final_v1/P0011.fr.txt	2511	890A0C71EFAA640ED4A29F3E6E5C64CB245BE1EA73F76DE9BB0E1CB1E0562080	88A73CA10791B038EFF0AA9994057461544C445B22F9C0A5B09E6EBD38258EC2
12	283	edition/source_freeze_final_v1/P0012.fr.txt	2734	84B13BF95AF4B4592B5221E09767166DEE1ECD7170D9E00B420E9B302BD38BD9	B8D8EA4960308A9BE938C821145851117D8B035A8D113738752DA799CEA82A57
13	284	edition/source_freeze_final_v1/P0013.fr.txt	2228	FCBEE677F877D58495050FAF3BD955FE217B840A323319742B53B8FD284E1537	85AB198467CE8C84C6B0B2221ABA600F40839995816E5E0DC5F9355101CCE4B9
14	285	edition/source_freeze_final_v1/P0014.fr.txt	2131	214569E9F1D109EE9BC701CD211608F4A0403B1B94AABE5400A3C45B133A2F5A	5B3597D352336558D921C9D04079EA607AEB8C8CDA2ADABB629AA97BF25483F3
15	286	edition/source_freeze_final_v1/P0015.fr.txt	1889	D15721B6D648E660E132380A1FBF184B8834464F03DF59AA11A0E07E69C14D2E	B84158078A80B1B463261650A0AA06283A9A719B314B71E7BDF6AC18371054CF
16	287	edition/source_freeze_final_v1/P0016.fr.txt	2163	EBF667F6B68EC839003FB4485FCBA47CC4EA6FDB8B27054F6ACFC02CCB260574	8D324D60C4E822202807679FD1B1CC58C80A611390DE0F872572AE9CC40FB977
17	288	edition/source_freeze_final_v1/P0017.fr.txt	2220	8C778878C69A2D2780EA2CAC54AB201990D36A7DD0FB6E9EAC1690B76AF02A39	B3FAEC1E61835A0FDE0DE4F1BDB7BDD6175B2966E93C60607C43B57CBA795AA0
18	289	edition/source_freeze_final_v1/P0018.fr.txt	1962	C4D2CF1AD9BE5AE88BC1F0192F5912C02FDB8CFFB62389F0465E679876D6A21B	D4B61D8CADF91FD259A5341F55D15C279C028FDFCDE4B506F98E43387F6F9988
19	290	edition/source_freeze_final_v1/P0019.fr.txt	1739	B55EE2B476B375289DBDBECDE179C22BE118B2E3E3B6931418B8D37A19DE3AFC	6E6C9DCAB1AAF8A6A5BBEBE8C287F1999B4653777E4D1C3CD36D46464D4B1D06
20	291	edition/source_freeze_final_v1/P0020.fr.txt	2359	E9C0EAFAD686C7DC0C68A69B63C4EFD7C38A9B08539E23695300BCA5629C568F	9121170E739CFA76B03D0A562FABD2E25B0E6D04780634E55012F7D15C307E8E
21	292	edition/source_freeze_final_v1/P0021.fr.txt	2749	788DC7F4C71ED6328833BB12072BC7D0C472979BEF05E8FE3E810F816007782F	3026139D30AADEE7E3DB074C4FC55E4AF49E34BD0F39A9D77270F869BFE3CC63
22	293	edition/source_freeze_final_v1/P0022.fr.txt	2424	ADF49B9C6953EF2534B3697262F00A543F678BF6E983643DD41C734EA312CC45	A8D0F2C999374171004A23420C166E31EC965C69D1937A51942F86166F8B4035
23	294	edition/source_freeze_final_v1/P0023.fr.txt	2432	5F7215ECCAFEBA918BE62F3D7DD5050D0078E4AA0E678AA042DA80DB6A408C96	A073276B3F233BAD28F8085408B021C37447DCAF7379226AE55FA772CF026E9B
24	295	edition/source_freeze_final_v1/P0024.fr.txt	2192	C9FE02B5D447CEC01D9B7319B4A81D7316CB60547C35CCC2A03F18F6AAB6CA93	7C1AFBFEF6C80A4169CCAB51FDEB0E5391B3B9573ECC439AB32AB49690AF5067
25	296	edition/source_freeze_final_v1/P0025.fr.txt	2516	99DEAC5086284EA91F2BDDCC35D76935099122DC2D70E7C7A217748AFF4A5DAD	8B89C288F5A93B3A867EFF972AF8C2C90DC18CC3AF61D943CF8B18642944A2C5
26	297	edition/source_freeze_final_v1/P0026.fr.txt	2787	C37EE540AD4193F10E5F191C010EC43A48FA69937C60781839F31925A810AD6E	45402036925C65532E68FA5B16CD9C789D319EEF24AC3B602C3CCE39EDEA0361
27	298	edition/source_freeze_final_v1/P0027.fr.txt	2444	79486A8DC9B8FEABD34958D2434A82D3896A71EC5D6B771DEA324A8DB8496EBF	199C3C5E4ABF5F173B9D81D27706209EE26CE80ED71D2A753B2A3391AEAF28F1
28	299	edition/source_freeze_final_v1/P0028.fr.txt	2385	36608BE5DD2BBFA3BB00ABB9B6602C410C373F086C703C4B0F06C08F3CCF4A56	374849883E31955E56D6C3E826362060A47604A83820C9D2BA8725EC433FA2E7
29	300	edition/source_freeze_final_v1/P0029.fr.txt	2501	EE2C2978221BECFD139EEC652593C595B1F38A2A5392D38BE381C7E2D2EEF659	4EB71DEB73EFB52A766EA0E90D7E338AD826A57CF20E33B18967AAE0909BCCD7
30	301	edition/source_freeze_final_v1/P0030.fr.txt	2403	B58170FA7844E0DD6A9538D227F7C9FCB60354073F5AE4F12BA1D5EDDD717C32	94995551436201435205D571BC5ABF5983F0932B0DCD1D858F8252D6BA2ECF02
31	302	edition/source_freeze_final_v1/P0031.fr.txt	2077	431C1FE85C36F70799523EB3FB6DA9DE85A7BDEB92E887E690F903BCB93C92CD	F363B168EE7E8D4C0A9C18F0888B9787F598298E579C3B661A87D3FD8884171B
32	303	edition/source_freeze_final_v1/P0032.fr.txt	2094	405081C6E9022A9EC10B79A8B5BF15DC9D1F654792BCDDE993D123D0C94E4127	FA26421CAEBA391DF9DB2CFED03AAE8F5CEA2E4B71D6D6D12540399F801B4FEB
33	304	edition/source_freeze_final_v1/P0033.fr.txt	2392	F4DBF907586D129F853294F579EEB37738EFC0EB46B2C2A0FA33378D3CC37CB0	EA69AB335939A33459392FECC45FE7875C590BA723E9C87DCEDF55B20FC36474
34	305	edition/source_freeze_final_v1/P0034.fr.txt	2642	CE47628075DC5C1248C2A0F3C775DC0F526E44671BC744273C74F955B9C089C0	06FC4C6084C583270865A4B2C65B5F27D533676D98709BBAFD731C636674E9FF
35	306	edition/source_freeze_final_v1/P0035.fr.txt	1820	93033FFF7815CB6ED29A61E683C8BF21641C473236772C80DDAEAB5FE4D73591	6A39502CD6618A1F4A55DAEFFC9CCA79F248EE232FB996E4747A666B73E09716
36	307	edition/source_freeze_final_v1/P0036.fr.txt	642	28AF9DBC7F0C7F06D1684923AC46D228D1702253FC4A81FCBB5F4834490A0687	6A812E0D424732B7FDBFD9839EB1D0489D3A354364C3BB69F42BB2D688D29670
