"witness_id","language","evidence_tier","requirement","status","evidence","next_action"
"FR-C-007","French","C","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\added_sources\french\mourougane_acga_cours_2024_25.pdf | c3c2588f0ab62edcb4a8dbf2014afe5dc5f8b8fc1d54c595a29fdc016aa93dd6 | 586160","none"
"FR-C-007","French","C","license/access signal","weak_or_gap_recorded","Mourougane 2024-25 ACGA course page and direct PDF HTTP 200; direct PDF hash matches local c3c2588f0ab62edcb4a8dbf2014afe5dc5f8b8fc1d54c595a29fdc016aa93dd6; local pdftotext/mutool probe found 0 reuse/license hits; author home has no rights terms; University of Rennes legal page has intellectual-property/reproduction-reserved language; no permissive license or course-PDF reuse grant found; no license-clearance claim","retain explicit rights/license gap; no license-clearance claim"
"FR-C-007","French","C","evidence tier and source/fallback flags","ok_fallback","grade=C; source_type=PDF plus extracted text","none"
"FR-C-007","French","C","gap/blocker note","ok","PDF/text fallback; no TeX/source package verified; explicit rights/license gap deepened by author-page and University legal-page probes; retain as provenance only, no reuse clearance","none"
"FR-C-007","French","C","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"FR-C-008","French","C","language/topic tags present","ok","invariant_theory; invariant; covariant; binary forms","none"
"FR-C-008","French","C","source URL or explicit gap","ok","https://www.numdam.org/item/?id=BSMF_1982__110__429_0","none"
"FR-C-008","French","C","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\downloads\french\fr_numdam_brion_invariants_binary_forms.pdf | 5225812d2f3a7e93ee196ea64c5c841bba8d436ada50fb6ebc9345e03520b0c0 | 1263006","none"
"FR-C-008","French","C","license/access signal","recorded","Numdam article metadata/page verified; Numdam terms state metadata CC0 and full-text files downloadable individually for research or educational purpose, while posting does not transfer authorization and third-party upload requires contractual/explicit agreement; no license-clearance claim","none; do not treat as clearance without B3/legal review"
"FR-C-008","French","C","evidence tier and source/fallback flags","ok_fallback","grade=C; source_type=PDF","none"
"FR-C-008","French","C","gap/blocker note","ok","PDF fallback; Numdam access terms recorded; no TeX/source archive found here; no third-party upload clearance","none"
"FR-C-008","French","C","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"FR-C-009","French","C","language/topic tags present","ok","invariant_theory_historical; invariant; covariant; binary forms","none"
"FR-C-009","French","C","source URL or explicit gap","ok","https://www.numdam.org/articles/10.24033/bsmf.260/","none"
"FR-C-009","French","C","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\downloads\french\fr_numdam_perrin_binary_forms_1883.pdf | df49d087148358a10e8bb40443ab98b7c28b1c33ae1cb790ff8606f75646990a | 1362844","none"
"FR-C-009","French","C","license/access signal","recorded","Numdam article metadata/page verified; Numdam terms state metadata CC0 and full-text files downloadable individually for research or educational purpose, while posting does not transfer authorization and third-party upload requires contractual/explicit agreement; no license-clearance claim","none; do not treat as clearance without B3/legal review"
"FR-C-009","French","C","evidence tier and source/fallback flags","ok_fallback","grade=C; source_type=PDF","none"
"FR-C-009","French","C","gap/blocker note","ok","PDF fallback; historical register; Numdam access terms recorded; no TeX/source archive found here; no third-party upload clearance","none"
"FR-C-009","French","C","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"FR-C-010","French","C","language/topic tags present","ok","geometric_invariant_theory; geometric invariant theory; quotient; reductive group; representation; Hilbert-Mumford","none"
"FR-C-010","French","C","source URL or explicit gap","ok","https://webusers.imj-prg.fr/~julien.marche/M2/GIT.pdf","none"
"FR-C-010","French","C","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\downloads\french\fr_marche_git_notes.pdf | 8731e06f40b8354d58d6d938418d6e061a81af1efda2d4524dddaf1b6084c384 | 453824","none"
"FR-C-010","French","C","license/access signal","weak_or_gap_recorded","Marche M2 teaching page and direct GIT PDF HTTP 200; direct PDF hash matches local 8731e06f40b8354d58d6d938418d6e061a81af1efda2d4524dddaf1b6084c384; local pdftotext/mutool probe found 0 reuse/license hits; author home has no rights terms; teaching page marks some references a ne pas diffuser; IMJ-PRG legal page has conditions/intellectual-property terms; no permissive license or course-PDF reuse grant found; no license-clearance claim","retain explicit rights/license gap; no license-clearance claim"
"FR-C-010","French","C","evidence tier and source/fallback flags","ok_fallback","grade=C; source_type=PDF","none"
"FR-C-010","French","C","gap/blocker note","ok","PDF fallback; no TeX/source archive verified; explicit rights/license gap deepened by author-page, teaching-page, and IMJ legal-page probes; retain as provenance only, no reuse clearance","none"
"FR-C-010","French","C","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"ES-B-001","Spanish","B","language/topic tags present","ok","algebra_number_theory; ring; field; ideal; prime ideal; maximal ideal; finite generation","none"
"ES-B-001","Spanish","B","source URL or explicit gap","ok","https://github.com/alexey-beshenov/cimat-tna/archive/refs/heads/master.zip","none"
"ES-B-001","Spanish","B","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_external\spanish_github_extra\github_alexey-beshenov_cimat-tna_aacf7b6d3d53.zip | 9693a241d02233ebd961b121c35fcf031ca59bc823f780c52efedbfc2ef1897a | 20456407","none"
"ES-B-001","Spanish","B","license/access signal","recorded","CC BY-SA 4.0 stated in README","none; do not treat as clearance without B3/legal review"
"ES-B-001","Spanish","B","evidence tier and source/fallback flags","ok_source_level","grade=B; source_type=ZIP source package","none"
"ES-B-001","Spanish","B","gap/blocker note","ok","Number-theory course; not invariant theory","none"
"ES-B-001","Spanish","B","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"ES-B-002","Spanish","B","language/topic tags present","ok","commutative_algebra; commutative algebra; localization; maximal ideal; Hilbert basis theorem","none"
"ES-B-002","Spanish","B","source URL or explicit gap","ok","https://github.com/alexey-beshenov/notas-san-salvador/archive/refs/heads/master.zip","none"
"ES-B-002","Spanish","B","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_external\spanish_github_extra\github_alexey-beshenov_notas-san-salvador_1af5935f72a3.zip | cb36231487863bc0af7225259dfb27f0951b583776427743cfc70b380c790629 | 882100","none"
"ES-B-002","Spanish","B","license/access signal","weak_or_gap_recorded","GitHub public TeX repository; GitHub API repo.license null and license endpoint 404 on 2026-07-04; local ZIP has 102 entries and no LICENSE/COPYING file; 64 text-like archive files scanned (2,022,298 bytes) with 0 repository license-grant hits, 1 third-party AMS .bst copyright notice, 3 false positives; linked cadadr teaching pages HTTP 200 with 0 rights/license hits; no license-clearance claim","source-canon/steward review should resolve license/access terms before any reuse beyond provenance"
"ES-B-002","Spanish","B","evidence tier and source/fallback flags","ok_source_level","grade=B; source_type=ZIP source package","none"
"ES-B-002","Spanish","B","gap/blocker note","ok","License gap deeply evidenced via GitHub API, full text-like archive scan, classified rights hits, and linked teaching-page scan; use as source witness only, not rights-clear publication proof","none"
"ES-B-002","Spanish","B","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"ES-B-003","Spanish","B","language/topic tags present","ok","commutative_algebra; commutative algebra; localization; Hilbert basis theorem; ideal; maximal ideal","none"
"ES-B-003","Spanish","B","source URL or explicit gap","ok","https://github.com/apuntes-uam-infomat/apuntes/archive/refs/heads/master.zip","none"
"ES-B-003","Spanish","B","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_external\spanish_github\apuntes-uam-infomat_apuntes_c67591e4e78a.zip | 2c908f3635e6bde6f4e1ff0d245487fabac1992e226dd1dca0f73d8a8bda3755 | 44749099","none"
"ES-B-003","Spanish","B","license/access signal","recorded","CC-BY-NC-SA stated in README","none; do not treat as clearance without B3/legal review"
"ES-B-003","Spanish","B","evidence tier and source/fallback flags","ok_source_level","grade=B; source_type=ZIP source package","none"
"ES-B-003","Spanish","B","gap/blocker note","ok","Student notes; not canonical approval","none"
"ES-B-003","Spanish","B","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"ES-A-004","Spanish","A","language/topic tags present","ok","monoids_tensor; producto tensorial; module; commutative ring; ideal; maximal ideal","none"
"ES-A-004","Spanish","A","source URL or explicit gap","ok","https://arxiv.org/e-print/2209.02110v2","none"
"ES-A-004","Spanish","A","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\source_canon_witness_downloads\arxiv_2209.02110v2.source | 9b8421c86cbec96648b87d85d259d88977edc6c09f1c0867e1ff8d3455d82f62 | 50903","none"
"ES-A-004","Spanish","A","license/access signal","recorded","Creative Commons license link present on arXiv page","none; do not treat as clearance without B3/legal review"
"ES-A-004","Spanish","A","evidence tier and source/fallback flags","ok_source_level","grade=A; source_type=current TeX source package","none"
"ES-A-004","Spanish","A","gap/blocker note","ok","Target-language tensor witness exists but Noether tensor row remains blocked for missing German anchor","none"
"ES-A-004","Spanish","A","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"ES-A-005","Spanish","A","language/topic tags present","ok","d_modules_representation; module; localization; representation; semisimple Lie algebra; producto tensorial","none"
"ES-A-005","Spanish","A","source URL or explicit gap","ok","https://arxiv.org/e-print/2307.03598v1","none"
"ES-A-005","Spanish","A","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\spanish\2307.03598v1.source | 9aefde893f1424c61c09711a1dae84ff51a1ef560870a7035a0236daaf79ddcc | 26550","none"
"ES-A-005","Spanish","A","license/access signal","recorded","Creative Commons license link present on arXiv page","none; do not treat as clearance without B3/legal review"
"ES-A-005","Spanish","A","evidence tier and source/fallback flags","ok_source_level","grade=A; source_type=TeX source package","none"
"ES-A-005","Spanish","A","gap/blocker note","ok","Semisimple remains adjacent and review-sensitive","none"
"ES-A-005","Spanish","A","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"ES-A-006","Spanish","A","language/topic tags present","ok","representation_categorical; representation theory; categorical algebra","none"
"ES-A-006","Spanish","A","source URL or explicit gap","ok","https://arxiv.org/e-print/2409.15681v1","none"
"ES-A-006","Spanish","A","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages\spanish\2409.15681v1.source | ae846b4c02d252a214036d1427daf39daa5409e2b6b80729e46bcbfbb2dbc7de | 23843","none"
"ES-A-006","Spanish","A","license/access signal","recorded","CC BY 4.0 via live Creative Commons license flow","none; do not treat as clearance without B3/legal review"
"ES-A-006","Spanish","A","evidence tier and source/fallback flags","ok_source_level","grade=A; source_type=TeX source package","none"
"ES-A-006","Spanish","A","gap/blocker note","ok","Adjacent source only","none"
"ES-A-006","Spanish","A","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"ES-A-007","Spanish","A","language/topic tags present","ok","hilbert_problem_fields; Hilbert; field; number theory","none"
"ES-A-007","Spanish","A","source URL or explicit gap","ok","https://arxiv.org/e-print/2207.10005v1","none"
"ES-A-007","Spanish","A","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260628_french_spanish_native_math_register\downloaded_source_packages_expanded\spanish\2207.10005v1.source | 7ca8189fb234d8a65cfbc7dd1577bea7098e948cc96a9177e070d8e3d852b452 | 6435","none"
"ES-A-007","Spanish","A","license/access signal","recorded_blank_api_field","arXiv HTML license href http://arxiv.org/licenses/nonexclusive-distrib/1.0/; TeX href /src/2207.10005; arXiv API license field blank; no license-clearance claim","retain arXiv HTML/API distinction; no license-clearance claim"
"ES-A-007","Spanish","A","evidence tier and source/fallback flags","ok_source_level","grade=A; source_type=TeX source package","none"
"ES-A-007","Spanish","A","gap/blocker note","ok","Not Hilbert-basis theorem","none"
"ES-A-007","Spanish","A","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"ES-C-008","Spanish","C","language/topic tags present","ok","invariant_theory; invariant theory; invariant ring; Noether bound; Molien formula; producto tensorial; Hilbert basis","none"
"ES-C-008","Spanish","C","source URL or explicit gap","ok","https://uvadoc.uva.es/bitstream/handle/10324/71007/TFG-G6811.pdf?sequence=1&isAllowed=y","none"
"ES-C-008","Spanish","C","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\downloads\spanish\es_uva_invariant_groups_finite.pdf | 2adfb7881c0296e9802839ef9e53879376be50b324b9767ab2cee08f9af71fd4 | 549416","none"
"ES-C-008","Spanish","C","license/access signal","recorded","UVaDOC metadata: openAccess; CC BY-NC-ND 4.0 rights URI; PDF fallback HTTP 200; no license-clearance claim","none; do not treat as clearance without B3/legal review"
"ES-C-008","Spanish","C","evidence tier and source/fallback flags","ok_fallback","grade=C; source_type=PDF plus extracted text","none"
"ES-C-008","Spanish","C","gap/blocker note","ok","PDF/text fallback; URL and access/license signal refreshed; no TeX/source archive verified","none"
"ES-C-008","Spanish","C","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"ES-C-009","Spanish","C","language/topic tags present","ok","geometric_invariant_theory_semisimple; geometric invariant theory; semisimple; completely reducible; representation","none"
"ES-C-009","Spanish","C","source URL or explicit gap","ok","https://web.dm.uba.ar/files/tesis_lic/2012/gargiulo_javier.pdf","none"
"ES-C-009","Spanish","C","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\downloads\spanish\es_uba_gargiulo_geometric_invariant_theory.pdf | 349c3c8d132930ba80adebc7ff86a3f2baea75c8ce00ad0352290be226312eeb | 1107643","none"
"ES-C-009","Spanish","C","license/access signal","recorded","UBA thesis page and direct PDF verified; department page says PDF publication requires completed author authorization form; page footer states Copyright Universidad de Buenos Aires 2026; no license-clearance claim","none; do not treat as clearance without B3/legal review"
"ES-C-009","Spanish","C","evidence tier and source/fallback flags","ok_fallback","grade=C; source_type=PDF plus extracted text","none"
"ES-C-009","Spanish","C","gap/blocker note","ok","PDF/text fallback; semisimple bridge remains review-sensitive; UBA publication authorization/access boundary recorded; no TeX/source archive verified","none"
"ES-C-009","Spanish","C","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"ES-C-010","Spanish","C","language/topic tags present","ok","invariant_theory_hilbert_gordan; Hilbert; Gordan; invariants","none"
"ES-C-010","Spanish","C","source URL or explicit gap","ok","https://dialnet.unirioja.es/descarga/articulo/8832426.pdf","none"
"ES-C-010","Spanish","C","local path/hash/byte count","ok","C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\non_slavic_reference_corpus\20260630T065920Z_french_spanish_invariant_hardterm_evidence\downloads\spanish\es_dialnet_hilbert_gordan_invariants.pdf | a4cc2e9ee6739429a1efcc9562892586d374701d68b1df8ee273645b21d47727 | 126109","none"
"ES-C-010","Spanish","C","license/access signal","recorded","Dialnet article page and direct PDF verified; legal notice states free access and private/research/educational use, prohibits unauthorized commercial use and mass automated download, and reserves IP rights; no license-clearance claim","none; do not treat as clearance without B3/legal review"
"ES-C-010","Spanish","C","evidence tier and source/fallback flags","ok_fallback","grade=C; source_type=PDF","none"
"ES-C-010","Spanish","C","gap/blocker note","ok","PDF fallback; bibliographic metadata and Dialnet access/legal terms recorded; no TeX/source archive verified","none"
"ES-C-010","Spanish","C","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | local path/hash recorded; language lane does not push; payload only through dedicated B3 gated source-canon artifact","none"
"FR-GAP-001","French","GAP","language/topic tags present","ok","hilbert_basis; base de Hilbert","none"
"FR-GAP-001","French","GAP","source URL or explicit gap","not_applicable_gap_row","Validated French TeX exact shorthand remains weak; pending review","retain explicit gap until source is found"
"FR-GAP-001","French","GAP","local path/hash/byte count","not_applicable_gap_row","","retain explicit gap until source is found"
"FR-GAP-001","French","GAP","license/access signal","recorded","not applicable","none; do not treat as clearance without B3/legal review"
"FR-GAP-001","French","GAP","evidence tier and source/fallback flags","ok_gap","grade=GAP; source_type=not applicable","none"
"FR-GAP-001","French","GAP","gap/blocker note","ok","Validated French TeX exact shorthand remains weak; pending review","none"
"FR-GAP-001","French","GAP","non-claim boundary and upload policy","ok","draft/non-canonical; not native reviewed; not approved; no term promotion; no license clearance; no gate promotion; no Git push from language lane | gap row only; language lane does not push; no upload/promotion action except through B3 source-canon coordination","none"
"FR-GAP-002","French","GAP","language/topic tags present","ok","tensor_product; produit tensoriel","none"
"FR-GAP-002","French","GAP","source URL or explicit gap","not_applicable_gap_row","No usable German Noether Tensorprodukt prose anchor; noisy otimes hits insufficient","retain explicit gap until source is found"
"FR-GAP-002","French","GAP","local path/hash/byte count","not_applicable_gap_row","","retain explicit gap until source is found"
"FR-GAP-002","French","GAP","license/access signal","recorded","not applicable","none; do not treat as clearance without B3/legal review"
"FR-GAP-002","French","GAP","evidence tier and source/fallback flags","ok_gap","grade=GAP; source_type=not applicable","none"
