"lane","drift_kind","file","size_bytes","last_write","sha256","path"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_PROGRAM_SOURCE_CANON_REQUIRED_FIELD_AUDIT_MANIFEST_20260704.json","1872","2026-07-04T22:23:21","F0CE700B1CF4E55133EB3D1EA9978F7EBE8E69CB7431A5B74FBA7B11F61DFE24","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_PROGRAM_SOURCE_CANON_REQUIRED_FIELD_AUDIT_MANIFEST_20260704.json"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_PROGRAM_SOURCE_CANON_REQUIRED_FIELD_AUDIT_RUNLOG_ADDENDUM_20260704.md","617","2026-07-04T22:23:21","49C75D6FAD98A934D06414F7680AA258CFB31C5398E0EAD5A114DCB6B5D5E1C7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_PROGRAM_SOURCE_CANON_REQUIRED_FIELD_AUDIT_RUNLOG_ADDENDUM_20260704.md"
"noether-cjk-native-source-evidence","source_canon_or_provenance_drift","NOETHER_PROGRAM_SOURCE_CANON_REQUIRED_FIELD_AUDIT_SHA256SUMS_20260704.txt","567","2026-07-04T22:23:21","1B253226097BD9E8D2C6025A2A2CAFF39871CAF3F0985C22136DF1B5236D5BDA","C:\Users\memo_\Documents\Codex\2026-07-04\noether-cjk-native-source-evidence\outputs\NOETHER_PROGRAM_SOURCE_CANON_REQUIRED_FIELD_AUDIT_SHA256SUMS_20260704.txt"
"noether-interlanguage-method-authority","source_canon_or_provenance_drift","NOETHER_INTERLANGUAGE_DURABLE_RUN_LOG_20260704.md","28403","2026-07-04T22:22:01","AE1970C024552CB4B466D045FD4D1B2845B644A234BF2F5BC68105C8E0F3F39E","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\NOETHER_INTERLANGUAGE_DURABLE_RUN_LOG_20260704.md"
"noether-interlanguage-method-authority","source_canon_or_provenance_drift","NOETHER_SOURCE_CANON_FIELD_REPAIR_QUEUE_20260704T201915Z.json","4991","2026-07-04T22:22:01","BB1B61A3A297C488395946C551BEDB46480A36E758559FBD0899989FA352A98B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\NOETHER_SOURCE_CANON_FIELD_REPAIR_QUEUE_20260704T201915Z.json"
"noether-interlanguage-method-authority","source_canon_or_provenance_drift","NOETHER_SOURCE_CANON_FIELD_REPAIR_QUEUE_20260704T201915Z.md","5556","2026-07-04T22:22:01","64F4D9284888691C8D98D60D93A83AAB9AADB84534EF62478728C9B8EB80DA84","C:\Users\memo_\Documents\Codex\2026-07-04\noether-interlanguage-method-authority\outputs\NOETHER_SOURCE_CANON_FIELD_REPAIR_QUEUE_20260704T201915Z.md"
"noether-olp-relation-function-support","source_canon_or_provenance_drift","SESSION_K_DURABLE_RUN_LOG_20260704.json","11953","2026-07-04T22:23:27","4CFAE6C8542BC4E7E2C1EEF7EF9E24034750B6E2379A47FF29B24222DEEC1132","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_DURABLE_RUN_LOG_20260704.json"
"noether-olp-relation-function-support","source_canon_or_provenance_drift","SESSION_K_DURABLE_RUN_LOG_20260704.md","19997","2026-07-04T22:23:27","0547A569ACA3389660B7D63B23841040EAD84B1355E71906491135D873216F0C","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_DURABLE_RUN_LOG_20260704.md"
"noether-olp-relation-function-support","source_canon_or_provenance_drift","SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_20260704.sha256","6860","2026-07-04T22:24:06","8BA0990B6E252D63F9A7A18F3942F27696CAA0BC092B8156D1C060C922CEA299","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_20260704.sha256"
"noether-olp-relation-function-support","source_canon_or_provenance_drift","SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_MANIFEST_20260704.json","11265","2026-07-04T22:24:06","B2B79BFD9EADF7D6ABD6CA691554264C87BBDB4DA6E3DCBF329066EBCCD107CD","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_MANIFEST_20260704.json"
"noether-olp-relation-function-support","source_canon_or_provenance_drift","SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_MANIFEST_20260704.md","10067","2026-07-04T22:24:06","4F2B2EC124E5E840F5B0BA9215594BDC2D71D5ED484B2373FDAB46FBF9789936","C:\Users\memo_\Documents\Codex\2026-07-04\noether-olp-relation-function-support\outputs\SESSION_K_FULL_SUPPORT_LANE_PAYLOAD_MANIFEST_20260704.md"
"noether-persianate-tajik-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_PERSIANATE_TAJIK_DURABLE_RUN_LOG_20260704.md","59941","2026-07-04T22:21:55","E5784026E619504AD05D01FC2C037F7F8988A161B27DF2D69F155207D4C1F636","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_DURABLE_RUN_LOG_20260704.md"
"noether-persianate-tajik-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_PERSIANATE_TAJIK_LANE_DRAFT_ARTIFACTS_20260704.sha256","1585","2026-07-04T22:22:44","DE6C8F71C02EAF0831B3E43793ED001FB3AE45DFDF7F21AD30C093CBE78B2C7B","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_LANE_DRAFT_ARTIFACTS_20260704.sha256"
"noether-persianate-tajik-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_PERSIANATE_TAJIK_LANE_DRAFT_ARTIFACTS_MANIFEST_20260704.json","10643","2026-07-04T22:22:23","EE5DC0C44AF70C3FE9D6D94C42E4CACBC03624B7B280864F41F57399B470841D","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_LANE_DRAFT_ARTIFACTS_MANIFEST_20260704.json"
"noether-persianate-tajik-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_HEARTBEAT_RECON_20260704T201937Z.md","3576","2026-07-04T22:21:33","8270689EB4CF37CF0A5E8FDFB26759CBF7ED0003EDCC79E93181815F96B374C4","C:\Users\memo_\Documents\Codex\2026-07-04\noether-persianate-tajik-source-evidence-draft-lane\outputs\NOETHER_PERSIANATE_TAJIK_SOURCE_CANON_HEARTBEAT_RECON_20260704T201937Z.md"
"noether-r2-pan-turkic-hard-blockers","source_canon_or_provenance_drift","NOETHER_R2_PAN_TURKIC_DURABLE_RUN_LOG_20260704.md","55952","2026-07-04T22:22:21","E5586071002CF803BB07572FD5A85761179366B37239EA16A33F53811BC7004E","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_DURABLE_RUN_LOG_20260704.md"
"noether-r2-pan-turkic-hard-blockers","source_canon_or_provenance_drift","NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_20260704T2220.csv","55141","2026-07-04T22:20:26","0EF6142F553A46EB8F46E4600A546D30E80E8C61AF1FA72AEF1151747B15C0BB","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_20260704T2220.csv"
"noether-r2-pan-turkic-hard-blockers","source_canon_or_provenance_drift","NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_20260704T2220.json","73725","2026-07-04T22:20:26","8E63C2008B8797D1F023B7FF26D1CF2F56DAE0E9B1B8A80B6E778196D0B696EA","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_20260704T2220.json"
"noether-r2-pan-turkic-hard-blockers","source_canon_or_provenance_drift","NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_20260704T2220.md","4119","2026-07-04T22:22:02","BF064B29FF33CAE322D6FF71BEDA0A193C2CBF0E530AC328D55CC11F17EDAD62","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_20260704T2220.md"
"noether-r2-pan-turkic-hard-blockers","source_canon_or_provenance_drift","NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_MANIFEST_20260704T2220.csv","2061","2026-07-04T22:22:39","5E93E1EB3F64481CBD7CC256A4395B6BBFC6B7AFAAE6C462F6229B4FEAFD3D37","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_MANIFEST_20260704T2220.csv"
"noether-r2-pan-turkic-hard-blockers","source_canon_or_provenance_drift","NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_MANIFEST_20260704T2220.json","2610","2026-07-04T22:22:39","69B77588BE4BDBEBA8B97651F111BABB808BF1D97F627799CE2EE3E15CBAA3F6","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_MANIFEST_20260704T2220.json"
"noether-r2-pan-turkic-hard-blockers","source_canon_or_provenance_drift","NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_SHA256_20260704T2220.txt","845","2026-07-04T22:22:39","722A227D0303C3A90B2FF174C9426C09230AF3B66176BE63E7295D384225DCDE","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_DRIFT_REFRESH_SHA256_20260704T2220.txt"
"noether-r2-pan-turkic-hard-blockers","source_canon_or_provenance_drift","NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_GIT_FRONTIER_REFRESH_20260704T2220.csv","2367","2026-07-04T22:21:34","D246E5EBE3DA3FFDFDC332322989775593261B6BAB0BE23B497B8A0152AD02D2","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_GIT_FRONTIER_REFRESH_20260704T2220.csv"
"noether-r2-pan-turkic-hard-blockers","source_canon_or_provenance_drift","NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_PACKAGE_FRONTIER_REFRESH_20260704T2220.csv","6880","2026-07-04T22:21:33","6190E25522974FDD4CC06D700782F82E5B6BA34A94D7A83D6B8BA24461888690","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\outputs\NOETHER_R2_PAN_TURKIC_SOURCE_CANON_PROGRAM_PACKAGE_FRONTIER_REFRESH_20260704T2220.csv"
"noether-r6-indigenous-creole-sign","other_output_drift","NOETHER_R6_ACCESS_SOURCE_SLICE_QUEUE_20260704.csv","5405","2026-07-04T22:20:48","09E4F2EBE6B0DF05EAEF2794BD2ADF397AA2DEACB1515628C957D15DBA1A2321","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\NOETHER_R6_ACCESS_SOURCE_SLICE_QUEUE_20260704.csv"
"noether-r6-indigenous-creole-sign","source_canon_or_provenance_drift","NOETHER_R6_DURABLE_RUN_LOG_20260704.md","22262","2026-07-04T22:22:21","7D4E69D99F1DBAC3D7E959BA921AA2F8866EDDB358FB6F6D3051547BE0454636","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\NOETHER_R6_DURABLE_RUN_LOG_20260704.md"
"noether-r6-indigenous-creole-sign","other_output_drift","NOETHER_R6_GATE_STATE_20260704.json","4308","2026-07-04T22:20:38","4B6042300D121F5903EF8CEB7666F6E8D4FD2E1437F17053EF03B5AB2FE1E4F8","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\NOETHER_R6_GATE_STATE_20260704.json"
"noether-r6-indigenous-creole-sign","source_canon_or_provenance_drift","NOETHER_R6_OUTPUT_CHECKSUM_MANIFEST_20260704.csv","5284","2026-07-04T22:22:53","ACDC9D78BC8891220FDE35C278C0451D51C68D1397DAD96C74B561F0015DA363","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\NOETHER_R6_OUTPUT_CHECKSUM_MANIFEST_20260704.csv"
"noether-r6-indigenous-creole-sign","source_canon_or_provenance_drift","NOETHER_R6_OUTPUT_CHECKSUM_MANIFEST_20260704.json","8755","2026-07-04T22:22:53","EF70AAFDB7348FB5DE75613A61596CD5526ED2CC858C6C51B20D8C0250E65102","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\NOETHER_R6_OUTPUT_CHECKSUM_MANIFEST_20260704.json"
"noether-r6-indigenous-creole-sign","source_canon_or_provenance_drift","NOETHER_R6_STRICT_PROVENANCE_PATH_HASH_AUDIT_20260704.md","1979","2026-07-04T22:22:38","081242AE016B02DCA1E788916147760DD4C4B8DF4AC27D2458E573B1C52AD4B7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\NOETHER_R6_STRICT_PROVENANCE_PATH_HASH_AUDIT_20260704.md"
"noether-r6-indigenous-creole-sign","source_canon_or_provenance_drift","NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","7626","2026-07-04T22:22:29","5BEA96AAB6CAFDCD8F410482DF03E3C81CF3C576CC9DBAEFE109888BBCCED498","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md"
"noether-r6-indigenous-creole-sign","source_canon_or_provenance_drift","NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","8885","2026-07-04T22:20:56","9967A569478E9C95DB09D79D295231D6D5F4EB029B496F762AE068DD0A8AAB3F","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r6-indigenous-creole-sign\outputs\NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json"
"noether-r7-malay-sea-pacific","source_canon_or_provenance_drift","NOETHER_R7_MALAY_SEA_PACIFIC_DURABLE_RUN_LOG_20260704.md","24069","2026-07-04T22:20:57","B237CEAB21720409A44FFBD145CA6CEAF4ECC43A887ABE1CE7B77286F527655A","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\NOETHER_R7_MALAY_SEA_PACIFIC_DURABLE_RUN_LOG_20260704.md"
"noether-r7-malay-sea-pacific","source_canon_or_provenance_drift","NOETHER_R7_OUTPUT_MANIFEST_AND_CHECKSUMS_20260704.csv","4454","2026-07-04T22:21:11","22F6BE32200E9DEEAC4FBEE13B5C4D8BFAC0F4EA4E1960BA9A73FDCE71C70827","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r7-malay-sea-pacific\outputs\NOETHER_R7_OUTPUT_MANIFEST_AND_CHECKSUMS_20260704.csv"
"noether-r9-africa-horn-west","source_canon_or_provenance_drift","R9_ARTIFACT_CHECKSUM_REFRESH_20260704.csv","5720","2026-07-04T22:24:25","BA00046C054FCF5CCB718D11D920F6118BF123410B9AF183711CF87BD1521AD7","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_ARTIFACT_CHECKSUM_REFRESH_20260704.csv"
"noether-r9-africa-horn-west","source_canon_or_provenance_drift","R9_ARTIFACT_MANIFEST_20260704.json","7837","2026-07-04T22:24:25","1E5CD3F254C84C8BBB4BF0FA77D4173CC209B7EF933847C40D42609BAFEACAF4","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_ARTIFACT_MANIFEST_20260704.json"
"noether-r9-africa-horn-west","source_canon_or_provenance_drift","R9_DURABLE_RUN_LOG_20260704.jsonl","20798","2026-07-04T22:24:02","A3EE0C4E2DAC2A01C1316DF5DCF3491B9D6E54CC786B4603A6D84149323A2CBC","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DURABLE_RUN_LOG_20260704.jsonl"
"noether-r9-africa-horn-west","source_canon_or_provenance_drift","R9_DURABLE_RUN_LOG_20260704.md","23239","2026-07-04T22:23:43","3600C09E8C18A0F7F429353CB0272C5D05EA8EAF6A533609ABFD3CFA7CDA5C4E","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_DURABLE_RUN_LOG_20260704.md"
"noether-r9-africa-horn-west","source_canon_or_provenance_drift","R9_OFFICIAL_ACADEMIC_WEB_PROVENANCE_HEADER_AUDIT_20260704.csv","11066","2026-07-04T22:23:19","AD139ADAB6D309E9C087179211398550A7EB4FD4BE8638ABC1AE11364C0DC14A","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_OFFICIAL_ACADEMIC_WEB_PROVENANCE_HEADER_AUDIT_20260704.csv"
"noether-r9-africa-horn-west","source_canon_or_provenance_drift","R9_OFFICIAL_ACADEMIC_WEB_PROVENANCE_HEADER_AUDIT_20260704.md","3120","2026-07-04T22:23:19","55CB61C514F0CA356C472F2B38B1DEBD9119FCD79AE4C1F45BA8E9BDB58554FA","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_OFFICIAL_ACADEMIC_WEB_PROVENANCE_HEADER_AUDIT_20260704.md"
"noether-r9-africa-horn-west","source_canon_or_provenance_drift","R9_SESSION_B_PACKAGE_INDEX_NO_UPLOAD_FIXPASS_20260704.csv","5142","2026-07-04T22:24:25","5099B173EE2B952E42DC87574C38CC51139F813021E22176A47E816AC46C8D7A","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r9-africa-horn-west\outputs\R9_SESSION_B_PACKAGE_INDEX_NO_UPLOAD_FIXPASS_20260704.csv"
"noether-romance-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ROMANCE_SOURCE_CANON_ACCESS_LICENSE_URL_REFRESH_20260704.csv","7284","2026-07-04T22:21:00","DA401077396FC86687B2FA0C54F16483C927A8DCFC970BCFAD8CBA5D2AB92530","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\NOETHER_ROMANCE_SOURCE_CANON_ACCESS_LICENSE_URL_REFRESH_20260704.csv"
"noether-romance-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ROMANCE_SOURCE_CANON_ACCESS_LICENSE_URL_REFRESH_20260704.md","5578","2026-07-04T22:23:51","25B97AC30F75A1976A3EF0E25320FD263B4614BEDED07327B1CD979296BF4813","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\NOETHER_ROMANCE_SOURCE_CANON_ACCESS_LICENSE_URL_REFRESH_20260704.md"
"noether-romance-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ROMANCE_SOURCE_CANON_FIELD_COMPLETENESS_AUDIT_20260704.csv","37562","2026-07-04T22:23:13","AB27879E97F4527F6B2DE13CB5275E53BD47015EB0E6E8BC52C27116BE4A7C60","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\NOETHER_ROMANCE_SOURCE_CANON_FIELD_COMPLETENESS_AUDIT_20260704.csv"
"noether-romance-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_20260704.csv","22332","2026-07-04T22:21:00","C80EE8BAB415DA9A6DD073EC21550E463F8C9AD6AD35ED6419B8F9410E4F1C3C","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_20260704.csv"
"noether-romance-source-evidence-draft-lane","source_canon_or_provenance_drift","NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_REQUIRED_SHAPE_20260704.csv","32109","2026-07-04T22:23:13","1CC13F68EDBC14C6E017E3517CDE32A3AF2E4D8ABF167EDC59AF3AABD0F313FB","C:\Users\memo_\Documents\Codex\2026-07-04\noether-romance-source-evidence-draft-lane\outputs\NOETHER_ROMANCE_SOURCE_CANON_WITNESS_TABLE_REQUIRED_SHAPE_20260704.csv"
