language_code,source_kind,local_path,relative_path,extension,bytes,sha256,upload_policy
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_impan_algebra_lecture3.pdf,pdf/polish_impan_algebra_lecture3.pdf,.pdf,131333,36859CBC3EEDC4003A84CF21174FD2F339AA53157AB4708A262CB799B2B34DA2,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_mimuw_algebra2_galois.pdf,pdf/polish_mimuw_algebra2_galois.pdf,.pdf,218544,D4E871500B4A874E0485EBE8CF29A7DAA2ABB12777C3DC4B55C129CD093D95F6,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_mimuw_left_ideals_idempotents.pdf,pdf/polish_mimuw_left_ideals_idempotents.pdf,.pdf,602833,392464B73274B97C2B0C751608AB256EBAC7BCA2BF9C6F86772BE2CD08E1CE9F,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_mimuw_noncommutative_body.pdf,pdf/polish_mimuw_noncommutative_body.pdf,.pdf,611659,97BC4806785E5A0EFCD0139ABFA9FA1A895CD8BB0447675882034B64A1853989,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_uj_algebra1_noetherian.pdf,pdf/polish_uj_algebra1_noetherian.pdf,.pdf,446897,557F3561FF48F81DD9BBEF9C7D8876EFE4D7AF216DD4161582F6EEA0D8E3DF33,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\polish_uwr_algebra2_rings.pdf,pdf/polish_uwr_algebra2_rings.pdf,.pdf,226473,C6D562F5511D46E7CB0A4A9E0C8E6684B4295CBEDB7C17A9694112B214BC98B9,manifest_only_until_license_verified
sr,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\serbian_belgrade_algebra_i_lecture9.pdf,pdf/serbian_belgrade_algebra_i_lecture9.pdf,.pdf,153129,D9387411DF94C801D4452D15E7FCF17293B692BA29338449D138D6CA304AADE1,manifest_only_until_license_verified
sk,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\slovak_abstraktna_algebra.pdf,pdf/slovak_abstraktna_algebra.pdf,.pdf,858508,28F59C88C8DA82BB67B66B326767FF845A36999E72C5B92A19FDBD240FF7C6C4,manifest_only_until_license_verified
sl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\slovenian_komutativna_algebra_noetherian.pdf,pdf/slovenian_komutativna_algebra_noetherian.pdf,.pdf,99227,E954B49C9DD9BC572094B865178F8AD95C117E787C7020D3A2B00AD87772DE53,manifest_only_until_license_verified
sl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\pdf\slovenian_uvod_v_algebro.pdf,pdf/slovenian_uvod_v_algebro.pdf,.pdf,1267170,7AA2535DF2CD7E8F30E78D01715974D37C25D39D5CAA0456151DE813C13D6821,manifest_only_until_license_verified
bg,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\bulgarian_sofia_noncommutative_body_problem.txt,text/bulgarian_sofia_noncommutative_body_problem.txt,.txt,14872,996E7E695AD04148AF2632AD9DF1F18A5C720B4958E85A9D495A875540CBC392,manifest_only_until_license_verified
bg,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\bulgarian_sofia_rings_lecture7.txt,text/bulgarian_sofia_rings_lecture7.txt,.txt,9220,78275711414EC1B5113BCB8E7C5770E31F777F120362BDE9F9C15DD1CBB1C2DC,manifest_only_until_license_verified
hr,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\croatian_mathhr_algebra_structures_2024.txt,text/croatian_mathhr_algebra_structures_2024.txt,.txt,249584,806AC472D958476A1172C46B5F279984A7D89AACE2DAF422A13CD7EC5D151C0E,manifest_only_until_license_verified
hr,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\croatian_pmf_split_prsteni.txt,text/croatian_pmf_split_prsteni.txt,.txt,49244,E3A85A42356649B1804704357197F1D0ABA56044299C29FF75012ABEFD7B4AD3,manifest_only_until_license_verified
cs,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_cuni_algebra_2021.txt,text/czech_cuni_algebra_2021.txt,.txt,381549,98AB0434150979DFAA640CA2A642B25FEB9D03BD733867F27ECBBD98090154B1,manifest_only_until_license_verified
cs,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_cuni_noncommutative_body_thesis.txt,text/czech_cuni_noncommutative_body_thesis.txt,.txt,46527,9581A7657881B2AC10E7FC862A1BA2EF8F19D801964BD7C7307C4FE7127B348B,manifest_only_until_license_verified
cs,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_cuni_representation_idempotents.txt,text/czech_cuni_representation_idempotents.txt,.txt,114174,5AD9CC505438D174A3B23BF84E5CD812C224B43151C09FE5C96B0763625F8851,manifest_only_until_license_verified
cs,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_cuni_telesa_pole_note.txt,text/czech_cuni_telesa_pole_note.txt,.txt,7499,1E3B04AD05B666B17FA0EED595268E783A533F7C2E0B26EDA7717C5CD61DDE31,manifest_only_until_license_verified
cs,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_karlin_commutative_rings_fields.txt,text/czech_karlin_commutative_rings_fields.txt,.txt,67784,F38BCC4639F876F49D0544E0A93D6FE940F9A76A55E1B892DD03BA8A10899AF0,manifest_only_until_license_verified
cs,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\czech_karlin_galois_splitting_field.txt,text/czech_karlin_galois_splitting_field.txt,.txt,7996,63838C135F4AC6C6F1CE779469FCA3C4A3C37FDDADF8197DE1BB2ECEC5A0AD21,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_impan_algebra_lecture3.txt,text/polish_impan_algebra_lecture3.txt,.txt,6777,2C8D15E14E196533F8E0790325A4F1923FF5B54824EA87C8A44AD046CACDB684,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_mimuw_algebra2_galois.txt,text/polish_mimuw_algebra2_galois.txt,.txt,78994,0853EC4137047BD878E7D345ADEB69CFBD31F0EA8DE6D21ED1A910A8BF70C6CD,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_mimuw_left_ideals_idempotents.txt,text/polish_mimuw_left_ideals_idempotents.txt,.txt,10635,44764FFAED205328E1D2F39FA5E841827160B77D1243818F80322797F3F58C4A,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_mimuw_noncommutative_body.txt,text/polish_mimuw_noncommutative_body.txt,.txt,166898,0A9E5A16E340C45D1A23738411FEDC7DA5FC1C3DED2570C0C55901D7550B8B00,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_uj_algebra1_noetherian.txt,text/polish_uj_algebra1_noetherian.txt,.txt,180927,363A8B44A515A75608B3919711DBA6DDC8F9BD0399703F0EC26A249F501C6129,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\polish_uwr_algebra2_rings.txt,text/polish_uwr_algebra2_rings.txt,.txt,74048,BB93F562BE2E953DA47A70BCCBBF351524019E333ACDC86CB20790D425F94F79,manifest_only_until_license_verified
sr,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\serbian_belgrade_algebra_i_lecture9.txt,text/serbian_belgrade_algebra_i_lecture9.txt,.txt,32450,E46326B08B3CB17A69482E90BBF09C1CAAB2DE4037D4F9F2662331834FB9D93B,manifest_only_until_license_verified
sk,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\slovak_abstraktna_algebra.txt,text/slovak_abstraktna_algebra.txt,.txt,199320,E60307948BFE8233B6FC163FD54229224072D7B24ECEB5EB3895E89D941CB4CF,manifest_only_until_license_verified
sl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\slovenian_komutativna_algebra_noetherian.txt,text/slovenian_komutativna_algebra_noetherian.txt,.txt,6098,B0DBF4638CC5F8543F955B903E304B3E3C5FB6D2F27ED8CBC56D39596945A4AF,manifest_only_until_license_verified
sl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\text\slovenian_uvod_v_algebro.txt,text/slovenian_uvod_v_algebro.txt,.txt,557511,91655EC9EA8A0F5694DF81794ED2EB16C196C1CECA189F8ADC3A887894DD1B72,manifest_only_until_license_verified
cs,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\archive_org\downloads\czech_archive_algebra_2_sem1_2.zip,archive_org/downloads/czech_archive_algebra_2_sem1_2.zip,.zip,29412914,B317743A34A0F1A6049398CD06E2DA318157C254BC0EEA1F99EA60CF16D78696,manifest_only_until_license_verified
cs,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\archive_org\downloads\czech_archive_algebra_i_a_sem1.zip,archive_org/downloads/czech_archive_algebra_i_a_sem1.zip,.zip,1547817,908E4D3F0A2F43581FD368BFA6A5D170BD94D060C5803C7CE8368362818DA5DE,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\archive_org\downloads\polish_archive_algebra_38084.pdf,archive_org/downloads/polish_archive_algebra_38084.pdf,.pdf,24845121,3C0C440AECEEA47AFE95A4AE71B59BDB6C9341DFEDBE91AEB3F7F06B4CEB188B,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\archive_org\downloads\polish_archive_algebra_38084_djvu.txt,archive_org/downloads/polish_archive_algebra_38084_djvu.txt,.txt,711415,EC721F91AAEC49C1F674CF68B2EFB6CEB387254732CA8A1FD1A3A56373924CEB,manifest_only_until_license_verified
bg,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\archive_org\search\bulgarian_algebra_title.json,archive_org/search/bulgarian_algebra_title.json,.json,383,A50F24653698C0D0AD47ECBDBA78FC60BB08EDE55DD52A3064D9A34CACFF1C71,manifest_only_until_license_verified
cs,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\archive_org\search\czech_algebra_title.json,archive_org/search/czech_algebra_title.json,.json,569,CD9AB2736486A2CDDC14B992F78432DD1FB38CCA469C3785DA80C43A11B29D28,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\archive_org\search\polish_higher_algebra.json,archive_org/search/polish_higher_algebra.json,.json,4382,76D163D3D11C4BCE4975C2415A64E9C4C5E67D537533A5C2EE60FD88FB976314,manifest_only_until_license_verified
hr,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\archive_org\search\serbo_croatian_algebra_title.json,archive_org/search/serbo_croatian_algebra_title.json,.json,634,2D3BC4C9D589D2E3A2607E43FFE24665F8F9C0BA41DFD9ADD7693A2B12B28094,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\archive_org\text\polish_archive_algebra_38084.pdftotext.txt,archive_org/text/polish_archive_algebra_38084.pdftotext.txt,.txt,724022,45D2B0AF2D519C0F9EEFA36925D7E4D03E592C8B5923C56EAD2D05E771D77C45,manifest_only_until_license_verified
pl,local_existing_reference_shelf,C:\Users\memo_\Documents\Codex\2026-06-09\could-you-look-online-for-me\work\noether-slavic-canonical\sources\interslavic_triangulation\20260624_slavic_math_reference\archive_org\text\polish_archive_algebra_38084_djvu.txt,archive_org/text/polish_archive_algebra_38084_djvu.txt,.txt,711415,EC721F91AAEC49C1F674CF68B2EFB6CEB387254732CA8A1FD1A3A56373924CEB,manifest_only_until_license_verified
