language_code,language_name,scripts,arxiv_id,title,authors,published,updated,categories,abs_url,pdf_url,eprint_url,license_url,license_policy,metadata_language_evidence_terms,topic_tags,api_query,candidate_role,boundary
cs,Czech,Latin,9703012v1,Moduli of regular holonomic D-modules with normal crossing singularities,Nitin Nitsure,1997-03-09T12:15:00Z,1997-03-09T12:15:00Z,math.AG,http://arxiv.org/abs/alg-geom/9703012v1,https://arxiv.org/pdf/alg-geom/9703012v1,https://arxiv.org/e-print/9703012v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1405.1051v1,Automorphism-invariant modules,Pedro A. Guil Asensio; Ashish K. Srivastava,2014-05-05T20:02:55Z,2014-05-05T20:02:55Z,math.RA,http://arxiv.org/abs/1405.1051v1,https://arxiv.org/pdf/1405.1051v1,https://arxiv.org/e-print/1405.1051v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1407.0934v2,Regularity of some invariant distributions on nice symmetric pairs,Pascale Harinck,2014-07-03T14:50:11Z,2014-07-07T09:29:29Z,math.RT,http://arxiv.org/abs/1407.0934v2,https://arxiv.org/pdf/1407.0934v2,https://arxiv.org/e-print/1407.0934v2,,missing_arxiv_license,invariant,invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1604.04040v4,Refined elliptic tropical invariants of toric surfaces,Franziska Schroeter; Eugenii Shustin,2016-04-14T06:27:23Z,2016-12-31T17:54:51Z,math.AG,http://arxiv.org/abs/1604.04040v4,https://arxiv.org/pdf/1604.04040v4,https://arxiv.org/e-print/1604.04040v4,,missing_arxiv_license,invariant,invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,2601.10934v3,Invariant Algebraic $D$-Modules on Connected Reductive Groups,Rudrendra Kashyap; Ruoxi Li,2026-01-16T01:31:52Z,2026-02-17T02:15:01Z,math.RT;math.AG,http://arxiv.org/abs/2601.10934v3,https://arxiv.org/pdf/2601.10934v3,https://arxiv.org/e-print/2601.10934v3,,missing_arxiv_license,modul; invariant; algebra,algebra;module;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,2012.14006v2,Integrating simple genus two string invariants over moduli space,Anirban Basu,2020-12-27T20:23:14Z,2021-02-01T20:35:45Z,hep-th;math.NT,http://arxiv.org/abs/2012.14006v2,https://arxiv.org/pdf/2012.14006v2,https://arxiv.org/e-print/2012.14006v2,,missing_arxiv_license,modul; invariant,ring;module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,2404.10592v2,Module schemes in invariant theory,Holger Brenner,2024-04-16T14:14:51Z,2024-05-06T00:28:39Z,math.AC;math.AG;math.RT,http://arxiv.org/abs/2404.10592v2,https://arxiv.org/pdf/2404.10592v2,https://arxiv.org/e-print/2404.10592v2,,missing_arxiv_license,modul; invariant,ring;module;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1103.0301v2,Birack modules and their link invariants,Regina Bauernschmidt; Sam Nelson,2011-03-01T22:10:23Z,2012-12-13T17:54:39Z,math.GT;math.QA,http://arxiv.org/abs/1103.0301v2,https://arxiv.org/pdf/1103.0301v2,https://arxiv.org/e-print/1103.0301v2,,missing_arxiv_license,modul; invariant; algebra,algebra;module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,2302.14499v1,Moduli spaces and geometric invariant theory: old and new perspectives,Victoria Hoskins,2023-02-28T11:28:00Z,2023-02-28T11:28:00Z,math.AG,http://arxiv.org/abs/2302.14499v1,https://arxiv.org/pdf/2302.14499v1,https://arxiv.org/e-print/2302.14499v1,,missing_arxiv_license,modul; invariant,module;group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,0103144v2,Regularity of invariant distributions,Ulrich Bunke; Martin Olbrich,2001-03-23T13:12:49Z,2001-08-20T16:43:19Z,math.DG;math.RT,http://arxiv.org/abs/math/0103144v2,https://arxiv.org/pdf/math/0103144v2,https://arxiv.org/e-print/0103144v2,,missing_arxiv_license,invariant,group;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,9601015v2,On p-Adic Convergence of Perturbative Invariants of Some Rational Homology Spheres,L. Rozansky,1996-01-17T21:31:15Z,1996-02-19T21:44:05Z,math.QA,http://arxiv.org/abs/q-alg/9601015v2,https://arxiv.org/pdf/q-alg/9601015v2,https://arxiv.org/e-print/9601015v2,,missing_arxiv_license,invariant,invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,2409.05793v1,Moduli of Anti-Invariant Higgs Bundles,Karim Réga,2024-09-09T16:57:09Z,2024-09-09T16:57:09Z,math.AG,http://arxiv.org/abs/2409.05793v1,https://arxiv.org/pdf/2409.05793v1,https://arxiv.org/e-print/2409.05793v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1407.7775v1,Moduli spaces of modules of Schur-tame algebras,Andrew T. Carroll; Calin Chindris,2014-07-29T16:58:00Z,2014-07-29T16:58:00Z,math.RT,http://arxiv.org/abs/1407.7775v1,https://arxiv.org/pdf/1407.7775v1,https://arxiv.org/e-print/1407.7775v1,,missing_arxiv_license,modul; algebra,algebra;module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,2606.14339v1,Invariant polynomials and Mukai's models of moduli spaces of curves and K3 surfaces,David Swinarski,2026-06-12T10:51:25Z,2026-06-12T10:51:25Z,math.AG,http://arxiv.org/abs/2606.14339v1,https://arxiv.org/pdf/2606.14339v1,https://arxiv.org/e-print/2606.14339v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1801.01283v1,Recursive combinatorial aspects of compactified moduli spaces,Lucia Caporaso,2018-01-04T09:15:07Z,2018-01-04T09:15:07Z,math.AG,http://arxiv.org/abs/1801.01283v1,https://arxiv.org/pdf/1801.01283v1,https://arxiv.org/e-print/1801.01283v1,,missing_arxiv_license,modul,module,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,9601013v2,On the absolute value of the SO(3)-invariant and other summands of the Turaev-Viro invariant,Maxim Sokolov,1996-01-15T22:38:42Z,1996-04-20T20:39:29Z,math.QA,http://arxiv.org/abs/q-alg/9601013v2,https://arxiv.org/pdf/q-alg/9601013v2,https://arxiv.org/e-print/9601013v2,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,1303.2122v2,Cohn path algebras have Invariant Basis Number,Gene Abrams; Müge Kanuni,2013-03-08T21:08:36Z,2013-10-24T15:38:21Z,math.RA,http://arxiv.org/abs/1303.2122v2,https://arxiv.org/pdf/1303.2122v2,https://arxiv.org/e-print/1303.2122v2,,missing_arxiv_license,invariant; algebra,algebra;field;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
cs,Czech,Latin,9504014v1,Relative Geometric Invariant Theory and Universal Moduli Spaces,Yi Hu,1995-04-25T05:21:37Z,1995-04-25T05:21:37Z,math.AG,http://arxiv.org/abs/alg-geom/9504014v1,https://arxiv.org/pdf/alg-geom/9504014v1,https://arxiv.org/e-print/9504014v1,,missing_arxiv_license,modul; invariant,module;invariant,"(cat:math.AG OR cat:math.AC OR cat:math.AT OR cat:math.CT OR cat:math.GR OR cat:math.KT OR cat:math.NT OR cat:math.QA OR cat:math.RA OR cat:math.RT) AND (all:""okruh"" OR all:""okruhy"" OR all:""těleso"" OR all:""tělesa"" OR all:""grupa"" OR all:""grupy"" OR all:""modul"" OR all:""moduly"" OR all:""invariant"" OR all:""komutativní algebra"" OR all:""teorie grup"" OR all:""noetherovský"")",target_language_math_source_candidate,"source-canon witness candidate only; not native review, approval, or translation completion"
