"top_root","second_root","path","bytes","extension","object","is_package_path","lane_scope","source_use_label","r6_classification","may_support_draft"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/ocr-witnesses/minedu_aymara_jakhukipawinaka_matematicas_1primaria.txt","95817",".txt","92710764d8ee0471defa7117ccee41fc33c69b27","False","indigenous","source-body-ocr-witness","branch_visible_r6_ocr_witness_body_signal_requires_reviewer_authority","source-gated-only-after-reviewer-route; no draft in this packet"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/ocr-witnesses/minedu_quechua_central_1_yupana_matematicas_1primaria.txt","111119",".txt","636e61f18199be05e7917838e45ab9fce1fa259b","False","indigenous","source-body-ocr-witness","branch_visible_r6_ocr_witness_body_signal_requires_reviewer_authority","source-gated-only-after-reviewer-route; no draft in this packet"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/ocr-witnesses/minedu_quechua_chanka_1_yupana_matematicas_1primaria.txt","98402",".txt","6e4dbeb9ce533bdabd87b4b9f345b02c48046c92","False","indigenous","source-body-ocr-witness","branch_visible_r6_ocr_witness_body_signal_requires_reviewer_authority","source-gated-only-after-reviewer-route; no draft in this packet"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.csv","65858",".csv","33f3327c64e617f02dbdc0070c58be49b878ed0c","False","r6_access_general","pointer-only-gap-provenance","branch_visible_pointer_only_gap_or_provenance_ledger","no"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.md","785",".md","95449b3f2dbcc45482b86d4220d5014458a59b69","False","r6_access_general","pointer-only-gap-provenance","branch_visible_pointer_only_gap_or_provenance_ledger","no"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/pointer-only-material/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","84084",".csv","824e32d693dd5fd58eeafd887dd336f1eb9c7dca","False","r6_access_general","pointer-only-gap-provenance","branch_visible_pointer_only_gap_or_provenance_ledger","no"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_package_logbook_manifest/indigenous-creole-sign/LOG-NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.csv__NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.csv","65858",".csv","33f3327c64e617f02dbdc0070c58be49b878ed0c","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_package_logbook_manifest/indigenous-creole-sign/LOG-NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.md__NOETHER_R6_ACTIVE_SOURCE_WITNESS_GAP_TABLE_20260705.md","785",".md","95449b3f2dbcc45482b86d4220d5014458a59b69","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_package_logbook_manifest/indigenous-creole-sign/LOG-NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv__NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","84084",".csv","824e32d693dd5fd58eeafd887dd336f1eb9c7dca","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/R6_package_logbook_manifest/indigenous-creole-sign/LOG-NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv__NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","99333",".csv","7ee8c55870bd1b75b84f9c9ca88fc6ce4e38f064","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"language-source-bodies","language-source-bodies/r6-indigenous-creole-sign-20260705","language-source-bodies/r6-indigenous-creole-sign-20260705/source-bodies/package-generated/indigenous-creole-sign/PACKAGE-SOURCE-USE-LABELS__SOURCE_USE_LABELS.csv","1298",".csv","3dd67156c3bc5c517b1a29de4c8b0ac072303d79","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"manifests","manifests/pending-zenodo-uploads","manifests/pending-zenodo-uploads/20260625_noether_r126_highqueue_p34_p43_signature_reconciliation.json","2144",".json","a7618aa75c87cea37c0dddcaf8e1bda9f6403c6c","False","manual_review_required","oldb-source-signal-needs-r6-review","r6_keyword_source_signal_requires_manual_classification","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE326_20260704T221012_ROLLING_DELTA_AFTER_PACKAGE325/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_REQUIRED_FIELD_MIRROR_20260704.csv","116772",".csv","deaa7a6f29592a08edab2c2c2c50ce974c0b654f","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE326_20260704T221012_ROLLING_DELTA_AFTER_PACKAGE325/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","6859",".md","25ddd065ca3d7158a6b19bcf80b6145db2aad8ef","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE326_20260704T221012_ROLLING_DELTA_AFTER_PACKAGE325/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","6517",".md","9c0fa414c81d1c9aadf9c01df6cf114e2fa2d1e6","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE326_20260704T221012_ROLLING_DELTA_AFTER_PACKAGE325/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_FIXPASS_20260704.md","8216",".md","81f08ecb71a61f72d9c29c0764034bed61ae2cc6","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE326_20260704T221012_ROLLING_DELTA_AFTER_PACKAGE325/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","7012",".json","b37c2c3568ba4fdfe9c86d521dd61b15308d6a70","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE327_20260704T221228_ROLLING_DELTA_AFTER_PACKAGE326/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","7548",".json","f6546135dcec852fe03171b3eccc2b657e43a745","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE328_20260704T221405_ROLLING_DELTA_AFTER_PACKAGE327/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_REQUIRED_FIELD_MIRROR_20260704.csv","110956",".csv","fe1429c22da4edfffb044f1b67f7b9aa49bd6327","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE328_20260704T221405_ROLLING_DELTA_AFTER_PACKAGE327/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","100310",".csv","010aee443c6dd744299a2b3d85aaaa15ff10d33b","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE329_20260704T221650_ROLLING_DELTA_AFTER_PACKAGE328/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","43803",".csv","959057c6738e0b2e0391438732be7a9aa78ff17c","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE329_20260704T221650_ROLLING_DELTA_AFTER_PACKAGE328/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_FIELD_COMPLETENESS_AUDIT_20260704.md","3928",".md","4a23c5bca36d6c09c47079e6dabd76c76d40f3d3","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE329_20260704T221650_ROLLING_DELTA_AFTER_PACKAGE328/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","7696",".md","7e5afd6b159c17beebc2b297924b62de9ab6bf03","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE329_20260704T221650_ROLLING_DELTA_AFTER_PACKAGE328/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","7069",".md","686f59b438861b6f78a769af8396b0e726eda2ff","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE329_20260704T221650_ROLLING_DELTA_AFTER_PACKAGE328/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","8376",".json","8e6a503977a119e56a7049709248b8f61e340498","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE331_20260704T222125_ROLLING_DELTA_AFTER_PACKAGE330/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","8443",".md","e51b86aa3e15f160a168a769ae416912d9ce3e95","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE331_20260704T222125_ROLLING_DELTA_AFTER_PACKAGE330/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_PATH_HASH_AUDIT_20260704.csv","63768",".csv","06925c49cea806e76c5883d7268d236c9c980a49","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE331_20260704T222125_ROLLING_DELTA_AFTER_PACKAGE330/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_PATH_HASH_AUDIT_20260704.md","1961",".md","018258576239c6a1cdcfb0f32a599e16d8714084","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE331_20260704T222125_ROLLING_DELTA_AFTER_PACKAGE330/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","7631",".md","cf2c64dbfaff4d25b297676868778c60851475b5","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE331_20260704T222125_ROLLING_DELTA_AFTER_PACKAGE330/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","8885",".json","5ced08a14d87ba6ae51178c9dde8522c440118b6","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE332_20260704T222401_ROLLING_DELTA_AFTER_PACKAGE331/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_PATH_HASH_AUDIT_20260704.md","1979",".md","f0ff841027e6b45f6c1ca58bd98e6f119477b2a7","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE332_20260704T222401_ROLLING_DELTA_AFTER_PACKAGE331/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","7626",".md","045925a06bbdc5c6333534412e6c58e8f756bb04","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE333_20260704T222545_ROLLING_DELTA_AFTER_PACKAGE332/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv","79949",".csv","a536ba11d834140e3d99ed185c45768d61452f5a","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE334_20260704T222716_ROLLING_DELTA_AFTER_PACKAGE333/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_STRICT_PROVENANCE_WITNESS_TABLE_20260704.csv","99250",".csv","b5a3eb81e93b09947db80e69fbc073b6d7bdfdfb","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE335_20260704T222849_ROLLING_DELTA_AFTER_PACKAGE334/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_REQUIRED_FIELD_MIRROR_20260704.csv","109678",".csv","f8f86b76b10547134a7b45d3373307e6b7e801a1","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE335_20260704T222849_ROLLING_DELTA_AFTER_PACKAGE334/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_PATH_HASH_AUDIT_20260704.csv","63019",".csv","154d2ad39e18be0317e2bc79b520c7e481c4f41e","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE335_20260704T222849_ROLLING_DELTA_AFTER_PACKAGE334/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.csv","78964",".csv","dfbcadd6ccabc2c76c3a6d237192698993c26570","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE336_20260704T223008_ROLLING_DELTA_AFTER_PACKAGE335/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_EXPLICIT_GAP_LEDGER_20260704.csv","47659",".csv","28c4541df9ae7d9e2e5a8eedfe794c8a6bba01da","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE336_20260704T223008_ROLLING_DELTA_AFTER_PACKAGE335/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","9660",".md","95019a45fe2b0dba697b692d41945231d74cf548","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE336_20260704T223008_ROLLING_DELTA_AFTER_PACKAGE335/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_URL_REACHABILITY_AUDIT_20260704.md","3024",".md","f0429d41fe726b3516c6d7e8dee5417c4430f872","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE337_20260704T223134_ROLLING_DELTA_AFTER_PACKAGE336/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_FIELD_COMPLETENESS_AUDIT_20260704.md","4982",".md","5c6ae37568507910974f24f1b50958619d8225af","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE337_20260704T223134_ROLLING_DELTA_AFTER_PACKAGE336/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_PATH_HASH_AUDIT_20260704.md","1989",".md","af5748bc5d4b541be9167b9407a2b3ba45c99c88","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE338_20260704T223301_ROLLING_DELTA_AFTER_PACKAGE337/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_WHOLE_PROGRAM_SOURCE_CANON_ALIGNMENT_20260704.md","8245",".md","fa6a55e5d6866e3b8ab9007f587e0aa98c825ece","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE338_20260704T223301_ROLLING_DELTA_AFTER_PACKAGE337/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_ZENODO_CURRENT_READER_INTEGRATION_MANIFEST_20260704.json","9671",".json","59f4ece336ef0fe9852cd9dbafb684a4bf46bf8f","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE341_20260704T223918_ROLLING_DELTA_AFTER_PACKAGE340/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_STRICT_PROVENANCE_LICENSE_ACCESS_AUDIT_20260704.csv","152248",".csv","412bd794da0df548ed1940a652363f1d69c41787","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
"noether-slavic-handoff","noether-slavic-handoff/20260629","noether-slavic-handoff/20260629/cross-session-coordination/20260704/NOETHER_SESSION_OUTPUT_PACKAGE342_20260704T224057_ROLLING_DELTA_AFTER_PACKAGE341/lane_outputs/noether-r6-indigenous-creole-sign/NOETHER_R6_SOURCE_CANON_WITNESS_TABLE_20260704.md","11065",".md","625498ad973eaddf620f0d1e930f9d59fd1b6584","True","r6_access_general","prior-lane-ledger","branch_visible_prior_r6_ledger_not_new_body","no"
