"hash_id","relative_path","bytes","sha256","evidence_role","status"
"SGA2-VIII-C23-POC-HASH-035","INDEPENDENT_VISUAL_QA_20260719.md","1114","3E17574EFA414B99B5DA926E0C94671F77FA064FE8953B2BE02B90B60E82A810","independent_visual_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-008","MACHINE_READABLE_EVIDENCE_SCHEMA.md","1644","08744F6FFA93A7B8C91364245EF83F21438465F50D657EAA482E804C60B2153A","machine_schema","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-009","PDFDESTS.txt","177","6D0D37E656F8FD3EDA256CE22F13476C63F14D01C3493AD1334058A0432E0EEB","self_gate_destination_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-010","PDFFONTS.txt","2090","778F5AEAFB431A7FC15DEFDFF9F72BAFDB84E6F3CA9FF00D8A2954184200D845","self_gate_font_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-011","PDFINFO.txt","697","6B5938E2C94124B5C7E8969AE24A046E7F7C9FB7074F0E76337D9610786DF516","self_gate_pdf_metadata_report","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-012","PUBLICATION_READINESS.md","1395","EBC48A323ABF949EFB4D3B39A21B5947F9E81D27C74409448BFE15B8C13253C1","publication_readiness_control","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-013","RENDERED_VISUAL_QA.md","2112","C30D447C3FB3825D1A3E13C277CA8A4CAC1D036D7202CF5045025162E071DA9C","self_gate_visual_receipt","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-014","REVIEW_FREEZE.md","758","EE4FA3FCC53A24BA8B4B3A99F52FC8C13DD9D76CED6111F51FF5297B1646F4D2","review_freeze_control","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-015","SGA2_Expose_VIII_Corollary_2_3_Proof_Open_Cover_English_SourceAligned.pdf","271312","47D12027336F93169F5CDDDF7FB7F7AD34BCF51C5E43CD02FFDFD6D3C79647DA","target_pdf","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-016","SGA2_Expose_VIII_Corollary_2_3_Proof_Open_Cover_English_SourceAligned.tex","2970","118405B69862ED1FA9E9710D100D214A1C847D0F54DB99054AB5BD8D7AAE08E2","editable_target_tex","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-017","SOURCE_ALIGNMENT_COVERAGE.csv","11305","6FA50FDCBC47596985EDF11BC2FFF8FCB489074E67D79C71DC80D66446B6A726","source_alignment_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-022","STRUCTURAL_INDEX.jsonl","23748","043DAF6C95F2FB346462BD56E42FA73DFFFA2FF68806057972356CDF3BE4671F","structural_revision_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-025","TERMINOLOGY_NORMALIZATION_ADVERSE_CHOICES.csv","9685","7626DDC4937E3D63C2C7969B1BC7415ADC7F0A60C7F433143069EA8F79B9E875","terminology_adverse_ledger","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-026","UNIT_STATUS.md","2156","731234215AA60171C3CC298ABA14A248FAB3BD9E0BCDC9DD9C6BE2C31CD5BA26","unit_status_control","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-036","independent-source-physical-079-300dpi.png","596847","413899C59819721F60C6C001CB14214BEABA84FC302835F69B14C66D72B65ED2","independent_source_render_079_300dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-037","independent-source-physical-079-600dpi.png","1015075","B1A0E57ED810AB3E7812AFE89CE50279D8EA74071F28B7E5B7041683E7DF79FD","independent_source_render_079_600dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-038","independent-source-physical-080-300dpi.png","641993","3F7D8648A9D98CF406BE4A44B3B4BD2709AAB3B60730175CEFFEDA97ABFC95C4","independent_source_render_080_300dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-039","independent-source-physical-080-600dpi.png","1060671","6525F602B43F2F00005D36F29D8F80BC55FE71813D7E9A0DDCF97A1C5EC1E85E","independent_source_render_080_600dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-040","independent-target-page-1-300dpi.png","390440","FDAF0F885E8625CE7DA89465EEDEE9C0D5F119DCFC07D7DE0701EAEB1E38E136","independent_target_render_300dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-041","independent-target-page-1-600dpi.png","751016","AF9935C4CF5DBE122F34AD80F2B5D8348C83DB594039500A432BE9C1BA7B089A","independent_target_render_600dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-018","source-physical-079-300dpi.png","596847","413899C59819721F60C6C001CB14214BEABA84FC302835F69B14C66D72B65ED2","self_gate_source_render_079_300dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-019","source-physical-079-600dpi.png","1015075","B1A0E57ED810AB3E7812AFE89CE50279D8EA74071F28B7E5B7041683E7DF79FD","self_gate_source_render_079_600dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-020","source-physical-080-300dpi.png","641993","3F7D8648A9D98CF406BE4A44B3B4BD2709AAB3B60730175CEFFEDA97ABFC95C4","self_gate_source_render_080_300dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-021","source-physical-080-600dpi.png","1060671","6525F602B43F2F00005D36F29D8F80BC55FE71813D7E9A0DDCF97A1C5EC1E85E","self_gate_source_render_080_600dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-023","target-page-1-300dpi.png","390440","FDAF0F885E8625CE7DA89465EEDEE9C0D5F119DCFC07D7DE0701EAEB1E38E136","self_gate_target_render_300dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-024","target-page-1-600dpi.png","751016","AF9935C4CF5DBE122F34AD80F2B5D8348C83DB594039500A432BE9C1BA7B089A","self_gate_target_render_600dpi","proposed_public_independently_sealed_archive_handoff_eligible"
"SGA2-VIII-C23-POC-HASH-027","ZENODO_PAYLOAD_MANIFEST.csv","13984","F58BC90BC3698C1AB2929490E060810768881AE7F8D702B9368294031092F1F3","zenodo_payload_descriptor","proposed_public_independently_sealed_archive_handoff_eligible"
