compare_label,filename,status,additions,deletions,changes
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/README.md,added,27,0,27
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/SHA256SUMS.txt,added,16,0,16
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/b3/B3_ROUTE.csv,added,2,0,2
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/blockers/R6_2BD3E449_EXACT_BLOCKERS_AND_NEXT_ACTIONS.csv,added,6,0,6
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_2BD3E449_BRANCH_CHECK_AND_VISIBLE_INPUTS.csv,added,2,0,2
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_2BD3E449_LOCAL_HEAD_NAMED_FILE_HITS.csv,added,1,0,1
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/branch-current/R6_2BD3E449_PAYLOAD_FRONTIER_CORRECTION.csv,added,2,0,2
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/ethics/R6_2BD3E449_ETHICS_AUTHORITY_CONTINUATION_MAP.csv,added,5,0,5
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/fable/R6_2BD3E449_SOURCE_USE_ADVERSE_EVIDENCE_LEDGER.csv,added,5,0,5
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/input-verification/R6_2BD3E449_PRIOR_PACKAGE_SHA_VERIFY.csv,added,17,0,17
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/logs/LOGBOOK_EXCERPT_20260706.md,added,18,0,18
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/mutual-watch/R6_2BD3E449_MUTUAL_WATCH_OBSERVATION.csv,added,2,0,2
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_2BD3E449_CROSS_LANE_CONTEXT_BOUNDARY.csv,added,1,0,1
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/source-use/R6_2BD3E449_SOURCE_USE_CONTINUATION_LEDGER.csv,added,6,0,6
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_2BD3E449_SOURCE_WITNESS_INDEX_CARRYFORWARD.csv,added,316,0,316
2BD3E449_to_AEED56E7,uploader-transfer/r6-2bd3e449-current-head-source-start-continuation-20260707/R6_2BD3E449_CURRENT_HEAD_SOURCE_START_CONTINUATION_20260707/witness-index/R6_2BD3E449_SOURCE_WITNESS_SCOPE_COUNTS_CARRYFORWARD.csv,added,111,0,111
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/B3_ACTION_SUMMARY.csv,added,2,0,2
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/BRANCH_PR_STATE.csv,added,2,0,2
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/HELD_PACKET_BLOCKERS.csv,added,2,0,2
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/MANIFEST.csv,added,11,0,11
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/PACKAGE_FILE_LEDGER.csv,added,13,0,13
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/PACKAGE_MANIFEST_REPLAY.csv,added,11,0,11
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/PACKAGE_ROOT_SUMMARY.csv,added,2,0,2
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/PACKAGE_SHA256SUMS_REPLAY.csv,added,11,0,11
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/README.md,added,9,0,9
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/SAFETY_SCAN_HITS.csv,added,2,0,2
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/SHA256SUMS.txt,added,11,0,11
AEED56E7_to_6A895F1C,transfer-audits/session12-20260705/B3_WHOLE_CORPUS_33B23_PACKAGE_QUEUE_20260706/B3_POST_AEED56E7_R6_2BD_SAME_FRONTIER_DEDUP_R3_BLOCKER_20260707/VALIDATION_ISSUES.csv,added,2,0,2
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/MANIFEST.csv,added,11,0,11
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_COUNTS.csv,added,14,0,14
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/README.md,added,19,0,19
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/SHA256SUMS.txt,added,10,0,10
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/b3/B3_ROUTE.csv,added,2,0,2
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/blockers/R6_2BD3E449_SAME_FRONTIER_EXACT_BLOCKERS.csv,added,6,0,6
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/ethics/R6_2BD3E449_SAME_FRONTIER_ETHICS_AUTHORITY_BOUNDARY.csv,added,6,0,6
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/fable/R6_2BD3E449_SAME_FRONTIER_FABLE_ADVERSE_LEDGER.csv,added,6,0,6
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/input-verification/R6_2BD3E449_BASE_AND_PERSIANATE_SHA_REVERIFY.csv,added,48,0,48
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/logs/LOGBOOK_EXCERPT_20260707.md,added,11,0,11
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/mutual-watch/R6_2BD3E449_SAME_FRONTIER_MUTUAL_WATCH.csv,added,2,0,2
AEED56E7_to_6A895F1C,uploader-transfer/r6-2bd3e449-same-frontier-cross-lane-dedup-20260707/R6_2BD3E449_SAME_FRONTIER_CROSS_LANE_DEDUP_20260707/source-use/R6_2BD3E449_SAME_FRONTIER_SOURCE_USE_GAP_DEDUP.csv,added,6,0,6
2BD3E449_to_6A895F1C,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/ARABIC_25B_VALIDATION_2BD.csv,added,20,0,20
2BD3E449_to_6A895F1C,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/ARABIC_BLOCKERS_2BD.csv,added,6,0,6
2BD3E449_to_6A895F1C,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/ARABIC_SIX_ROW_SOURCE_USE_GAP_ROLLUP_2BD.csv,added,7,0,7
2BD3E449_to_6A895F1C,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/B3_HANDOFF_READY_2BD.md,added,8,0,8
2BD3E449_to_6A895F1C,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/B3_HANDOFF_SENT_2BD.md,added,8,0,8
2BD3E449_to_6A895F1C,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/B3_PACKAGE_ROOTS_2BD.csv,added,5,0,5
2BD3E449_to_6A895F1C,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/B3_REPLAY_SUMMARY_2BD.csv,added,2,0,2
2BD3E449_to_6A895F1C,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/BRANCH_COMMITS_4C_TO_2BD.csv,added,2,0,2
2BD3E449_to_6A895F1C,coordination/non-slavic-core-2bd3e449-recovery-batch-route-20260707/NON_SLAVIC_CORE_2BD3E449_RECOVERY_BATCH_ROUTE_20260707/BRANCH_COMPARE_4C_TO_2BD.csv,added,116,0,116
