self_correction_id,discovered_at_checkpoint,affected_unit,affected_file,affected_locator,error_class,original_form,corrected_form,occurrence_count,detection_channel,propagation_scope,propagation_check,status,superseded_artifact
FAC-SELF-0011,I_4_27_r1,NA,"english_source_first_workpass/build_checkpoint_I_4_27_r1; french_source_corrected_workpass/build_checkpoint_C0012_T0019_r1",build_invocation,build_engine_selection,"initial no.27 builds invoked XeLaTeX instead of the pdfLaTeX engine used by every admitted FAC checkpoint","rebuilt both English and corrected French with the established pdfLaTeX engine",0,"French hard failure at DeclareUnicodeCharacter plus lead comparison with the prior English console header","English and corrected-French build procedure only","French XeLaTeX produced no PDF; English XeLaTeX produced an unadmitted 21-page reader with materially different font embedding; neither changed source bytes; admitted successors use pdfLaTeX and are compared to the prior checkpoint envelope",operationally_corrected_before_admission,"english_source_first_workpass/build_checkpoint_I_4_27_r1 and r2; french_source_corrected_workpass/build_checkpoint_C0012_T0019_r1 XeLaTeX console files"
FAC-SELF-0012,I_4_27_r1,FAC-FR-C0011,french_source_corrected_workpass/source/fac_body.tex,line933,correct_but_layout_disruptive_tex,"two-line substack for p>=0 and q>=h produced a 64-page corrected reader","single-line substack preserves both constraints while avoiding gratuitous pagination drift",0,lead_build_page_count_comparison,"corrected French C0011 formula and matching English rendering","the first mathematically correct build was preserved as adverse r1; r2 must recover the established page envelope and be visually checked before admission",corrected_before_checkpoint_admission,french_source_corrected_workpass/build_checkpoint_C0012_T0019_r1
FAC-SELF-0013,I_4_27_r3,NA,english_source_first_workpass/build_checkpoint_I_4_27_r3,PowerShell_argument_vector,PowerShell_automatic_variable_collision,"used the reserved automatic variable $args for the pdfLaTeX argument list","used the task-specific variable $texArgs and rebuilt copy-on-write as r4",0,missing_command_line_filename_in_console,"English build invocation only","r3 console ended at TeX's interactive filename prompt and produced no PDF or source change; r4 received the explicit master filename and completed three passes",operationally_corrected_before_admission,english_source_first_workpass/build_checkpoint_I_4_27_r3
FAC-SELF-0014,I_4_27_r4,"FAC-SELF-0011;FAC-SELF-0013",controls/EDITORIAL_SELF_CORRECTION_LEDGER.csv,"data rows 11 and 13",machine_ledger_rectangularity,"two provisional self-correction rows had 13 fields because affected_locator was omitted","inserted explicit affected_locator fields and revalidated the complete ledger as rectangular",0,lead_TextFieldParser_validation,"all current and future self-correction ledger rows","parser must report 14 fields for every row; unique stable IDs and formula safety are rechecked; checkpoint manifest is regenerated after the repair",corrected_before_checkpoint_admission,controls/CHECKPOINT_IDENTITIES.csv provisional SHA 5C02AB1A42B0482E136F5D2EFF0D6776E98DBD21ADD92C55B00391959FE6C735
FAC-SELF-0015,I_4_29_r1,FAC-FR-C0015,french_source_corrected_workpass/source/fac_body.tex,line1029,local_editorial_typo,"l'homomisme","l'homomorphisme",1,post_patch_live_line_review,"corrected French line1029 and global corrected-layer search","global fixed-string search finds zero occurrences of l'homomisme; the diplomatic source remains unchanged",corrected_before_checkpoint_admission,none_no_build_created
FAC-SELF-0016,II_1_32_r1,NA,english_source_first_workpass/build_checkpoint_II_1_32_r1/render_affected_600dpi,render_invocation,invalid_Poppler_option,"pdftoppm -singlefile:$false","reran pdftoppm without -singlefile for the two-page English render and with plain -singlefile for the one-page French render",0,lead_command_failure_review,"render command only; TeX sources and PDFs were unchanged","first invocation exited nonzero before generating an English render; corrected invocation generated pages 27--28 and French page 22 and all were personally reviewed",operationally_corrected_before_admission,none_no_artifact_admitted_from_failed_invocation
FAC-SELF-0017,II_1_35_r1,FAC-FR-T0021,"french_source_diplomatic_canon/source/fac_body.tex; french_source_corrected_workpass/source/fac_body.tex",line1278,patch_context_mismatch,"first apply_patch hunk matched only the opening clause of a 1457-character live line","reapplied against the complete live line in both French layers",0,apply_patch_fail_closed_output,"French line1278 only; English component and all other files remained unchanged by the failed atomic patch","failed patch changed zero files; complete-line successor restored both source-visible primes and was reviewed before build",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0018,II_1_35_manifest_r1,NA,controls/CHECKPOINT_IDENTITIES.csv,post_generation_verification_path,verification_path_error,"queried CHECKPOINT_IDENTITIES.csv at the FAC root after the generator wrote its documented default under controls","queried controls/CHECKPOINT_IDENTITIES.csv and verified the generated 56-row manifest",0,lead_command_failure_review,"verification command only; the generator had succeeded and no manuscript or generated manifest bytes were altered by the failed query","controls/CHECKPOINT_IDENTITIES.csv exists with 56 rows; the root-level path does not exist; subsequent replay uses the controls path",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0019,II_1_35_validation_r1,NA,english_source_first_workpass/build_checkpoint_II_1_35_r1/Serre_FAC_English_source_aligned_workpass.pdf,combined_validation_command,pdfinfo_long_path_failure,"Poppler pdfinfo could not open the long <PRIVATE_HOME> path during the combined validation command","replayed pdfinfo through the existing F: subst mapping to the same byte-identical PDF",0,lead_command_failure_review,"page-count query only; the English PDF and all source files remained unchanged","F: resolves to the exact FAC root; pdfinfo reports 31 pages for the same 520317-byte PDF SHA 4A0A4F1A...B8E3",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0020,II_1_35_validation_r1,FAC-SELF-0019,controls/EDITORIAL_SELF_CORRECTION_LEDGER.csv,FAC-SELF-0019_provisional_row,machine_ledger_rectangularity,"the provisional FAC-SELF-0019 row omitted affected_locator and shifted its final fields left","inserted combined_validation_command as affected_locator and replayed the full ledger schema",0,lead_ImportCsv_semantic_validation,"FAC-SELF-0019 row only; no manuscript or PDF was affected","all 20 data rows now expose 14 named fields; occurrence_count is numeric for every row; stable IDs remain unique",corrected_before_checkpoint_admission,provisional_FAC_SELF_0019_row
FAC-SELF-0021,II_1_36_r1,NA,lead_validation_command,PowerShell_parser,empty_pipe_parser_error,"piped directly from a foreach statement terminator into Format-List","accumulated objects in arrays and piped the completed arrays to Format-List",0,lead_command_failure_review,"diagnostic query only; all TeX sources and three built PDFs were unchanged","corrected query returned exact page/hash/build diagnostics for English and both French layers",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0022,II_1_36_r1,NA,lead_source_inspection_command,component_lines_58_68,powershell_variable_interpolation_parser_error,"used an interpolated string beginning $i: so PowerShell parsed the colon as an invalid variable suffix","used the format operator with explicit numeric placeholders",0,lead_command_failure_review,"source-line display command only; component and all builds remained unchanged","corrected command displayed lines 58--68 and confirmed the single no.36 sup_i source occurrence",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0023,II_1_36_r1,NA,lead_identity_query,foreach_pipeline,powershell_empty_pipe_parser_error_recurrence,"piped directly from a foreach statement terminator into ConvertTo-Json","accumulated identity objects in an array before ConvertTo-Json",0,lead_command_failure_review,"hash query only; all source and build bytes remained unchanged","corrected query returned six exact file identities including both 1100-dpi authority pages",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0024,II_2_37_written_r1,FAC-FR-T0023,controls/FRENCH_TRANSCRIPTION_REPAIRS.csv,FAC-FR-T0023_inherited_tex,machine_ledger_exactness,"the provisional evidence string encoded two literal backslashes beforemathrm","reduced it to the single TeX backslash present in the inherited source",0,lead_live_ledger_review,"FAC-FR-T0023 evidence row only; French and English TeX were already correct","raw CSV now records the exact inherited token J_x(backslashmathrm{V}); schema replay follows before admission",corrected_before_checkpoint_admission,provisional_FAC_FR_T0023_evidence_string
FAC-SELF-0025,II_2_38_validation_r1,NA,lead_checkpoint_inspection_command,controls_FAC_PROGRESS_csv,verification_path_error,"queried a nonexistent controls/FAC_PROGRESS.csv while inspecting the checkpoint","queried the actual controls/TRANSLATION_PROGRESS.csv and continued from its live rows",0,lead_command_failure_review,"diagnostic query only; no source PDF or ledger bytes were changed by the failed read","the corrected query returned U0035 and U0036 with their exact fields; this append-only row records the harmless failed lookup",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0026,II_2_38_validation_r1,FAC-EN-N0037,controls/generate_english_normalization_occurrences.ps1,N0037_regex,machine_ledger_coverage,"used sheaves? which matches sheave or sheaves but not the singular spelling sheaf","changed the pattern to shea(?:f|ves) and regenerated the occurrence ledger",4,lead_zero_count_review,"normalization occurrence ledger and generator only; English and French TeX and all PDFs were already correct","replay now binds all four source-visible sheaf of finite type occurrences in U0035 under N0037; unique stable IDs and schema are revalidated",corrected_before_checkpoint_admission,provisional_1488_row_normalization_ledger
FAC-SELF-0027,II_2_38_validation_r1,FAC-SELF-0026,controls/EDITORIAL_SELF_CORRECTION_LEDGER.csv,FAC-SELF-0026_provisional_count,machine_ledger_exactness,"initially described the repaired N0037 coverage as three occurrences before replay","updated the row to the replay-established four occurrences and recorded this append-only correction",0,lead_generator_replay_review,"FAC-SELF-0026 evidence row only; generator English and French TeX and all PDFs were already correct","the final 1492-row normalization ledger contains exactly four N0037 rows all in U0035 and the self-correction row now agrees",corrected_before_checkpoint_admission,provisional_FAC_SELF_0026_count
FAC-SELF-0028,II_2_39_written_r1,NA,lead_terminology_search_command,components_015_filename,verification_path_error,"queried nonexistent component filename 015_I_2_17_extension_by_zero.tex together with a valid no.26 component","resolved the actual filename 015_I_2_17_extension_and_restriction.tex and replayed the terminology search",0,lead_command_failure_review,"read-only terminology query; no source ledger or PDF bytes changed","the corrected search confirmed the established phrase extending by zero in U0015 and U0024 before U0037 used it",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0029,II_3_43_r2,NA,component041_proposition5_display,"two sum symbols provisionally carried an explicit lower x index",source_notation_fidelity,"the first no.43 build added a summation subscript absent from the printed formula","restored Serre's unindexed sum symbols while retaining the indexed factors R_x Q_x and R_x P_x",2,lead_1100dpi_authority_and_600dpi_render_review,"English component 041 only; both French layers already matched the printed unindexed sums","r2 is rebuilt and the affected English page is rechecked; r1 remains rejected history",corrected_before_checkpoint_admission,build_checkpoint_II_3_43_r1
FAC-SELF-0030,II_3_43_french_render_locator_r1,FAC-FR-T0024,lead_pdf_text_locator_command,poppler_runtime_pdftotext_path,verification_path_error,"queried a pdftotext executable name not present in the bundled Poppler bin","resolved the installed MiKTeX pdftotext executable and reran the read-only page-location search",0,lead_command_failure_review,"diagnostic page-location query only; no TeX PDF or ledger bytes changed","corrected locator command identifies the French reader page before bounded rendering",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0031,II_3_43_validation_r1,FAC-EN-N0048,controls/generate_english_normalization_occurrences.ps1,N0048_regex,machine_ledger_coverage,"the provisional regex escaped the literal parentheses as though a backslash preceded them and returned zero rows","corrected the regex to match literal parentheses around U times V and regenerated the occurrence ledger",2,lead_zero_count_and_exact_source_review,"normalization generator and occurrence ledger only; English and French TeX and PDFs were already correct","replay binds both N0048 occurrences in component 040 with unique stable IDs",corrected_before_checkpoint_admission,provisional_1664_row_normalization_ledger
FAC-SELF-0032,II_3_44_render_r1,FAC-SELF-0019,english_source_first_workpass/build_checkpoint_II_3_44_r1/Serre_FAC_English_source_aligned_workpass.pdf,full_windows_path_to_pdf,verification_path_error,"repeated the known Poppler long-path invocation and received a read-only open failure","replayed pdfinfo and pdftoppm through the existing F drive mapping to the same byte-identical PDF",0,lead_command_failure_review,"PDF inspection command only; no TeX PDF ledger or source byte changed","the short-path replay reports 39 A4 pages and produced the intended page 37 through 39 renders",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0033,II_3_44_r2,FAC-EN-U0042,english_source_first_workpass/source/components/042_II_3_44_vanishing_cohomology_groups.tex,"prose index tuples at component lines 26 and 40",tex_escape_fidelity,"two intended TeX ellipsis commands were written as literal ldots tokens during patch-string escaping","restored both commands as \\ldots and searched the complete component for any remaining bare command names",2,lead_300dpi_render_and_exact_source_review,"English component 042 only; both French layers and all preceding English components were unaffected","r2 is rebuilt and the affected pages are visually replayed; r1 remains rejected history",corrected_before_checkpoint_admission,build_checkpoint_II_3_44_r1
FAC-SELF-0034,II_3_44_validation_r1,NA,lead_checkpoint_identity_query,foreach_pipeline_shape,verification_command_syntax,"piped directly from a foreach statement in a PowerShell diagnostic command and triggered a parser error before execution","assigned the foreach output to a task-specific rows variable and then piped that variable to JSON conversion",0,lead_parser_failure_review,"diagnostic identity query only; the parsed command executed nothing and changed no source build or ledger byte","corrected query returns the intended exact identities and checkpoint generation is replayed afterward",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0035,II_3_44_documentation_r1,NA,"STATUS.md; LOGBOOK.md; EDITORIAL_DECISION_LOGBOOK.md",combined_patch_anchor,failed_atomic_edit,"a combined documentation patch expected a continuation sentence not present verbatim in STATUS.md and therefore failed closed","split the documentation update into smaller live-context patches after reading the exact current file anchors",0,lead_apply_patch_failure_review,"documentation command only; apply_patch changed zero files because context validation is atomic","the successor patches update each intended document against its exact live context and checkpoint hashes are regenerated afterward",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0036,II_3_46_r1,"FAC-EN-U0043;FAC-EN-U0044",lead_bare_command_scan,component_path_array,verification_path_error,"constructed two Join-Path calls in one unparenthesized array expression and triggered a nonterminating parameter-conversion error","constructed each component path separately in the array and replayed the complete bare-command scan",0,lead_command_failure_review,"read-only TeX verification only; both source components and the converged build were unaffected","corrected replay checks both new components and returns zero bare-command candidates",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0037,II_3_46_r2,FAC-EN-U0043,english_source_first_workpass/source/components/043_II_3_45_global_sections_affine_variety.tex,Corollary_1_proof_module_finiteness,pre_admission_terminology_reversal,"rendered the literal but less idiomatic phrase an O-module of finite type","selected a finitely generated O-module in accordance with standard English algebra and the translated section 4 title",1,lead_translation_register_review,"the one phrase in English component 043 only; French layers and mathematical meaning are unchanged","global search binds the selected phrase under N0054 and finds no surviving module of finite type in the active English source",corrected_before_checkpoint_admission,build_checkpoint_II_3_46_r1
FAC-SELF-0038,II_3_46_validation_r1,NA,lead_csv_shape_validator,property_count_expression,verification_command_logic,"used the member-enumerating PSObject.Properties.Count expression and therefore reported arrays of ones instead of a scalar column count","wrapped PSObject.Properties in an array before taking Count and replayed all CSV rectangularity uniqueness and formula-safety checks",0,lead_diagnostic_output_review,"read-only machine-ledger validation only; no source PDF or existing ledger content changed","corrected replay returns scalar schema widths and zero malformed rows for every controlling CSV",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0039,II_3_47_semantic_label_preflight,NA,lead_component_excerpt_query,Select_Object_Index_range_syntax,verification_command_syntax,"passed the literal token 15..25 to Select-Object -Index and triggered a parameter-conversion error","parenthesized the integer range and replayed the read-only component excerpt query",0,lead_command_failure_review,"read-only label-preflight query only; no source build or ledger byte changed","corrected replay displays the existing footnote label and informs the no. 47 stable-target pattern",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0040,II_3_47_semantic_scaffold_r1,FAC-EN-U0045,controls/SEMANTIC_ENTITIES.csv,seven_English_locator_ranges,machine_locator_reversal,"provisional English locator ranges extended past the actual 84-line component or included the next entity boundary","replayed the numbered live component and replaced all seven affected ranges with exact line starts and ends",7,lead_exact_line_number_review,"semantic entity metadata only; English and French TeX and all PDFs were unaffected","all no. 47 English entity locators are within component 045 lines 9-83 and respect entity boundaries",corrected_before_checkpoint_admission,provisional_semantic_entities_r0
FAC-SELF-0041,II_3_47_visual_gate_r1,NA,lead_view_image_query,F_drive_workspace_mapping,verification_path_error,"the temporary F drive mapping was absent when the first page-view query ran and the read-only lookup failed","restored F to the unchanged absolute FAC root and verified the intended image path before continuing",0,lead_path_failure_review,"workspace path mapping only; no source build ledger or image byte changed","subst replay identifies the exact FAC root and all expected checkpoint files remain present",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0042,II_3_47_visual_gate_r1,FAC-EN-U0045,"three checkpoint QA directories",pdftoppm_zero_filled_png_outputs,render_output_failure,"pdftoppm returned exit zero but wrote four zero-filled files with png extensions","rejected the files after signature and ImageMagick checks and rerendered each affected page sequentially with pdftocairo at 200 dpi",4,lead_binary_signature_and_visual_review,"QA intermediates only; TeX PDFs and ledgers were unaffected","replacement files have the PNG signature and English pages 41-42 plus French pages 32-33 pass personal review",corrected_before_checkpoint_admission,"zero-filled page-41/page-42 and two page-32 PNG intermediates"
FAC-SELF-0043,II_3_47_visual_gate_r1,NA,lead_renderer_locator,bundled_pdftocairo_path,verification_path_error,"queried a pdftocairo executable absent from the bundled Poppler directory","resolved the installed MiKTeX pdftocairo executable and used it sequentially for bounded page rendering",0,lead_tool_locator_failure_review,"renderer lookup only; no source build or ledger byte changed","the resolved executable produced valid PNG signatures and reviewable pages",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0044,II_3_47_semantic_scaffold_r1,FAC-SEM-THM-II-3-4,controls/SEMANTIC_RELATIONS.csv,"REL-0009 and REL-0011 compound targets",machine_relation_normalization,"provisional dependency rows combined one already admitted target with one pending backfill target","split each compound citation so admitted local targets resolve directly and pending historical targets remain explicit separate rows",2,lead_semantic_graph_review,"semantic relation metadata only; English and French sources and PDFs were unaffected","all admitted no.47-local dependency targets resolve and only no.29/no.42/no.46 backfill edges remain pending",corrected_before_checkpoint_admission,provisional_semantic_relations_r0
FAC-SELF-0045,II_4_48_normalization_preflight,FAC-EN-U0046,controls/generate_english_normalization_occurrences.ps1,FAC-EN-N0060_terminal_boundary,normalization_regex_boundary,"the provisional regex ended with a word-boundary assertion after the closing math dollar and therefore could not match before ordinary punctuation","removed the impossible terminal word-boundary assertion before the first occurrence-ledger generation",0,lead_regex_semantics_review,"normalization generator policy only; no generated ledger TeX source or PDF had yet been produced from the provisional pattern","the first generated no.48 ledger contains the intended N0060 occurrence and all 1920 occurrence IDs are unique",corrected_before_checkpoint_admission,none_no_artifact_created
FAC-SELF-0046,II_4_48_normalization_replay,FAC-EN-U0046,english_source_first_workpass/source/components/046_II_4_48_sheaf_associated_to_module.tex,lines95-96,normalization_occurrence_line_boundary,"the selected phrase annihilator of m straddled two TeX source lines and the deliberately line-oriented occurrence generator returned zero N0060 rows","moved only the source line break to precede the complete phrase and regenerated the occurrence ledger",0,lead_occurrence_count_replay,"English source whitespace only; visible wording mathematics and French layers are unchanged","N0060 now has exactly one stable occurrence and the rebuilt PDF is compared against the pre-reflow checkpoint",corrected_before_checkpoint_admission,build_checkpoint_II_4_48_r1_pre_reflow_source_closure
FAC-SELF-0047,II_4_48_normalization_replay,FAC-SELF-0045,controls/EDITORIAL_SELF_CORRECTION_LEDGER.csv,FAC-SELF-0045_propagation_check,provenance_claim_error,"FAC-SELF-0045 prematurely stated that the first generated ledger contained the intended N0060 occurrence","FAC-SELF-0046 records the observed zero count and the line-boundary repair; this append-only row expressly withdraws the premature verification claim",1,lead_occurrence_count_replay,"self-correction provenance only; manuscript French layers and admitted mathematical content are unaffected","the regenerated ledger is required to show N0060 count one before this checkpoint can be admitted",corrected_before_checkpoint_admission,FAC-SELF-0045_propagation_check_claim_only
FAC-SELF-0048,II_4_48_documentation_seal,FAC-EN-U0046,EDITORIAL_DECISION_LOGBOOK.md,successor_rule_heading_position,documentation_structure_error,"the first documentation patch placed the no.48 decision section beneath the Successor rule heading and thereby made the successor instructions appear to belong to no.48","moved the Successor rule heading immediately before its actual instructions while retaining every no.48 decision byte-for-byte",1,lead_tail_structure_review,"human-readable editorial ledger only; TeX French layers PDFs and machine semantic records are unaffected","tail replay shows separate sibling headings for no.48 decisions and Successor rule",corrected_before_checkpoint_admission,provisional_editorial_logbook_heading_order
FAC-SELF-0049,II_4_48_manifest_preflight,NA,lead_csv_summary_query,first_property_value_accessor,verification_command_semantics,"the read-only summary used direct indexing on the adapted PowerShell property collection and falsely reported every first-column uniqueness check as false","wrapped the property collection before selecting index zero and reran uniqueness against the actual scalar ID values",0,lead_validator_output_review,"read-only diagnostic output only; no CSV TeX PDF or manifest byte changed","corrected replay must report unique first-column IDs for every controlling CSV before manifest regeneration",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0050,II_4_48_manifest_preflight,NA,lead_csv_summary_query,inline_foreach_pipeline,verification_command_syntax,"the first corrected query attempted to pipe directly from a parenthesized foreach expression and PowerShell rejected the empty pipe position","materialized the width values in a separate array before sorting them and reran the read-only query",0,lead_parser_failure_review,"read-only diagnostic command only; no source control ledger PDF or manifest byte changed","the successor query returns scalar widths and stable-ID uniqueness before the manifest is regenerated",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0051,II_4_49_transcription_repair,FAC-FR-T0027,lead_apply_patch_query,provisional_T0027_row_context,patch_context_mismatch,"the first atomic patch used a simplified guessed T0026 ledger row as its append anchor and apply_patch rejected the entire patch","re-read the exact live CSV tail and reapplied the French repair plus ledger rows against exact context",0,lead_patch_failure_review,"failed atomic patch changed no French source control ledger or PDF byte","both French line1687 readings now use the authority-visible sheaf symbol and T0027 is present once",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0052,II_4_49_draft_preflight,FAC-EN-U0047,english_source_first_workpass/source/components/047_II_4_49_module_associated_to_sheaf.tex,alpha_map_codomain_display,tex_delimiter_error,"the first provisional component nested an unnecessary opening parenthesis after Gamma and omitted its matching close before the display period","replaced the expression by Gamma bigl(A(M)bigr) with balanced delimiters before any build",1,lead_component_readback,"provisional unbuilt English component only; no French layer or admitted PDF was affected","balanced-delimiter search and the first build must pass before no.49 admission",corrected_before_first_build,none_no_artifact_created
FAC-SELF-0053,II_4_49_machine_preflight,NA,lead_combined_validation_query,foreach_spacing,verification_command_syntax,"a compressed read-only validation command omitted whitespace between the in keyword and its collection variable and PowerShell rejected it before execution","expanded the validation into conventional spaced statements and reran it before any build",0,lead_parser_failure_review,"failed read-only command changed no source ledger PDF or generated occurrence file","successor replay returns policy counts CSV widths uniqueness formula safety and semantic reference closure",operationally_corrected_before_admission,none_no_artifact_created
FAC-SELF-0054,II_4_49_normalization_preflight,FAC-EN-U0047,controls/generate_english_normalization_occurrences.ps1,FAC-EN-N0061_closing_TeX_quotes,normalization_regex_escaping,"the provisional PowerShell single-quoted regex encoded two source apostrophes as one literal apostrophe and therefore returned zero N0061 occurrences","doubled each PowerShell escape pair so the compiled regex contains the two TeX closing apostrophes actually present in the source",0,lead_policy_count_replay,"normalization policy and generated occurrence ledger only; English wording French layers and PDFs are unchanged","regenerated ledger must contain exactly one N0061 occurrence with unique stable ID before build admission",corrected_before_first_build,provisional_no49_occurrence_ledger
FAC-SELF-0055,II_4_49_visual_locator,NA,lead_pdftotext_page_locator,foreach_spacing,verification_command_syntax,"a compressed read-only PDF page-locator command again omitted whitespace after the foreach in keyword and PowerShell rejected it before execution","replaced the combined compressed command with explicit one-document-at-a-time locator calls",0,lead_parser_failure_review,"read-only page-location query only; all source build PDF and ledger artifacts remain unchanged","successor locator returns the exact affected English and French reader pages before rendering",operationally_corrected_before_admission,none_no_artifact_created
