"observed_head","language","bcp47","hard_row","pattern","path","relative_path","line_number","line_excerpt","source_use_label","use_for_closure","boundary"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","Nöter","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Mathematics__Riyaziyyat.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Mathematics__Riyaziyyat.wiki","137","1930-cu illərin sonlarında Nikola Burbaki təxəllüsü ilə fəaliyyət göstərən bir qrup fransız riyaziyyatçısı bütün riyaziyyatı aksiomatika əsasında qurmaq arzusunda idi.<ref>{{Cite web |last=Çağlar |first=Sibel |date=2018-02-23 |title=Nicolas","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Mathematics__Riyaziyyat.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Mathematics__Riyaziyyat.wiki","528","# müasir cəbrin elementləri (qrup, halqa, meydan, vektorlar);","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","Noether","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Mathematics__Riyaziyyat.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Mathematics__Riyaziyyat.wiki","86","XIX əsrə qədər cəbr əsasən xətti və çoxhədli tənlikləri öyrənilməsindən ibarət idi. XIX əsrin ortalarından cəbri tədqiqatlarda əsas diqqət tənliklər nəzəriyyəsindən ixtiyari cəbri əməllərin öyrənilməsinə keçdi. Əsas dönüş isə ədədi təbiəti ","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Matrix (mathematics)__Matris.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Matrix (mathematics)__Matris.wiki","108","Matrisdəki bütün sətir və ya sütunlara istinad etmək üçün bəzən ulduz işarəsindən istifadə edilir. Məsələn, ''a<sub>i,</sub>''<sub>∗</sub> '''A'''-nın ''i''-ci sətirinə, ''a''<sub>∗'', j''</sub> isə '''A'''-nın ''j''-ci sütununa aiddir. ''m","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Matrix (mathematics)__Matris.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Matrix (mathematics)__Matris.wiki","14","Eyni sayda sətir və sütuna malik matrislər (kvadrat matrislər) matrislər nəzəriyyəsində böyük rol oynayır. Verilmiş ölçülü kvadrat matrislər qeyri-kommutativ halqa əmələ gətirir ki, bu da qeyri-kommutativ halqanın ən ümumi nümunələrindən bi","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Matrix (mathematics)__Matris.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Matrix (mathematics)__Matris.wiki","696","Matrislər müxtəlif yollarla ümumiləşdirilə bilər. Abstrakt cəbr daha ümumi sahələrə və ya hətta halqalara daxil olan matrislərdən istifadə edir, xətti cəbr isə xətti çevirmələr anlayışı daxilində matrislərin xassələrini sistemləşdirir. Sons","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Matrix (mathematics)__Matris.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Matrix (mathematics)__Matris.wiki","701","Daha ümumi formada, ''R'' halqasında elementləri olan matrislər riyaziyyatda geniş istifadə olunur.<ref>{{Harvnb|Lang|2002|loc=Fəsil XIII}}</ref> Halqa anlayışı meydana nəzərən daha ümumi bir anlayışdır ki, burada bölmə əməlinin mövcud olma","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Matrix (mathematics)__Matris.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Matrix (mathematics)__Matris.wiki","703","Matrislərin bütün elementləri həmişə eyni halqada, hətta ümumiyyətlə hər hansı bir halqada olmur. Xüsusi, lakin ümumi hallardan biri blok matrisləridir ki, bu da elementlərinin özləri matrislər olan matrislər kimi qəbul edilə bilər. Element","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Matrix (mathematics)__Matris.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Matrix (mathematics)__Matris.wiki","712","Bu xüsusiyyətlər daha təbii şəkildə yenidən ifadə edilə bilər: kompozisiya olaraq vurma ilə ''k'' meydanında elementləri olan bütün matrislərin kateqoriyası sonlu ölçülü vektor fəzalarının və bu meydan üzərində xətti çevirmələrin kateqoriya","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Matrix (mathematics)__Matris.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Matrix (mathematics)__Matris.wiki","722","Sonsuz sayda sətir və/və ya sütuna malik matrislər, sonsuz obyektlərdən ibarət olmalarına baxmayaraq, aşkar formada yazılmadan da düşünülə bilərlər.<ref>{{Harvnb|Itõ}} (1987)-da ""Matrix"" maddəsinə baxın</ref> Əhəmiyyətli olan odur ki, çoxlu","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-NOETHERIAN-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Matrix (mathematics)__Matris.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Matrix (mathematics)__Matris.wiki","726","Əgər ''R'' normalaşdırılmış halqadırsa, o zaman sətir və ya sütunun sonluluğu şərti yumşaldıla bilər. Norma yerində olduqda, sonlu cəmlərin əvəzinə mütləq yaxınlaşan sıralardan istifadə edilə bilər. Məsələn, sütunları cəmləri mütləq yaxınla","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\prior-retry\azerbaijani_wikisun_module_riyaziyyat.html","language-source-bodies/pan-turkic/bodies/az/prior-retry/azerbaijani_wikisun_module_riyaziyyat.html","23","Onun tətbiqi cəbrdə halqalar və ideallar nəzəriyyəsindən, analizdə funksiyaların xassələrinin öyrənilməsinə, topologiyada invariantların hesablanmasından kodlaşdırma"">","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\prior-retry\azerbaijani_wikisun_module_riyaziyyat.html","language-source-bodies/pan-turkic/bodies/az/prior-retry/azerbaijani_wikisun_module_riyaziyyat.html","246","Onun tətbiqi cəbrdə halqalar və ideallar nəzəriyyəsindən, analizdə funksiyaların xassələrinin öyrənilməsinə, topologiyada invariantların hesablanmasından kodlaşdırma və kriptoqrafiyaya qədər genişdir. Modul nəzəriyyəsi riyazi strukturları b","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\prior-retry\azerbaijani_wikisun_module_riyaziyyat.html","language-source-bodies/pan-turkic/bodies/az/prior-retry/azerbaijani_wikisun_module_riyaziyyat.html","247","Modul bir halqa üzərində qurulmuş Abel qrupudur. Vektor məkanları cisim üzərində işləyirsə, modullar halqa üzərində işləyir və daha ümumi strukturlardır. Bu, modul anlayışını xətti cəbrdəki daha çevik və geniş tətbiq sahəsinə malik bir vasi","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\prior-retry\azerbaijani_wikisun_module_riyaziyyat.html","language-source-bodies/pan-turkic/bodies/az/prior-retry/azerbaijani_wikisun_module_riyaziyyat.html","250","Bir R-halqası üzərində M modul aşağıdakı şərtləri ödəyən Abel qrupudur:","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\prior-retry\azerbaijani_wikisun_module_riyaziyyat.html","language-source-bodies/pan-turkic/bodies/az/prior-retry/azerbaijani_wikisun_module_riyaziyyat.html","258","Bu tərif vektor məkanlarının halqalar üzərində olan ümumiləşməsidir. Əgər halqa R cisimdirsə, modul avtomatik olaraq vektor məkanına çevrilir.","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\prior-retry\azerbaijani_wikisun_module_riyaziyyat.html","language-source-bodies/pan-turkic/bodies/az/prior-retry/azerbaijani_wikisun_module_riyaziyyat.html","268","- Halqa və ideal nəzəriyyəsi: Modullar, halqaların quruluşunu və onların ideallarını öyrənməkdə mühüm vasitələrdən biridir.","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\prior-retry\azerbaijani_wikisun_module_riyaziyyat.html","language-source-bodies/pan-turkic/bodies/az/prior-retry/azerbaijani_wikisun_module_riyaziyyat.html","29","Onun tətbiqi cəbrdə halqalar və ideallar nəzəriyyəsindən, analizdə funksiyaların xassələrinin öyrənilməsinə, topologiyada invariantların hesablanmasından kodlaşdırma""/>","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\prior-retry\azerbaijani_wikisun_module_riyaziyyat.html","language-source-bodies/pan-turkic/bodies/az/prior-retry/azerbaijani_wikisun_module_riyaziyyat.html","35","Onun tətbiqi cəbrdə halqalar və ideallar nəzəriyyəsindən, analizdə funksiyaların xassələrinin öyrənilməsinə, topologiyada invariantların hesablanmasından kodlaşdırma""/>","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Algebra__Cəbr.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Algebra__Cəbr.wiki","17","* [[Halqa və Modullar]]","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","çoxhədli","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Mathematics__Riyaziyyat.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Mathematics__Riyaziyyat.wiki","202","Bizə məlum olan ən qədim riyazi mətnlər isə iki böyük sivilizasiyanın — Mesopotamiya (İkiçayarası) və Misirin məhsuludur. Gündəlik həyatda tələb olunan ilk riyazi məsələlərin həlli məhz burada meydana gəlmişdir. Mesopotamiya və Misirdən tap","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","polinom","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Mathematics__Riyaziyyat.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Mathematics__Riyaziyyat.wiki","266","Riyaziyyatda çoxlu texniki terminlərdən – ''polinom'' və ''homeomorfizm'' kimi neologizmlərdən istifadə olunur. Elə texniki terminlər də var ki, ümumişləkdir və onların riyazi mənaları işlənmə dəqiqliyinə görə azacıq dəyişə bilir. Həmin ümu","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
"fd3754d1f1d286e48791770427f3a2059f1854f5","Azerbaijani","az","L-POLYNOMIAL-RING","halqa","C:\Users\memo_\Documents\Codex\2026-07-04\noether-r2-pan-turkic-hard-blockers\language-source-bodies\pan-turkic\bodies\az\wikitext-20260629T101500Z\Mathematics__Riyaziyyat.wiki","language-source-bodies/pan-turkic/bodies/az/wikitext-20260629T101500Z/Mathematics__Riyaziyyat.wiki","528","# müasir cəbrin elementləri (qrup, halqa, meydan, vektorlar);","candidate-search-hit/context-review-only","False","generated-draft/noncanonical/source-use/provenance/gap only; no native-review/community-consent/accepted-terminology/approval/license-clearance/gate-promotion/source-certification/final-status/bridge-pilot/term-promotion/translation-completion"
