path	work_id	artifact_role	language_or_layer	pages	bytes	sha256	integration_disposition	audit_status
candidate/assets/authority_pages/p003.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	70003	BBB96F5512590FE8D50E449CB5FFD0D41EFCB66E577EC114B8464A94BE466DCA	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p004.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	51442	DDA6F67C0EA8AE28E2094FDB9ED691396A3EDD3DEB094A2FEBD7F0580F938586	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p005.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	55663	3362AB0EE4DE0A288A630881637FEFB51B47DD2724D27721C2A4F1E5E495EBA3	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p006.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	53209	BEC06913DE8E0B88AABF8B9B6FE2742F6C7A5DBF1EA7B5CFF7E4D988E4FB09F9	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p007.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	38528	2D5A93D726BE2FEA82D380DD29A3A6503E1EF21CD446BDA805FD945ACDE3C3E7	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p008.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	53773	92F80E99947E31DBCA7C75176AEABE87CDEB022D5DF782998469A877C92AB4D4	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p009.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	62869	13AA21F5CD8CBA2C9F6C029CB79A9DC9F05B1E52C2AAA17E4E9D55BFCD4E043B	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p010.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	54487	9366E9F0E1E2AE87603958BAF1A3EB738674731BE8C5D7682E78494068178D64	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p011.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	64601	E466E136DA4587029A67B9F2E1D95DB82D21F9DE144C6A6993CD5621C46E44CD	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p012.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	55027	8DBC98CCA34991D8B702826DAFC2EA67CB3ABDEF1003FE51782320387E0BC7FA	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p013.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	61011	986B4B58C3F15F54319A4EC60CE96BDAF33729EB677951A01277E96AC341A1D9	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p014.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	61672	5C4DBD61BB2631E57E94BF0A05C8A9A41BB070D5DF6DFF496A9059FAC350366E	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p015.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	51447	6C80F9C365E84C5E381FA7A8260A89318C13822FA66BCC8B1CA7F47B92FB97DB	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p016.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	60921	2FFD96C90AB072269ED854201CEC02D404A45BD08B4F6658A683F9095404B1E8	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p017.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	54821	605247414EDA84467C1E3C03B9A9C41CEFDCBF6E9CD2B90CDE2D4F58BFCF5FD3	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p018.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	52878	44F6B6C69DBFD645042CCB32238DFBE265BFEFD41202F61372CD277BF2181EC0	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p019.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	53406	DF03676C61418D82BC79565811317FBF51B9FDF590E258DB53C9A4DD0C5E786D	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p020.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	52649	0586E00C0B1537550DFEA75A890B090409EE004478CA1F11AB01F870FE306793	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p021.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	47869	311F25BD1E305CE70C2DC7305E666ABC9838C62759386B53935D900AB84CB8FD	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p022.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	50958	8DBDE26F85773BD5997C8A2D218D335F7E67963DD9301347DA1C1E79E5CF3659	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p023.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	52717	A213D0586333304C0413EE4F504DCF4D87515562E0E32C51D8152E745C7B1547	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p024.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	51374	2F9B0E15525E7D48F2FF05A52DE681FE488D37C9FDF925F0D6C29E1CEA992E09	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p025.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	55389	CF738B80C733F07F7CE57CC66486E3A36BC12806FB7C38124D37F1C0CEE93C17	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p026.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	48088	CC519797AC7790A9E89CA355B18D112877D8E709E8188337563EA0C711496494	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p027.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	65398	24CB923B1200A5C85EC666866C2083AD8B05DA3941AD471F750AC6C4A0529DD5	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p028.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	58000	E02EA69BBA81C4B9344FA85455A42581305515E5E91889FFAD9E599EB8619788	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p029.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	50455	11EBF5763EB979DD88EBD27049BB61124AB51CC4042AE7168F77A0EB618B7545	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p030.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	44201	C085BD548ADB221B82AC52E5A3C34318961AA0BD988D0AB6542816D258CB8926	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p031.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	47601	BA0B9A7F71A2F624D1AB57107959EDDAC3D7CA80C30936B93677B6694CD05C1B	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p032.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	62976	BA96818286F00FC559B425BAF21CE03B3E4D6482B4A3AB7D046E8CB3455F56F9	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p033.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	66537	3B793176F0EED50D112B314DFCDF184D72697E0D080732C7F378A916FFBA0C9B	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p034.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	51917	B378EC239E86CBAC5D1F858F058550C0C711321248884F61E859CD2465E65D8E	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p035.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	50947	04A5E67FC9F47BAFED0D83054BD6400F08D66658C9A2BC2D64A452919C8AE8DB	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p036.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	62143	6E454E5EC6E8197B791AAAA472246EC605FCBD7E1F27BA836ADBFF6E9FB42BF9	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p037.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	59392	EA54334773ADA2702804A3B96F0989E5DA4A65470276C70647269342BD82C46D	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p038.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	58996	D322119B6B8B16DEEF859BA673BC8AF97C3B7F801642FF934BBBEBFA544AF92E	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p039.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	46619	DFA1EDD7AECEB414C4B7543A2048D5CCC1110CF692C6626C93EAF944A5366038	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p040.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	55802	6A0F5D8563E391768CBB4D18D0541B4A613E5137761302E0400F74F9F99200C4	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p041.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	49830	E59EEDBA9FF0972B5C05CBE4A69C1D91C1DC9DB5296D69C0D71FE6CA1136F52B	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p042.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	56790	7C3BA4A4B88D94A89B6B37121DB8C4D25D613373CE42030BA10F66B446D8EA90	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p043.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	58087	DA04E6A1507D089AD9005F2C17A955C271929FBDC5134EC311DE60333605CE4D	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p044.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	58318	A5D94A21D3DAFB5FF982D0D9ABF39A96FA6A411E3AC7323DB14C01CB2B20484F	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p045.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	49498	CFCA0D70F72E11F9D350DADFEECEEE4C8D95217EC420AFDDA5DCEC05594BF565	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p046.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	56741	1C2D56D51A6738A7183E5C3C3091425A74CB05C5BE334459CDFD18414B76DFFE	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p047.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	63311	40F7007E414A4556A04C8F24F6C288E9E78540C15C3A471535AFEF7051A3C69E	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p048.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	27839	643B85EA5E7A5AC6B45E345E1B8F8A262C0C9B423CE199452C6232445DA7F1B8	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p049.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	43153	C8F487A598ED77B1EAED50B7EFACC0B792C84B8BCC14C7AC34363E371D29FC35	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p050.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	56514	5D94AC44078559382505D77D911895235517F855C60DF640FB0DDF055BA9070A	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p051.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	40136	28704E9FA1730F8730EED0330BFCA46DBBBFEB48FDC9D0048A6C9D9381501C30	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p052.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	43606	3DF60D96FBABAEDB880B0DB071F6BD8241DE05F0423BDC8ECEC3A5C11F476B90	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p053.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	42667	EE24E3F042A1DF8CCC4E6BAD59CAFE0D969A36C78C174887427B173AC076D030	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p054.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	40182	316126817E4AF66A80FFC16F5D073806243F11806550BDA59A56AF428198D630	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p055.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	47369	6EF85513598BEAB400F0472726EB6FE0D265F087862A847F5442DA4653C0E55F	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p056.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	55507	8880FA4CE3B21341B9DE6B411F65CED2C06B887B843BD46F8561C5C1DF5BB232	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p057.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	47581	0D26ECF70ACC3D6331AFCFAA69E6C87FC1DE9C1F853C839C5FD4CAFD9A5CE4E5	INCLUDE_IN_SOURCE_CORPUS	PASS
candidate/assets/authority_pages/p058.png	D038	AUTHORITY_PAGE_IMAGE_FALLBACK	AUTHORITY_EVIDENCE	1	18024	4D0CF31FF07BA6CF28FFACB686A5505E4A45A5FD04FA684A7A327AC0B1AE73F3	INCLUDE_IN_SOURCE_CORPUS	PASS
