generated_utc,relative_path,size_bytes,sha256,claim_boundary
2026-07-07T10:25:41Z,ACTIVE_SESSION_STATE.md,1350,7A656AE8B59C66A39797129EC8B50067670974ECEC253CE9413A91E720593CEF,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,BRANCH_PATH_GROUP_COUNTS_45250D8F.json,5095,DC3008AD09F72506C43889900A9F75C2B15B703FEA8780BF2A65CE8CF734871C,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,branch_weight_ledger.csv,3122,FDC6D5D7034B27AB98A85C68311AB13132B308E171A2DED1CA95A12BCB109ABE,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,BRANCH_WEIGHT_LEDGER_45250D8F.csv,3122,FDC6D5D7034B27AB98A85C68311AB13132B308E171A2DED1CA95A12BCB109ABE,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,BRANCH_WEIGHT_LEDGER_45250D8F.json,4121,05596A2B6BD87C35AF410D6451F9BFE17858C7BC3F4A3265D7701CE379389875,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,CURRENT_FRONTIER_VERIFICATION_45250D8F.csv,958,7AE69DEEDF8D1A0288B1D7841CBE038431DFD891D20FCA075E4DAB7B451B2863,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,CURRENT_FRONTIER_VERIFICATION_45250D8F.json,1087,CB442E599407B699D7349D502496F0D4F6606A20F254C54D31D902B7DCB963FA,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,do_not_use.csv,1820,9F95A8F1807916A57088F1B2F9EDC09DBE1EDBD80A15ED86B6602CD79C9F8F2D,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,DO_NOT_USE_LEDGER_45250D8F.csv,1820,9F95A8F1807916A57088F1B2F9EDC09DBE1EDBD80A15ED86B6602CD79C9F8F2D,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,DO_NOT_USE_LEDGER_45250D8F.json,2306,23B62A2214BAEB79520B381B2C6F59EA464FE458110E4D5779D17E35FE2DE4B7,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,FABLE_REQUIREMENTS_ACKNOWLEDGED_20260707.md,486,C09BD08DC7D1DAAA4CABB6072B080784B9F157C5DD8E1500A779F0BD8DECFCB8,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,forms.csv,364,720BDEA8B68515F9829F0B5EBF2CFDD8A98DC2B25E9D616BC4AA7D745F1E498A,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,HEARTBEAT_20260707.md,695,5C0438B6E98622C4D55D3D396CCBDA2CBF9B631F2A0F04EA460B1BADDD926D33,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,INTERSLAVIC_CORRECTION_LEDGER_45250D8F.csv,623,1C7B1759560BD1D41EFC2549EDD37B1FE9A86A7A1852CFE7A47C5F80EA3156BE,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,INTERSLAVIC_CORRECTION_LEDGER_45250D8F.json,711,C2B76AC166526C2D01C88ED7D2F0E08EAF49ED37CFD62B0253227455EAF78AC8,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,languages.csv,1181,3A37EA63A7EB99BFDF666D882657EA0C9AE3BA427385EF5908E6404E327C8FC2,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,lexemes.jsonl,381,6631946031A96DAD0F6D9DBBC65007279D0525A0D5898C71C120F011F801AFD4,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,marginal_intelligibility.csv,1138,012B4723E462B44FCCB7639B04A232BD5E55D9F7CD3228FE609B6C722737E487,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,MARGINAL_INTELLIGIBILITY_LEDGER_45250D8F.csv,1138,012B4723E462B44FCCB7639B04A232BD5E55D9F7CD3228FE609B6C722737E487,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,MARGINAL_INTELLIGIBILITY_LEDGER_45250D8F.json,1468,E48734AF7381183EC7D2AB3E5EDB1C889E5D7B16BACEFE023E98E0598F8CC80B,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,NORMALIZATION_MARKER_TABLE_45250D8F.csv,1340,537F988A93AC0035559F3D57723819A23BD28266794C934934C561E6BED5092E,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,NORMALIZATION_MARKER_TABLE_45250D8F.json,1725,A9AB6BFB87A33618F8DFAD95B746AEBC20590CD3419D9AA5E7C21619E14F48D4,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,README.md,1202,7E7F2C9AD33789DF324C11EC9F6791582174AADB480D8A6C6897952C9BEA0BCB,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,rules_acknowledgement.md,342,C6D06E3DB9E5E13A00CC889C5C8F0A618553549CBB52E777A2B95BD053172506,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,SESSION_LOGBOOK_20260707.md,598,647009C0D2E1C6D43B96D237BF1908574486F8DE113444BCB9B6C5368190E396,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,SOURCE_CANON_READBACK_UPLOAD_PREP_45250D8F.csv,2329,1E008A3C7D669CF45D81BF5B93638AE1DC22D306B5665142A73AC62102F63954,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,SOURCE_CANON_READBACK_UPLOAD_PREP_45250D8F.json,3025,A187BA9CAEC109786C106442DFF00A4DD7CAF11717C6038E322F4248B5D7701A,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,source_documents.csv,875,229E5BC8F5F0A5F174DF1F661238370D5A9CA8645B5A55757272CC115BAD25D0,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,SOURCE_USE_GAP_ADVERSE_LEDGER_45250D8F.csv,3569,53FD167769486CBCE4E9ACB5E1A155E8F28F7CD005E3378247919C6D7D9C0BD0,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,SOURCE_USE_GAP_ADVERSE_LEDGER_45250D8F.json,4747,87E7755B0FBC3882AAE6BF8DB03B872A81597BAB4E12C9D268D2CC65F47E237F,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,source_use_ledger.csv,3569,53FD167769486CBCE4E9ACB5E1A155E8F28F7CD005E3378247919C6D7D9C0BD0,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
2026-07-07T10:25:41Z,word_weights.csv,369,5E6EB432CCC36ED8802F5E6716E3C79C67C855BD3F590B16CB29E08F3151F3AF,source-use/provenance/gap/draft/non-canonical support only; no community-consent/native-review/approval/license/gate/source-certification/final/bridge-pilot/translation-completion claims
