"gap_id","target_family","language_access_target","missing_source_type","known_locator_or_url","local_path_or_error_payload","gap_reason","next_gate","blocked_before","source_csv"
"R6-CR-P2-019","Creole/contact","Krio","exact named-language math/STEM witness or source archive","https://mbsse.gov.sl/wp-content/uploads/2020/12/Final-Basic-Education-Curriculum-Framework.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\sierra_leone_basic_education_curriculum_framework.pdf.error.txt","T1 web/source lead only; local capture failed; comparator curriculum source; not Krio witness","Resolve Sierra Leone/Krio source route; no exact Krio witness captured.","no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-008","Creole/contact","Mauritian/Seychellois/Indian Ocean Creoles","exact named-language math/STEM witness or source archive","","","summary gap row from upstream R6 source-canon status; exact URL/local capture not yet assigned","Extract exact MIE Kreol resource rows; keep Mauritius/Seychelles/Rodrigues separate.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-009","Creole/contact","Mauritian/Seychellois/Indian Ocean Creoles","exact named-language math/STEM witness or source archive","","","summary gap row from upstream R6 source-canon status; exact URL/local capture not yet assigned","Parse MIE curriculum_books links and identify Kreol Morisien/Kreol Rodrige textbook/practice-paper rows before any term work.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-010","Creole/contact","Nigerian Pidgin","exact named-language math/STEM witness or source archive","","","summary gap row from upstream R6 source-canon status; exact URL/local capture not yet assigned","Resolve Nigerian Pidgin official/OER education source or keep lane at T0/T1.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-CR-P2-017","Creole/contact","Nigerian Pidgin","exact named-language math/STEM witness or source archive","https://education.gov.ng/wp-content/uploads/2020/06/Stakeholder-Engagement-Plan-SEP-Adolescent-Girls-Initiative-for-Learning-and-Empowerment-P170664.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\nigeria_agile_sep_pidgin_access.pdf.error.txt","T1 web/source lead only; local capture failed; policy/access witness; exact Nigerian Pidgin STEM witness still pending","Use NERDC math as English comparator only and keep Nigerian Pidgin source row open.","no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-011","Creole/contact","Nigerian Pidgin/Krio/Tok Pisin/Cape Verdean/Belize","exact named-language math/STEM witness or source archive","","","summary gap row from upstream R6 source-canon status; exact URL/local capture not yet assigned","Continue locator discovery before any bridge-register construction.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-012","Creole/contact","Papiamento/Papiamentu","exact named-language math/STEM witness or source archive","","","summary gap row from upstream R6 source-canon status; exact URL/local capture not yet assigned","Resolve Aruba catalog PDFs and split Aruba Papiamento vs Curacao Papiamentu evidence.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-013","Creole/contact","Papiamento/Papiamentu - Aruba","exact named-language math/STEM witness or source archive","","","summary gap row from upstream R6 source-canon status; exact URL/local capture not yet assigned","Resolve Aruba catalog PDF download route and classify Papiamento vs Papiamentu/orthography before any concept row.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-CR-P2-006","Creole/contact","Papiamento/Papiamentu - Aruba","exact named-language math/STEM witness or source archive","https://ea.aw/catalog/wp-content/uploads/2019/06/Map-di-grupo-3.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\aruba_map_di_grupo_3.pdf","T1 URL attempt saved as HTML/error payload; exact source not captured; candidate exact Papiamento education/math witness; reviewer/license return needed","Resolve canonical PDF/download route or browser flow; do not treat saved error HTML as source witness.","no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-CR-P2-007","Creole/contact","Papiamento/Papiamentu - Aruba","exact named-language math/STEM witness or source archive","https://www.ea.aw/catalog/wp-content/uploads/2021/04/Rampa-Manual-2-completo.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T203000Z_r6_creole_contact_exact_witness_capture_pass2\captures\aruba_rampa_manual_2_completo.pdf","T1 URL attempt saved as HTML/error payload; exact source not captured; candidate exact Papiamento education/math witness; reviewer/license return needed","Resolve canonical PDF/download route or browser flow; do not treat saved error HTML as source witness.","no accepted source-authority row, term row, excerpt, reuse, translation, constructed surface, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-014","Creole/contact","Sranan / Saramaccan / Ndyuka / Guyanese Creole","exact named-language math/STEM witness or source archive","","","summary gap row from upstream R6 source-canon status; exact URL/local capture not yet assigned","Find Suriname/Sranan or related named-language math/STEM source; keep Saramaccan/Ndyuka/Guyanese separate.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-015","Creole/contact","Sranan/Saramaccan/Ndyuka/Guyanese","exact named-language math/STEM witness or source archive","","","summary gap row from upstream R6 source-canon status; exact URL/local capture not yet assigned","Find language-specific STEM sources; keep each named language separate.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-AUTO-016","Creole/contact","Tok Pisin","exact named-language math/STEM witness or source archive","","","summary gap row from upstream R6 source-canon status; exact URL/local capture not yet assigned","Search PNG official/OER source shelves for Tok Pisin math/STEM or policy evidence; English is comparator only.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_CREOLE_CONTACT_EXACT_WITNESS_CAPTURE_PASS2_20260701T203000Z.csv"
"R6-GAP-002","Current gap retry","Bislama/Vanuatu","exact source canon witness or validated source archive","","","web_locator_resolved_local_fetch_failed","Retry with browser/manual file download or a later network stack; keep prior error files and web locator rows together.","No Bislama term or source authority promoted.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-001","Current gap retry","Ecuador EIB","exact source canon witness or validated source archive","","","local_fallback_pdf_downloaded","Treat as context/source-route evidence only; still retry official EIB pages and exact national-curriculum PDFs.","No accepted source authority, term, excerpt, or translation.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-003","Current gap retry","Guarani/Paraguay","exact source canon witness or validated source archive","","","web_locator_resolved_local_fetch_failed","Retry MEC page/PDF via alternate stack; if captured, classify as adult numeracy/Guarani context before any use.","No PRODEPA material excerpted or translated.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-006","Current gap retry","Krio/Sierra Leone","exact source canon witness or validated source archive","","","web_locator_resolved_local_fetch_failed","Retry via browser/manual stack; classify as national curriculum context, not Krio STEM witness until language-specific evidence exists.","No Krio term/source authority promoted.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-008","Current gap retry","Mexico CONALITEG Indigenous books","exact source canon witness or validated source archive","","","non_ok_502_payloads_saved","Do not recapture unless server recovers; use prior saved artifacts only as candidate exact PDFs pending authority classification.","No source authority/pilot.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-007","Current gap retry","Papiamento/Papiamentu - Aruba","exact source canon witness or validated source archive","","","non_ok_payload_saved_and_locator_inconsistent","Search for current Aruba education catalog paths and preserve 404 payloads as route-break evidence.","No accepted term/source authority.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-004","Current gap retry","Quechua/Bolivia","exact source canon witness or validated source archive","","","web_locator_resolved_local_fetch_failed","Retry exact PDF download; classify as local knowledge/measurement context, not algebra authority.","No accepted technical row.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-005","Current gap retry","Uspanteko/Guatemala","exact source canon witness or validated source archive","","","web_locator_resolved_local_fetch_failed","Retry page and discover download link; capture exact PDF if available.","No translation/pilot.","R6_CURRENT_GAP_RETRY_SOURCE_CAPTURE_REFRESH_20260702T012500Z.csv"
"R6-GAP-AUTO-017","Indigenous Americas","Bolivia Quechua","exact official mathematical source or source archive","","","; candidate exact curriculum PDF captured; exact math-specific longitudes PDF unresolved","Open request packet for captured PDF and continue 19985 resolver.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-018","Indigenous Americas","Bolivia Quechua","exact official mathematical source or source archive","","","; one candidate exact PDF capture added","Create reviewer/source-owner/reuse request for cr-indigenaquechua.pdf; do not extract terms yet.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-019","Indigenous Americas","Bolivia Quechua longitudes","exact official mathematical source or source archive","","","; red.minedu PDF fetch failed","Resolve red.minedu.gob.bo PDF route or mirror for 19985.pdf.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-002","Indigenous Americas","Bolivia Red Minedu repository","exact official mathematical source or source archive","https://red.minedu.gob.bo/repositorio/fuente/19985.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Calculo_de_longitudes_en_la_cultura_quechua_Calculo_de_longitudes_en_la_cultura_quechua.error.txt","T1 route only; local capture failed; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-020","Indigenous Americas","Ecuador EIB","exact official mathematical source or source archive","","","; direct EIB routes known but local capture failed","Resolve exact EIB PDFs by language/level.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-021","Indigenous Americas","Ecuador EIB","exact official mathematical source or source archive","","","; educacion.gob.ec fetch failed for EIB pages","Resolve Ecuador EIB pages and exact curriculum PDFs; keep Kichwa/Shuar/etc. separate.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-004","Indigenous Americas","Ecuador Ministry EIB pages","exact official mathematical source or source archive","https://educacion.gob.ec/curriculos-nacionales-interculturales-bilingues/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Curriculos_Nacionales_Interculturales_Bilingues_Curriculos_Nacionales_Interculturales_Bili.error.txt","T1 route only; local capture failed; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-005","Indigenous Americas","Ecuador Ministry EIB pages","exact official mathematical source or source archive","https://educacion.gob.ec/egb-intercultural-bilingue/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Educacion_General_Basica_Intercultural_Bilingue_download_page_Educacion_General_Basica_Int.error.txt","T1 route only; local capture failed; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-006","Indigenous Americas","Guatemala DIGEBI product pages","exact official mathematical source or source archive","https://digebi.mineduc.gob.gt/digebi/producto/matematicas-1ro-primaria-uspanteko/","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\Matematicas_1ro._Primaria_Uspanteko_Matematicas_1ro._Primaria_Uspanteko.error.txt","T1 route only; local capture failed; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-022","Indigenous Americas","Guatemala Uspanteko","exact official mathematical source or source archive","","","; DIGEBI product page fetch failed","Resolve DIGEBI download/product route for Matematicas 1ro Primaria Uspanteko.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-GAP-AUTO-023","Indigenous Americas","Guatemala Uspanteko","exact official mathematical source or source archive","","","; DIGEBI route known but local capture failed","Resolve Uspanteko math PDF/download.","no source-authority promotion, terms, excerpts, reuse, translation, visual inventory, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D002","Indigenous Americas","Hnahnu/Otomi","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/c/EIP032.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\R6-IA-P3-D002_CONALITEG_Hnahnu_EIP032_direct_c_pdf_direct.pdf","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D006","Indigenous Americas","Hnahnu/Otomi","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/EIP032.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\R6-IA-P3-D006_CONALITEG_Hnahnu_EIP032_book_pdf_direct.pdf","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D003","Indigenous Americas","Maya","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/c/EIP003.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\R6-IA-P3-D003_CONALITEG_Maya_EIP003_direct_c_pdf_direct.pdf","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
"R6-IA-P3-D007","Indigenous Americas","Maya","exact official mathematical source or source archive","https://libros.conaliteg.gob.mx/2024/EIP003.pdf","C:\Users\memo_\Documents\Codex\2026-06-28\see-attached-you-do-prompt-d\outputs\sources\non_slavic_reference_corpus\20260701T211500Z_r6_indigenous_americas_exact_download_resolver_pass3\captures\R6-IA-P3-D007_CONALITEG_Maya_EIP003_book_pdf_direct.pdf","T1 route/error evidence only; exact capture unresolved; ","Resolve host/download/API/browser route; do not treat this row as a source witness.","no accepted source authority, crosswalk, terms, excerpts, reuse, translation, constructed surface, or pilot","R6_INDIGENOUS_AMERICAS_EXACT_DOWNLOAD_RESOLVER_PASS3_20260701T211500Z.csv"
