"record_id","work_id","structure_type","label","parent_id","order","source_path","source_line_start","source_line_end","source_file_sha256","source_slice_sha256_lf","target_units","target_locators_json","relations_json","source_language","target_language","authority_state","completion_state","review_state","publication_state","continuation_cursor","record_sha256"
"NOE-P41-KO-U10","NOE-P41","unit","Local decomposition and unramified setup","NOE-P41-KO-WORK-001","10","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","122","129","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","D31F076B49A420DB830B465D325C4360EA283D3B6A23CE67E2416AC225FAEC24","U10","{""unit_id"":""U10"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U10_UNCHECKED.tex"",""line_start"":12,""line_end"":19,""file_sha256"":""B3A79835C998F7C056C6C7721C432EEE4DE6ED5D54B652FC242B7C3C814EC7A0"",""slice_sha256_lf"":""DC149B1092B718044810A4E17CF9C45FFDE70D43086D4EFA5B0A665450CBB4D8""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-WORK-001""},{""relation"":""continues"",""target_id"":""NOE-P41-KO-U09""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 131 / Korean U11","126CC54C94F8F6ED794A33683B73728251ED1797DC77CC74B2926E98C97E6517"
"NOE-P41-KO-U11","NOE-P41","unit","Normalized cyclic representation and auxiliary-lemma conclusion","NOE-P41-KO-WORK-001","11","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","131","143","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","6F8C5A72030ED3C658C0C0CA0D99077E88F9C4B967BEA672D1F3CE148DE1C2F9","U11","{""unit_id"":""U11"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U11_UNCHECKED.tex"",""line_start"":12,""line_end"":24,""file_sha256"":""A0DD197BA74A1C065B18652C1C8EA830E56461C5C23A73E1020011ECA9E1FE84"",""slice_sha256_lf"":""AA1A96F4F0059355DCCCC241460BAA084CBB0C1F98448906C41679957B9A091D""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-WORK-001""},{""relation"":""continues"",""target_id"":""NOE-P41-KO-U10""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 145 / Korean U12","3E4C66EFA50FF842C66E53E589F246736B4783424EB5F4FA1A3D04963D44334E"
"NOE-P41-KO-U12","NOE-P41","unit","Final proof, cyclic specialization, and receipt","NOE-P41-KO-WORK-001","12","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","145","151","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","D0259D62D1D60476EE3F16E2E22BDFB8CDAD7A4978DC12683A5C0999AEA4DDBE","U12","{""unit_id"":""U12"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U12_UNCHECKED.tex"",""line_start"":12,""line_end"":18,""file_sha256"":""33E5D1EBE1620A9AD2E3E4E22EB6E3689D0CBDC238010306CF62083A8DA517E3"",""slice_sha256_lf"":""35F0D19724223CBCA20C39DDF88FBB2D0FE808890C93CEAE79627BC2492B7331""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-WORK-001""},{""relation"":""continues"",""target_id"":""NOE-P41-KO-U11""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","Paper 41 substantive interval exhausted at line 151; source controls 153--154 excluded; await independent Korean checker","D16AE016479DC7CC7247D939E43B281B432AB06A78DB9EA01D16017B1848B417"
"NOE-P41-KO-U01-TITLE-001","NOE-P41","title","Paper title","NOE-P41-KO-U01","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","1","1","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","48527960D736686628C82EC6FF25E58EE7C347CD0D5ABB00432EFF45B6B3605A","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":11,""line_end"":11,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""95802FB352A819A78F9FF07CD26DF9A8873B27CA4BBE67BC14F96E6E94C1EC12""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","60EFDC11DC4913155AE46DFADAE21742EF1FC7753E2FAAAF7BFF1BF3AE58E3BA"
"NOE-P41-KO-U01-AUTHOR-001","NOE-P41","author","Emmy Noether byline","NOE-P41-KO-U01","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","3","5","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","6A9460134FF0F2F8DBD3E52B171C8D80A3704C4049F036EA4D27DEB3E8A4F1F4","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":13,""line_end"":15,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""23AF71DC85AB95D393348B5DF98F19A6F3EE3CCDB81B776BA6F3FDF0C550F489""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","0B3D6B241C9FB0B370D1497509C3C5C4FEE5866D01E0704A3FD0794C81762B9A"
"NOE-P41-KO-U01-PUBLICATION-001","NOE-P41","publication_note","Math. Ann. 108 publication citation","NOE-P41-KO-U01","3","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","6","6","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","B6AB163A3BC079CD69FBCD9BA9862E01520FE36B3F49BA7DFABD3DD618FF8EAB","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":16,""line_end"":16,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""B6AB163A3BC079CD69FBCD9BA9862E01520FE36B3F49BA7DFABD3DD618FF8EAB""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","698E61E31FCACBB0FA32EC57AACA654427DD98321A254A30BC59A28116905F5E"
"NOE-P41-KO-U01-PARA-001","NOE-P41","paragraph","Noncommutative methods and theorem motivation","NOE-P41-KO-U01","4","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","9","9","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","4E98261E93A5B0FB8A0BAA5FBE4CD6B07FF8EAFABA245ED628F186CBE395D75E","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":19,""line_end"":19,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""DB77C67CA9BD5C9656DFE5396A926FC525891E9D5F25E32EA6A8BAD9B69A036F""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","CDCE83E8DC4659DB3017A58ADC3D3B45C47A112D85789BEC772F3AD870F826F0"
"NOE-P41-KO-U01-NOTE-001","NOE-P41","footnote","Zurich lecture and Hasse references","NOE-P41-KO-U01-PARA-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","9","9","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","4E98261E93A5B0FB8A0BAA5FBE4CD6B07FF8EAFABA245ED628F186CBE395D75E","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":19,""line_end"":19,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""DB77C67CA9BD5C9656DFE5396A926FC525891E9D5F25E32EA6A8BAD9B69A036F""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-PARA-001""},{""relation"":""note_for"",""target_id"":""NOE-P41-KO-U01-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","994B19C092672A5757612D284B29D1803815771AC04E910523A73ACE77CA6B0F"
"NOE-P41-KO-U01-BIB-001","NOE-P41","bibliography_item","Noether Zurich ICM lecture 1932","NOE-P41-KO-U01-NOTE-001","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","9","9","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","4E98261E93A5B0FB8A0BAA5FBE4CD6B07FF8EAFABA245ED628F186CBE395D75E","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":19,""line_end"":19,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""DB77C67CA9BD5C9656DFE5396A926FC525891E9D5F25E32EA6A8BAD9B69A036F""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-NOTE-001""},{""relation"":""bibliography_for"",""target_id"":""NOE-P41-KO-U01-NOTE-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","21DE7A5488709E483C400ED73BFF36DE786DE4B3D643DD891B67177790F316C9"
"NOE-P41-KO-U01-BIB-002","NOE-P41","bibliography_item","Hasse Brauer algebra class group 1932","NOE-P41-KO-U01-NOTE-001","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","9","9","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","4E98261E93A5B0FB8A0BAA5FBE4CD6B07FF8EAFABA245ED628F186CBE395D75E","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":19,""line_end"":19,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""DB77C67CA9BD5C9656DFE5396A926FC525891E9D5F25E32EA6A8BAD9B69A036F""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-NOTE-001""},{""relation"":""bibliography_for"",""target_id"":""NOE-P41-KO-U01-NOTE-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","5286D2430F6B5CC23E028E05E12BB96089EC00645D62794A3339DDD18770BE28"
"NOE-P41-KO-U01-NOTE-002","NOE-P41","footnote","Minimal versus small sense distinction","NOE-P41-KO-U01-PARA-001","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","9","9","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","4E98261E93A5B0FB8A0BAA5FBE4CD6B07FF8EAFABA245ED628F186CBE395D75E","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":19,""line_end"":19,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""DB77C67CA9BD5C9656DFE5396A926FC525891E9D5F25E32EA6A8BAD9B69A036F""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-PARA-001""},{""relation"":""note_for"",""target_id"":""NOE-P41-KO-U01-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","576DBAB4B500023D2DD26D016629618189DB30888F8967B899A71A553D0CB57A"
"NOE-P41-KO-U01-NOTE-003","NOE-P41","footnote","Speiser source for the minimal theorem","NOE-P41-KO-U01-PARA-001","3","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","9","9","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","4E98261E93A5B0FB8A0BAA5FBE4CD6B07FF8EAFABA245ED628F186CBE395D75E","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":19,""line_end"":19,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""DB77C67CA9BD5C9656DFE5396A926FC525891E9D5F25E32EA6A8BAD9B69A036F""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-PARA-001""},{""relation"":""note_for"",""target_id"":""NOE-P41-KO-U01-PARA-001""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","84B20D6DC7FD2E3F619814CC7CF48A6E0BAB2BB9AADB7ADF76C42C0A4B47D9FA"
"NOE-P41-KO-U01-BIB-003","NOE-P41","bibliography_item","Speiser group-theoretic number theory 1919","NOE-P41-KO-U01-NOTE-003","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","9","9","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","4E98261E93A5B0FB8A0BAA5FBE4CD6B07FF8EAFABA245ED628F186CBE395D75E","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":19,""line_end"":19,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""DB77C67CA9BD5C9656DFE5396A926FC525891E9D5F25E32EA6A8BAD9B69A036F""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-NOTE-003""},{""relation"":""bibliography_for"",""target_id"":""NOE-P41-KO-U01-NOTE-003""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","879CE397360AA7AA2AEE1FC21D23680FFC66A259904D4121AAAF96B68B749991"
"NOE-P41-KO-U01-PARA-002","NOE-P41","paragraph","Proof strategy through ideals and maximal orders","NOE-P41-KO-U01","5","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","11","11","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","3FFAD96008BA86371B904350D6140CB5D85A29CDFAF893C3F39B3D4D5104A7C4","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":21,""line_end"":21,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""3EF9D2AB1D1999F6172D3E510FC2368AF023F38955761F0D0F2673285159D5C6""}","{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01""}","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","BFA6A98E9879030FFA0C9C9B91DE59F188C343274CE727D70D3C1CB0AD7D62B8"
"NOE-P41-KO-U01-NOTE-004","NOE-P41","footnote","Hasse account of Brandt maximal orders","NOE-P41-KO-U01-PARA-002","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","11","11","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","3FFAD96008BA86371B904350D6140CB5D85A29CDFAF893C3F39B3D4D5104A7C4","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":21,""line_end"":21,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""3EF9D2AB1D1999F6172D3E510FC2368AF023F38955761F0D0F2673285159D5C6""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-PARA-002""},{""relation"":""note_for"",""target_id"":""NOE-P41-KO-U01-PARA-002""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","50709DD2E648099CE006DC61F7656FC248A9B07276EB1C293EB3147AA57CEE29"
"NOE-P41-KO-U01-BIB-004","NOE-P41","bibliography_item","Hasse p-adic division algebras 1931","NOE-P41-KO-U01-NOTE-004","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","11","11","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","3FFAD96008BA86371B904350D6140CB5D85A29CDFAF893C3F39B3D4D5104A7C4","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":21,""line_end"":21,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""3EF9D2AB1D1999F6172D3E510FC2368AF023F38955761F0D0F2673285159D5C6""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-NOTE-004""},{""relation"":""bibliography_for"",""target_id"":""NOE-P41-KO-U01-NOTE-004""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","9BA9505F1DDAA2226D360E771F38AE876FE62AF63016D118F096EB15E8B1A366"
"NOE-P41-KO-U01-NOTE-005","NOE-P41","footnote","Forthcoming maximal-order notes","NOE-P41-KO-U01-PARA-002","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","11","11","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","3FFAD96008BA86371B904350D6140CB5D85A29CDFAF893C3F39B3D4D5104A7C4","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":21,""line_end"":21,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""3EF9D2AB1D1999F6172D3E510FC2368AF023F38955761F0D0F2673285159D5C6""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-PARA-002""},{""relation"":""note_for"",""target_id"":""NOE-P41-KO-U01-PARA-002""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","74A9B2AF3F5AEB1B360AAE738907C6C2B74A47A09CF0CA1A03C711AD39FD3161"
"NOE-P41-KO-U01-BIB-005","NOE-P41","bibliography_item","Chevalley forthcoming note","NOE-P41-KO-U01-NOTE-005","1","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","11","11","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","3FFAD96008BA86371B904350D6140CB5D85A29CDFAF893C3F39B3D4D5104A7C4","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":21,""line_end"":21,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""3EF9D2AB1D1999F6172D3E510FC2368AF023F38955761F0D0F2673285159D5C6""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-NOTE-005""},{""relation"":""bibliography_for"",""target_id"":""NOE-P41-KO-U01-NOTE-005""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","EC229E47BC33466AFFD895DB236DB6E334E3A9EF34F3BAE7FDE5D47108A8051C"
"NOE-P41-KO-U01-BIB-006","NOE-P41","bibliography_item","Hasse forthcoming Herbrand memorial note","NOE-P41-KO-U01-NOTE-005","2","C:\Users\Floris\Documents\interlanguage\03_projects\language_management\cjk\03_working_translations\noether_paper41_zh_translation_001_20260722\source\Noether_Paper41_CurrentGermanAuthority_interval.tex","11","11","C265058425E5E2D1A2289CC03A9DDEDDDF4803A3215DC3F173B93E7AB69D60ED","3FFAD96008BA86371B904350D6140CB5D85A29CDFAF893C3F39B3D4D5104A7C4","U01","{""unit_id"":""U01"",""path"":""C:\\Users\\Floris\\Documents\\interlanguage\\03_projects\\language_management\\cjk\\03_working_translations\\noether_paper41_ko_translation_001_20260804\\targets\\Noether_P41_Korean_U01_UNCHECKED.tex"",""line_start"":21,""line_end"":21,""file_sha256"":""AA6C1E40F4CAC15106AD2451B9B97EF071A684C6C555FD78475633A58E5597C0"",""slice_sha256_lf"":""3EF9D2AB1D1999F6172D3E510FC2368AF023F38955761F0D0F2673285159D5C6""}","[{""relation"":""embedded_in"",""target_id"":""NOE-P41-KO-U01-NOTE-005""},{""relation"":""bibliography_for"",""target_id"":""NOE-P41-KO-U01-NOTE-005""}]","de","ko-KR","preserved_interval_historical_binding_pointer_pending","producer_draft_text_covered","unchecked","private_not_for_publication","continue at Paper 41 snapshot line 13 / Korean U02","67D8448914F88BAC96810B1CCADFEFA5AD1AB77FAE3E63F6595C74D9A033C45D"
