surface,path,relative_path,role,disposition,bytes,sha256,git_blob_sha1,origin
source,sources/noether/zh-r3/reader.aux,reader.aux,sealed build and provenance evidence,exact sealed checkpoint,24662,6458A67AE7F7C9DF8CCFADB4429F11C4DBB7F9514B610A9C964B086EF22FF687,c76d4eef227459e3272d060083086c1842beb02e,producer:reader.aux
source,sources/noether/zh-r3/reader.log,reader.log,sealed build and provenance evidence,exact sealed checkpoint,53046,A175D7FF68FC7A0CD41F9F93725495D6ECF506F469865C49328C06075865792C,e9bdcd2abdbcb0d929ce289827c7897a3f3ca9e9,producer:reader.log
source,sources/noether/zh-r3/reader.out,reader.out,sealed build and provenance evidence,exact sealed checkpoint,3402,E2941459AB230E8DE9ABD7CA3EF2E311CD004CEDA3E2B9A7CC59A21C3E2BF6C5,d208034cc548959891bee2181d1c2092de70bbdb,producer:reader.out
source,sources/noether/zh-r3/reader.pdf,reader.pdf,sealed source reader,exact sealed checkpoint,2489062,86031C4790433915D3882A9DEFFFD481F2743F897E0FFE49B5AAD300D27F9B62,e5cdc0e10e86a69a25578e9c60d0d020f852d505,producer:reader.pdf
source,sources/noether/zh-r3/reader.tex,reader.tex,sealed editable reader,exact sealed checkpoint,1811029,50B212EA04061921607E13CB7B367DEBF4AAF2449CF5614F931E74AA1B5A5338,d10812ab2817895752fccbe5e8f8b4c395d5fe43,producer:reader.tex
source,sources/noether/zh-r3/reader.txt,reader.txt,sealed extracted text,exact sealed checkpoint,1351667,5335AE4078DA6674DFF6009C2CCE8FA3E93EBFD408770154F672FD7EC4E080BD,e9ae3f5e31e7d29fc807cccd11df7df18666ec19,producer:reader.txt
source,sources/noether/zh-r3/return.json,return.json,sealed acceptance receipt,exact sealed checkpoint,4046,8439B838B5109B8FF7AB10AAC470D88968DE6C4D160DBAC53DD1EC0B918EF0AB,5f348ffc6ab3678d9b50d041334c5e523fbff722,producer:return.json
source,sources/noether/zh-r3/seal.py,seal.py,sealed build and provenance evidence,exact sealed checkpoint,12580,FE14380718C49B0CE2C743127350280D0048A8E90CEF7C880651670E0A206201,8fccc98a3f1604aa6be3cc55e66ccd2675fa41aa,producer:seal.py
source,sources/noether/zh-r3/text.json,text.json,sealed build and provenance evidence,exact sealed checkpoint,677,A3E382BDDDE62AF23563E50B2B21A5F8F3B18FEFC081B0820A6C5086AA9CEDC6,e7b41a70c8134d8b06e982a5d2951a7315ff84e9,producer:text.json
source,sources/noether/zh-r3/verify.json,verify.json,sealed integrity control,exact sealed checkpoint,3430,AB663F9DD5DE3F72440F6A9102F2DC8F121BE8804C6A1747D17F4584999FA567,0e6a345987c03f632b8b769fe5ed6884c4459ed8,producer:verify.json
source,sources/noether/zh-r3/visual.json,visual.json,sealed build and provenance evidence,exact sealed checkpoint,1305,D3FD1631B58521ECA510B54C1D38153B3F448CD9C7808AE7E36A593EA3BE4125,b7c1fc8e5d8321be6cd3374360cf158e19bcdd43,producer:visual.json
source,sources/noether/zh-r3/viz.csv,viz.csv,sealed build and provenance evidence,exact sealed checkpoint,33861,2513493FD755015C4CD4A794BE9A9DA2FD38C391EB19BD7FC827F0E956C35AC8,1ef30acd19209692865518198317756299f1729d,producer:viz.csv
source,sources/noether/zh-r3/viz/p-001.png,viz/p-001.png,sealed visual evidence,exact sealed checkpoint,487044,6737491879C6DA19B06FE287EB605AF1B8D636EC8E483E746DF4D398386B06AA,42c50cb1a1e922327bf8720d2dfc96adcfebafba,producer:viz/p-001.png
source,sources/noether/zh-r3/viz/p-002.png,viz/p-002.png,sealed visual evidence,exact sealed checkpoint,235171,1356784BE31EA955DC89B937C0F6276143A87C956B3C71DB38A91FD338506BB9,cb891db5fb646e7208f7aac97b3fa4650bc37022,producer:viz/p-002.png
source,sources/noether/zh-r3/viz/p-003.png,viz/p-003.png,sealed visual evidence,exact sealed checkpoint,614175,3A1F42892B30ABCAD6C1BB575D39E586E6DC126AF842488EBF157374A2880B5B,d3f065e1b61560a445e5d0360aaa3e9fa06ab9d0,producer:viz/p-003.png
source,sources/noether/zh-r3/viz/p-004.png,viz/p-004.png,sealed visual evidence,exact sealed checkpoint,209486,81DBCB2012B3285B9D895310E99F141113A12213A008993D234D403E2A39A9D0,950737e2801293e242904e4b2bae1c8746ce2de7,producer:viz/p-004.png
source,sources/noether/zh-r3/viz/p-005.png,viz/p-005.png,sealed visual evidence,exact sealed checkpoint,400990,0E815BFC93CC042AE167219DE47FC45B4031EA83FC456673DDA4160553A6B975,11ccd8e38a3b7b8720c7ff33eb84c6da5c61726d,producer:viz/p-005.png
source,sources/noether/zh-r3/viz/p-006.png,viz/p-006.png,sealed visual evidence,exact sealed checkpoint,396968,C06C47267E46FB1B8416D9998A612392D2BF23F90955F9E75AD5D31E46622147,72c17225b6b0687c2665e7c6c3650e2b642e0378,producer:viz/p-006.png
source,sources/noether/zh-r3/viz/p-007.png,viz/p-007.png,sealed visual evidence,exact sealed checkpoint,281160,D0620569DE1368FFA6EBE3C28EABAC5EC1608DFF11F90321B0777E60F3E3AC6E,435e4a7b59e2fb3a83598e7e2c19c994e21d81c2,producer:viz/p-007.png
source,sources/noether/zh-r3/viz/p-008.png,viz/p-008.png,sealed visual evidence,exact sealed checkpoint,483279,672EA6CC24F1C8F6CE2BF020E8AFB882905C0BC8A437DFBA66733E0E04E557A1,9db7156dd5e76f1ebbe2e203731afaba324dc07e,producer:viz/p-008.png
source,sources/noether/zh-r3/viz/p-009.png,viz/p-009.png,sealed visual evidence,exact sealed checkpoint,182084,5CD92DF4561F4C31493BAE2EFFBEE61CAF331FCDDC193A61FC5F536AAF62AD0D,f560a38f3056dd09fad27cc86e953b946e69bdf4,producer:viz/p-009.png
source,sources/noether/zh-r3/viz/p-010.png,viz/p-010.png,sealed visual evidence,exact sealed checkpoint,291115,5D08E30A69C34C5072230F9ABADAF4CF839F80FF1C6E5BFB8EF6CDD9D178D052,b5fbb2593d0559b94b6d4229cb89a2673934c182,producer:viz/p-010.png
source,sources/noether/zh-r3/viz/p-011.png,viz/p-011.png,sealed visual evidence,exact sealed checkpoint,316403,892C3CD3182815C4E566EA7E92EDA8D47E8810E5B8F26E466659385B388963E2,61895f76afdd265042ae3c569d302a58f9b7af67,producer:viz/p-011.png
source,sources/noether/zh-r3/viz/p-012.png,viz/p-012.png,sealed visual evidence,exact sealed checkpoint,326491,89F81672FA06B4BE150E1D91315D0A98E117CD89802F59679EC68F144FA34C38,6ea4ddf070fe40d6595fefa1f299671390016f94,producer:viz/p-012.png
source,sources/noether/zh-r3/viz/p-013.png,viz/p-013.png,sealed visual evidence,exact sealed checkpoint,204701,B3E30152371E51E79E156A7DC3219CB9B35C90D86F8AB73946B6DD2E89398380,65f4bb4f0dab7a38eb84dc5df52ffc2934a7da15,producer:viz/p-013.png
source,sources/noether/zh-r3/viz/p-014.png,viz/p-014.png,sealed visual evidence,exact sealed checkpoint,247844,CB0F1387EA5C54B50A913CCD7407464A4A1BFDB34F904F34C5D6B11FD0914DF1,9a0bdb32a825e931f6e961933e634ade947eb675,producer:viz/p-014.png
source,sources/noether/zh-r3/viz/p-015.png,viz/p-015.png,sealed visual evidence,exact sealed checkpoint,287655,E76889E99489AAEA272B1BEDE93E5127978495618563C368EA7EB02D3280E789,a9592c19f7e113c067f7dfeee3cd3bdeb9525582,producer:viz/p-015.png
source,sources/noether/zh-r3/viz/p-016.png,viz/p-016.png,sealed visual evidence,exact sealed checkpoint,212330,20AAE55B2E3C900AE1B73B342927D9F40DEFCA2D99BB16F1D18A143B177CEF0E,5fab8a60ce8069ab3518891867dc7a8142f9c10c,producer:viz/p-016.png
source,sources/noether/zh-r3/viz/p-017.png,viz/p-017.png,sealed visual evidence,exact sealed checkpoint,189571,989B286E9DCA5019B68A07C3D09B4BA975744BAD8709C38AA56AFA090B7E180F,8c110e1e0777dcd02a1c0a217137435e9ff1fcd5,producer:viz/p-017.png
source,sources/noether/zh-r3/viz/p-018.png,viz/p-018.png,sealed visual evidence,exact sealed checkpoint,211435,C2239E4D97FDC9B56D1C9D1DD870EB84014D35E60E91C5362C644CE8F68BAD33,39f8549c782e49f7afdadee63954fd07ada5958c,producer:viz/p-018.png
source,sources/noether/zh-r3/viz/p-019.png,viz/p-019.png,sealed visual evidence,exact sealed checkpoint,220123,EC9FECA75ABC904CEB591ECF86F8BEFAEB8F8C57B177281B25A65FC515923283,70ae5b3d01cf669679c7ade9d962b0e61db8ee65,producer:viz/p-019.png
source,sources/noether/zh-r3/viz/p-020.png,viz/p-020.png,sealed visual evidence,exact sealed checkpoint,407759,00CEE8772F00FDDC26727898B56EC106D1855076077F491CF81E19168A083F21,9be4ce02338b8bd6c7caef7a0ceb0e0b017a80be,producer:viz/p-020.png
source,sources/noether/zh-r3/viz/p-021.png,viz/p-021.png,sealed visual evidence,exact sealed checkpoint,217769,955CDC2C56E280997914161EA50CA6021B3D7BE71FB4C4ED298A5348502F480C,5b75cf4a22d296622e2e5d723a43a8236eeb3a12,producer:viz/p-021.png
source,sources/noether/zh-r3/viz/p-022.png,viz/p-022.png,sealed visual evidence,exact sealed checkpoint,243771,9D456885C24E34878415C56648D940EF3C0805D4C68FCD22A232083F5ADB591E,d51067713a7e37d76cacced83192ac6c798570fb,producer:viz/p-022.png
source,sources/noether/zh-r3/viz/p-023.png,viz/p-023.png,sealed visual evidence,exact sealed checkpoint,222103,A4426F7025A324BDDFFB9FFA7283BE55DE03957767FC668E230224E5909874BC,8b43e7e62b3b9250ce278b51c4640a2042ee7bed,producer:viz/p-023.png
source,sources/noether/zh-r3/viz/p-024.png,viz/p-024.png,sealed visual evidence,exact sealed checkpoint,310694,208951B3AAD7742359355A26E86FF402752A3D75D1A98DF92B806C740A3CA1CB,95f8252caa7e650aeda4b91a4b7769d2a4326d9e,producer:viz/p-024.png
source,sources/noether/zh-r3/viz/p-025.png,viz/p-025.png,sealed visual evidence,exact sealed checkpoint,276867,6E5B140C7FE19DC97639DFA53F9E68C3488B45E4FF3446B2383C1962F8A187B6,aff3e1efbc4ee702025941fe67d2efcfe08830ae,producer:viz/p-025.png
source,sources/noether/zh-r3/viz/p-026.png,viz/p-026.png,sealed visual evidence,exact sealed checkpoint,333048,F89C147DA02B4C155D5A3A4E68E736B0BD28F77CA6C3596FC4E3F21936D8B82A,c0bc4de8b331f1675628f8016202833f0b260213,producer:viz/p-026.png
source,sources/noether/zh-r3/viz/p-027.png,viz/p-027.png,sealed visual evidence,exact sealed checkpoint,249862,040E8EBDB4EB36C08BC925A15FB34678DF9DB0221B4CED40D6B6E0D65682E1DF,f7ea03d38f43c5b00558836927e4a6fa63d2aa81,producer:viz/p-027.png
source,sources/noether/zh-r3/viz/p-028.png,viz/p-028.png,sealed visual evidence,exact sealed checkpoint,161609,E252B95DB1B5A8E846521B1DFF109D02B0817B9E4BB64B38AD0C9D93E1B2723B,60073c2cf08345acee39019932706a1807bf5208,producer:viz/p-028.png
source,sources/noether/zh-r3/viz/p-029.png,viz/p-029.png,sealed visual evidence,exact sealed checkpoint,279977,2487627DAF386CF47080A0B8E7AD54BE925CD4AECB4A285C754D50CF06912871,6762a5bcdfe970ab7a21aa1a2728eb81874a59eb,producer:viz/p-029.png
source,sources/noether/zh-r3/viz/p-030.png,viz/p-030.png,sealed visual evidence,exact sealed checkpoint,248975,C59DFE57EF03F50EA287E10C768EE31828A370FFF462249776054E32BFCAE1D1,07f110e93431174c53ab73fbfb90ea71b65773c7,producer:viz/p-030.png
source,sources/noether/zh-r3/viz/p-031.png,viz/p-031.png,sealed visual evidence,exact sealed checkpoint,218321,481F8CAEA9393F298A67673B3F1AF74073538C632EC46225576B0BF89D15362B,03cc97992e83b8e887b83385c2d8ed9b38faeb9a,producer:viz/p-031.png
source,sources/noether/zh-r3/viz/p-032.png,viz/p-032.png,sealed visual evidence,exact sealed checkpoint,232405,1A9DB815B97666D3BD4244AD6791E3EE9FBDB1B851BFF3B2FC26EB19208F6C8F,ff4c55c2fa9650b3ecb1ffceea03238e37507800,producer:viz/p-032.png
source,sources/noether/zh-r3/viz/p-033.png,viz/p-033.png,sealed visual evidence,exact sealed checkpoint,257612,E32D964526405BC1E423879D995FF5A7252FDA07E175FB5CF422F6CC577CBB4A,8ed635dc05d88f144013cb77af87d5e1a9091bfa,producer:viz/p-033.png
source,sources/noether/zh-r3/viz/p-034.png,viz/p-034.png,sealed visual evidence,exact sealed checkpoint,247724,D30DA44113697161D1B8655F23D46A7CBA3DDAA99E028406A38549E96E3F57A2,64d7826a08b7b12b1a2f9b957f89a05223337faa,producer:viz/p-034.png
source,sources/noether/zh-r3/viz/p-035.png,viz/p-035.png,sealed visual evidence,exact sealed checkpoint,268951,271336BC14C66CB994FAB11FADF99AB393DD9F9551EFA682E69776D7CFA1A516,695cc6a9683877659aa61609ada18e9998a67ba3,producer:viz/p-035.png
source,sources/noether/zh-r3/viz/p-036.png,viz/p-036.png,sealed visual evidence,exact sealed checkpoint,306323,2DE51340AABBEA587496F3734CD1068A3614678B15C13FCF1F6C029B146A983F,15725c46dd82569bc689fa27daa151d8f862e55d,producer:viz/p-036.png
source,sources/noether/zh-r3/viz/p-037.png,viz/p-037.png,sealed visual evidence,exact sealed checkpoint,276703,F10D7A765EA1D91193A65ACFFBCD0D967E73E7DA37F96C0BB8D3F6ED30787A73,679a99231ef9b4766ac17955fd0d6296eab76c3b,producer:viz/p-037.png
source,sources/noether/zh-r3/viz/p-038.png,viz/p-038.png,sealed visual evidence,exact sealed checkpoint,267631,D6C096B045E45456073414A8CA8F92C0B25650300CF93A8F140AF47108AD18C1,1963b862af74b905a6fc38e61d86e9c61b7cb768,producer:viz/p-038.png
source,sources/noether/zh-r3/viz/p-039.png,viz/p-039.png,sealed visual evidence,exact sealed checkpoint,297358,85FB88B82AB46793430020E02185578F86B6993622E66BF0B56ABA6D38EE2595,94e043590c06d61fe27acc51fb947aa45cde355c,producer:viz/p-039.png
source,sources/noether/zh-r3/viz/p-040.png,viz/p-040.png,sealed visual evidence,exact sealed checkpoint,290566,325F9B2422D6B94F90FA4D0586A1E1785BF4CBFEA3A4D1EDE4A40108B7407C1A,2e4c8899e2bb9c04fa5264f218ce21231d968b41,producer:viz/p-040.png
source,sources/noether/zh-r3/viz/p-041.png,viz/p-041.png,sealed visual evidence,exact sealed checkpoint,108691,1F22C4173B1AA3865CF01C9F77B20AD76158A0123C8AD9BAB7D2B72CDC2C6EF3,3eb90f04cddadf987dd17c2bb7d8bd22ea1be51d,producer:viz/p-041.png
source,sources/noether/zh-r3/viz/p-042.png,viz/p-042.png,sealed visual evidence,exact sealed checkpoint,115122,7206D6C1A88706D93FA862E05DB15653A338563F3AAA68B13D91EE0BC6796F2F,b3ecfa93ef26afaff3ce51ba9dd652f893ca4988,producer:viz/p-042.png
source,sources/noether/zh-r3/viz/p-043.png,viz/p-043.png,sealed visual evidence,exact sealed checkpoint,639873,11C4A2CA35FFE9B4B9BFA7FBE23B3C3881C65379FAB18F40E004461DF62FF6A8,16c0e281106c45bf2cada6f109a1fc632f49bf85,producer:viz/p-043.png
source,sources/noether/zh-r3/viz/p-044.png,viz/p-044.png,sealed visual evidence,exact sealed checkpoint,147415,264F628FF23826AEC7E74E1DEB22E0F7F6872522F806FCE851D7C65E5D4A7122,2d7d2da3ba5449e9e77429d8a3ab228ed5ab5c7a,producer:viz/p-044.png
source,sources/noether/zh-r3/viz/p-045.png,viz/p-045.png,sealed visual evidence,exact sealed checkpoint,731499,F038131C5EBF8AD966EE0C0547A119BC7311D156AEBA49127FCCE7C1C535F937,c01f2e3f248becdfaffea2dc2b325e168de50c10,producer:viz/p-045.png
source,sources/noether/zh-r3/viz/p-046.png,viz/p-046.png,sealed visual evidence,exact sealed checkpoint,478005,C11B63D86D9DFDD735E103955C50BA7528F9602735C121262563F3E1913378FF,57621ee5b91f3078834b0bb60cb40f37969c7594,producer:viz/p-046.png
source,sources/noether/zh-r3/viz/p-047.png,viz/p-047.png,sealed visual evidence,exact sealed checkpoint,600239,46AD36196E34573AD2B231BEF04CF9D1B955483F77E2C06A9D47BE6410882A2F,79ef89bd2a1e2051d77348316ca79f607f5ea5ff,producer:viz/p-047.png
source,sources/noether/zh-r3/viz/p-048.png,viz/p-048.png,sealed visual evidence,exact sealed checkpoint,489075,BB69A9C74BA5C83DACB1C97A6FDF5C04FB3ACFE3D0CD614BFA1FBC82A983907E,606a5b90771e9eee0834ee845e3946c7753cb71b,producer:viz/p-048.png
source,sources/noether/zh-r3/viz/p-049.png,viz/p-049.png,sealed visual evidence,exact sealed checkpoint,359211,CCAA0BDFE2091FF2A190B2CB437F7ECE6942120E7E2B1B2B019974AA5FD64C0A,5a8f33a046c2eb2726a481bdb1edc695156819cc,producer:viz/p-049.png
source,sources/noether/zh-r3/viz/p-050.png,viz/p-050.png,sealed visual evidence,exact sealed checkpoint,344468,8A940A179DB6A6D25307983E16F011F6D4952EF7BF916DBD81BD05C0BE19A39C,2323ea96d2568457d1aab22476dc44e59748fdad,producer:viz/p-050.png
source,sources/noether/zh-r3/viz/p-051.png,viz/p-051.png,sealed visual evidence,exact sealed checkpoint,336704,5B8E9A6846EA34763BA9AD2F2D49C4BF582710BF56BA3214B0CFD9FB97CDAF30,7358bf5bb14e02539bd5ac887ad2d74876da7114,producer:viz/p-051.png
source,sources/noether/zh-r3/viz/p-052.png,viz/p-052.png,sealed visual evidence,exact sealed checkpoint,394790,2B50B5FFCB52D3BCA0A27A7A5A22A3B4623DF7AAFB3D61CFB25EB9A3B3C0EA3E,022cba999069659a0d6198333beebb6b31208bd9,producer:viz/p-052.png
source,sources/noether/zh-r3/viz/p-053.png,viz/p-053.png,sealed visual evidence,exact sealed checkpoint,463623,4BE67C205D896DB3A49B005EB9B6B45BAC8E6EEFF2D5098FBC39B8C46929CCDF,75bfbb9cbc1aa73b4c9a93efc4e0955b0ea5e475,producer:viz/p-053.png
source,sources/noether/zh-r3/viz/p-054.png,viz/p-054.png,sealed visual evidence,exact sealed checkpoint,492378,4E9F34F764F35412A1A1C648BDAB4F1FCB2D0DC40533DD6E319D00EFA803EC2B,2a153f614c102000ad62037352c3e967f6d44a22,producer:viz/p-054.png
source,sources/noether/zh-r3/viz/p-055.png,viz/p-055.png,sealed visual evidence,exact sealed checkpoint,521412,527F928CC77C689F9698EF1CD992CB0C37AAFBDBC3F5058A612740E38F038137,942b756076f880cc027d7072aefb476b79297705,producer:viz/p-055.png
source,sources/noether/zh-r3/viz/p-056.png,viz/p-056.png,sealed visual evidence,exact sealed checkpoint,332901,2FC330EEE7B0BCA7FB440E76BBBBBCA72A73C90D4865034DD3637CCE6CD71C6A,3d388d1b19abd76bb322a87b7c6b8ae023d82e21,producer:viz/p-056.png
source,sources/noether/zh-r3/viz/p-057.png,viz/p-057.png,sealed visual evidence,exact sealed checkpoint,327842,F61A8B7549271BD41A3E94DF737FC8A7765973D4239E9C1F1A62A9CA2B8CEC85,140277b91deef3fa70a50ea7163b60bfe10c2b44,producer:viz/p-057.png
source,sources/noether/zh-r3/viz/p-058.png,viz/p-058.png,sealed visual evidence,exact sealed checkpoint,376233,C377AE7B92BE4856563ECEC73EC4B3247E2EF5B0E5A0EAF008304D9DA9DD9669,4c67145656fb298536f28bda6ca2b97a8cb89f2c,producer:viz/p-058.png
source,sources/noether/zh-r3/viz/p-059.png,viz/p-059.png,sealed visual evidence,exact sealed checkpoint,356831,B3A8DA61CE357CB12EF1BE7E2C928FFDAAFB5D512E742CF67CA1376AC7AB5923,ac8880e471a63687471073bd434f9464fe18d3fe,producer:viz/p-059.png
source,sources/noether/zh-r3/viz/p-060.png,viz/p-060.png,sealed visual evidence,exact sealed checkpoint,400337,6E7C6B77E372A079C9511F17C3026A4337F957342B16C85A017754AA2748DE70,e1aaa255e98e87d0f73160ca67767808d8371b50,producer:viz/p-060.png
source,sources/noether/zh-r3/viz/p-061.png,viz/p-061.png,sealed visual evidence,exact sealed checkpoint,576643,995195999A56523D8B849268EE7950AD8B5235638868255460B9668049D95443,3ca3e5813a1c63a6727a1fff6a492069bc99d437,producer:viz/p-061.png
source,sources/noether/zh-r3/viz/p-062.png,viz/p-062.png,sealed visual evidence,exact sealed checkpoint,711473,7BF15036F8AD488D25B11C6954D97CB1F956C1EB9DE07766B43F3D1E2D2EFC79,85bde7b6dab3f23f4a1ae3193c1f73932a3f9cb8,producer:viz/p-062.png
source,sources/noether/zh-r3/viz/p-063.png,viz/p-063.png,sealed visual evidence,exact sealed checkpoint,129378,32D630960031DDA07100ED061504081E3600E70056D1CB539282906FFD7E4427,5e9d412f8b399768e30bfff31b52a31fafe922c6,producer:viz/p-063.png
source,sources/noether/zh-r3/viz/p-064.png,viz/p-064.png,sealed visual evidence,exact sealed checkpoint,666997,6584CCF720D9BA7DED5535591784CFA8EB037C8D4102B77C85439884BE9804C3,e118c7adeb8a8b946be50ac4513eb9bddefa1089,producer:viz/p-064.png
source,sources/noether/zh-r3/viz/p-065.png,viz/p-065.png,sealed visual evidence,exact sealed checkpoint,362984,2528E4F09475BDE11A254EBDCF3529DDF70C8C699FC456077200D5D5699FAC32,50ff90c44bd10f37d3d89bf6e99268a34003b14d,producer:viz/p-065.png
source,sources/noether/zh-r3/viz/p-066.png,viz/p-066.png,sealed visual evidence,exact sealed checkpoint,368831,9B1311F7AAA6A585D9BE7321575E50DE34C6D215398D95FBBA9E0ABC218E79FF,ce784cc8f238d44dd3d53e8e0a91a30e010afc95,producer:viz/p-066.png
source,sources/noether/zh-r3/viz/p-067.png,viz/p-067.png,sealed visual evidence,exact sealed checkpoint,322632,C0D2AFC326D4EEE280BDDB183D8F44E2FDB19457673DAAB2C1F2A63A1A74CEC3,00473b0e8ba7b847d85f416c66f6aa55f7cce9d8,producer:viz/p-067.png
source,sources/noether/zh-r3/viz/p-068.png,viz/p-068.png,sealed visual evidence,exact sealed checkpoint,366310,A5B5C530A532372AA0EAA7AD55DE8EBC911BAF119DCAC5A9582BEFF4F63A7E19,2347a01966cadb23aff3fca3c2f658ca87bd92da,producer:viz/p-068.png
