surface,path,relative_path,role,disposition,bytes,sha256,git_blob_sha1,origin
source,sources/noether/slavic-v038/pdf/base-papers1-43-isv.pdf,pdf/base-papers1-43-isv.pdf,rebuilt Papers 1--43 base PDF,proposed_public,2186655,1BCE9EA096D8B9182424B343A4BD309F44C382A13C705735C559EEE35B1B6ADE,9bddcb2d07f3fb3a19e36d4c67ab5e0fbff005a6,pdf/base-papers1-43-isv.pdf
source,sources/noether/slavic-v038/pdf/base-papers1-43-ru.pdf,pdf/base-papers1-43-ru.pdf,rebuilt Papers 1--43 base PDF,proposed_public,2519758,8567D268B5AC6D54BF2B397842C262B6C8B1DC7F1924FF4DC4927CD63AF13FDE,17b19c3ffb203c23b1a3458b9c926cfec37c3a3e,pdf/base-papers1-43-ru.pdf
source,sources/noether/slavic-v038/pdf/base-papers1-43-uk.pdf,pdf/base-papers1-43-uk.pdf,rebuilt Papers 1--43 base PDF,proposed_public,2411505,DDAA6F648F9E22E26DC94FD4925FCE7AA2A2F1D7EB7567B7C74338BB4C6542F2,470e4c6dcaee5ad66b3c963b06bfcd4cd2e338e0,pdf/base-papers1-43-uk.pdf
source,sources/noether/slavic-v038/pdf/bib-isv-cy.pdf,pdf/bib-isv-cy.pdf,standalone post-P43 component PDF,proposed_public,108343,CF535DE1F219976025057F29FE956E69032B3D2E72295D14AF2740D49C862A1D,12bc9be7948a843064f8d2e4dfc32e11103535d6,pdf/bib-isv-cy.pdf
source,sources/noether/slavic-v038/pdf/bib-isv.pdf,pdf/bib-isv.pdf,standalone post-P43 component PDF,proposed_public,99096,571AEBE5E129F4652F7DEFD8EB6D9A71569DD66EBC7FEE83740B7B5E24BD5E75,ba2cbd37a7fa473c4bc1ea7403e9fd519aee82d6,pdf/bib-isv.pdf
source,sources/noether/slavic-v038/pdf/bib-ru.pdf,pdf/bib-ru.pdf,standalone post-P43 component PDF,proposed_public,117663,02DE626A5AB18204B785CB81A0D789FB97B82560CAAD2C7D7288138E1411D6AB,20e41b34dfdc3b3c5ba9046c7a1c697187e90413,pdf/bib-ru.pdf
source,sources/noether/slavic-v038/pdf/bib-uk.pdf,pdf/bib-uk.pdf,standalone post-P43 component PDF,proposed_public,115322,0546036229B9EE376356EFE6D1FF90FA717DBE9015794C144DA2C3F6346D8EC8,7b6e66d614393c629d855c62f0c94dad4eb1613b,pdf/bib-uk.pdf
source,sources/noether/slavic-v038/pdf/noether-isv-cy-v038.pdf,pdf/noether-isv-cy-v038.pdf,complete cumulative reader PDF,proposed_public,3298818,58B3BBF4E08D77A46B92BA2E117E40ED04A22E65025514EED35DA749EA65DE5B,007a323bf80474fa7be2b10295bdd3f3f81b9d58,pdf/noether-isv-cy-v038.pdf
source,sources/noether/slavic-v038/pdf/noether-isv-v038.pdf,pdf/noether-isv-v038.pdf,complete cumulative reader PDF,proposed_public,2994175,08A4695DE3AAE7B58CD57CEF63B8045AE9E4836BA2C620F756EA06921C5B3EEF,32379ab374479a5ffd0bd6ab86d2b48794cabf40,pdf/noether-isv-v038.pdf
source,sources/noether/slavic-v038/pdf/noether-ru-v038.pdf,pdf/noether-ru-v038.pdf,complete cumulative reader PDF,proposed_public,3421745,6FF46AEA9ADCBE600753B37B65D4CB766688E4C496433094055CF7A7166250D1,19d9ac62bd04c7df93d189b547ce220a2ffc5ee9,pdf/noether-ru-v038.pdf
source,sources/noether/slavic-v038/pdf/noether-uk-v038.pdf,pdf/noether-uk-v038.pdf,complete cumulative reader PDF,proposed_public,3294546,DE6A241086572B4385B49406D5B2367D2F3D6CAE474F543725C4663F96F26241,0c64612d61c04e6c73a482b5bfa708a047ab4a4c,pdf/noether-uk-v038.pdf
source,sources/noether/slavic-v038/release_manifest.json,release_manifest.json,release manifest,proposed_public,52583,5F8527D796742F416707D15A3B5D110EAE06EA5324B793E6EAC393F785CF8D92,6a730aff456f29fb0fec29aedc9afb9603750c29,release_manifest.json
source,sources/noether/slavic-v038/source/44-book-isv-cy.tex,source/44-book-isv-cy.tex,editable post-P43 TeX source,proposed_public,229501,F405DEFB7B185E39F03D516A6CFEEAD1803EF1F8D49192FACAB325931B9B5BD2,9d38bc8bbfd938265aed072e8fd54b51aa839590,source/44-book-isv-cy.tex
source,sources/noether/slavic-v038/source/44-book-isv.tex,source/44-book-isv.tex,editable post-P43 TeX source,proposed_public,166762,388A25A40C25376814F84F5235FBCE12BEF33E3EF723087022A0A3E690DCCB0C,6a7499019edbffde776ea47090acfc41e29efdee,source/44-book-isv.tex
source,sources/noether/slavic-v038/source/44-book-ru.tex,source/44-book-ru.tex,editable post-P43 TeX source,proposed_public,245138,F7633A0BDAEBFD9058943C63FAD6704E94BD4F063C663D3833EF44A26C8AF665,a9aa183973e94335ab0a0a5dfd2ad8b73c6e7f17,source/44-book-ru.tex
source,sources/noether/slavic-v038/source/44-book-uk.tex,source/44-book-uk.tex,editable post-P43 TeX source,proposed_public,234746,9EBE1AC370D9C49BD820D2B3D5983D49C45EC690BD5DE25D09C7CB23C19876E0,d100d5678bfbc1f60af54297cb0fdcb7908d8e2a,source/44-book-uk.tex
source,sources/noether/slavic-v038/source/45-isv-cy.tex,source/45-isv-cy.tex,editable post-P43 TeX source,proposed_public,35076,898AD7C868EBDC498322E2AAABBB5C69A5B17F65343D7A94D0F2BE2E45AF650B,f3e6583e980d19c939fdb956a8dfedf21201a163,source/45-isv-cy.tex
source,sources/noether/slavic-v038/source/45-isv.tex,source/45-isv.tex,editable post-P43 TeX source,proposed_public,25458,24EB1BF98DD0D524084BD37B51CCD5518AE1B2ECDCEC64EDB6E390B902DF1986,19e6f840648c4774cd74e775d829546af1ec96d5,source/45-isv.tex
source,sources/noether/slavic-v038/source/45-ru.tex,source/45-ru.tex,editable post-P43 TeX source,proposed_public,37077,9E69EC613B5A5EBBFB74D2C4515AC909ACDA4AF31D0049A7E2A263AC52F23E97,d1898b13ee7370925afa5cbd64f622878bdc522f,source/45-ru.tex
source,sources/noether/slavic-v038/source/45-uk.tex,source/45-uk.tex,editable post-P43 TeX source,proposed_public,35056,1650DEF7A7A8CE27A5CA2AB52186A7BE5A3E898DFAE2AE8068D65FF360C949A8,02ba5f8feba1736897042839f67915bc96c33e02,source/45-uk.tex
source,sources/noether/slavic-v038/source/base-papers1-43-isv-cy.tex,source/base-papers1-43-isv-cy.tex,exact editable archive-normalized Papers 1--43 base source,proposed_public,2730792,AC787BF8F71504C3DF6E6F00C1D01A265F26C6C7809AA15BF5F8A1FC90176B96,2a0042c5a79629393829aea764771ba40e720479,source/base-papers1-43-isv-cy.tex
source,sources/noether/slavic-v038/source/base-papers1-43-isv.tex,source/base-papers1-43-isv.tex,exact editable archive-normalized Papers 1--43 base source,proposed_public,1883474,93DE78A71C9B19E1BCB62BAC85F8B874E08A3818749E77F79C8158A685B9E629,d3fb15c471fa66b9fd964119e1aa7b2380cc0979,source/base-papers1-43-isv.tex
source,sources/noether/slavic-v038/source/base-papers1-43-ru.tex,source/base-papers1-43-ru.tex,exact editable archive-normalized Papers 1--43 base source,proposed_public,2861627,86D4CD51A425104A3838FC21E6FE5B9CA2CD26BE173C2DE9562989DAADE6FD74,b3678e7fbb6497a2c057bdb79d54f744c0ca7a85,source/base-papers1-43-ru.tex
source,sources/noether/slavic-v038/source/base-papers1-43-uk.tex,source/base-papers1-43-uk.tex,exact editable archive-normalized Papers 1--43 base source,proposed_public,2690751,8F02C238D722E8E34FCE6214C049B2CA77282A21622F91C2EAB370C99F8BAE1F,f0d32ac6570df09f83cb21ece80c1b51bc396e0a,source/base-papers1-43-uk.tex
source,sources/noether/slavic-v038/source/bib-isv-cy.tex,source/bib-isv-cy.tex,editable post-P43 TeX source,proposed_public,12999,E17FADD11EDE46A4B6FA7BD68791EE40EB793C651512D046925D523738E166F2,13c16e82c69b6838e9ae6a4c7a6bf94e48f35707,source/bib-isv-cy.tex
source,sources/noether/slavic-v038/source/bib-isv.tex,source/bib-isv.tex,editable post-P43 TeX source,proposed_public,9555,CD7742F89A63FA95CB3730EB4A02C024C64702DA6D16E026809B115BA1E04265,af22e29fa425a1a57d796e746df79ed619e8d9bd,source/bib-isv.tex
source,sources/noether/slavic-v038/source/bib-ru.tex,source/bib-ru.tex,editable post-P43 TeX source,proposed_public,13008,BD16E399E36E33945FE3BF3BE66B9A2ED067C8099D6195938C93AF70B4E23576,3d156108084d10e39fe4b4525990b2bbb7f47b96,source/bib-ru.tex
source,sources/noether/slavic-v038/source/bib-uk.tex,source/bib-uk.tex,editable post-P43 TeX source,proposed_public,12754,3F7CA87FBB322BFDB2202C467B6F7C1E92C5DB442AC92CFCC78AE53CCA1DE0B2,c511fd505e2494097045bb8ae91f77f607564a4a,source/bib-uk.tex
source,sources/noether/slavic-v038/source/noether-isv-cy-v038.tex,source/noether-isv-cy-v038.tex,portable cumulative pdfpages TeX recipe,proposed_public,352,18BD553D6B15A8D7AAC6233D5E28961DC6587D17BCB73B313B9C38B1F3A0F4E1,4d6e5dcbac265da9712bf55d9e48698bf264966a,source/noether-isv-cy-v038.tex
source,sources/noether/slavic-v038/source/noether-isv-v038.tex,source/noether-isv-v038.tex,portable cumulative pdfpages TeX recipe,proposed_public,340,8404D3B63C9099556036B6B337D917F0DC037FB093C85E2768C47D19C9CFA3AF,411849ce612a53faa8e175825497735dd2593709,source/noether-isv-v038.tex
source,sources/noether/slavic-v038/source/noether-ru-v038.tex,source/noether-ru-v038.tex,portable cumulative pdfpages TeX recipe,proposed_public,336,A8D50E39939A6156CD906041BD048B5FB34ED61DC8361F1C63016FB4802A1027,c0ed41c14ca01dab08ad53f6b538335c4d74e003,source/noether-ru-v038.tex
source,sources/noether/slavic-v038/source/noether-uk-v038.tex,source/noether-uk-v038.tex,portable cumulative pdfpages TeX recipe,proposed_public,336,E10CC671B598E21894F8B922FCF8EAC3B1D38D92E46103B4D4855FE919B1138E,5fc7bd2e5c22a1747540a8d07de217445717cd0a,source/noether-uk-v038.tex
source,sources/noether/slavic-v038/tools/assemble_release_sources.py,tools/assemble_release_sources.py,reproducibility tool,proposed_public,10755,8ADAB500386222D20597287F75EF417A23F973FA177244E17D94EA4FC7BC2B39,10fd0aa481d23dcfb830508081697e9cddea06d2,tools/assemble_release_sources.py
source,sources/noether/slavic-v038/tools/build_handoff.py,tools/build_handoff.py,reproducibility tool,proposed_public,15213,BA653B635056AD238580B564F190A85E3E36E223B0D7CC9B8342B79C745C1A6F,82c5cdd724c795c3040cf2c7d9e4e677591ad305,tools/build_handoff.py
source,sources/noether/slavic-v038/tools/build_release.py,tools/build_release.py,reproducibility tool,proposed_public,7252,3CE53C69BDA721C5B5F89D554A1F66BE4EDE00760890FB4A899E3E2E16BD40C2,feb3970c5c9205b5d044e6089bc1dfbd4141e2fd,tools/build_release.py
source,sources/noether/slavic-v038/tools/build_structural_index.py,tools/build_structural_index.py,reproducibility tool,proposed_public,26280,BFFF478F68D5818091F2128BCCAA38AF010F174E21044DD299885FD435D3D0AE,32a6d8026136b706c76e2147559d61a1c84c355a,tools/build_structural_index.py
source,sources/noether/slavic-v038/tools/build_visual_index.py,tools/build_visual_index.py,reproducibility tool,proposed_public,11032,BCDF51FBF323A5FCDBCA45A198D63BB574CF7206135969D1330F042A19DD5B0C,a8e4aed0679ae86675983ff8be1be54d308c2301,tools/build_visual_index.py
source,sources/noether/slavic-v038/tools/extract_authority_units.py,tools/extract_authority_units.py,reproducibility tool,proposed_public,9068,8D9B5D3D2EFBF73773025BAEB9703F07D0324CA41178C6C3BDB37C9222E527CD,cf28caceab4c67f73ed8e1b5b281ab7a24ea126a,tools/extract_authority_units.py
source,sources/noether/slavic-v038/tools/qa_release.py,tools/qa_release.py,reproducibility tool,proposed_public,12413,D89AE660E920D4DF147C749D8C81C5A7EC330A44EF97C51F3A8E32B7FFE6B4BF,cde8ee19d268516383cdd17efbaae87cfe7502b8,tools/qa_release.py
source,sources/noether/slavic-v038/tools/reconcile_authority_v038.py,tools/reconcile_authority_v038.py,reproducibility tool,proposed_public,9844,E1E024BF08C165C2163DFA7F0534BA4D80D42144D4C62306CBBBCB0E72FEA79E,aa43fff61689383f86162a6002ab10368f789717,tools/reconcile_authority_v038.py
source,sources/noether/slavic-v038/tools/render_visual_qa.py,tools/render_visual_qa.py,reproducibility tool,proposed_public,12050,C788146E1BB6EB5345FE0A6D389419EFF5DE95C4F3C9DCC05014FE3C24078F81,24d5eb5d6b646bc2122c5e9e3ad359b96a57fb51,tools/render_visual_qa.py
source,sources/noether/slavic-v038/tools/transliterate_isv_cyrillic.py,tools/transliterate_isv_cyrillic.py,reproducibility tool,proposed_public,8617,B532C6BD183076E9C01AB7FE784C81E2DBCA1253281B27017D7C8591874E4C41,12338f8a09c019a08004093d4b6a437edeb1c2d6,tools/transliterate_isv_cyrillic.py
source,sources/noether/slavic-v038/tools/validate_human_units.py,tools/validate_human_units.py,reproducibility tool,proposed_public,10641,6DA4A83FAD9671626F48C8EFE9FF86DFA51BC03EDDFB53C312A0AC5AE3C54EDC,82e1b1e113ba33f60f4fa420e283cdf41643cb33,tools/validate_human_units.py
source,sources/noether/slavic-v038/tools/validate_inherited_continuations.py,tools/validate_inherited_continuations.py,reproducibility tool,proposed_public,17709,E231B80F76C22AB3A27E6C71D2748183BBD71CFB84E4E21E89871701BF99E2D9,504cfa4f7fbc325310877bb7a6c76bfb768f5ea9,tools/validate_inherited_continuations.py
source,sources/noether/slavic-v038/tools/validate_structural_index.py,tools/validate_structural_index.py,reproducibility tool,proposed_public,3183,FF6B61CF9FE9B12E0E254050B9A81CD40682C3669AF02A829069382E982F33F2,ca25d6e95dd641ec98af2e500d3674dad69ee2ca,tools/validate_structural_index.py
source,sources/noether/slavic-v038/tools/validate_visual_index.py,tools/validate_visual_index.py,reproducibility tool,proposed_public,2683,D7EDD0672C731957E577F7B3B5EE0EC310F6608EBD2E258FC954C602D1C2D383,67a357fe0c42dac9631944a082ded7182c7007d8,tools/validate_visual_index.py
source,sources/noether/slavic-v038/visual/contact-isv-cy.png,visual/contact-isv-cy.png,project-generated visual QA evidence,proposed_public_subject_to_archive_owner_underlying_text_rights_decision,342451,9E95D8CFA985E11C0A118AFFEE40C5595803C7AA77C531C778555135BB0E7195,2e7ea54604d45a365da23cb1f20d8317c452c7eb,visual/contact-isv-cy.png
source,sources/noether/slavic-v038/visual/contact-isv.png,visual/contact-isv.png,project-generated visual QA evidence,proposed_public_subject_to_archive_owner_underlying_text_rights_decision,398273,D2EDDB545E15A9F1ACABC321633702B518EC2CAC723060694BA668A53A46574E,993dd289b4607fefe0b7682c6602fa3152ea5945,visual/contact-isv.png
source,sources/noether/slavic-v038/visual/contact-ru.png,visual/contact-ru.png,project-generated visual QA evidence,proposed_public_subject_to_archive_owner_underlying_text_rights_decision,350180,C365F3C8CB76556C6900A4F87AEBA96A8A8AD96E6867586C7A1625FB2223DF5B,ca93d4a0699ae51156c07d6d2e09e8a479a7fec4,visual/contact-ru.png
source,sources/noether/slavic-v038/visual/contact-uk.png,visual/contact-uk.png,project-generated visual QA evidence,proposed_public_subject_to_archive_owner_underlying_text_rights_decision,315091,D32E0986A1061B6F9D990C85F05108BD9A5D8990CD9509FC80E857B304429422,5ba190d8abbafb1a7192c7c07e51713c781d7f6e,visual/contact-uk.png
source,sources/noether/slavic-v038/visual/renders/isv-cy/page-0001.png,visual/renders/isv-cy/page-0001.png,project-generated visual QA evidence,proposed_public_subject_to_archive_owner_underlying_text_rights_decision,368187,DBEF8F0DC375F18F636B9C91E1F0D8A7ACF4989268AC516B313115A0F0CE6DC2,2fd427c492f9f29073802c1e4e39e9650f8dffcb,visual/renders/isv-cy/page-0001.png
source,sources/noether/slavic-v038/visual/renders/isv-cy/page-0105.png,visual/renders/isv-cy/page-0105.png,project-generated visual QA evidence,proposed_public_subject_to_archive_owner_underlying_text_rights_decision,243253,4BA64E3473030A876A41D99BC30EA09680B6153E181B36DC35C2D04175267BC1,f8495fbf168fbc871282cdac34db41e2af45bf4a,visual/renders/isv-cy/page-0105.png
source,sources/noether/slavic-v038/visual/renders/isv-cy/page-0531.png,visual/renders/isv-cy/page-0531.png,project-generated visual QA evidence,proposed_public_subject_to_archive_owner_underlying_text_rights_decision,134753,43D18D50CD19068C8B189D7ED9FCA64AE31A69F9D4A3A09EF8BB21E0AF732C29,c56bdade4a6ae241f83ba3fc7ab351a4171e1de1,visual/renders/isv-cy/page-0531.png
source,sources/noether/slavic-v038/visual/renders/isv-cy/page-0532.png,visual/renders/isv-cy/page-0532.png,project-generated visual QA evidence,proposed_public_subject_to_archive_owner_underlying_text_rights_decision,168445,134D3AD71302A589F3421DE51FA34B7BDB3E97FB75E71F37DFBC93DEE990E875,a2d4a7a7d69f7f9c2fd4d2edcdce126e3de882fa,visual/renders/isv-cy/page-0532.png
